date,sym,direction,entry_time,exit_time,bars_held,opt_pct,pnl,mfe,mae,exit,regime,gap_pct,signal,month
2025-12-02,PLTR,long,09:35,14:35,60,-2.59,-19.39,2.85,-3.79,TIMEOUT,neutral,1.31,BOOF55,2025-12
2025-12-02,SNOW,long,09:35,14:35,60,-2.72,-20.36,3.13,-4.36,TIMEOUT,neutral,3.77,BOOF55,2025-12
2025-12-02,MSTR,long,09:35,14:35,60,8.14,61.06,9.16,-2.63,TIMEOUT,neutral,2.55,BOOF55,2025-12
2025-12-02,CRWD,long,09:35,14:35,60,0.51,3.84,1.78,-3.1,TIMEOUT,neutral,1.68,BOOF55,2025-12
2025-12-02,UPST,short,09:35,14:35,60,1.74,13.06,2.99,-3.39,TIMEOUT,neutral,0.75,BOOF51,2025-12
2025-12-02,COIN,long,14:35,15:50,15,-4.55,-34.11,0.19,-4.58,EOD,neutral,2.98,BOOF55,2025-12
2025-12-02,HOOD,long,14:35,15:50,15,-2.51,-18.84,1.05,-2.56,EOD,neutral,1.79,BOOF55,2025-12
2025-12-02,ARM,long,14:35,15:50,15,-0.38,-2.83,0.6,-0.38,EOD,neutral,1.63,BOOF55,2025-12
2025-12-02,APP,long,14:35,15:50,15,-0.14,-1.02,1.24,-0.81,EOD,neutral,1.52,BOOF55,2025-12
2025-12-02,MRVL,long,14:40,15:50,14,-0.33,-2.5,0.93,-0.67,EOD,neutral,1.71,BOOF55,2025-12
2025-12-03,UBER,long,09:35,14:35,60,-1.04,-7.83,0.86,-3.58,TIMEOUT,neutral,2.73,BOOF55,2025-12
2025-12-03,MRVL,long,09:35,14:35,60,1.65,12.37,4.27,-6.15,TIMEOUT,neutral,7.23,BOOF55,2025-12
2025-12-03,AMD,short,09:35,14:35,60,-4.29,-32.14,0.06,-5.72,TIMEOUT,neutral,0.5,BOOF51,2025-12
2025-12-03,COIN,long,10:00,15:00,60,0.1,0.72,0.84,-3.98,TIMEOUT,bull,1.81,BOOF55,2025-12
2025-12-04,HIMS,long,09:35,12:30,35,10.0,75.0,10.56,-0.13,TP,neutral,3.15,BOOF55,2025-12
2025-12-04,GOOGL,short,09:35,14:35,60,0.07,0.53,1.32,-0.72,TIMEOUT,neutral,0.73,BOOF51,2025-12
2025-12-04,META,long,09:35,14:35,60,-1.26,-9.43,0.99,-1.88,TIMEOUT,neutral,5.63,BOOF55,2025-12
2025-12-04,APP,long,09:35,14:35,60,4.03,30.23,6.69,-1.71,TIMEOUT,neutral,1.81,BOOF55,2025-12
2025-12-04,NVDA,short,10:10,15:10,60,-2.64,-19.78,0.4,-4.53,TIMEOUT,neutral,1.06,BOOF51,2025-12
2025-12-04,NVDA,long,15:15,15:50,7,0.64,4.81,1.04,-0.3,EOD,neutral,1.06,BOOF55,2025-12
2025-12-05,AVGO,long,09:35,14:35,60,-0.08,-0.62,1.93,-2.08,TIMEOUT,neutral,1.53,BOOF55,2025-12
2025-12-05,CRM,long,09:35,14:35,60,5.3,39.76,6.02,-0.24,TIMEOUT,neutral,1.22,BOOF55,2025-12
2025-12-05,ARM,long,09:40,14:40,60,-0.16,-1.17,3.29,-1.04,TIMEOUT,neutral,2.29,BOOF55,2025-12
2025-12-05,APP,short,09:40,14:40,60,0.12,0.93,2.6,-3.77,TIMEOUT,neutral,0.54,BOOF51,2025-12
2025-12-05,MRVL,short,09:40,14:40,60,2.5,18.79,6.54,-1.43,TIMEOUT,neutral,2.24,BOOF51,2025-12
2025-12-08,SMCI,long,09:35,14:35,60,2.29,17.18,4.94,-1.69,TIMEOUT,neutral,1.33,BOOF55,2025-12
2025-12-08,MU,long,09:35,14:35,60,-3.01,-22.54,1.83,-4.15,TIMEOUT,neutral,2.55,BOOF55,2025-12
2025-12-08,AVGO,long,09:35,14:35,60,-1.67,-12.56,0.52,-2.53,TIMEOUT,neutral,3.09,BOOF55,2025-12
2025-12-08,APP,short,09:35,14:35,60,1.88,14.07,2.44,-2.68,TIMEOUT,neutral,0.67,BOOF51,2025-12
2025-12-08,CLSK,short,10:10,15:10,60,-3.72,-27.88,1.35,-6.29,TIMEOUT,bear,1.68,BOOF51,2025-12
2025-12-08,HOOD,long,14:40,15:50,14,0.62,4.63,1.01,-0.31,EOD,neutral,1.55,BOOF55,2025-12
2025-12-10,PLTR,long,09:35,14:35,60,2.97,22.24,3.76,-4.04,TIMEOUT,neutral,1.34,BOOF55,2025-12
2025-12-10,MU,short,10:10,15:10,60,-7.9,-59.24,0.23,-7.93,TIMEOUT,neutral,0.98,BOOF51,2025-12
2025-12-10,MRVL,long,10:45,15:45,60,-0.35,-2.62,0.15,-4.79,TIMEOUT,neutral,2.54,BOOF55,2025-12
2025-12-12,NFLX,long,09:35,14:35,60,-1.73,-12.97,0.79,-3.52,TIMEOUT,neutral,1.54,BOOF55,2025-12
2025-12-12,UPST,long,09:35,14:35,60,-3.26,-24.44,1.86,-7.9,TIMEOUT,neutral,1.23,BOOF55,2025-12
2025-12-12,HOOD,short,10:05,15:05,60,2.25,16.91,5.96,-1.95,TIMEOUT,bear,1.56,BOOF51,2025-12
2025-12-12,COIN,short,10:30,15:30,60,0.15,1.16,4.17,-2.77,TIMEOUT,bear,0.98,BOOF51,2025-12
2025-12-15,TSLA,long,09:35,14:35,60,-0.66,-4.98,1.68,-2.95,TIMEOUT,neutral,2.23,BOOF55,2025-12
2025-12-15,MRVL,short,09:35,14:35,60,-0.2,-1.51,2.21,-1.97,TIMEOUT,neutral,0.53,BOOF51,2025-12
2025-12-15,PLTR,short,09:40,14:40,60,0.1,0.75,3.39,-0.96,TIMEOUT,neutral,0.83,BOOF51,2025-12
2025-12-15,HOOD,short,09:40,14:40,60,2.92,21.91,4.24,-1.92,TIMEOUT,neutral,0.62,BOOF51,2025-12
2025-12-15,HIMS,short,09:40,14:40,60,0.98,7.35,5.66,-0.76,TIMEOUT,neutral,1.8,BOOF51,2025-12
2025-12-16,COIN,short,09:45,14:45,60,1.13,8.47,2.34,-2.94,TIMEOUT,neutral,1.75,BOOF51,2025-12
2025-12-16,CLSK,short,10:05,15:05,60,-1.15,-8.61,3.29,-4.56,TIMEOUT,neutral,1.01,BOOF51,2025-12
2025-12-17,NFLX,long,09:35,14:35,60,-2.86,-21.42,1.35,-3.34,TIMEOUT,neutral,1.59,BOOF55,2025-12
2025-12-17,AVGO,short,09:35,14:35,60,6.92,51.93,8.47,-0.82,TIMEOUT,neutral,1.76,BOOF51,2025-12
2025-12-17,AMZN,long,09:35,14:35,60,-0.9,-6.76,0.9,-1.31,TIMEOUT,neutral,1.04,BOOF55,2025-12
2025-12-17,APP,short,09:35,14:35,60,4.64,34.78,5.01,-0.44,TIMEOUT,neutral,1.08,BOOF51,2025-12
2025-12-17,MRVL,long,09:35,14:35,60,-6.05,-45.36,5.88,-6.49,TIMEOUT,neutral,2.89,BOOF55,2025-12
2025-12-17,AMD,short,14:35,15:50,15,0.71,5.29,0.88,-0.53,EOD,neutral,0.58,BOOF51,2025-12
2025-12-18,MU,long,09:35,14:35,60,-4.32,-32.37,3.48,-9.23,TIMEOUT,neutral,7.39,BOOF55,2025-12
2025-12-18,AMZN,long,09:35,14:35,60,0.97,7.31,3.38,-0.9,TIMEOUT,neutral,1.96,BOOF55,2025-12
2025-12-18,AFRM,short,09:35,14:35,60,-2.91,-21.84,3.15,-9.24,TIMEOUT,neutral,3.64,BOOF51,2025-12
2025-12-18,APP,long,09:35,14:35,60,1.26,9.43,3.8,-2.9,TIMEOUT,neutral,2.79,BOOF55,2025-12
2025-12-18,HIMS,short,09:35,14:35,60,4.54,34.03,5.07,-2.37,TIMEOUT,neutral,2.09,BOOF51,2025-12
2025-12-18,SMCI,short,14:40,15:50,14,-0.89,-6.65,1.77,-1.67,EOD,neutral,2.95,BOOF51,2025-12
2025-12-18,AVGO,short,14:55,15:50,11,-1.7,-12.75,0.18,-2.86,EOD,bear,2.86,BOOF51,2025-12
2025-12-18,AFRM,long,14:45,15:50,13,1.43,10.74,2.87,-1.31,EOD,neutral,3.64,BOOF55,2025-12
2025-12-18,META,long,14:40,15:50,14,0.58,4.32,0.69,-0.62,EOD,neutral,1.21,BOOF55,2025-12
2025-12-19,COIN,short,09:35,14:35,60,-1.55,-11.65,1.12,-2.93,TIMEOUT,neutral,2.06,BOOF51,2025-12
2025-12-19,TSLA,short,09:35,14:35,60,0.36,2.66,3.88,-0.9,TIMEOUT,neutral,1.19,BOOF51,2025-12
2025-12-19,NVDA,long,09:35,14:35,60,2.87,21.49,3.1,-0.29,TIMEOUT,neutral,1.59,BOOF55,2025-12
2025-12-19,CRM,short,09:35,14:35,60,0.08,0.64,3.13,-0.34,TIMEOUT,neutral,0.81,BOOF51,2025-12
2025-12-19,PANW,long,09:40,14:40,60,0.42,3.12,0.47,-1.44,TIMEOUT,bull,1.06,BOOF55,2025-12
2025-12-19,MU,long,14:35,15:50,15,-0.78,-5.82,0.91,-1.17,EOD,neutral,1.67,BOOF55,2025-12
2025-12-19,HIMS,short,15:00,15:50,10,-4.25,-31.88,0.38,-4.99,EOD,neutral,0.78,BOOF51,2025-12
2025-12-19,AMD,long,14:35,15:50,15,-0.58,-4.33,0.5,-0.6,EOD,neutral,1.99,BOOF55,2025-12
2025-12-22,UBER,long,09:35,14:35,60,-1.93,-14.45,0.81,-2.49,TIMEOUT,neutral,2.74,BOOF55,2025-12
2025-12-22,COIN,long,09:35,14:35,60,-0.29,-2.19,3.66,-2.21,TIMEOUT,neutral,2.64,BOOF55,2025-12
2025-12-22,TSLA,long,09:35,14:35,60,-0.68,-5.14,1.55,-3.91,TIMEOUT,neutral,1.73,BOOF55,2025-12
2025-12-22,MU,long,09:35,14:35,60,4.58,34.32,4.98,-1.37,TIMEOUT,neutral,4.07,BOOF55,2025-12
2025-12-22,NVDA,long,09:35,14:35,60,0.28,2.09,1.06,-0.72,TIMEOUT,neutral,1.55,BOOF55,2025-12
2025-12-22,GOOGL,long,14:45,15:50,13,0.56,4.17,0.69,-0.05,EOD,neutral,1.02,BOOF55,2025-12
2025-12-22,AVGO,long,14:40,15:50,14,-0.88,-6.57,0.24,-1.02,EOD,neutral,1.63,BOOF55,2025-12
2025-12-22,CLSK,long,14:35,15:50,15,-1.21,-9.05,0.44,-2.19,EOD,neutral,3.69,BOOF55,2025-12
2025-12-22,HOOD,short,14:45,15:50,13,0.05,0.37,0.85,-0.25,EOD,neutral,1.69,BOOF51,2025-12
2025-12-22,APP,long,14:40,15:50,14,0.19,1.41,0.7,-1.27,EOD,neutral,1.47,BOOF55,2025-12
2025-12-24,TSLA,short,09:35,14:35,60,-0.88,-6.6,2.2,-1.44,TIMEOUT,neutral,0.64,BOOF51,2025-12
2025-12-26,PLTR,short,09:35,14:35,60,4.96,37.23,4.98,-0.06,TIMEOUT,neutral,0.55,BOOF51,2025-12
2025-12-26,MU,short,10:15,15:15,60,0.01,0.11,1.52,-0.86,TIMEOUT,neutral,1.33,BOOF51,2025-12
2025-12-31,NVDA,long,09:35,14:35,60,-1.61,-12.06,0.19,-1.84,TIMEOUT,neutral,1.1,BOOF55,2025-12
2025-12-31,UPST,short,09:40,14:40,60,1.35,10.14,2.66,-1.71,TIMEOUT,bear,0.54,BOOF51,2025-12
2026-01-02,PLTR,short,09:35,13:05,42,10.0,75.0,10.08,-1.94,TP,neutral,2.15,BOOF51,2026-01
2026-01-02,GOOGL,long,09:35,14:35,60,-2.83,-21.19,1.57,-6.04,TIMEOUT,neutral,1.29,BOOF55,2026-01
2026-01-02,SMCI,long,09:35,14:35,60,4.41,33.07,5.09,-1.27,TIMEOUT,neutral,2.46,BOOF55,2026-01
2026-01-02,COIN,short,09:35,14:35,60,-9.31,-69.82,0.12,-10.23,TIMEOUT,neutral,2.1,BOOF51,2026-01
2026-01-02,MU,long,09:35,14:35,60,7.13,53.46,7.29,0.0,TIMEOUT,neutral,3.45,BOOF55,2026-01
2026-01-02,TSLA,short,13:05,15:50,33,0.69,5.18,2.19,-0.69,EOD,neutral,1.69,BOOF51,2026-01
2026-01-02,MSTR,long,14:40,15:50,14,-1.1,-8.27,0.27,-2.04,EOD,bull,1.78,BOOF55,2026-01
2026-01-02,ARM,long,14:35,15:50,15,-1.55,-11.65,0.26,-1.59,EOD,bull,3.24,BOOF55,2026-01
2026-01-02,MRVL,long,14:35,15:50,15,-0.55,-4.1,0.51,-1.05,EOD,bull,1.74,BOOF55,2026-01
2026-01-02,AMD,long,14:35,15:50,15,0.79,5.92,2.13,-0.21,EOD,bull,2.27,BOOF55,2026-01
2026-01-05,GOOGL,short,09:35,14:35,60,0.2,1.53,1.07,-1.31,TIMEOUT,neutral,0.79,BOOF51,2026-01
2026-01-05,SMCI,long,09:35,14:35,60,-8.16,-61.23,0.25,-10.25,TIMEOUT,neutral,1.87,BOOF55,2026-01
2026-01-05,COIN,long,09:35,14:35,60,6.95,52.11,8.18,-0.26,TIMEOUT,neutral,4.14,BOOF55,2026-01
2026-01-05,AVGO,short,09:35,14:35,60,-1.17,-8.78,1.59,-3.82,TIMEOUT,neutral,2.11,BOOF51,2026-01
2026-01-05,MSTR,long,09:35,14:35,60,-0.89,-6.64,3.42,-4.76,TIMEOUT,neutral,3.65,BOOF55,2026-01
2026-01-05,CLSK,long,14:35,15:50,15,1.07,8.03,4.37,-0.33,EOD,neutral,5.39,BOOF55,2026-01
2026-01-05,HOOD,long,14:35,15:50,15,1.31,9.86,1.61,-0.6,EOD,neutral,2.4,BOOF55,2026-01
2026-01-05,ARM,long,14:35,15:50,15,-0.98,-7.32,0.53,-1.16,EOD,neutral,4.9,BOOF55,2026-01
2026-01-05,HIMS,long,14:35,15:50,15,1.47,11.02,2.71,-0.58,EOD,neutral,1.56,BOOF55,2026-01
2026-01-05,MRVL,long,14:35,15:50,15,-0.6,-4.48,0.98,-1.3,EOD,neutral,3.69,BOOF55,2026-01
2026-01-06,CLSK,short,10:30,12:05,19,10.0,75.0,10.01,-0.66,TP,neutral,0.8,BOOF51,2026-01
2026-01-06,HOOD,short,09:35,14:35,60,3.33,24.97,7.33,-0.76,TIMEOUT,neutral,0.63,BOOF51,2026-01
2026-01-06,AMD,short,09:35,14:35,60,3.47,26.05,5.6,-1.76,TIMEOUT,neutral,0.59,BOOF51,2026-01
2026-01-06,AFRM,short,09:40,14:40,60,-4.88,-36.59,2.88,-4.9,TIMEOUT,neutral,1.01,BOOF51,2026-01
2026-01-06,MU,long,09:45,14:45,60,5.6,41.99,5.7,-0.38,TIMEOUT,bull,2.08,BOOF55,2026-01
2026-01-06,PLTR,short,12:10,15:50,44,-1.6,-12.03,0.36,-2.12,EOD,neutral,0.76,BOOF51,2026-01
2026-01-06,NVDA,short,14:55,15:50,11,0.21,1.57,0.93,-0.26,EOD,neutral,1.14,BOOF51,2026-01
2026-01-06,AFRM,long,14:45,15:50,13,1.84,13.78,2.08,-0.55,EOD,neutral,1.01,BOOF55,2026-01
2026-01-06,MRVL,short,14:35,15:50,15,-3.23,-24.25,0.76,-4.45,EOD,neutral,2.44,BOOF51,2026-01
2026-01-07,PANW,long,09:35,14:35,60,6.44,48.28,7.56,-0.66,TIMEOUT,neutral,1.2,BOOF55,2026-01
2026-01-07,MSTR,long,09:55,14:55,60,-9.17,-68.79,0.51,-13.19,TIMEOUT,neutral,3.7,BOOF55,2026-01
2026-01-08,GOOGL,short,09:35,14:35,60,-0.08,-0.6,2.0,-2.34,TIMEOUT,neutral,2.12,BOOF51,2026-01
2026-01-08,MU,short,09:35,14:35,60,6.4,47.99,9.34,-0.44,TIMEOUT,neutral,0.8,BOOF51,2026-01
2026-01-08,PLTR,short,09:40,14:40,60,6.47,48.5,6.83,-1.91,TIMEOUT,neutral,2.41,BOOF51,2026-01
2026-01-09,AFRM,short,09:35,14:35,60,3.07,23.01,6.38,-0.67,TIMEOUT,neutral,0.97,BOOF51,2026-01
2026-01-09,UPST,short,09:35,14:35,60,5.13,38.46,7.43,-0.45,TIMEOUT,neutral,1.75,BOOF51,2026-01
2026-01-09,HIMS,short,09:35,14:35,60,6.0,44.98,7.32,-1.68,TIMEOUT,neutral,1.03,BOOF51,2026-01
2026-01-09,MRVL,short,09:35,14:35,60,-0.18,-1.33,3.19,-2.22,TIMEOUT,neutral,0.53,BOOF51,2026-01
2026-01-09,HOOD,long,09:40,14:40,60,-3.23,-24.24,0.26,-4.56,TIMEOUT,neutral,1.52,BOOF55,2026-01
2026-01-09,MU,long,14:45,15:50,13,-0.32,-2.43,0.41,-1.01,EOD,neutral,1.76,BOOF55,2026-01
2026-01-09,AVGO,long,14:45,15:50,13,-0.91,-6.8,0.62,-0.91,EOD,neutral,1.6,BOOF55,2026-01
2026-01-12,AFRM,short,09:35,09:45,2,10.0,75.0,10.82,-0.66,TP,neutral,3.11,BOOF51,2026-01
2026-01-13,COIN,long,09:35,14:35,60,2.23,16.71,3.32,-3.52,TIMEOUT,neutral,1.08,BOOF55,2026-01
2026-01-13,MSTR,long,09:35,14:35,60,5.54,41.56,6.68,-7.54,TIMEOUT,neutral,1.44,BOOF55,2026-01
2026-01-13,CLSK,long,09:35,14:35,60,-2.87,-21.5,1.91,-7.49,TIMEOUT,neutral,2.16,BOOF55,2026-01
2026-01-13,HIMS,long,09:35,14:35,60,-3.41,-25.58,0.3,-6.88,TIMEOUT,neutral,2.47,BOOF55,2026-01
2026-01-13,AMD,long,09:35,14:35,60,2.19,16.46,3.2,-2.4,TIMEOUT,neutral,3.62,BOOF55,2026-01
2026-01-13,MRVL,short,14:35,15:50,15,-0.05,-0.36,0.72,-0.48,EOD,neutral,0.92,BOOF51,2026-01
2026-01-14,CLSK,long,09:35,11:20,21,10.0,75.0,11.15,0.0,TP,neutral,5.41,BOOF55,2026-01
2026-01-14,RBLX,long,09:35,14:35,60,-7.2,-53.98,0.41,-9.42,TIMEOUT,neutral,1.89,BOOF55,2026-01
2026-01-14,MSTR,long,09:35,14:35,60,-2.13,-15.96,9.75,-5.78,TIMEOUT,neutral,3.12,BOOF55,2026-01
2026-01-14,COIN,long,10:10,15:10,60,-3.44,-25.84,1.85,-5.45,TIMEOUT,bull,1.71,BOOF55,2026-01
2026-01-15,SMCI,long,09:35,14:35,60,3.74,28.04,4.84,-1.72,TIMEOUT,neutral,1.56,BOOF55,2026-01
2026-01-15,MU,long,09:35,14:35,60,-2.28,-17.13,1.87,-2.78,TIMEOUT,neutral,3.51,BOOF55,2026-01
2026-01-15,NVDA,long,09:35,14:35,60,1.52,11.37,2.51,-0.56,TIMEOUT,neutral,1.79,BOOF55,2026-01
2026-01-15,ARM,long,09:35,14:35,60,-4.2,-31.46,1.68,-4.48,TIMEOUT,neutral,3.01,BOOF55,2026-01
2026-01-15,APP,short,09:35,14:35,60,4.55,34.14,5.34,-0.89,TIMEOUT,neutral,1.36,BOOF51,2026-01
2026-01-15,RBLX,long,14:45,15:50,13,-7.27,-54.5,0.16,-7.33,EOD,neutral,1.61,BOOF55,2026-01
2026-01-15,HIMS,short,14:35,15:50,15,-0.61,-4.58,2.76,-1.11,EOD,bear,0.96,BOOF51,2026-01
2026-01-15,MRVL,short,15:25,15:50,5,1.31,9.81,2.64,0.0,EOD,bear,1.95,BOOF51,2026-01
2026-01-15,AMD,long,14:45,15:50,13,-4.43,-33.24,0.17,-4.72,EOD,neutral,1.85,BOOF55,2026-01
2026-01-16,MU,long,09:35,14:35,60,-3.36,-25.17,1.93,-5.67,TIMEOUT,neutral,4.63,BOOF55,2026-01
2026-01-16,HOOD,short,09:35,14:35,60,0.07,0.5,4.37,-2.68,TIMEOUT,neutral,0.63,BOOF51,2026-01
2026-01-16,UPST,short,09:35,14:35,60,-1.95,-14.59,0.97,-4.76,TIMEOUT,neutral,1.26,BOOF51,2026-01
2026-01-16,MRVL,short,09:35,14:35,60,3.01,22.61,3.45,-1.86,TIMEOUT,neutral,1.34,BOOF51,2026-01
2026-01-16,PLTR,short,09:40,14:40,60,7.74,58.08,8.35,-0.53,TIMEOUT,bear,1.27,BOOF51,2026-01
2026-01-16,RBLX,long,14:40,15:50,14,-1.57,-11.81,0.5,-1.71,EOD,neutral,1.18,BOOF55,2026-01
2026-01-16,AVGO,long,15:00,15:50,10,0.69,5.17,2.09,-0.09,EOD,neutral,1.4,BOOF55,2026-01
2026-01-16,UPST,long,14:55,15:50,11,-0.99,-7.43,0.29,-2.19,EOD,neutral,1.26,BOOF55,2026-01
2026-01-20,NFLX,long,09:35,14:35,60,-4.31,-32.36,0.04,-4.48,TIMEOUT,neutral,1.05,BOOF55,2026-01
2026-01-21,SMCI,short,09:35,14:35,60,-2.74,-20.54,5.04,-5.42,TIMEOUT,neutral,0.78,BOOF51,2026-01
2026-01-21,NVDA,short,09:35,14:35,60,-5.32,-39.91,0.49,-5.49,TIMEOUT,neutral,0.57,BOOF51,2026-01
2026-01-21,AVGO,short,09:35,14:35,60,0.47,3.54,4.07,-2.19,TIMEOUT,neutral,0.64,BOOF51,2026-01
2026-01-21,ARM,long,09:35,14:35,60,1.78,13.35,4.71,-4.85,TIMEOUT,neutral,3.35,BOOF55,2026-01
2026-01-21,MRVL,short,09:35,14:35,60,-3.76,-28.2,0.96,-7.13,TIMEOUT,neutral,0.68,BOOF51,2026-01
2026-01-21,UBER,long,14:35,15:50,15,-2.67,-20.04,0.68,-2.72,EOD,bull,1.1,BOOF55,2026-01
2026-01-21,COIN,short,15:20,15:50,6,-0.04,-0.26,1.04,-1.06,EOD,bear,0.53,BOOF51,2026-01
2026-01-21,MU,long,14:45,15:50,13,-2.51,-18.82,0.62,-4.21,EOD,bull,2.1,BOOF55,2026-01
2026-01-21,AMD,long,14:40,15:50,14,-0.27,-2.04,1.37,-1.17,EOD,bull,1.64,BOOF55,2026-01
2026-01-22,GOOGL,long,09:35,14:35,60,-1.23,-9.22,0.98,-2.31,TIMEOUT,neutral,1.64,BOOF55,2026-01
2026-01-22,PLTR,short,09:35,14:35,60,1.13,8.46,2.14,-0.54,TIMEOUT,neutral,1.88,BOOF51,2026-01
2026-01-22,SMCI,long,09:35,14:35,60,-3.67,-27.56,1.72,-5.0,TIMEOUT,neutral,2.33,BOOF55,2026-01
2026-01-22,COIN,short,09:35,14:35,60,2.42,18.15,3.38,-0.6,TIMEOUT,neutral,0.94,BOOF51,2026-01
2026-01-22,MU,short,09:35,14:35,60,-7.42,-55.63,2.36,-7.88,TIMEOUT,neutral,1.51,BOOF51,2026-01
2026-01-22,MU,long,15:10,15:50,8,0.87,6.54,1.22,-0.08,EOD,neutral,1.51,BOOF55,2026-01
2026-01-22,NVDA,short,14:35,15:50,15,0.12,0.93,0.82,-0.19,EOD,bear,0.88,BOOF51,2026-01
2026-01-22,AVGO,short,14:35,15:50,15,0.92,6.91,1.16,-0.13,EOD,bear,2.08,BOOF51,2026-01
2026-01-22,AMZN,long,15:10,15:50,8,-0.49,-3.71,0.14,-0.8,EOD,neutral,1.14,BOOF55,2026-01
2026-01-22,MRVL,short,14:45,15:50,13,-0.1,-0.72,0.52,-0.47,EOD,bear,1.83,BOOF51,2026-01
2026-01-23,GOOGL,short,09:35,14:35,60,1.41,10.59,2.44,-1.33,TIMEOUT,neutral,0.65,BOOF51,2026-01
2026-01-23,NVDA,long,09:35,14:35,60,0.59,4.45,1.48,-0.22,TIMEOUT,neutral,1.6,BOOF55,2026-01
2026-01-23,AMD,long,09:35,14:35,60,-1.09,-8.19,5.25,-2.19,TIMEOUT,neutral,3.73,BOOF55,2026-01
2026-01-23,PLTR,short,11:10,15:50,56,-0.21,-1.59,0.97,-2.58,EOD,neutral,0.81,BOOF51,2026-01
2026-01-26,AAPL,long,09:35,14:35,60,2.8,20.99,2.87,-0.54,TIMEOUT,neutral,1.49,BOOF55,2026-01
2026-01-26,APP,long,09:35,14:35,60,-6.34,-47.58,3.41,-6.51,TIMEOUT,neutral,1.44,BOOF55,2026-01
2026-01-26,META,long,09:55,14:55,60,2.03,15.2,2.47,-0.27,TIMEOUT,neutral,1.03,BOOF55,2026-01
2026-01-27,MU,long,09:35,14:35,60,4.99,37.4,5.73,-0.87,TIMEOUT,neutral,3.99,BOOF55,2026-01
2026-01-27,NVDA,short,09:35,14:35,60,-3.22,-24.15,0.37,-4.26,TIMEOUT,neutral,0.54,BOOF51,2026-01
2026-01-27,AAPL,long,09:35,14:35,60,-0.7,-5.27,1.05,-0.83,TIMEOUT,neutral,1.48,BOOF55,2026-01
2026-01-27,CRWD,long,09:35,14:35,60,-1.03,-7.72,3.39,-1.43,TIMEOUT,neutral,1.95,BOOF55,2026-01
2026-01-27,CRM,long,09:35,14:35,60,-4.06,-30.48,0.25,-4.58,TIMEOUT,neutral,1.11,BOOF55,2026-01
2026-01-27,AVGO,long,14:40,15:50,14,-0.07,-0.54,0.45,-0.63,EOD,neutral,1.74,BOOF55,2026-01
2026-01-27,HOOD,short,14:35,15:50,15,-0.59,-4.43,0.0,-1.79,EOD,neutral,0.86,BOOF51,2026-01
2026-01-27,MRVL,short,14:45,15:50,13,1.25,9.37,1.38,-0.31,EOD,neutral,1.36,BOOF51,2026-01
2026-01-27,AMD,short,14:40,15:50,14,-0.26,-1.92,0.48,-1.2,EOD,neutral,0.51,BOOF51,2026-01
2026-01-28,SMCI,long,09:35,14:35,60,-1.57,-11.77,4.15,-3.56,TIMEOUT,neutral,1.22,BOOF55,2026-01
2026-01-28,MU,long,09:35,14:35,60,2.5,18.75,3.39,-2.73,TIMEOUT,neutral,3.05,BOOF55,2026-01
2026-01-28,NVDA,long,09:35,14:35,60,0.14,1.06,0.61,-2.01,TIMEOUT,neutral,1.58,BOOF55,2026-01
2026-01-28,MSTR,long,09:35,14:35,60,-4.53,-33.94,1.74,-6.79,TIMEOUT,neutral,1.65,BOOF55,2026-01
2026-01-28,CLSK,long,09:35,14:35,60,0.52,3.89,5.32,-5.39,TIMEOUT,neutral,1.44,BOOF55,2026-01
2026-01-28,RBLX,long,14:45,15:50,13,-1.17,-8.75,0.27,-2.04,EOD,bull,1.83,BOOF55,2026-01
2026-01-28,COIN,short,14:35,15:50,15,0.99,7.42,2.21,-0.86,EOD,neutral,1.23,BOOF51,2026-01
2026-01-28,AVGO,short,14:35,15:50,15,-1.26,-9.46,0.72,-1.66,EOD,neutral,1.82,BOOF51,2026-01
2026-01-28,UPST,short,14:35,15:50,15,5.09,38.15,5.18,-1.45,EOD,neutral,0.73,BOOF51,2026-01
2026-01-28,MRVL,short,14:40,15:50,14,-0.76,-5.66,0.3,-1.2,EOD,neutral,1.94,BOOF51,2026-01
2026-01-29,TSLA,short,09:35,14:35,60,3.51,26.36,5.29,-1.62,TIMEOUT,neutral,2.08,BOOF51,2026-01
2026-01-29,MU,short,09:35,14:35,60,1.65,12.35,8.72,-3.65,TIMEOUT,neutral,1.43,BOOF51,2026-01
2026-01-29,META,long,09:35,14:35,60,4.3,32.23,5.46,-1.89,TIMEOUT,neutral,13.1,BOOF55,2026-01
2026-01-29,APP,long,09:35,14:35,60,1.63,12.22,2.0,-7.02,TIMEOUT,neutral,1.42,BOOF55,2026-01
2026-01-29,AMD,short,10:05,15:05,60,1.13,8.46,7.49,-0.6,TIMEOUT,bear,1.01,BOOF51,2026-01
2026-01-30,MU,long,09:35,14:35,60,-12.0,-89.97,1.74,-13.15,TIMEOUT,neutral,2.4,BOOF55,2026-01
2026-01-30,AVGO,short,10:00,15:00,60,0.25,1.88,2.0,-2.87,TIMEOUT,bear,0.67,BOOF51,2026-01
2026-02-02,PLTR,short,09:35,14:35,60,1.3,9.74,1.5,-2.13,TIMEOUT,neutral,2.69,BOOF51,2026-02
2026-02-02,ADBE,long,09:35,14:35,60,-2.88,-21.63,1.99,-2.97,TIMEOUT,neutral,1.42,BOOF55,2026-02
2026-02-02,CRM,long,09:50,14:50,60,-5.27,-39.51,0.47,-5.43,TIMEOUT,bull,1.11,BOOF55,2026-02
