date,sym,direction,entry_time,exit_time,bars_held,opt_pct,pnl,mfe,mae,exit,regime,gap_pct,signal,month
2026-05-12,RBLX,long,09:35,14:35,60,-3.82,-28.62,4.78,-4.52,TIMEOUT,neutral,1.67,BOOF55,2026-05
2026-05-12,ADBE,short,09:35,14:35,60,0.72,5.38,1.39,-1.66,TIMEOUT,neutral,0.56,BOOF51,2026-05
2026-05-12,APP,long,09:35,14:35,60,1.6,12.0,3.72,-2.37,TIMEOUT,neutral,1.15,BOOF55,2026-05
2026-05-13,MRVL,long,09:35,09:50,3,10.0,75.0,11.2,-0.29,TP,neutral,3.28,BOOF55,2026-05
2026-05-13,MU,long,09:35,14:35,60,3.65,27.36,5.71,-2.44,TIMEOUT,neutral,6.16,BOOF55,2026-05
2026-05-13,NVDA,long,09:35,14:35,60,1.09,8.2,1.79,-3.77,TIMEOUT,neutral,2.16,BOOF55,2026-05
2026-05-13,CLSK,short,09:35,14:35,60,-3.31,-24.85,3.16,-3.61,TIMEOUT,neutral,0.52,BOOF51,2026-05
2026-05-13,AMD,short,09:40,14:40,60,-2.73,-20.49,4.62,-4.03,TIMEOUT,bear,2.04,BOOF51,2026-05
2026-05-13,TSLA,short,09:55,14:55,60,-5.58,-41.85,0.06,-9.11,TIMEOUT,neutral,1.21,BOOF51,2026-05
2026-05-13,TSLA,long,15:10,15:50,8,-1.53,-11.47,0.08,-2.05,EOD,neutral,1.21,BOOF55,2026-05
2026-05-13,ARM,long,14:45,15:50,13,-0.73,-5.45,0.19,-2.0,EOD,neutral,1.83,BOOF55,2026-05
2026-05-14,UPST,long,09:50,13:00,38,10.0,75.0,10.28,-1.2,TP,neutral,3.2,BOOF55,2026-05
2026-05-14,NVDA,long,09:35,14:35,60,4.27,32.02,5.11,-0.22,TIMEOUT,neutral,1.72,BOOF55,2026-05
2026-05-14,CLSK,short,09:35,14:35,60,-8.37,-62.78,3.29,-11.06,TIMEOUT,neutral,2.27,BOOF51,2026-05
2026-05-14,MRVL,long,09:35,14:35,60,-2.65,-19.86,8.56,-4.34,TIMEOUT,neutral,1.65,BOOF55,2026-05
2026-05-14,AFRM,short,09:40,14:40,60,-9.56,-71.7,1.36,-10.31,TIMEOUT,neutral,1.3,BOOF51,2026-05
2026-05-14,CLSK,long,14:45,15:50,13,-0.57,-4.3,0.93,-2.94,EOD,neutral,2.27,BOOF55,2026-05
2026-05-14,AFRM,long,14:50,15:50,12,1.4,10.48,2.25,-0.57,EOD,neutral,1.3,BOOF55,2026-05
2026-05-15,MSFT,long,09:35,14:35,60,4.04,30.34,5.03,-1.98,TIMEOUT,neutral,1.39,BOOF55,2026-05
2026-05-15,ADBE,long,09:35,14:35,60,4.4,33.0,5.21,-1.65,TIMEOUT,neutral,1.98,BOOF55,2026-05
2026-05-15,CRM,long,09:35,14:35,60,5.03,37.76,6.03,-1.45,TIMEOUT,neutral,1.0,BOOF55,2026-05
2026-05-18,MU,short,09:40,10:45,13,10.0,75.0,10.24,-1.35,TP,neutral,3.6,BOOF51,2026-05
2026-05-18,MRVL,short,09:35,12:25,34,10.0,75.0,11.93,-0.61,TP,neutral,3.73,BOOF51,2026-05
2026-05-18,SMCI,short,09:35,14:35,60,2.86,21.42,6.17,-0.98,TIMEOUT,neutral,0.65,BOOF51,2026-05
2026-05-18,NVDA,short,09:40,14:40,60,4.29,32.16,4.66,-1.93,TIMEOUT,neutral,2.14,BOOF51,2026-05
2026-05-18,AMD,short,09:40,14:40,60,6.41,48.08,7.12,-1.88,TIMEOUT,neutral,1.58,BOOF51,2026-05
2026-05-18,CLSK,short,10:45,15:45,60,-9.47,-71.05,0.86,-9.63,TIMEOUT,bear,4.53,BOOF51,2026-05
2026-05-19,SNOW,long,09:35,14:35,60,-2.1,-15.73,3.43,-8.37,TIMEOUT,neutral,5.07,BOOF55,2026-05
2026-05-19,MSFT,long,09:35,14:35,60,-2.84,-21.28,2.6,-3.92,TIMEOUT,neutral,1.39,BOOF55,2026-05
2026-05-19,UPST,short,09:35,14:35,60,-7.35,-55.11,4.28,-8.88,TIMEOUT,neutral,0.79,BOOF51,2026-05
2026-05-19,ADBE,long,09:35,14:35,60,-4.68,-35.12,3.31,-6.88,TIMEOUT,neutral,3.02,BOOF55,2026-05
2026-05-19,CRM,long,09:35,14:35,60,-3.85,-28.86,3.16,-6.19,TIMEOUT,neutral,3.06,BOOF55,2026-05
2026-05-19,APP,short,14:35,15:50,15,0.74,5.55,2.12,-0.13,EOD,bear,1.6,BOOF51,2026-05
2026-05-20,ARM,long,09:35,10:10,7,10.0,75.0,10.61,-0.38,TP,neutral,1.52,BOOF55,2026-05
2026-05-20,SMCI,long,09:35,10:20,9,10.0,75.0,10.14,-0.25,TP,neutral,1.91,BOOF55,2026-05
2026-05-20,CLSK,long,09:35,10:30,11,10.0,75.0,11.2,-5.94,TP,neutral,2.17,BOOF55,2026-05
2026-05-20,NVDA,short,09:35,14:35,60,-2.46,-18.49,0.29,-4.55,TIMEOUT,neutral,0.89,BOOF51,2026-05
2026-05-20,MRVL,long,09:35,14:35,60,-5.29,-39.65,3.6,-7.56,TIMEOUT,neutral,3.17,BOOF55,2026-05
2026-05-20,AMD,long,10:10,15:10,60,3.56,26.67,4.23,-0.49,TIMEOUT,neutral,3.26,BOOF55,2026-05
2026-05-20,AVGO,short,10:35,15:35,60,0.09,0.65,0.55,-2.75,TIMEOUT,neutral,0.6,BOOF51,2026-05
2026-05-20,MU,long,13:50,15:50,24,0.83,6.21,1.88,-1.11,EOD,neutral,5.03,BOOF55,2026-05
2026-05-21,TSLA,long,09:35,14:35,60,-1.46,-10.94,0.49,-5.09,TIMEOUT,neutral,1.24,BOOF55,2026-05
2026-05-21,ARM,long,09:35,14:35,60,6.4,48.02,9.91,-1.35,TIMEOUT,neutral,3.86,BOOF55,2026-05
2026-05-21,MRVL,short,09:35,14:35,60,3.44,25.77,3.69,-2.57,TIMEOUT,neutral,2.47,BOOF51,2026-05
2026-05-22,RBLX,long,09:35,14:35,60,3.06,22.97,4.35,-3.51,TIMEOUT,neutral,1.11,BOOF55,2026-05
2026-05-22,SNOW,long,09:35,14:35,60,0.25,1.87,1.29,-2.36,TIMEOUT,neutral,1.34,BOOF55,2026-05
2026-05-22,AMD,long,09:35,14:35,60,-0.94,-7.04,0.84,-4.72,TIMEOUT,neutral,4.49,BOOF55,2026-05
2026-05-22,NVDA,short,09:45,14:45,60,2.11,15.84,2.8,-0.33,TIMEOUT,neutral,0.7,BOOF51,2026-05
2026-05-22,AVGO,short,09:50,14:50,60,1.51,11.35,2.9,0.0,TIMEOUT,neutral,0.72,BOOF51,2026-05
2026-05-22,TSLA,long,14:40,15:50,14,-2.31,-17.34,0.31,-2.46,EOD,neutral,1.3,BOOF55,2026-05
2026-05-22,AFRM,short,14:35,15:50,15,-0.52,-3.93,0.46,-1.11,EOD,neutral,0.61,BOOF51,2026-05
2026-05-22,MRVL,long,14:40,15:50,14,-0.44,-3.28,0.19,-1.69,EOD,neutral,2.16,BOOF55,2026-05
2026-05-26,MU,long,09:35,10:35,12,10.0,75.0,10.09,-0.59,TP,neutral,9.29,BOOF55,2026-05
2026-05-26,NVDA,short,09:35,14:35,60,1.64,12.32,3.18,-2.56,TIMEOUT,neutral,0.68,BOOF51,2026-05
2026-05-26,AVGO,long,09:35,14:35,60,-0.59,-4.44,5.62,-1.1,TIMEOUT,neutral,1.06,BOOF55,2026-05
2026-05-26,SNOW,long,09:35,14:35,60,4.0,30.01,6.95,0.0,TIMEOUT,neutral,2.82,BOOF55,2026-05
2026-05-26,CLSK,long,09:35,14:35,60,3.81,28.57,6.59,-7.48,TIMEOUT,neutral,3.38,BOOF55,2026-05
2026-05-26,UPST,long,10:35,15:35,60,-0.29,-2.18,2.61,-5.13,TIMEOUT,neutral,1.15,BOOF55,2026-05
2026-05-26,SMCI,long,14:40,15:50,14,-1.91,-14.35,0.3,-3.38,EOD,neutral,1.44,BOOF55,2026-05
2026-05-26,APP,long,14:35,15:50,15,5.92,44.4,5.98,-0.64,EOD,neutral,7.63,BOOF55,2026-05
2026-05-26,MRVL,long,14:35,15:50,15,1.95,14.63,2.16,-1.24,EOD,neutral,7.76,BOOF55,2026-05
2026-05-26,AMD,long,14:35,15:50,15,2.4,18.03,3.08,-0.51,EOD,neutral,3.78,BOOF55,2026-05
2026-05-27,SMCI,long,09:35,14:35,60,-0.45,-3.34,1.26,-7.19,TIMEOUT,neutral,3.54,BOOF55,2026-05
2026-05-27,TSLA,long,09:35,14:35,60,-1.41,-10.58,1.09,-3.46,TIMEOUT,neutral,2.25,BOOF55,2026-05
2026-05-27,MU,long,09:35,14:35,60,-1.44,-10.83,3.69,-7.08,TIMEOUT,neutral,6.41,BOOF55,2026-05
2026-05-27,CLSK,short,09:35,14:35,60,-14.13,-106.01,4.69,-14.19,TIMEOUT,neutral,1.22,BOOF51,2026-05
2026-05-27,HIMS,long,09:35,14:35,60,0.76,5.67,4.81,-3.69,TIMEOUT,neutral,3.29,BOOF55,2026-05
2026-05-27,AVGO,short,14:35,15:50,15,-0.82,-6.16,0.0,-2.24,EOD,neutral,0.97,BOOF51,2026-05
2026-05-27,CLSK,long,14:45,15:50,13,-1.05,-7.86,1.1,-3.36,EOD,neutral,1.22,BOOF55,2026-05
2026-05-27,APP,long,14:40,15:50,14,-3.69,-27.66,0.48,-4.39,EOD,neutral,1.34,BOOF55,2026-05
2026-05-27,MRVL,short,14:35,15:50,15,3.03,22.75,3.04,-1.14,EOD,neutral,4.38,BOOF51,2026-05
2026-05-27,AMD,short,14:35,15:50,15,0.57,4.26,0.9,-0.56,EOD,neutral,0.73,BOOF51,2026-05
2026-05-28,SNOW,long,09:35,14:20,57,10.0,75.0,10.02,-2.96,TP,neutral,33.15,BOOF55,2026-05
2026-05-28,META,short,09:35,14:35,60,-0.79,-5.94,0.53,-3.45,TIMEOUT,neutral,0.67,BOOF51,2026-05
2026-05-28,ADBE,short,09:35,14:35,60,-2.77,-20.77,0.49,-5.44,TIMEOUT,neutral,0.53,BOOF51,2026-05
2026-05-28,CRM,short,09:35,14:35,60,-2.76,-20.69,0.71,-9.78,TIMEOUT,neutral,1.22,BOOF51,2026-05
2026-05-28,AMD,short,10:00,15:00,60,-9.44,-70.76,0.49,-12.66,TIMEOUT,neutral,0.82,BOOF51,2026-05
2026-05-28,ARM,long,14:25,15:50,17,-5.18,-38.88,0.0,-6.44,EOD,neutral,2.01,BOOF55,2026-05
2026-05-29,PLTR,long,09:35,14:35,60,7.23,54.26,9.06,-0.94,TIMEOUT,neutral,2.94,BOOF55,2026-05
2026-05-29,SMCI,long,09:35,14:35,60,-2.83,-21.2,7.02,-6.64,TIMEOUT,neutral,7.91,BOOF55,2026-05
2026-05-29,MU,long,09:35,14:35,60,0.19,1.4,6.03,-1.18,TIMEOUT,neutral,3.55,BOOF55,2026-05
2026-05-29,AVGO,long,09:35,14:35,60,-2.18,-16.36,3.44,-3.12,TIMEOUT,neutral,1.54,BOOF55,2026-05
2026-05-29,MSFT,long,09:35,14:35,60,1.81,13.6,2.85,-0.66,TIMEOUT,neutral,1.21,BOOF55,2026-05
2026-05-29,HOOD,long,14:35,15:50,15,1.54,11.53,1.64,-2.88,EOD,neutral,1.38,BOOF55,2026-05
2026-05-29,AFRM,long,14:35,15:50,15,-0.01,-0.1,0.37,-2.27,EOD,neutral,1.29,BOOF55,2026-05
2026-05-29,UPST,long,14:40,15:50,14,-2.0,-14.98,0.11,-3.09,EOD,neutral,3.36,BOOF55,2026-05
2026-05-29,ADBE,long,14:35,15:50,15,1.78,13.38,2.41,-0.93,EOD,neutral,1.42,BOOF55,2026-05
2026-05-29,CRM,long,14:35,15:50,15,-2.32,-17.41,0.16,-2.93,EOD,neutral,2.27,BOOF55,2026-05
2026-06-01,SNOW,long,09:35,10:35,12,10.0,75.0,10.11,-1.31,TP,neutral,1.75,BOOF55,2026-06
2026-06-01,PLTR,long,09:35,14:35,60,2.13,15.95,4.63,-5.15,TIMEOUT,neutral,2.04,BOOF55,2026-06
2026-06-01,MU,long,09:35,14:35,60,1.93,14.5,3.79,-3.1,TIMEOUT,neutral,4.71,BOOF55,2026-06
2026-06-01,NVDA,long,09:35,14:35,60,3.66,27.44,4.17,-1.53,TIMEOUT,neutral,1.55,BOOF55,2026-06
2026-06-01,MSFT,long,09:35,14:35,60,-0.66,-4.98,1.73,-1.75,TIMEOUT,neutral,3.47,BOOF55,2026-06
2026-06-01,ADBE,long,10:35,15:35,60,5.73,42.94,6.02,-0.08,TIMEOUT,neutral,4.42,BOOF55,2026-06
2026-06-01,AVGO,long,14:35,15:50,15,-0.64,-4.77,0.83,-2.04,EOD,neutral,1.05,BOOF55,2026-06
2026-06-01,CRM,long,14:35,15:50,15,0.7,5.23,1.96,-0.22,EOD,neutral,4.0,BOOF55,2026-06
2026-06-01,ARM,long,14:35,15:50,15,-0.62,-4.66,1.28,-1.22,EOD,neutral,10.07,BOOF55,2026-06
2026-06-01,PANW,long,14:35,15:50,15,-0.16,-1.2,1.51,-0.56,EOD,neutral,1.62,BOOF55,2026-06
2026-06-02,SMCI,long,09:35,14:35,60,-0.8,-5.96,3.07,-5.44,TIMEOUT,neutral,4.41,BOOF55,2026-06
2026-06-02,TSLA,short,09:35,14:35,60,-3.61,-27.06,0.34,-4.27,TIMEOUT,neutral,0.51,BOOF51,2026-06
2026-06-02,MU,short,09:35,14:35,60,-3.13,-23.46,1.41,-8.39,TIMEOUT,neutral,1.3,BOOF51,2026-06
2026-06-02,NVDA,long,09:35,14:35,60,-3.81,-28.6,5.3,-3.87,TIMEOUT,neutral,1.15,BOOF55,2026-06
2026-06-02,AVGO,long,09:35,14:35,60,-3.4,-25.48,2.2,-4.16,TIMEOUT,neutral,5.8,BOOF55,2026-06
2026-06-02,MU,long,14:50,15:50,12,4.18,31.34,4.78,-0.12,EOD,neutral,1.3,BOOF55,2026-06
2026-06-02,MRVL,long,14:35,15:50,15,3.8,28.5,4.63,-0.36,EOD,neutral,15.85,BOOF55,2026-06
2026-06-03,MU,short,09:35,14:35,60,-0.69,-5.18,4.88,-2.33,TIMEOUT,neutral,1.19,BOOF51,2026-06
2026-06-03,AVGO,short,09:35,14:35,60,-4.04,-30.29,2.22,-4.87,TIMEOUT,neutral,2.62,BOOF51,2026-06
2026-06-03,MRVL,long,09:35,14:35,60,-6.77,-50.8,5.32,-9.44,TIMEOUT,neutral,8.0,BOOF55,2026-06
2026-06-03,AMD,long,09:35,14:35,60,0.81,6.07,2.2,-6.0,TIMEOUT,neutral,2.27,BOOF55,2026-06
2026-06-04,RBLX,long,09:35,14:35,60,-6.06,-45.42,0.62,-7.35,TIMEOUT,neutral,1.44,BOOF55,2026-06
2026-06-04,UBER,long,09:35,14:35,60,-2.66,-19.94,1.59,-3.39,TIMEOUT,neutral,1.25,BOOF55,2026-06
2026-06-04,ADBE,long,09:35,14:35,60,-2.05,-15.41,2.28,-2.98,TIMEOUT,neutral,2.6,BOOF55,2026-06
2026-06-04,CRM,short,09:35,14:35,60,3.81,28.55,7.78,-0.87,TIMEOUT,neutral,3.67,BOOF51,2026-06
2026-06-04,COIN,short,09:45,14:45,60,-3.27,-24.52,0.6,-5.04,TIMEOUT,neutral,0.8,BOOF51,2026-06
2026-06-04,PLTR,short,15:25,15:50,5,-0.28,-2.12,0.35,-0.88,EOD,neutral,2.62,BOOF51,2026-06
2026-06-04,UPST,long,14:40,15:50,14,0.16,1.16,1.64,-0.62,EOD,neutral,1.74,BOOF55,2026-06
2026-06-05,TSLA,short,09:40,14:10,54,10.0,75.0,10.03,-0.25,TP,bear,0.78,BOOF51,2026-06
2026-06-05,APP,short,09:45,14:45,60,6.82,51.14,7.44,-0.43,TIMEOUT,bear,3.94,BOOF51,2026-06
2026-06-05,CRM,short,09:55,14:55,60,2.77,20.79,4.43,-0.49,TIMEOUT,bear,0.72,BOOF51,2026-06
2026-06-08,CLSK,long,09:40,14:00,52,10.0,75.0,10.51,-5.1,TP,neutral,3.35,BOOF55,2026-06
2026-06-08,PLTR,short,09:35,14:35,60,-0.32,-2.37,1.12,-2.51,TIMEOUT,neutral,0.73,BOOF51,2026-06
2026-06-08,AVGO,short,09:35,14:35,60,0.75,5.65,2.78,-2.08,TIMEOUT,neutral,4.6,BOOF51,2026-06
2026-06-08,MRVL,short,09:35,14:35,60,-7.26,-54.44,4.01,-12.43,TIMEOUT,neutral,10.71,BOOF51,2026-06
2026-06-08,APP,short,09:40,14:40,60,-3.02,-22.62,2.07,-3.71,TIMEOUT,neutral,0.64,BOOF51,2026-06
2026-06-08,COIN,long,14:10,15:50,20,-1.76,-13.16,0.38,-2.61,EOD,neutral,2.82,BOOF55,2026-06
2026-06-08,MSTR,long,14:35,15:50,15,-0.51,-3.82,0.73,-1.39,EOD,neutral,5.29,BOOF55,2026-06
2026-06-09,MRVL,short,09:35,10:15,8,10.0,75.0,11.84,-4.34,TP,neutral,3.42,BOOF51,2026-06
2026-06-09,AVGO,short,09:35,11:25,22,10.0,75.0,10.2,-3.88,TP,neutral,1.05,BOOF51,2026-06
2026-06-09,AMD,short,10:15,11:55,20,10.0,75.0,11.59,-1.42,TP,bear,2.76,BOOF51,2026-06
2026-06-09,MU,long,09:35,14:35,60,-14.27,-107.01,2.25,-24.71,TIMEOUT,neutral,4.02,BOOF55,2026-06
2026-06-09,HOOD,long,09:35,14:35,60,-5.99,-44.91,4.41,-16.83,TIMEOUT,neutral,1.14,BOOF55,2026-06
2026-06-09,META,long,09:40,14:40,60,-2.18,-16.38,0.63,-4.95,TIMEOUT,bull,1.07,BOOF55,2026-06
2026-06-11,COIN,short,09:40,14:40,60,-6.32,-47.41,2.43,-7.45,TIMEOUT,neutral,0.95,BOOF51,2026-06
2026-06-11,MRVL,short,09:40,14:40,60,-11.13,-83.45,1.42,-11.44,TIMEOUT,neutral,3.83,BOOF51,2026-06
2026-06-11,MU,short,11:00,15:50,58,-18.97,-142.31,0.4,-19.78,EOD,bear,1.44,BOOF51,2026-06
2026-06-11,NVDA,short,10:55,15:50,59,-5.03,-37.72,0.68,-5.43,EOD,bear,0.71,BOOF51,2026-06
2026-06-11,HOOD,long,14:45,15:50,13,1.09,8.14,3.21,-0.54,EOD,bull,1.03,BOOF55,2026-06
2026-06-11,ARM,long,14:40,15:50,14,5.27,39.56,5.54,-0.57,EOD,neutral,2.87,BOOF55,2026-06
2026-06-11,AMD,short,11:00,15:50,58,-10.58,-79.33,2.83,-11.13,EOD,bear,2.58,BOOF51,2026-06
2026-06-12,GOOGL,long,09:35,14:35,60,1.09,8.2,4.07,-2.4,TIMEOUT,neutral,1.11,BOOF55,2026-06
2026-06-12,HOOD,short,09:35,14:35,60,-2.68,-20.13,3.9,-8.88,TIMEOUT,neutral,0.69,BOOF51,2026-06
2026-06-12,UPST,short,09:35,14:35,60,5.98,44.88,8.9,0.0,TIMEOUT,neutral,1.9,BOOF51,2026-06
2026-06-12,ARM,long,09:35,14:35,60,8.53,63.98,9.74,-4.69,TIMEOUT,neutral,3.06,BOOF55,2026-06
2026-06-12,AMD,long,09:35,14:35,60,3.08,23.07,5.6,-2.95,TIMEOUT,neutral,2.44,BOOF55,2026-06
2026-06-15,GOOGL,long,09:35,14:35,60,1.3,9.75,2.07,-1.41,TIMEOUT,neutral,2.22,BOOF55,2026-06
2026-06-15,PLTR,long,09:35,14:35,60,3.66,27.49,5.26,-2.77,TIMEOUT,neutral,1.57,BOOF55,2026-06
2026-06-15,RBLX,long,09:35,14:35,60,4.74,35.57,6.78,-3.25,TIMEOUT,neutral,1.24,BOOF55,2026-06
2026-06-15,UBER,long,09:35,14:35,60,4.52,33.91,6.35,-0.11,TIMEOUT,neutral,2.85,BOOF55,2026-06
2026-06-15,COIN,long,09:35,14:35,60,0.73,5.45,4.98,-1.4,TIMEOUT,neutral,6.35,BOOF55,2026-06
2026-06-15,TSLA,long,14:35,15:50,15,-0.43,-3.25,0.15,-1.22,EOD,neutral,1.38,BOOF55,2026-06
2026-06-15,MU,long,14:35,15:50,15,-1.86,-13.94,1.79,-2.01,EOD,neutral,7.55,BOOF55,2026-06
2026-06-15,NVDA,long,14:35,15:50,15,-0.05,-0.35,0.48,-0.99,EOD,neutral,1.86,BOOF55,2026-06
2026-06-15,AVGO,long,14:35,15:50,15,-0.02,-0.17,0.62,-0.7,EOD,neutral,3.65,BOOF55,2026-06
2026-06-15,MSTR,long,14:35,15:50,15,-2.45,-18.41,0.24,-2.74,EOD,neutral,6.96,BOOF55,2026-06
2026-06-16,MU,short,10:00,11:35,19,10.0,75.0,10.27,-0.87,TP,neutral,1.26,BOOF51,2026-06
