symbol,direction,entry,exit,exit_type,pnl_pct,bar,slack,tier,strategy
AAPL,short,277.49,277.35125500000004,tp,0.000499999999999898,95,1.4417444095635672,core,boof22
AAPL,long,277.1,277.23855000000003,tp,0.0005000000000000334,159,0.6410220738039387,expanded,boof22
AAPL,short,277.6,277.4612,tp,0.000500000000000012,175,1.1534160780436002,expanded,boof22
AAPL,short,277.28,277.14135999999996,tp,0.0005000000000000341,192,0.7161884364022182,expanded,boof22
AAPL,short,277.45,277.311275,tp,0.0004999999999998751,205,0.9317790024555493,expanded,boof22
AAPL,long,277.13,277.26856499999997,tp,0.0004999999999998968,210,1.8155351155815347,core,boof22
AAPL,long,276.475,276.6132375,tp,0.0005000000000000088,276,1.2470760476728127,expanded,boof22
AAPL,long,276.265,276.40313249999997,tp,0.0004999999999999397,323,0.7852606338130785,expanded,boof22
AAPL,short,276.92,276.78154,tp,0.000500000000000033,362,1.213827952042244,expanded,boof22
AAPL,long,276.75,276.888375,tp,0.0004999999999999869,367,0.7378593704126742,expanded,boof22
AAPL,short,277.35,277.21132500000004,tp,0.0004999999999999203,380,1.2230174124736108,expanded,boof22
AAPL,long,277.385,277.5236925,tp,0.000499999999999966,384,1.4922515241650993,core,boof22
AAPL,short,277.455,277.5382365,sl,-0.00029999999999999336,387,1.8616493417351938,core,boof22
AAPL,long,277.46,277.59873,tp,0.0005000000000000345,462,1.5643714104406918,core,boof22
AAPL,short,277.32,277.403196,sl,-0.00029999999999995216,506,1.2682343275657364,expanded,boof22
AAPL,long,277.62,277.75881,tp,0.0004999999999999212,564,1.2682409215374222,expanded,boof22
AAPL,long,278.22,278.13653400000004,sl,-0.00029999999999995384,582,0.8240729784209133,expanded,boof22
AAPL,long,278.37,278.286489,sl,-0.0002999999999999541,640,1.6549537477419956,core,boof22
AAPL,short,278.795,278.65560250000004,tp,0.0004999999999999022,666,0.6179132564227033,expanded,boof22
AAPL,long,278.63,278.769315,tp,0.0005000000000000377,675,1.0070954838131574,expanded,boof22
AAPL,short,278.05,277.910975,tp,0.0005000000000000133,715,0.967233423898537,expanded,boof22
AAPL,long,277.7,277.83885,tp,0.0004999999999999669,722,0.8645610020769771,expanded,boof22
AAPL,short,277.83,277.691085,tp,0.00049999999999999,730,0.6337958987347229,expanded,boof22
AAPL,short,277.795,277.8783385,sl,-0.00029999999999988483,736,0.8917642872549773,expanded,boof22
AAPL,long,277.745,277.8838725,tp,0.000499999999999967,769,1.1795515422387277,expanded,boof22
AAPL,short,277.75,277.611125,tp,0.0004999999999999443,771,1.9703914619610488,core,boof22
AAPL,short,277.85,277.71107500000005,tp,0.0004999999999998992,781,1.4949902212861477,core,boof22
AAPL,short,277.065,277.1481195,sl,-0.0003000000000000337,849,1.1213770403198537,expanded,boof22
AAPL,long,277.32,277.236804,sl,-0.00029999999999995216,886,1.2076978661007234,expanded,boof22
AAPL,short,278.49,278.35075500000005,tp,0.0004999999999998559,910,0.9386682793237289,expanded,boof22
AAPL,short,278.5,278.58355,sl,-0.0003000000000000088,952,1.233260061120451,expanded,boof22
AAPL,short,279.05,278.910475,tp,0.000499999999999971,981,2.028793134409022,core,boof22
AAPL,short,278.695,278.77860849999996,sl,-0.0002999999999998868,990,0.7253487411928543,expanded,boof22
AAPL,short,278.885,278.7455575,tp,0.0004999999999999025,1002,1.4228776445186655,core,boof22
AAPL,long,278.685,278.6013945,sl,-0.00029999999999991394,1008,0.7357436998039772,expanded,boof22
AAPL,short,278.175,278.2584525,sl,-0.00029999999999987204,1020,0.9094966444927167,expanded,boof22
AAPL,short,278.9,278.76054999999997,tp,0.0005000000000000385,1045,1.0384264642827417,expanded,boof22
AAPL,long,278.12,278.25906,tp,0.0004999999999999,1073,1.122860969855361,expanded,boof22
AAPL,short,278.895,278.7555525,tp,0.0004999999999998573,1083,0.938339730838464,expanded,boof22
AAPL,long,279.46,279.59972999999997,tp,0.0004999999999999497,1107,0.7224834125543431,expanded,boof22
AAPL,short,279.02,279.103706,sl,-0.0003000000000000233,1145,0.9820668102690105,expanded,boof22
AAPL,short,278.945,278.8055275,tp,0.0005000000000000386,1160,1.9814294693374173,core,boof22
AAPL,short,278.61,278.693583,sl,-0.0002999999999999138,1167,3.182891583756233,core,boof22
AAPL,long,275.09,275.007473,sl,-0.00029999999999989275,1182,1.2198563693660416,expanded,boof22
AAPL,long,275.93,276.067965,tp,0.0005000000000000302,1257,0.9608562142288448,expanded,boof22
AAPL,short,276.075,276.15782249999995,sl,-0.0002999999999998674,1262,1.6788646241944907,core,boof22
AAPL,long,276.34,276.47817,tp,0.0005000000000000086,1270,0.945027931085496,expanded,boof22
AAPL,long,276.52,276.65826,tp,0.000500000000000009,1314,1.0458126356212045,expanded,boof22
AAPL,short,278.14,278.00093,tp,0.0005000000000000137,1342,0.6562005462653818,expanded,boof22
AAPL,short,278.15,278.010925,tp,0.0004999999999999684,1350,0.8140960662788903,expanded,boof22
AAPL,long,277.57,277.708785,tp,0.0004999999999999437,1377,1.0736286775155015,expanded,boof22
AAPL,short,277.72,277.803316,sl,-0.00029999999999988467,1386,1.463798558453267,core,boof22
AAPL,long,277.505,277.6437525,tp,0.0005000000000000346,1405,0.9187603426065402,expanded,boof22
AAPL,long,278.065,277.9815805,sl,-0.0002999999999999672,1422,0.7248290868159478,expanded,boof22
AAPL,long,277.96,277.87661199999997,sl,-0.0003000000000000488,1503,1.740522047233881,core,boof22
AAPL,short,278.13,277.99093500000004,tp,0.0004999999999998547,1523,0.9319462198178051,expanded,boof22
AAPL,long,277.33,277.468665,tp,0.0005000000000000114,1556,0.8624628442561677,expanded,boof22
AAPL,long,278.105,278.0215685,sl,-0.00030000000000006264,1618,1.7185373247414268,core,boof22
AAPL,short,278.14,278.00093,tp,0.0005000000000000137,1649,0.8166970051340133,expanded,boof22
AAPL,short,278.22,278.08089000000007,tp,0.0004999999999998549,1730,1.4257520721988488,core,boof22
AAPL,short,279.025,278.8854875,tp,0.0004999999999998804,1749,0.7957238338324908,expanded,boof22
AAPL,short,278.85,278.71057500000006,tp,0.0004999999999998571,1807,0.9892012899912347,expanded,boof22
AAPL,short,278.63,278.490685,tp,0.0005000000000000377,1896,1.4047687723217057,core,boof22
AAPL,long,278.27,278.186519,sl,-0.00030000000000002204,1910,1.6758611096082563,core,boof22
AAPL,short,277.95,277.81102500000003,tp,0.0004999999999998541,1916,1.4315250403187638,core,boof22
AAPL,long,277.78,277.91889,tp,0.0005000000000000127,1918,0.9665273585437715,expanded,boof22
AAPL,short,277.69,277.551155,tp,0.0005000000000000124,1921,2.0704753490852106,core,boof22
AAPL,long,277.125,277.2635625,tp,0.0004999999999999196,1924,0.7665230722115405,expanded,boof22
AAPL,long,278.01,278.149005,tp,0.0004999999999999906,1940,2.347321928654525,core,boof22
AAPL,short,279.535,279.3952325,tp,0.0005000000000000176,1946,1.2805319133090747,expanded,boof22
AAPL,long,274.96,275.09747999999996,tp,0.0004999999999999356,1976,1.1556041257865626,expanded,boof22
AAPL,short,275.01,274.872495,tp,0.0004999999999999127,2091,0.9570074026715428,expanded,boof22
AAPL,long,274.86,274.99743,tp,0.0004999999999999811,2093,0.6416360885471042,expanded,boof22
AAPL,short,274.925,274.78753750000004,tp,0.0004999999999998895,2097,1.2065326303323494,expanded,boof22
AAPL,short,274.61,274.47269500000004,tp,0.0004999999999998884,2151,0.9418906022829426,expanded,boof22
AAPL,long,274.61,274.527617,sl,-0.00029999999999997444,2155,0.8300975645899074,expanded,boof22
AAPL,long,274.6,274.7373,tp,0.0004999999999999344,2158,1.2713924782666537,expanded,boof22
AAPL,long,274.26,274.177722,sl,-0.0002999999999999047,2176,1.5311084998197682,core,boof22
AAPL,long,273.92,273.837824,sl,-0.00030000000000001466,2185,1.0230279375212779,expanded,boof22
AAPL,long,273.92,274.05696,tp,0.0004999999999999552,2215,1.4909094316065334,core,boof22
AAPL,short,273.76,273.842128,sl,-0.0003000000000000421,2217,2.670193018964851,core,boof22
AAPL,long,273.38,273.297986,sl,-0.0003000000000000554,2244,1.7075383015759524,core,boof22
AAPL,long,272.98,273.11649,tp,0.0004999999999999292,2256,0.9998810874707909,expanded,boof22
AAPL,long,273.63,273.547911,sl,-0.0002999999999999865,2286,1.4322138064101535,core,boof22
AAPL,long,273.47,273.606735,tp,0.0004999999999999538,2297,0.8914683008873912,expanded,boof22
AAPL,short,273.64,273.722092,sl,-0.00029999999999995883,2310,1.8043999982924999,core,boof22
AAPL,long,273.635,273.7718175,tp,0.0005000000000000236,2313,0.7362471032888299,expanded,boof22
AAPL,short,273.75,273.613125,tp,0.0004999999999999086,2315,1.2654301226611455,expanded,boof22
