symbol,date,segment,entry_time,entry_price,exit_price,pnl_pct,opening_move,month
SMCI,2025-05-14,morning,2025-05-14 09:35:00+00:00,42.18,42.04,-0.33191085822664906,0.548271752085809,2025-05
