date,side,level,gap_regime,gap_pct,entry,bar_idx,ep,bars_waited,conf_close,mfe15,mfe30,mfe60,hit_>=0.40%,hit_>=0.50%,hit_>=0.60%,hit_>=0.75%
2025-12-23,long,PDL,Flat,-0.211,A,66,619.4,0,619.39,0.11301259283178003,0.20503713270907034,0.21795285760413668,False,False,False,False
2025-12-23,long,PDL,Flat,-0.211,B,69,619.63,3,619.39,0.0871487823378409,0.16784209931732866,0.18075303003405332,False,False,False,False
2025-12-23,long,PDL,Flat,-0.211,C,69,619.63,3,619.39,0.0871487823378409,0.16784209931732866,0.18075303003405332,False,False,False,False
2025-12-30,long,PDL,Flat,-0.171,A,18,620.44,0,620.42,0.2111404809489951,0.2111404809489951,0.2111404809489951,False,False,False,False
2025-12-30,long,PDL,Flat,-0.171,B,19,620.85,1,620.42,0.14496255134089994,0.14496255134089994,0.14496255134089994,False,False,False,False
2025-12-30,long,PDL,Flat,-0.171,C,19,620.85,1,620.42,0.14496255134089994,0.14496255134089994,0.14496255134089994,False,False,False,False
2026-01-06,long,PML,Flat,0.244,A,99,620.15,0,620.15,0.13061356123519458,0.13061356123519458,0.15641377086189265,False,False,False,False
2026-01-06,long,PML,Flat,0.244,B,100,620.285,1,620.15,0.10882094521068028,0.10882094521068028,0.13461553963098194,False,False,False,False
2026-01-06,long,1H/4H_Sup,Flat,0.244,A,15,620.44,0,620.44,0.32396363870801215,0.32396363870801215,0.3465282702598119,False,False,False,False
2026-01-06,long,1H/4H_Sup,Flat,0.244,B,16,620.6,1,620.44,0.29809861424428336,0.29809861424428336,0.32065742829519966,False,False,False,False
2026-01-06,long,1H/4H_Sup,Flat,0.244,C,16,620.6,1,620.44,0.29809861424428336,0.29809861424428336,0.32065742829519966,False,False,False,False
2026-01-06,short,PDH,Flat,0.244,A,8,619.18,0,619.18,0.10336251170903234,0.10336251170903234,0.10336251170903234,False,False,False,False
2026-01-06,short,PDH,Flat,0.244,B,10,618.92,2,619.18,0.061397272668518625,0.061397272668518625,0.061397272668518625,False,False,False,False
2026-01-06,short,PDH,Flat,0.244,C,10,618.92,2,619.18,0.49279389904996906,0.5703483487365227,0.5929683965617646,True,True,False,False
2026-01-07,long,1H/4H_Sup,Flat,-0.099,A,78,625.51,0,625.52,0.12150085530207207,0.1278956371600701,0.26378475164265597,False,False,False,False
2026-01-07,long,1H/4H_Sup,Flat,-0.099,B,79,625.61,1,625.52,0.10549703489393843,0.11189079458447464,0.24775818800849642,False,False,False,False
2026-01-07,long,1H/4H_Sup,Flat,-0.099,C,81,625.73,3,625.52,0.08629920253143746,0.09269173605227929,0.22853307337029546,False,False,False,False
2026-01-07,long,1H/4H_Sup,Flat,-0.099,A,78,625.51,0,625.52,0.12150085530207207,0.1278956371600701,0.26378475164265597,False,False,False,False
2026-01-07,long,1H/4H_Sup,Flat,-0.099,B,79,625.61,1,625.52,0.10549703489393843,0.11189079458447464,0.24775818800849642,False,False,False,False
