date,side,level,gap_regime,gap_pct,entry,bar_idx,ep,bars_waited,conf_close,mfe15,mfe30,mfe60,hit_>=0.40%,hit_>=0.50%,hit_>=0.60%,hit_>=0.75%
2026-01-07,long,1H/4H_Sup,Flat,-0.099,C,81,625.73,3,625.52,0.08629920253143746,0.09269173605227929,0.22853307337029546,False,False,False,False
2026-01-09,long,PML,Flat,0.097,A,52,623.57,0,623.58,0.2838494475359593,0.2838494475359593,0.3704475840723488,False,False,False,False
2026-01-09,long,PML,Flat,0.097,B,56,624.018,4,623.58,0.21185286321868962,0.21185286321868962,0.2983888285273768,False,False,False,False
2026-01-09,long,PML,Flat,0.097,C,56,624.018,4,623.58,0.21185286321868962,0.21185286321868962,0.2983888285273768,False,False,False,False
2026-01-09,long,1H/4H_Sup,Flat,0.097,A,45,622.41,0,622.38,0.4257643675390783,0.47075079127907066,0.5575103227775947,True,True,False,False
2026-01-09,long,1H/4H_Sup,Flat,0.097,B,49,622.74,4,622.38,0.41750971512991336,0.41750971512991336,0.5042232713491965,True,True,False,False
2026-01-09,long,1H/4H_Sup,Flat,0.097,C,49,622.74,4,622.38,0.41750971512991336,0.41750971512991336,0.5042232713491965,True,True,False,False
2026-01-09,long,1H/4H_Sup,Flat,0.097,A,45,622.41,0,622.38,0.4257643675390783,0.47075079127907066,0.5575103227775947,True,True,False,False
2026-01-09,long,1H/4H_Sup,Flat,0.097,B,49,622.74,4,622.38,0.41750971512991336,0.41750971512991336,0.5042232713491965,True,True,False,False
2026-01-09,long,1H/4H_Sup,Flat,0.097,C,49,622.74,4,622.38,0.41750971512991336,0.41750971512991336,0.5042232713491965,True,True,False,False
2026-01-09,short,PDH,Flat,0.097,A,31,621.33,0,621.28,0.36534530764651557,0.36534530764651557,0.36534530764651557,False,False,False,False
2026-01-09,short,PDH,Flat,0.097,B,36,620.44,5,621.28,0.2224227967249225,0.2224227967249225,0.2224227967249225,False,False,False,False
2026-01-09,short,PDH,Flat,0.097,C,36,620.44,5,621.28,0.5431629166397863,0.7897621043130644,0.7897621043130644,True,True,True,True
2026-01-13,short,PMH,Flat,0.003,A,18,627.7,0,627.71,0.2915405448462706,0.4046519037757013,0.6085709733949418,True,True,True,False
2026-01-13,short,PMH,Flat,0.003,B,21,627.1,3,627.71,0.19614096635305664,0.3986605007175889,0.5134747249242588,True,True,False,False
2026-01-13,short,PMH,Flat,0.003,C,21,627.1,3,627.71,0.18338383033008726,0.18338383033008726,0.18338383033008726,False,False,False,False
2026-01-13,short,PDH,Flat,0.003,A,29,627.18,0,627.2,0.22959915813641077,0.5165981058069288,0.5261647373959556,True,True,False,False
2026-01-13,short,PDH,Flat,0.003,B,32,626.17,3,627.2,0.15650701886067753,0.3561333184278877,0.36571538080712324,False,False,False,False
2026-01-13,short,PDH,Flat,0.003,C,32,626.17,3,627.2,0.2012233099637464,0.2012233099637464,0.2012233099637464,False,False,False,False
2026-01-15,long,PML,Gap Up,1.058,A,65,626.36,0,626.37,0.046299252825845134,0.5811354492624028,0.5811354492624028,True,True,False,False
2026-01-15,short,PMH,Gap Up,1.058,A,20,625.18,0,625.17,0.083176045298951,0.09117374196230467,0.1887456412553105,False,False,False,False
2026-01-15,short,PMH,Gap Up,1.058,B,21,624.9,1,625.17,0.046407425188024265,0.046407425188024265,0.18242918867018507,False,False,False,False
2026-01-15,short,PMH,Gap Up,1.058,C,21,624.9,1,625.17,0.24803968634982693,0.24803968634982693,0.28004480716914704,False,False,False,False
2026-01-15,short,PMH,Gap Up,1.058,A,88,625.4501,0,625.46,0.0,0.0,0.0,False,False,False,False
2026-01-21,short,PMH,Flat,0.196,A,10,608.01,0,608.0,0.024094998437516873,0.024094998437516873,0.024094998437516873,False,False,False,False
2026-01-22,long,1H/4H_Sup,Gap Up,0.926,A,75,620.53,0,620.54,0.029007461363683252,0.049151531755122824,0.1547064606062618,False,False,False,False
2026-01-22,long,1H/4H_Sup,Gap Up,0.926,B,77,620.61,2,620.54,0.0064452715876256615,0.03625465268043099,0.14340729282479922,False,False,False,False
2026-01-22,long,1H/4H_Sup,Gap Up,0.926,C,77,620.61,2,620.54,0.0064452715876256615,0.03625465268043099,0.14340729282479922,False,False,False,False
2026-01-22,long,1H/4H_Sup,Gap Up,0.926,A,73,620.3101,0,620.34,0.0644677557241132,0.0644677557241132,0.18053873377201435,False,False,False,False
2026-01-22,long,1H/4H_Sup,Gap Up,0.926,B,75,620.53,2,620.34,0.029007461363683252,0.049151531755122824,0.1547064606062618,False,False,False,False
