symbol,n,tpd,wr,pf,ev,avg_mfe,med_mfe
APP,43,1.131578947368421,0.3953488372093023,1.2336838471120957,0.00047233312194426346,1.2641325066259472,0.9146933944275366
MSTR,58,1.1372549019607843,0.39655172413793105,0.9872888162296481,-2.607984256330833e-05,1.134225540002306,0.7320704295349454
AFRM,36,1.0588235294117647,0.4166666666666667,0.8019200521437857,-0.0003928585632481583,0.9254369532154795,0.6424904651834592
RDDT,48,1.0666666666666667,0.375,0.8841095223651481,-0.00024626726497406016,1.1247996241381226,0.8815219906383457
HOOD,44,1.1282051282051282,0.45454545454545453,1.3575084543807685,0.0006630156790334248,1.0991517166305633,0.8740964406897688
NET,35,1.09375,0.4,1.1884659900337313,0.0003844706196688116,1.0737991301001055,0.7267461437491508
AMD,39,1.1470588235294117,0.2564102564102564,0.3438583048844208,-0.001658860798420413,0.7161474065863815,0.5508061358380488
DDOG,31,1.0689655172413792,0.45161290322580644,1.2000717093359383,0.0003730369290199109,0.7811507625603532,0.5985154924854107
SHOP,32,1.032258064516129,0.34375,0.6858606884597286,-0.0007009233388742304,0.7548123990849631,0.5745961511561738
PLTR,30,1.0344827586206897,0.36666666666666664,1.0041305184249552,8.725335771041044e-06,0.8023799183127092,0.5894897777870965
CRWD,27,1.08,0.5185185185185185,1.574050842200827,0.0009397424898250574,0.8078475410336338,0.7442231802632668
SMCI,40,1.1428571428571428,0.375,1.0504864407750494,0.00010728368664697993,1.036115379724156,0.9248809505547018
ARM,38,1.027027027027027,0.3157894736842105,0.6411665521410236,-0.0008347599155456188,0.7527702729083765,0.5184423144131016
COIN,46,1.15,0.45652173913043476,1.128192626312892,0.0002368776790564309,0.7622398300309011,0.6326141018471682
TSLA,27,1.0,0.4444444444444444,1.6271291864453032,0.0010460142030077435,0.6427480475470709,0.45129902918197484
NVDA,20,1.0526315789473684,0.25,0.1835716673739196,-0.0020818922481965056,0.32309706048679565,0.3325212421213042
META,18,1.0588235294117647,0.3888888888888889,0.7974921800702297,-0.00038898272177092895,0.4960955120600432,0.3912446150700247
AMZN,16,1.0666666666666667,0.4375,0.9928774342877138,-1.2867960712833624e-05,0.44606609676329045,0.3483775275607312
NFLX,18,1.125,0.4444444444444444,1.0001017433732171,1.8337030400703003e-07,0.5719182712638754,0.557121943452101
AVGO,32,1.032258064516129,0.375,0.668978136298074,-0.0007034214603665927,0.6758307426347877,0.5688455394160395
UBER,24,1.0,0.4166666666666667,1.1947842987775752,0.00036263833872252435,0.6553098169278738,0.5044840967034311
DASH,31,1.1071428571428572,0.3225806451612903,0.6653240165633444,-0.0007399106813135817,0.8180488981140839,0.47766300813110807
ABNB,17,1.0625,0.17647058823529413,0.39841644559035344,-0.0015796398630470799,0.48510777150339196,0.38974351168751353
PANW,18,1.125,0.5,1.715002420634656,0.0012155041150789152,0.6783018398933895,0.6897650197938225
SNOW,41,1.2058823529411764,0.36585365853658536,0.6865410705081978,-0.0006642332602223834,0.5999122244871449,0.575752189891084
MDB,40,1.0256410256410255,0.425,1.1372204661845087,0.00025792150524928884,0.8478567765145588,0.614325543803748
ZS,33,1.1,0.42424242424242425,1.0967251556433384,0.00018934681983514138,0.7913745073129315,0.6817232834177054
MRVL,42,1.0769230769230769,0.30952380952380953,0.5955324182446052,-0.0009495357990733789,0.7529226549058923,0.611251975540139
MU,41,1.1714285714285715,0.5853658536585366,2.011824523247069,0.0014264257913092825,1.222075060255139,0.899931386607682
QCOM,23,1.15,0.5217391304347826,1.43636131899826,0.0006564384428859661,0.7911475459742104,0.6554615867147157
