date,level,event,side,gap_pct,ep,level_px,mfe15,mfe30,hit_+0.50%,hit_+0.75%
2026-06-10,PML,Rejection,long,-0.887,697.53,697.1,0.6666379940647681,0.6666379940647681,True,False
2026-06-10,PML,Breakout,short,-0.887,696.38,697.1,0.02871995175048759,0.02871995175048759,False,False
2026-06-11,PML,Rejection,long,0.895,698.41,697.69,0.9435718274366105,1.134004381380575,True,True
2026-06-11,PML,Breakout,short,0.895,697.5,697.69,0.09677488727517108,0.09677488727517108,False,False
2026-06-11,PMH,Rejection,short,0.895,702.13,702.79,0.19512056171934036,0.3261504279834167,False,False
2026-06-11,PMH,Breakout,long,0.895,703.39,702.79,0.43077098053710927,0.43077098053710927,False,False
2026-06-12,PML,Breakout,short,0.27,713.32,714.45,0.2859866539561595,0.2859866539561595,False,False
2026-06-12,PML,Rejection,long,0.27,715.68,714.45,0.1984126984127086,0.3507154035323196,False,False
2026-06-12,PMH,Breakout,long,0.27,720.49,720.39,0.022207109050780462,0.022207109050780462,False,False
2026-06-12,PMH,Rejection,short,0.27,720.13,720.39,0.3763209420521345,0.8262397067196263,True,True
