symbol,direction,entry,entry_time,mfe_pct,mae_pct,final_pct,hold_bars,tier
TOST,long,29.09,2026-03-09 12:20:00-04:00,2.4063251976624245,0.9625300790649747,1.237538673083532,59,expanded
TOST,long,28.64,2026-03-10 10:05:00-04:00,2.0600558659217874,1.361731843575421,1.0125698324022316,79,expanded
TOST,short,28.8,2026-03-11 06:40:00-04:00,3.1250000000000075,2.6041666666666665,1.7361111111111112,97,expanded
TOST,short,27.995,2026-03-12 14:00:00-04:00,1.4466869083765,0.5893909626719027,1.3752455795677856,29,expanded
TOST,long,27.92,2026-03-13 11:10:00-04:00,0.28653295128939216,2.0702005730659128,-0.9964183381088888,61,expanded
TOST,short,27.6,2026-03-16 08:00:00-04:00,0.9057971014492754,3.7318840579710058,-2.355072463768111,89,core
TOST,short,28.35,2026-03-17 08:30:00-04:00,1.0229276895943658,2.6807760141093406,-0.14109347442680475,85,expanded
TOST,short,28.15,2026-03-18 10:25:00-04:00,2.3801065719360506,0.5683836589698052,1.0657193605683737,75,expanded
TOST,short,27.47,2026-03-19 11:30:00-04:00,1.9293775027302424,0.76447033127048,-0.327630141973061,57,expanded
TOST,short,27.3,2026-03-20 14:30:00-04:00,0.9890109890109874,1.7054945054944999,-1.7054945054944999,27,expanded
TOST,long,27.84,2026-03-23 09:55:00-04:00,0.7543103448275893,1.9755747126436807,-0.7543103448275893,74,expanded
TOST,short,27.14,2026-03-25 09:55:00-04:00,4.255711127487108,0.8500368459837834,0.515843773028742,80,expanded
TOST,short,26.87,2026-03-26 10:15:00-04:00,2.046892445106069,1.1983624860439122,1.1537030145143365,73,expanded
TOST,long,26.26,2026-03-27 06:50:00-04:00,0.4569687738004472,3.084539223153093,-1.947829398324454,109,expanded
TOST,long,25.49,2026-03-30 09:55:00-04:00,2.8050215770890543,0.9023146331894738,2.1969399764613664,75,core
TOST,short,26.3,2026-03-31 05:10:00-04:00,2.243346007604562,2.262357414448665,-1.3939163498098792,98,expanded
TOST,long,26.99,2026-04-01 06:50:00-04:00,0.0,6.2615783623564205,-3.6680251945164817,99,expanded
TOST,short,25.71,2026-04-02 09:55:00-04:00,0.0,4.006223259432118,-2.6837806301050087,78,expanded
TOST,short,26.82,2026-04-06 10:05:00-04:00,0.41014168530946843,1.0439970171513837,-0.7457121551081256,73,expanded
TOST,short,26.74,2026-04-07 09:55:00-04:00,2.9917726252804684,0.14958863126403404,0.9547494390426264,101,core
TOST,short,27.13,2026-04-08 10:00:00-04:00,3.9439734611131603,0.2580169553999273,3.4279395503133054,83,expanded
TOST,short,26.18,2026-04-09 07:25:00-04:00,5.271199388846444,0.7639419404125259,1.2605042016806658,100,expanded
TOST,long,25.35,2026-04-10 10:15:00-04:00,1.420118343195264,1.81459566074951,0.3155818540433858,77,expanded
TOST,short,25.28,2026-04-13 05:55:00-04:00,1.1285601265822762,7.911392405063291,-7.674050632911383,107,expanded
TOST,short,27.695,2026-04-14 10:00:00-04:00,2.8705542516699825,0.0902690016248369,1.7873262321718757,85,core
TOST,short,27.8399,2026-04-15 11:55:00-04:00,0.2869981573209621,1.437145966759932,-0.9342705972363453,58,expanded
TOST,short,28.68,2026-04-16 09:55:00-04:00,1.0983263598326405,0.36610878661088014,-0.13075313807531877,86,expanded
TOST,short,28.975,2026-04-17 11:15:00-04:00,1.0526315789473673,0.776531492666084,-0.08628127696289414,66,expanded
TOST,short,29.22,2026-04-20 10:00:00-04:00,1.6084873374401059,0.06844626967830107,0.06844626967830107,82,core
TOST,long,29.25,2026-04-21 09:55:00-04:00,1.3846153846153886,2.7692307692307647,-1.1278632478632429,90,core
TOST,short,29.1499,2026-04-22 10:40:00-04:00,1.0116672784469187,1.0981169746722976,-0.13756479439038372,76,expanded
TOST,long,28.36,2026-04-23 10:25:00-04:00,1.1636107193229965,3.3497884344146662,-1.198871650211565,74,expanded
TOST,long,28.95,2026-04-24 04:40:00-04:00,0.8290155440414577,4.335060449050083,0.0,96,expanded
TOST,long,28.715,2026-04-27 10:00:00-04:00,2.542225317778166,0.7487375935921987,0.9925126240640785,80,expanded
TOST,short,29.02,2026-04-28 09:55:00-04:00,1.8780151619572645,0.49965541006202474,-0.10337698139214727,78,expanded
TOST,long,29.05,2026-04-29 06:10:00-04:00,1.342512908777971,2.099827882960411,-1.7239242685025875,94,core
TOST,long,28.6028,2026-04-30 07:45:00-04:00,0.8467702462695974,2.6668717747912742,0.5146349308459366,94,expanded
TOST,short,29.26,2026-05-01 09:55:00-04:00,1.6062884483937199,0.444292549555704,0.2392344497607665,79,core
TOST,long,29.19,2026-05-04 04:30:00-04:00,4.008221993833498,0.6851661527920618,1.0620075368276762,110,core
TOST,long,29.14,2026-05-05 09:55:00-04:00,1.098146877144819,3.4866163349348036,-2.196293754289638,85,expanded
TOST,short,28.58,2026-05-06 11:35:00-04:00,1.3296011196640973,0.34989503149055784,0.680545836249118,72,expanded
TOST,long,29.4,2026-05-07 13:20:00-04:00,2.006802721088435,12.722789115646249,-9.139115646258498,78,expanded
TOST,long,25.987,2026-05-08 07:50:00-04:00,0.28090968561203833,7.492207642282677,-3.283564859352743,133,expanded
TOST,long,25.1,2026-05-11 08:55:00-04:00,2.051792828685247,4.661354581673313,-3.228286852589648,109,expanded
TOST,long,23.19,2026-05-12 10:20:00-04:00,1.7895644674428595,1.0564898663216946,0.13065976714101094,95,expanded
TOST,short,22.85,2026-05-13 10:40:00-04:00,2.5820568927789926,0.3282275711159706,2.1006564551422335,94,expanded
TOST,long,23.06,2026-05-14 10:10:00-04:00,1.0841283607979184,1.1058109280138726,0.1734605377276787,83,expanded
TOST,short,23.1193,2026-05-15 09:55:00-04:00,1.251335464309044,1.6899300584360362,0.6457807978615279,83,core
TOST,long,23.18,2026-05-18 10:00:00-04:00,0.9490940465918847,2.6315789473684186,-1.9844693701466818,87,core
TOST,short,23.47,2026-05-19 10:30:00-04:00,4.0051129100979885,0.1704303365999263,1.0651896037494675,86,expanded
TOST,long,22.995,2026-05-20 10:00:00-04:00,2.522287453794296,0.06523157208088962,1.065449010654479,84,core
TOST,short,23.25,2026-05-21 04:30:00-04:00,3.440860215053766,0.6881720430107533,0.8172043010752743,102,expanded
TOST,short,23.265,2026-05-22 11:30:00-04:00,0.8166774124220988,0.8381689232753075,-0.10745755426605878,73,expanded
TOST,long,23.24,2026-05-26 10:00:00-04:00,2.32358003442342,0.0,0.5593803786574981,81,expanded
TOST,short,23.31,2026-05-27 04:15:00-04:00,0.0,7.250107250107256,-5.019305019305027,125,expanded
TOST,long,25.01,2026-05-28 10:00:00-04:00,0.9596161535385783,1.0995601759296365,0.2798880447820741,86,core
TOST,short,25.935,2026-05-29 11:10:00-04:00,0.36630036630036195,1.2145748987854301,-0.5741276267592101,76,expanded
TOST,long,27.3182,2026-06-01 09:45:00-04:00,3.063159358962158,0.1032278847069052,1.3609974302845735,99,expanded
TOST,long,26.89,2026-06-02 10:20:00-04:00,0.0,2.7147638527333595,-2.333581256972857,82,expanded
TOST,long,24.975,2026-06-03 10:15:00-04:00,2.3023023023022993,0.4604604604604684,-0.22022022022021906,95,expanded
TOST,short,25.565,2026-06-04 09:55:00-04:00,2.249168785448867,0.6258556620379431,1.3886172501466865,85,core
TOST,short,25.17,2026-06-05 07:55:00-04:00,3.9133889551052956,0.6754072308303463,2.264600715137069,98,expanded
TOST,short,24.64,2026-06-08 04:05:00-04:00,2.840909090909088,1.4204545454545368,2.029220779220779,102,expanded
TOST,short,24.5,2026-06-09 10:20:00-04:00,2.142857142857137,2.6530612244897904,-1.9591836734693895,82,expanded
TOST,long,24.88,2026-06-10 11:40:00-04:00,0.48231511254019693,2.331189710610926,-1.5675241157556294,64,expanded
TOST,long,24.14,2026-06-11 09:55:00-04:00,3.1068765534382767,1.4498757249378684,3.1068765534382767,83,expanded
TOST,long,24.65,2026-06-12 10:15:00-04:00,1.9472616632860058,0.2636916835699705,1.09533468559839,75,expanded
HOOD,long,118.15,2025-12-15 11:35:00-05:00,0.17774016081252114,3.537875581887437,-3.216250528988583,100,expanded
HOOD,short,115.8,2025-12-16 08:25:00-05:00,0.5430915371329893,4.23143350604491,-3.488773747841111,138,expanded
HOOD,short,120.62,2025-12-17 06:50:00-05:00,4.244735533079095,3.3825236279223994,2.5037307245896288,156,expanded
HOOD,short,118.46,2025-12-18 06:40:00-05:00,1.190275198379197,4.887725814620975,0.43044065507343204,158,expanded
HOOD,long,120.19,2025-12-19 06:45:00-05:00,2.3046842499375955,1.6557117896663573,1.6723521091605003,157,expanded
HOOD,long,123.9824,2025-12-22 08:25:00-05:00,0.45780691452980327,2.3490430899869703,-1.2359818812992776,137,core
HOOD,short,121.46,2025-12-23 07:40:00-05:00,3.8778198583895884,0.6751193808661349,1.0373785608430683,144,expanded
HOOD,short,119.99,2025-12-24 07:35:00-05:00,1.1584298691557635,0.5667138928244078,-0.4083673639470032,104,core
HOOD,short,120.8,2025-12-26 08:25:00-05:00,2.7317880794701965,0.1903973509933808,2.723509933774828,135,core
HOOD,short,116.6,2025-12-29 08:25:00-05:00,0.7718696397941608,2.015437392795891,-0.35248713550600463,132,core
HOOD,short,117.95,2025-12-30 08:30:00-05:00,2.7333615938957214,0.5818567189487095,2.3738872403560807,136,expanded
HOOD,long,115.3,2025-12-31 08:25:00-05:00,0.5290546400693837,2.818733738074588,-2.402428447528184,138,core
HOOD,short,114.89,2026-01-02 08:25:00-05:00,3.8993820175820386,0.9922534598311433,-0.7738706588911124,136,core
HOOD,long,117.26,2026-01-05 05:25:00-05:00,5.466484734777414,0.571379839672524,4.980385468190337,173,expanded
HOOD,short,123.5103,2026-01-06 08:25:00-05:00,4.421088767495501,0.6798623272714854,1.4252252646135593,137,expanded
HOOD,long,121.24,2026-01-07 07:30:00-05:00,0.6268558231606773,3.8682777961068906,-3.1012867040580594,147,expanded
HOOD,short,116.6984,2026-01-08 08:25:00-05:00,2.4236836151995242,0.5326551178079447,1.113897020010564,135,core
HOOD,short,116.08,2026-01-09 07:45:00-05:00,1.0320468642315588,1.8521709166092402,0.3878359751895204,143,core
HOOD,long,113.9612,2026-01-12 08:25:00-05:00,4.9655496783115645,0.30817506309165377,2.702849741841952,138,core
HOOD,short,117.33,2026-01-13 07:25:00-05:00,1.133554930537798,3.61373902667689,-3.1705446177448215,150,expanded
HOOD,long,120.22,2026-01-14 08:25:00-05:00,0.5489935118948566,3.0028281483946095,-1.4307103643320571,132,core
HOOD,long,119.2,2026-01-15 07:35:00-05:00,0.6543624161073835,7.60906040268457,-5.91442953020134,147,expanded
HOOD,short,112.52,2026-01-16 06:05:00-05:00,5.012442232492003,0.4177035193743324,3.3860646996089607,166,core
HOOD,short,104.85,2026-01-20 07:35:00-05:00,2.1840724845016615,3.338102050548403,-0.5354315689079696,148,expanded
HOOD,long,104.46,2026-01-21 07:40:00-05:00,3.8675090943902033,0.2010338885697815,2.1922266896419744,147,expanded
HOOD,short,107.54,2026-01-22 06:15:00-05:00,2.268923191370664,0.5021387390738256,0.8740933606100166,159,expanded
HOOD,short,105.88,2026-01-23 05:50:00-05:00,0.3588968643747596,5.270117113713637,-0.6919153758972469,163,expanded
HOOD,short,106.01,2026-01-26 07:35:00-05:00,1.1131025374964691,2.3394019432128945,-1.2451655504197654,141,expanded
HOOD,short,107.33,2026-01-27 08:25:00-05:00,2.4876548961147877,1.6016025342402016,1.705021895089908,137,core
HOOD,short,105.7,2026-01-28 07:35:00-05:00,2.554399243140968,1.4664143803216625,1.844843897824033,146,core
HOOD,long,100.63,2026-01-29 15:55:00-05:00,5.435754745105832,0.029812183245554146,2.454536420550531,48,expanded
HOOD,short,102.38,2026-01-30 06:55:00-05:00,3.916780621215073,1.8753662824770483,3.330728657941001,155,expanded
HOOD,short,95.68,2026-02-02 08:25:00-05:00,7.326505016722412,0.21425585284280757,5.696070234113715,138,core
HOOD,long,91.09,2026-02-03 08:25:00-05:00,0.17565045559336545,6.76254254034471,-5.313206718629923,138,core
HOOD,short,85.7849,2026-02-04 08:25:00-05:00,9.517875523547838,0.6004553248881842,6.533667347050573,138,core
HOOD,long,78.31,2026-02-05 06:55:00-05:00,2.094240837696336,12.3100498020687,-9.781637083386537,156,expanded
HOOD,short,75.09,2026-02-06 04:55:00-05:00,3.3692901851112014,13.130909575176453,-12.398588360633894,180,expanded
HOOD,long,83.3,2026-02-09 05:25:00-05:00,6.3625450180072,2.160864345738292,4.081632653061232,174,expanded
HOOD,short,86.35,2026-02-10 07:30:00-05:00,10.306890561667622,2.1656050955414066,8.46438911407064,149,core
HOOD,long,75.545,2026-02-11 10:00:00-05:00,3.8056787345290886,1.714210073466148,3.2497187107022283,119,expanded
HOOD,short,78.72,2026-02-12 04:40:00-05:00,10.53099593495934,0.9908536585365868,10.059832317073171,181,expanded
HOOD,long,71.9,2026-02-13 07:30:00-05:00,7.197774687065353,2.2948539638386727,5.799721835883153,149,expanded
HOOD,short,74.88,2026-02-17 07:35:00-05:00,2.68429487179486,2.457264957264962,-0.05341880341881177,147,expanded
HOOD,long,75.87,2026-02-18 06:45:00-05:00,3.1567154342954997,2.3856596810333492,-0.8667457493080297,155,core
HOOD,long,75.19,2026-02-19 07:25:00-05:00,1.2634658864210704,2.2077403910094384,0.723234472669244,149,expanded
HOOD,long,76.44,2026-02-20 07:55:00-05:00,2.1454735740450035,1.8315018315018206,-0.6465201465201363,143,expanded
HOOD,long,74.8898,2026-02-23 08:05:00-05:00,0.08038477870151732,4.633207726552872,-3.952207109646424,142,core
HOOD,short,71.11,2026-02-24 08:25:00-05:00,2.6578540289692034,3.8953733652088256,-3.0084376318380053,137,core
HOOD,short,75.45,2026-02-25 07:10:00-05:00,2.3194168323392974,3.5297548045063,-1.8157720344598942,153,core
HOOD,long,76.97,2026-02-26 08:25:00-05:00,3.416915681434319,0.6755878913862492,2.026763674158766,138,core
HOOD,short,77.2,2026-02-27 07:55:00-05:00,3.0829015544041574,2.992227979274614,2.3056994818652865,144,expanded
HOOD,short,73.7,2026-03-02 08:25:00-05:00,1.32971506105835,7.924016282225242,-6.381953867028482,135,core
HOOD,short,75.54,2026-03-03 07:35:00-05:00,4.355308445856508,2.462139263966105,-0.15885623510721517,147,expanded
HOOD,short,79.18,2026-03-04 05:35:00-05:00,6.66835059358424,6.0873958070219665,-5.897954028795134,172,expanded
HOOD,short,84.96,2026-03-05 06:20:00-05:00,7.544726930320148,0.8474576271186595,4.755178907721271,163,expanded
HOOD,short,78.7,2026-03-06 07:45:00-05:00,2.9479034307496916,3.4688691232528637,2.8119440914866685,145,expanded
HOOD,short,76.39,2026-03-09 06:10:00-04:00,2.6705066108129416,4.46393507003534,-3.1548632019897846,163,expanded
HOOD,short,79.75,2026-03-10 08:25:00-04:00,2.620689655172418,1.2537931034482717,1.4433855799373037,137,core
HOOD,short,78.3,2026-03-11 07:30:00-04:00,1.9987228607918235,1.8773946360153244,0.8045977011494195,149,expanded
HOOD,short,77.6,2026-03-12 08:25:00-04:00,3.3376288659793674,0.2835051546391738,2.706185567010302,138,core
HOOD,short,76.34,2026-03-13 05:30:00-04:00,4.643699240241029,1.689808750327472,4.2047419439350335,171,expanded
HOOD,short,75.21,2026-03-16 07:20:00-04:00,1.4625714665602905,0.7911182023667239,-0.46536364845101524,151,core
HOOD,short,75.6,2026-03-17 08:25:00-04:00,0.46296296296295547,2.7777777777777892,-2.129629629629629,135,core
HOOD,short,76.49,2026-03-18 08:25:00-04:00,2.8108249444371705,0.9935939338475684,2.470911230226174,137,core
HOOD,long,74.4,2026-03-19 05:50:00-04:00,1.0752688172042972,3.62903225806452,0.067204301075265,163,expanded
HOOD,long,74.44,2026-03-20 05:10:00-04:00,0.3492745835572342,6.098871574422343,-4.019613111230517,173,expanded
HOOD,long,71.2,2026-03-23 08:25:00-04:00,3.370786516853921,0.5056179775280891,2.5000000000000013,137,core
HOOD,short,72.21,2026-03-24 08:25:00-04:00,5.033236393851252,0.01384849743803506,1.8141531643816482,138,core
HOOD,long,71.9,2026-03-25 07:25:00-04:00,3.741029207232254,1.3769123783032113,0.5257301808066761,149,expanded
HOOD,short,71.53,2026-03-26 08:25:00-04:00,2.5583671186914554,2.3906053404165997,1.1107227736613998,136,core
HOOD,short,68.45,2026-03-27 07:25:00-04:00,4.309715120525935,4.192841490138774,4.295105916727534,150,core
HOOD,long,67.4101,2026-03-30 07:25:00-04:00,0.7119111231106328,5.7782142438595985,-4.391181736861386,150,expanded
HOOD,short,66.0,2026-03-31 04:45:00-04:00,1.6969696969697037,5.999696969696972,-5.999696969696972,179,expanded
HOOD,short,70.54,2026-04-01 04:25:00-04:00,1.9846895378508727,1.587751630280678,0.7513467536149718,184,core
HOOD,short,66.59,2026-04-02 08:50:00-04:00,1.531761525754633,5.346148070280826,-3.3787355458777544,130,expanded
HOOD,short,70.0092,2026-04-06 09:00:00-04:00,1.8557561006267935,1.1581335024539432,0.48450775040995364,130,expanded
HOOD,short,68.67,2026-04-07 09:20:00-04:00,2.9852919761176597,9.1743119266055,-8.59181593126546,127,expanded
HOOD,long,75.25,2026-04-08 07:25:00-04:00,3.481727574750837,5.235880398671093,-5.049700996677733,150,expanded
HOOD,short,71.61,2026-04-09 07:05:00-04:00,3.951962016478143,1.186985057952792,2.0388213936600943,152,expanded
HOOD,short,69.8,2026-04-10 04:25:00-04:00,2.1775071633237717,1.5329512893982913,0.623782234957022,179,core
HOOD,short,67.81,2026-04-13 07:45:00-04:00,0.29494174900457576,8.243621884677781,-7.58000294941749,146,expanded
HOOD,short,74.3,2026-04-14 05:00:00-04:00,0.8748317631224649,12.180349932705244,-11.413189771197853,179,expanded
HOOD,long,83.8588,2026-04-15 07:25:00-04:00,8.730389654991491,2.812823460388179,7.621382609815544,150,expanded
HOOD,long,89.31,2026-04-16 04:25:00-04:00,1.28764975926547,6.091143209047137,-3.6948829918262325,186,core
HOOD,long,86.99,2026-04-17 06:55:00-04:00,7.276698471088629,0.09070008046900817,4.321646166226002,156,expanded
HOOD,long,88.33,2026-04-20 04:25:00-04:00,4.585078682214419,0.13585418317672882,3.0227555756821034,186,core
HOOD,short,92.2,2026-04-21 04:25:00-04:00,7.0281995661605245,0.5314533622559597,4.045553145336229,186,expanded
HOOD,short,89.42,2026-04-22 04:25:00-04:00,2.7063296801610397,0.872288078729592,1.9346902259002505,186,expanded
HOOD,long,87.0269,2026-04-23 04:25:00-04:00,0.7564327811285901,6.069272834031769,-3.324144603565102,184,core
HOOD,short,84.85,2026-04-24 04:25:00-04:00,2.392457277548617,0.8249852681202156,0.11785503830288077,184,core
HOOD,short,84.435,2026-04-27 04:25:00-04:00,1.5633327411618492,1.4981938769467644,0.23094688221709883,186,core
HOOD,long,83.3,2026-04-28 04:25:00-04:00,0.564225690276109,11.20048019207683,-10.672388955582237,185,expanded
HOOD,short,74.03,2026-04-29 04:25:00-04:00,5.538295285694981,0.2971768202080222,3.404835877347024,186,core
HOOD,long,70.93,2026-04-30 04:25:00-04:00,4.151416889891434,0.4793458339207717,3.115747920484976,186,core
HOOD,short,74.1582,2026-05-01 09:05:00-04:00,1.4808881553219893,1.5127120129668836,1.0628629065969633,130,core
HOOD,short,75.7832,2026-05-04 04:25:00-04:00,2.61693884660452,3.3078571503974663,-0.8488688785905196,186,expanded
HOOD,short,78.39,2026-05-05 07:20:00-04:00,3.0488582727388707,0.7781604796530163,2.0283199387677042,151,core
HOOD,long,78.6004,2026-05-06 06:35:00-04:00,1.6279815369896362,3.066651060299942,0.007760774754331463,160,expanded
HOOD,short,78.6055,2026-05-07 08:10:00-04:00,4.052515409227095,0.7944736691452857,3.786503488941629,141,expanded
HOOD,short,76.6,2026-05-08 09:00:00-04:00,3.067885117493465,1.0704960835509236,-0.7441253263707669,131,expanded
HOOD,short,76.81,2026-05-11 04:15:00-04:00,2.6168467647441807,5.975784403072521,-5.194636115089174,185,core
HOOD,short,79.2,2026-05-12 07:25:00-04:00,3.434343434343433,1.2373737373737423,2.133838383838381,148,core
HOOD,short,78.8,2026-05-13 06:35:00-04:00,4.390862944162429,0.0,2.5380710659898478,160,expanded
HOOD,long,76.75,2026-05-14 04:30:00-04:00,6.749185667752452,2.136807817589577,4.768729641693806,180,core
HOOD,long,78.26,2026-05-15 04:25:00-04:00,1.0733452593917572,2.36391515461284,-1.7899309992333294,186,core
HOOD,long,76.25,2026-05-18 04:25:00-04:00,4.813114754098363,1.1540983606557318,1.0229508196721326,182,core
HOOD,long,76.5,2026-05-19 06:20:00-04:00,1.1372549019607903,4.339869281045742,-2.889150326797386,160,expanded
HOOD,short,75.21,2026-05-20 08:55:00-04:00,1.9412312192527508,1.5157558835261276,-0.35899481451935944,130,expanded
HOOD,long,75.6,2026-05-21 07:25:00-04:00,1.5335978835978905,1.2566137566137416,0.9219576719576756,149,expanded
HOOD,short,76.1,2026-05-22 05:15:00-04:00,3.7713534822601718,1.3272010512483643,3.653088042049936,175,expanded
HOOD,long,74.85,2026-05-26 08:30:00-04:00,1.5898463593854537,1.8637274549098144,-1.2403473613894407,137,core
HOOD,short,74.36,2026-05-27 07:25:00-04:00,1.223776223776219,3.1603012372243064,-2.6761699838622848,150,expanded
HOOD,long,75.7673,2026-05-28 04:30:00-04:00,12.74652785568443,2.952856971279173,12.436367667846143,177,core
HOOD,long,85.599,2026-05-29 09:05:00-04:00,11.262982044182749,1.5934765593056042,9.826049369735628,130,expanded
