date,side,entry_dist,mfe_5m,mae_5m,mfe_10m,mae_10m,mfe_15m,mae_15m,hit_+0.25%,hit_+0.50%,hit_+0.60%,hit_+0.75%,hit_+1.00%
2026-02-17,short,0.7710354212611299,0.126,0.0066,0.1493,0.0066,0.1493,0.0945,False,False,False,False,False
2026-02-18,short,0.41520709494369107,0.0694,0.2364,0.0694,0.5109,0.0694,0.5109,False,False,False,False,False
2026-02-18,short,0.7304991290635446,0.1381,0.0148,0.1381,0.0148,0.1759,0.0148,False,False,False,False,False
2026-02-18,short,0.5528986488004117,0.0312,0.0954,0.0312,0.1168,0.0312,0.1595,False,False,False,False,False
2026-02-18,short,0.6464187380731212,0.069,0.0066,0.069,0.064,0.069,0.0739,False,False,False,False,False
2026-02-18,short,0.664318381496628,0.1214,0.0016,0.1214,0.0016,0.1395,0.0016,False,False,False,False,False
2026-02-18,long,0.41862381051193587,0.1308,0.1035,0.1308,0.1035,0.1308,0.1035,False,False,False,False,False
2026-02-18,long,0.4720511276522248,0.0596,0.0596,0.0729,0.0596,0.0861,0.0596,False,False,False,False,False
2026-02-19,long,0.406216997248465,0.1547,0.0133,0.1822,0.0133,0.1822,0.0133,False,False,False,False,False
2026-02-20,short,0.5089882075917664,0.1107,0.0942,0.3221,0.0942,0.3221,0.0942,True,False,False,False,False
2026-02-20,short,0.8059915298216558,0.8094,0.0813,0.8094,0.0813,0.8094,0.0813,True,True,True,True,False
2026-02-20,short,0.7098479345642944,0.0656,0.0525,0.0656,0.1033,0.0656,0.1033,False,False,False,False,False
2026-02-20,short,0.4163508567588084,0.0624,0.1353,0.0624,0.2053,0.0624,0.2168,False,False,False,False,False
2026-02-20,short,0.5971719066822898,0.1041,0.0189,0.1402,0.0189,0.2549,0.0189,True,False,False,False,False
2026-02-23,long,0.5098448241111069,0.0781,0.123,0.0781,0.2892,0.0781,0.4205,False,False,False,False,False
2026-02-23,long,0.7154608014836578,0.0233,0.1517,0.0233,0.1633,0.06,0.1633,False,False,False,False,False
2026-02-23,long,0.42640875949385254,0.1399,0.0033,0.1399,0.0283,0.1399,0.0283,False,False,False,False,False
2026-02-23,long,0.4302809331710716,0.1066,0.015,0.1282,0.015,0.1282,0.0216,False,False,False,False,False
2026-02-23,long,0.40761840867874305,0.0017,0.1816,0.0167,0.1816,0.0167,0.1816,False,False,False,False,False
2026-02-24,short,0.47013952416251586,0.0198,0.2099,0.1339,0.2099,0.3653,0.2099,True,False,False,False,False
2026-02-24,short,0.42248090157017815,0.0099,0.2061,0.0099,0.2061,0.0099,0.2061,False,False,False,False,False
2026-02-24,short,0.45961493948990845,0.0593,0.0609,0.0675,0.1169,0.0675,0.1169,False,False,False,False,False
2026-02-24,short,0.49843644236835266,0.079,0.0526,0.153,0.0526,0.153,0.0526,False,False,False,False,False
2026-02-24,short,0.4819520156341455,0.0066,0.0986,0.0296,0.0986,0.0296,0.0986,False,False,False,False,False
2026-02-26,long,0.4071108073481101,0.1785,0.018,0.1785,0.2227,0.1785,0.6123,False,False,False,False,False
2026-02-26,long,0.5946373541479106,0.0,0.5206,0.0,0.6651,0.0,0.7209,False,False,False,False,False
2026-02-26,long,0.4037393863270554,0.0709,0.065,0.1418,0.065,0.1541,0.065,False,False,False,False,False
2026-02-26,long,0.44692634930757985,0.0874,0.0082,0.0874,0.0082,0.1056,0.0082,False,False,False,False,False
2026-02-26,long,0.46313422746425,0.066,0.0132,0.066,0.0441,0.066,0.1353,False,False,False,False,False
2026-03-02,short,0.4042313004100653,0.0231,0.089,0.1572,0.089,0.2044,0.089,False,False,False,False,False
2026-03-02,short,0.4060465711021209,0.0033,0.1993,0.0033,0.2438,0.0033,0.2438,False,False,False,False,False
2026-03-02,short,0.6546580117079507,0.046,0.0243,0.0673,0.0624,0.1067,0.0624,False,False,False,False,False
2026-03-02,short,0.4006550583628985,0.0033,0.1874,0.0033,0.2302,0.0033,0.2401,False,False,False,False,False
2026-03-02,short,0.6124957424722276,0.0451,0.018,0.0795,0.0262,0.0795,0.0262,False,False,False,False,False
2026-03-03,long,0.43581615371158205,0.0354,0.1953,0.0354,0.3334,0.0354,0.3334,False,False,False,False,False
2026-03-03,short,0.529050507698047,0.1253,0.0535,0.264,0.0535,0.264,0.0652,True,False,False,False,False
2026-03-03,short,0.6634978095134966,0.0567,0.2018,0.0567,0.2018,0.1217,0.2018,False,False,False,False,False
2026-03-03,short,0.7544611159078526,0.2581,0.0,0.2631,0.0,0.3497,0.0,True,False,False,False,False
2026-03-03,short,0.5908261851500292,0.0933,0.035,0.0933,0.0433,0.155,0.0533,False,False,False,False,False
2026-03-03,short,0.7092510445921469,0.02,0.1431,0.02,0.173,0.02,0.2829,False,False,False,False,False
2026-03-04,short,0.4095574137115731,0.0444,0.24,0.0444,0.4503,0.0444,0.4503,False,False,False,False,False
2026-03-04,short,0.6960068517760604,0.1588,0.0327,0.2692,0.0327,0.3944,0.0327,True,False,False,False,False
2026-03-04,short,0.45220287828911215,0.0082,0.1753,0.0303,0.1753,0.2081,0.1753,False,False,False,False,False
2026-03-04,short,0.49269907103178706,0.0327,0.0417,0.0327,0.0417,0.0621,0.0417,False,False,False,False,False
2026-03-04,short,0.5033230646351566,0.0343,0.067,0.0343,0.067,0.0343,0.1095,False,False,False,False,False
2026-03-05,short,0.42266684929577497,0.1957,0.0049,0.3068,0.0049,0.3068,0.0049,True,False,False,False,False
2026-03-05,long,0.4491384777064648,0.0839,0.2436,0.2057,0.2436,0.316,0.2436,True,False,False,False,False
2026-03-05,long,0.41147005819432614,0.1664,0.0782,0.1664,0.1252,0.1664,0.1252,False,False,False,False,False
2026-03-05,long,0.4469451490479906,0.1633,0.0,0.1888,0.3088,0.1888,0.3768,False,False,False,False,False
2026-03-05,long,0.6610827679172501,0.1289,0.138,0.1422,0.157,0.1422,0.2347,False,False,False,False,False
2026-03-05,long,0.9465972525124156,0.214,0.0415,0.214,0.0415,0.2414,0.0415,False,False,False,False,False
2026-03-06,short,0.41398590158991416,0.0729,0.1293,0.0729,0.2188,0.0729,0.3198,False,False,False,False,False
2026-03-06,short,0.6232272817612715,0.2925,0.0331,0.3288,0.0331,0.5305,0.0331,True,True,False,False,False
2026-03-06,short,0.4118108600068923,0.0,0.1539,0.0,0.2152,0.0877,0.2152,False,False,False,False,False
2026-03-06,short,0.42735336068715785,0.1272,0.0231,0.1834,0.0231,0.3089,0.0231,True,False,False,False,False
2026-03-06,long,0.4150169844280187,0.01,0.2082,0.01,0.2848,0.0766,0.3464,False,False,False,False,False
2026-03-06,long,0.6871865236179012,0.3792,0.0451,0.3792,0.0451,0.3792,0.0451,True,False,False,False,False
2026-03-09,short,0.6351187573219634,0.087,0.0603,0.159,0.0619,0.159,0.0619,False,False,False,False,False
2026-03-09,short,0.718739667608184,0.0618,0.1002,0.0985,0.1002,0.1353,0.1002,False,False,False,False,False
2026-03-09,short,0.7468313347923303,0.0917,0.0133,0.0917,0.1067,0.0917,0.1067,False,False,False,False,False
2026-03-09,short,0.9482187776003567,0.2927,0.0033,0.2927,0.0033,0.2927,0.0466,True,False,False,False,False
2026-03-09,short,0.9272040276749194,0.0143,0.0707,0.0283,0.0715,0.0748,0.0715,False,False,False,False,False
2026-03-10,short,0.4585192905889604,0.0196,0.0884,0.0196,0.2078,0.0196,0.2078,False,False,False,False,False
2026-03-10,short,0.47573816931056184,0.0507,0.0686,0.0669,0.0686,0.1732,0.0686,False,False,False,False,False
2026-03-10,short,0.4170825252790278,0.0082,0.0735,0.0082,0.1127,0.0082,0.1453,False,False,False,False,False
2026-03-10,short,0.49997322327370614,0.158,0.044,0.4111,0.044,0.4111,0.044,True,False,False,False,False
2026-03-11,long,0.46869006332509844,0.0989,0.1006,0.1055,0.1006,0.1055,0.1022,False,False,False,False,False
2026-03-11,long,0.47012432938305926,0.0561,0.1072,0.1584,0.1072,0.1584,0.1072,False,False,False,False,False
2026-03-11,long,0.4322893232921092,0.033,0.0825,0.033,0.094,0.0775,0.094,False,False,False,False,False
2026-03-11,long,0.4277241419125122,0.17,0.1304,0.1799,0.1304,0.3103,0.1304,True,False,False,False,False
2026-03-11,long,0.4282291793403653,0.109,0.0198,0.1998,0.0198,0.213,0.0198,False,False,False,False,False
2026-03-12,long,0.42329235211045446,0.2902,0.075,0.386,0.075,0.386,0.075,True,False,False,False,False
2026-03-12,long,0.4289817525044802,0.0401,0.1069,0.0568,0.182,0.1269,0.182,False,False,False,False,False
2026-03-12,long,0.41087620898448635,0.0502,0.1053,0.0502,0.1053,0.204,0.1053,False,False,False,False,False
