symbol,n,tpd,wr,pf,ev,avg_mfe,med_mfe
APP,24,1.0,0.4583333333333333,1.505901004404767,0.0009317010164454454,1.578988284021698,1.38445349279512
MSTR,34,1.0,0.4411764705882353,1.3494951952497465,0.0006640408709745186,1.2755731533307333,0.8442708075735235
AFRM,19,1.0,0.42105263157894735,0.8109216421174513,-0.00037218582025301696,1.012912637427291,0.6653936181963278
RDDT,30,1.0,0.36666666666666664,1.0523091529604507,0.00011263904270817036,1.2199254059845732,0.9643077336241639
HOOD,27,1.0,0.5185185185185185,1.6105115467491893,0.000999430013567191,1.106226408962039,0.8881951887663713
NET,21,1.0,0.42857142857142855,1.0871684237355002,0.0001693557946861146,1.244324740441889,1.125437760238465
AMD,20,1.0,0.3,0.368302424018899,-0.0015034402308350208,0.8578880038960975,0.8599466567876021
DDOG,13,1.0,0.38461538461538464,0.6617647058823529,-0.0007076923076923078,0.6599217033059342,0.5985154924854107
SHOP,18,1.0,0.3333333333333333,0.7967237967848974,-0.0004607593939542329,0.960826760845475,0.7467148274556317
PLTR,19,1.0,0.3157894736842105,0.85479287709585,-0.00033779762275596965,0.8546378501276788,0.6578821222056978
CRWD,19,1.0,0.47368421052631576,1.2883839024235637,0.0005160554043369035,0.8132080238945256,0.8537982396514263
SMCI,23,1.0,0.43478260869565216,1.4329778740973733,0.000832070523265387,1.0475176855123762,1.0816200699759924
ARM,26,1.0,0.2692307692307692,0.6028327393323114,-0.0009868078861204879,0.8048908476739298,0.5184423144131016
COIN,25,1.0,0.44,1.0678601532909793,0.00012920573186602456,0.792111913852172,0.6452797811463463
TSLA,13,1.0,0.46153846153846156,1.5204666037076944,0.0008905445915018668,0.5945642327354271,0.4815160221269966
NVDA,14,1.0,0.21428571428571427,0.165482941305497,-0.0022293527139410295,0.34065332034006435,0.3325212421213042
META,13,1.0,0.3076923076923077,0.5923781691052818,-0.0008708967958234352,0.5172081740340103,0.3712658768234758
AMZN,9,1.0,0.2222222222222222,0.5292597124249261,-0.0011562610179485387,0.4561475660844058,0.34740869924315976
NFLX,10,1.0,0.5,1.2162550497082927,0.0003676335845040979,0.6903868151567181,0.60172343991386
AVGO,18,1.0,0.3888888888888889,0.754010977475847,-0.0005111105245779627,0.5411019761497947,0.5154471248863773
UBER,14,1.0,0.42857142857142855,1.4191879358778914,0.0007270466278292517,0.7386530045226278,0.5042031462871411
DASH,17,1.0,0.4117647058823529,1.1707274842529007,0.0003414549685058014,1.127091754618254,0.7490334380918
ABNB,6,1.0,0.16666666666666666,0.6838264410999365,-0.0007397749835855952,0.6243991493005943,0.3926858343575163
PANW,8,1.0,0.5,1.574360240221417,0.0009764124083764089,0.7899608655510142,0.7728625979857915
SNOW,20,1.0,0.3,0.5367036766335168,-0.00110264524961223,0.551214102117264,0.5047302105689443
MDB,19,1.0,0.42105263157894735,1.5250637942201994,0.0009502151006358325,0.9752238254426485,0.7027105169574676
ZS,22,1.0,0.45454545454545453,1.2603764778313882,0.0004828800134327566,0.8889896724426668,0.7491342813272246
MRVL,27,1.0,0.3333333333333333,0.8055937544239947,-0.00044065415663894505,0.8887783613162441,0.652768868604657
MU,28,1.0,0.5714285714285714,2.0690679738514888,0.001557784761897883,1.268544218829898,0.9081799256677878
QCOM,12,1.0,0.4166666666666667,1.0016668819076582,2.9170377832398926e-06,0.8567145643050303,0.6686713373250175
