entry_bar,exit_bar,hold_bars,entry_price,exit_price,pnl_pct,exit_type,direction,slack,model,symbol
1416,1430,14,1.734,1.686994922937446,-0.02710788757932761,time,long,0.6951724137931352,Tight Scalp (+20/-10%),NVDA
1454,1468,14,1.734,1.7655132783766656,0.018173747622067832,time,short,0.7384615384615647,Tight Scalp (+20/-10%),NVDA
1461,1475,14,1.734,1.6670193845039816,-0.03862780593772688,time,short,0.6136986301368681,Tight Scalp (+20/-10%),NVDA
1489,1503,14,1.734,1.7062500285468327,-0.0160034437446178,time,short,0.60576923076925,Tight Scalp (+20/-10%),NVDA
1522,1536,14,1.734,1.608004091216979,-0.07266200045156916,time,short,0.7559999999999663,Tight Scalp (+20/-10%),NVDA
1524,1538,14,1.734,1.6586066848993037,-0.043479420473296566,time,long,0.6051080550097516,Tight Scalp (+20/-10%),NVDA
1531,1545,14,1.734,1.611611175804773,-0.07058179019332578,time,long,0.6334841628958894,Tight Scalp (+20/-10%),NVDA
1537,1551,14,1.734,1.632382803069748,-0.058602766395762375,time,long,0.6785714285714177,Tight Scalp (+20/-10%),NVDA
1545,1559,14,1.734,1.64222593416572,-0.052926220204313756,time,short,0.6431095406360235,Tight Scalp (+20/-10%),NVDA
1572,1586,14,1.734,1.7024220810514759,-0.018211025921870894,time,long,0.7404958677685709,Tight Scalp (+20/-10%),NVDA
1589,1603,14,1.734,1.7334475640147884,-0.0003185905335707017,time,long,0.7400881057269062,Tight Scalp (+20/-10%),NVDA
1626,1631,5,1.734,2.059992,0.18799999999999992,tp,long,0.7792452830188727,Tight Scalp (+20/-10%),NVDA
1662,1674,12,1.734,1.5275236630700866,-0.11907516547284511,sl,short,0.7198917456021606,Tight Scalp (+20/-10%),NVDA
1667,1676,9,1.734,1.4962570893725298,-0.1371066381934661,sl,long,0.7906976744185452,Tight Scalp (+20/-10%),NVDA
1688,1702,14,1.734,1.6946568762863021,-0.02268922936199415,time,short,0.7205882352941547,Tight Scalp (+20/-10%),NVDA
1690,1704,14,1.734,1.6853261487784785,-0.028070271754049286,time,long,0.6730769230769666,Tight Scalp (+20/-10%),NVDA
1748,1762,14,1.734,1.719657086306098,-0.008271576524741609,time,short,0.6542056074766142,Tight Scalp (+20/-10%),NVDA
1759,1773,14,1.734,1.8433965275089834,0.0630891162104864,time,long,0.656983240223413,Tight Scalp (+20/-10%),NVDA
1761,1775,14,1.734,1.7430726068965516,0.005232183908045934,time,short,0.6859688195991172,Tight Scalp (+20/-10%),NVDA
