symbol,entry_time,exit_time,entry,exit,pnl,slack,tier,result
NVDA,2026-01-01 00:54:00+00:00,2026-01-02 09:00:00+00:00,186.42,187.91136,160.0,1.9836501404687796,core,win
NVDA,2026-01-02 09:24:00+00:00,2026-01-02 12:01:00+00:00,190.01,189.62998,-40.0,1.2081644403146232,core,loss
NVDA,2026-01-02 12:09:00+00:00,2026-01-02 13:05:00+00:00,189.49,189.11102,-40.0,2.0,core,loss
NVDA,2026-01-02 13:24:00+00:00,2026-01-02 14:22:00+00:00,189.16,188.78168,-40.0,1.4063327616517958,core,loss
NVDA,2026-01-02 14:27:00+00:00,2026-01-02 14:34:00+00:00,189.48,190.99584,160.0,1.7693929866036442,core,win
NVDA,2026-01-02 15:12:00+00:00,2026-01-02 15:21:00+00:00,191.04,190.65792,-40.0,1.4240040787230024,core,loss
NVDA,2026-01-02 16:34:00+00:00,2026-01-02 16:48:00+00:00,189.9399,189.5600202,-40.0,1.2874011988074725,core,loss
NVDA,2026-01-02 17:06:00+00:00,2026-01-02 18:50:00+00:00,189.38,189.00124,-40.0,1.6620713620568885,core,loss
NVDA,2026-01-02 19:26:00+00:00,2026-01-02 19:58:00+00:00,189.12,188.74176,-40.0,1.2766336225760806,core,loss
NVDA,2026-01-02 20:19:00+00:00,2026-01-02 20:32:00+00:00,189.1843,188.80593140000002,-40.0,1.52785675506971,core,loss
NVDA,2026-01-02 20:33:00+00:00,2026-01-02 21:04:00+00:00,188.89,188.51221999999999,-40.0,1.5436788533783197,core,loss
NVDA,2026-01-02 21:32:00+00:00,2026-01-05 09:20:00+00:00,188.76,190.27007999999998,160.0,1.3668607930031946,core,win
NVDA,2026-01-05 09:23:00+00:00,2026-01-05 12:56:00+00:00,190.26,191.78207999999998,160.0,1.3178447304881076,core,win
NVDA,2026-01-05 12:57:00+00:00,2026-01-05 13:01:00+00:00,191.77,191.38646,-40.0,1.3084681661234367,core,loss
NVDA,2026-01-05 13:02:00+00:00,2026-01-05 14:31:00+00:00,191.65,193.1832,160.0,1.9613879467779802,core,win
NVDA,2026-01-05 14:36:00+00:00,2026-01-05 14:39:00+00:00,191.95,191.56609999999998,-40.0,1.7065093006147838,core,loss
NVDA,2026-01-05 14:40:00+00:00,2026-01-05 14:42:00+00:00,190.78,190.39844,-40.0,1.3393582561616517,core,loss
NVDA,2026-01-05 15:16:00+00:00,2026-01-05 15:35:00+00:00,190.1314,189.75113720000002,-40.0,1.3822439595888372,core,loss
NVDA,2026-01-05 15:55:00+00:00,2026-01-05 16:57:00+00:00,189.9757,189.59574859999998,-40.0,1.368805727028853,core,loss
NVDA,2026-01-05 17:37:00+00:00,2026-01-05 18:10:00+00:00,187.88,187.50423999999998,-40.0,1.1766310633213513,core,loss
NVDA,2026-01-05 18:25:00+00:00,2026-01-05 19:06:00+00:00,187.61,187.23478,-40.0,1.3280886089327464,core,loss
NVDA,2026-01-05 19:45:00+00:00,2026-01-05 20:47:00+00:00,186.5032,187.9952256,160.0,1.570887447653168,core,win
NVDA,2026-01-05 20:54:00+00:00,2026-01-05 21:48:00+00:00,187.77,187.39446,-40.0,1.3698179191911466,core,loss
NVDA,2026-01-05 22:08:00+00:00,2026-01-05 22:14:00+00:00,187.4492,188.9487936,160.0,1.5200961543507925,core,win
NVDA,2026-01-05 22:40:00+00:00,2026-01-05 22:44:00+00:00,188.11,187.73378000000002,-40.0,1.2186271935688102,core,loss
NVDA,2026-01-05 23:05:00+00:00,2026-01-06 09:43:00+00:00,187.5,189.0,160.0,1.978666666666668,core,win
NVDA,2026-01-06 10:05:00+00:00,2026-01-06 14:37:00+00:00,189.12,190.63296,160.0,1.684479539673002,core,win
NVDA,2026-01-06 14:40:00+00:00,2026-01-06 14:47:00+00:00,189.45,190.9656,160.0,1.8595880537493565,core,win
NVDA,2026-01-06 15:33:00+00:00,2026-01-06 15:36:00+00:00,191.153,190.770694,-40.0,1.3593008719886044,core,loss
NVDA,2026-01-06 16:29:00+00:00,2026-01-06 18:29:00+00:00,188.59,188.21282,-40.0,1.4945592600987423,core,loss
NVDA,2026-01-06 19:01:00+00:00,2026-01-06 20:04:00+00:00,187.925,187.54915,-40.0,1.3350699534793342,core,loss
NVDA,2026-01-06 20:47:00+00:00,2026-01-07 10:44:00+00:00,187.49,187.11502000000002,-40.0,1.6246952915791009,core,loss
NVDA,2026-01-07 11:08:00+00:00,2026-01-07 14:52:00+00:00,187.3,188.79840000000002,160.0,1.406422601051558,core,win
NVDA,2026-01-07 15:39:00+00:00,2026-01-07 15:43:00+00:00,189.215,188.83657,-40.0,1.9719895357133403,core,loss
NVDA,2026-01-07 16:12:00+00:00,2026-01-07 16:23:00+00:00,190.05,189.6699,-40.0,1.3856126795710801,core,loss
NVDA,2026-01-07 16:31:00+00:00,2026-01-07 16:36:00+00:00,189.92,189.54016,-40.0,1.388916093866082,core,loss
NVDA,2026-01-07 16:43:00+00:00,2026-01-07 18:44:00+00:00,189.8902,189.5104196,-40.0,1.2411405485555849,core,loss
NVDA,2026-01-07 18:49:00+00:00,2026-01-07 19:25:00+00:00,189.7301,189.35063979999998,-40.0,1.2553528560718297,core,loss
NVDA,2026-01-07 19:33:00+00:00,2026-01-07 20:12:00+00:00,189.548,189.168904,-40.0,1.6591946072794095,core,loss
NVDA,2026-01-07 20:33:00+00:00,2026-01-08 14:31:00+00:00,189.145,188.76671000000002,-40.0,1.3174450873919623,core,loss
NVDA,2026-01-08 15:30:00+00:00,2026-01-08 15:36:00+00:00,186.3166,185.9439668,-40.0,1.3154922241115155,core,loss
NVDA,2026-01-08 17:27:00+00:00,2026-01-08 17:31:00+00:00,184.4599,184.09098020000002,-40.0,1.384911162103408,core,loss
NVDA,2026-01-08 18:04:00+00:00,2026-01-08 19:09:00+00:00,184.45,184.0811,-40.0,1.2311077739693321,core,loss
NVDA,2026-01-08 19:40:00+00:00,2026-01-09 11:42:00+00:00,184.445,185.92056,160.0,1.2197022312100103,core,win
NVDA,2026-01-09 11:46:00+00:00,2026-01-09 12:10:00+00:00,186.0,185.628,-40.0,1.9612903225806437,core,loss
NVDA,2026-01-09 12:23:00+00:00,2026-01-09 14:22:00+00:00,185.62,185.24876,-40.0,1.203157438135912,core,loss
NVDA,2026-01-09 14:38:00+00:00,2026-01-09 14:48:00+00:00,185.31,184.93938,-40.0,1.7318087328821499,core,loss
NVDA,2026-01-09 15:13:00+00:00,2026-01-09 15:21:00+00:00,184.76,184.39048,-40.0,1.4260858153389895,core,loss
NVDA,2026-01-09 15:30:00+00:00,2026-01-09 15:42:00+00:00,185.13,184.75974,-40.0,1.2305463551839744,core,loss
NVDA,2026-01-09 15:45:00+00:00,2026-01-09 19:08:00+00:00,184.5,185.976,160.0,1.3164353348263114,core,win
NVDA,2026-01-09 19:35:00+00:00,2026-01-09 20:30:00+00:00,185.885,185.51323,-40.0,1.4090847931410062,core,loss
NVDA,2026-01-09 20:48:00+00:00,2026-01-09 20:52:00+00:00,185.425,185.05415000000002,-40.0,1.4136950987110668,core,loss
NVDA,2026-01-09 21:22:00+00:00,2026-01-12 09:00:00+00:00,184.97,184.60005999999998,-40.0,1.9848624101205616,core,loss
NVDA,2026-01-12 09:24:00+00:00,2026-01-12 14:30:00+00:00,182.59,184.05072,160.0,1.2301930962019634,core,win
NVDA,2026-01-12 15:22:00+00:00,2026-01-12 15:30:00+00:00,184.84,184.47032000000002,-40.0,1.263223211494589,core,loss
NVDA,2026-01-12 15:31:00+00:00,2026-01-12 15:36:00+00:00,184.3401,183.9714198,-40.0,1.3306168797192117,core,loss
NVDA,2026-01-12 15:58:00+00:00,2026-01-12 17:16:00+00:00,184.525,186.0012,160.0,1.1745883857252184,core,win
NVDA,2026-01-12 17:46:00+00:00,2026-01-12 20:35:00+00:00,186.1301,185.7578398,-40.0,1.2576899312285326,core,loss
NVDA,2026-01-12 20:47:00+00:00,2026-01-12 20:50:00+00:00,185.6994,185.3280012,-40.0,1.3399163017750166,core,loss
NVDA,2026-01-12 21:26:00+00:00,2026-01-12 23:47:00+00:00,185.11,184.73978000000002,-40.0,1.7402945414915196,core,loss
NVDA,2026-01-12 23:50:00+00:00,2026-01-13 14:31:00+00:00,184.7532,184.3836936,-40.0,1.4310627464550816,core,loss
NVDA,2026-01-13 15:22:00+00:00,2026-01-13 15:41:00+00:00,184.0799,183.7117402,-40.0,1.2525605659851737,core,loss
NVDA,2026-01-13 15:44:00+00:00,2026-01-13 16:23:00+00:00,184.11,185.58288000000002,160.0,1.2910621298166571,core,win
NVDA,2026-01-13 16:29:00+00:00,2026-01-13 16:45:00+00:00,185.23,186.71184,160.0,1.2204545247441587,core,win
NVDA,2026-01-13 17:15:00+00:00,2026-01-13 17:25:00+00:00,186.8499,186.4762002,-40.0,1.251951671043727,core,loss
NVDA,2026-01-13 18:14:00+00:00,2026-01-13 18:43:00+00:00,185.275,184.90445,-40.0,1.3506285105659623,core,loss
NVDA,2026-01-13 19:00:00+00:00,2026-01-13 19:34:00+00:00,184.835,184.46533,-40.0,1.2366549223344077,core,loss
NVDA,2026-01-13 19:51:00+00:00,2026-01-14 10:49:00+00:00,184.525,184.15595000000002,-40.0,1.348174572719134,core,loss
NVDA,2026-01-14 10:58:00+00:00,2026-01-14 14:30:00+00:00,184.24,183.87152,-40.0,1.9826313504125057,core,loss
