symbol,n,tpd,wr,pf,ev,avg_mfe,med_mfe
APP,21,1.0,0.42857142857142855,0.8336332936275423,-0.0003232267438093463,0.673360815608716,0.5159119281355875
MSTR,27,1.0,0.3333333333333333,0.5382713930797364,-0.001046584842352598,0.8696550232908384,0.7004493360902023
AFRM,14,1.0,0.21428571428571427,0.18047650546793942,-0.0020433993421096015,0.8977953106317246,0.6686002401002789
RDDT,13,1.0,0.5384615384615384,0.9326517229883985,-0.0001056849885412826,0.9196563571460552,0.8826582432740091
HOOD,27,1.0,0.37037037037037035,0.47391619977491284,-0.0010741977369384894,0.6116497158686319,0.5945876470727612
NET,19,1.0,0.42105263157894735,0.8447986787128643,-0.0003055015482178355,0.8199626024557316,0.853270433662581
AMD,15,1.0,0.13333333333333333,0.2621239428910179,-0.002085124588642351,0.5972258362227127,0.6097765877415462
DDOG,20,1.0,0.2,0.34186296373644776,-0.0017183588784794074,0.46074471644678905,0.37407723087258893
SHOP,19,1.0,0.21052631578947367,0.41649867857962103,-0.0015662403890757542,0.5518315325807401,0.27892139904042224
PLTR,14,1.0,0.21428571428571427,0.29433461348697854,-0.0018851346753990716,0.46218715368688423,0.37535778228440636
CRWD,16,1.0,0.125,0.279034763352165,-0.0021448715790273096,0.46087759185839994,0.37551726417147596
SMCI,12,1.0,0.16666666666666666,0.13536476092170124,-0.002235606457816963,0.7731716113346302,0.3841787889186128
ARM,11,1.0,0.45454545454545453,1.4332525367151565,0.000720423579942614,0.7892594593704743,0.5764453464793156
COIN,26,1.0,0.19230769230769232,0.3587018247299276,-0.0017611034505493526,0.7637204621419104,0.38578111781505015
TSLA,12,1.0,0.16666666666666666,0.623949129814216,-0.0009643116137951956,0.6768191006771933,0.38281883966905766
NVDA,10,1.0,0.4,0.9005467864179334,-0.00020288455570741597,0.44260663410921236,0.2651125899327316
META,5,1.0,0.2,0.20490895037078635,-0.0016296908467883058,0.22546724840402144,0.1122851771150528
AMZN,6,1.0,0.5,0.5829264538259455,-0.0007090250284958926,0.32331735262510675,0.301994309327399
NFLX,5,1.0,0.2,0.06263462870321936,-0.0025496338099272433,0.2168213122779027,0.20970292915450114
AVGO,12,1.0,0.16666666666666666,0.3990831541635804,-0.0017025977298698557,0.5553612951105347,0.38570634167420215
UBER,10,1.0,0.5,1.6856921109175578,0.0009864361490604663,0.4680417687961737,0.49736733221687773
DASH,10,1.0,0.2,0.4301470588235294,-0.0015500000000000004,0.481351067936779,0.2393361824546118
ABNB,5,1.0,0.2,0.07879156255488656,-0.0025056869498507085,0.1698628950593526,0.15798881524430472
PANW,9,1.0,0.2222222222222222,0.13497763653365583,-0.002287503583388777,0.3150687009630713,0.2548064564232905
SNOW,17,1.0,0.47058823529411764,1.0747105145799303,0.00013447892624387446,0.7262181486497201,0.7118646319253421
MDB,13,1.0,0.38461538461538464,0.7315793777162155,-0.0004935682097436422,0.6843640233525832,0.43247012917251754
ZS,11,1.0,0.2727272727272727,0.4807540096334179,-0.0012839537216337302,0.47792056107995956,0.2697885755951477
MRVL,18,1.0,0.2222222222222222,0.49159663865546216,-0.0013444444444444445,0.811396205591425,0.3561661887190149
MU,23,1.0,0.2608695652173913,0.7271340132044646,-0.000685724088555737,0.8231158392643689,0.6482553037249862
QCOM,10,1.0,0.7,4.2198206053399,0.0032842170174466985,1.2296704411526564,1.1870016284367413
