date,level,level_px,overlap,gap_regime,gap_pct,ep,mfe15,mfe30,mfe60,hit_>=0.50%,hit_>=0.75%
2026-02-10,PMH,615.77,PDH,Flat,0.117,614.15,0.04477733452739189,0.08792640234469813,0.08792640234469813,False,False
2026-02-10,PDH,616.46,PMH,Flat,0.117,614.73,0.004880191303494659,0.07970979129048673,0.13908545214972723,False,False
2026-02-11,PMH,616.96,PDH,Gap Up,0.747,614.76,0.04391957837204467,0.4538356431778196,1.1500422929273109,True,True
2026-02-11,PMH,616.96,PDH,Gap Up,0.747,615.38,0.4745035587766842,1.137508531313985,1.2496343722577823,True,True
2026-02-11,PDH,617.02,PMH,Gap Up,0.747,614.76,0.04391957837204467,0.4538356431778196,1.1500422929273109,True,True
2026-02-11,PDH,617.02,PMH,Gap Up,0.747,615.38,0.4745035587766842,1.137508531313985,1.2496343722577823,True,True
2026-02-12,PMH,616.49,PDH,Flat,0.276,614.89,0.588723186260958,0.7188277578103334,1.052220722405638,True,True
2026-02-13,PMH,602.03,none,Flat,0.017,600.26,0.22490254223170336,0.22490254223170336,0.22490254223170336,False,False
2026-02-13,PMH,602.03,none,Flat,0.017,599.5,0.0050041701417802694,0.0050041701417802694,0.0050041701417802694,False,False
2026-02-13,PMH,602.03,none,Flat,0.017,600.21,0.016660835374289456,0.061645090884857714,0.061645090884857714,False,False
2026-02-19,PMH,603.92,none,Flat,-0.449,602.12,0.013286388095403064,0.013286388095403064,0.12455988839433998,False,False
2026-03-03,PMH,596.75,none,Gap Down,-1.927,594.91,0.19666840362407073,0.5110016641172553,0.5110016641172553,True,False
2026-03-03,PMH,596.75,none,Gap Down,-1.927,594.72,0.47921711057304656,0.47921711057304656,0.47921711057304656,False,False
2026-03-04,PMH,605.55,none,Flat,0.439,603.92,0.008279242283738662,0.008279242283738662,0.008279242283738662,False,False
2026-03-05,PMH,609.34,none,Flat,-0.459,607.7,0.22873128188252426,0.22873128188252426,0.22873128188252426,False,False
2026-03-05,PDH,612.88,none,Flat,-0.459,610.88,0.7873886851754756,0.7873886851754756,0.7873886851754756,True,True
2026-03-10,PMH,608.16,1H_Res+1H_Res+4H_Res+4H_Res+PDH,Flat,-0.099,606.37,0.15667001995482058,0.15667001995482058,0.15667001995482058,False,False
2026-03-10,PDH,609.27,1H_Res+4H_Res+PMH,Flat,-0.099,607.67,0.3603929764510245,0.370266756627775,0.370266756627775,False,False
2026-03-10,1H_Res,609.27,4H_Res+PDH+PMH,Flat,-0.099,607.67,0.3603929764510245,0.370266756627775,0.370266756627775,False,False
2026-03-10,4H_Res,609.27,1H_Res+PDH+PMH,Flat,-0.099,607.67,0.3603929764510245,0.370266756627775,0.370266756627775,False,False
2026-03-13,PMH,600.96,none,Flat,0.377,599.03,0.5308582207902692,0.6276814182929054,0.7912792347628681,True,True
2026-03-13,PDH,604.14,none,Flat,0.377,602.35,0.3785174732298452,0.47978749896239503,1.079106831576326,True,True
2026-03-18,PMH,603.58,none,Flat,-0.354,601.75,0.10137100124636704,0.1927710843373441,0.5051931865392544,True,False
2026-03-19,PMH,591.47,none,Gap Down,-0.923,589.65,0.14415331128636016,0.14415331128636016,0.14415331128636016,False,False
2026-03-24,PMH,587.54,none,Flat,-0.499,585.38,0.389490587310802,0.389490587310802,0.389490587310802,False,False
2026-03-24,PMH,587.54,none,Flat,-0.499,585.71,0.10585443308121843,0.10585443308121843,0.19292824093834754,False,False
2026-03-25,PMH,590.01,none,Gap Up,0.871,588.39,0.23623786944033487,0.2855249069494638,0.2855249069494638,False,False
2026-03-26,PMH,582.34,none,Gap Down,-0.93,580.81,0.1997210791825155,0.1997210791825155,0.1997210791825155,False,False
2026-03-26,PMH,582.34,none,Gap Down,-0.93,580.82,0.1206914362453121,0.12396267346166234,0.2685857925002684,False,False
2026-03-27,PMH,570.54,none,Gap Down,-0.535,569.13,0.47967951083232624,0.5236062059634913,0.5798323757313715,True,False
2026-03-27,PMH,570.54,none,Gap Down,-0.535,568.89,0.23378860588163633,0.29706973228566874,0.5238271019001949,True,False
2026-03-31,PDH,568.05,none,Gap Up,1.129,566.555,0.41390509306244117,0.41390509306244117,0.41390509306244117,False,False
2026-04-10,PMH,611.98,none,Flat,0.317,610.35,0.02129925452609084,0.02129925452609084,0.1261571229622318,False,False
2026-04-16,PMH,638.73,PDH,Flat,0.372,636.67,0.22225014528719175,0.22225014528719175,0.22225014528719175,False,False
2026-04-21,PDH,648.76,PMH,Flat,0.264,647.06,0.22872685686024552,0.22872685686024552,0.22872685686024552,False,False
2026-04-30,PDH,662.7,none,Gap Up,0.512,660.31,0.2589692720085903,0.416471051475822,0.416471051475822,False,False
2026-05-06,PMH,690.44,none,Gap Up,0.919,688.38,0.11040413724977352,0.11040413724977352,0.11040413724977352,False,False
2026-05-12,PMH,708.78,none,Gap Down,-0.695,706.63,0.20760511158597633,0.20760511158597633,0.49672388661675715,False,False
2026-05-12,PMH,708.78,none,Gap Down,-0.695,706.67,0.5023561209616871,0.5023561209616871,1.0047122419233743,True,True
2026-05-13,PDH,710.18,none,Flat,0.466,708.16,0.4702327157704371,0.4702327157704371,0.4702327157704371,False,False
2026-05-15,PMH,710.24,none,Gap Down,-1.342,707.62,0.29252988892344056,0.29252988892344056,0.29252988892344056,False,False
2026-05-19,1H_Res,704.4,none,Gap Down,-0.814,701.96,0.6097213516439806,0.9558949227876284,0.9558949227876284,True,True
2026-05-20,PDH,706.49,PMH,Gap Up,0.568,704.67,0.12488115004186294,0.12488115004186294,0.12488115004186294,False,False
2026-05-21,PMH,709.9,none,Gap Down,-0.507,707.85,0.01695274422547214,0.14127286854559581,0.14127286854559581,False,False
2026-05-28,PDH,733.32,none,Flat,0.051,731.39,0.2054307551374699,0.2054307551374699,0.2054307551374699,False,False
2026-06-03,PDH,746.44,PMH,Flat,0.166,744.33,0.05239611462657509,0.20924858597665075,0.2243628498112494,False,False
2026-06-04,PMH,736.88,none,Gap Down,-1.181,734.95,0.3170283692768271,0.3170283692768271,0.3170283692768271,False,False
2026-06-09,PMH,723.11,4H_Res+PDH,Gap Up,1.006,721.09,0.9818469261812035,0.9818469261812035,1.9317976951559532,True,True
2026-06-09,PDH,723.03,4H_Res+PMH,Gap Up,1.006,721.045,0.9604116247945627,0.975667260711879,1.925677315562828,True,True
2026-06-09,1H_Res,718.28,none,Gap Up,1.006,715.95,0.6299322578392332,1.2277393672742618,2.0182973671345827,True,True
2026-06-10,PMH,704.25,1H_Res,Gap Down,-0.887,702.205,0.4478749083245057,0.7277077206798603,0.858011549333897,True,True
2026-06-10,1H_Res,708.6,4H_Res,Gap Down,-0.887,706.19,0.0007080247525608036,0.0007080247525608036,0.7179370990809909,True,False
2026-06-10,1H_Res,708.6,4H_Res,Gap Down,-0.887,705.86,0.7154393222452141,1.2417476553424174,1.371376760264084,True,True
2026-06-10,4H_Res,705.8,1H_Res,Gap Down,-0.887,702.77,0.8075188183900786,0.8075188183900786,0.937717887786905,True,True
2026-06-10,4H_Res,708.6,1H_Res,Gap Down,-0.887,706.19,0.0007080247525608036,0.0007080247525608036,0.7179370990809909,True,False
2026-06-10,4H_Res,708.6,1H_Res,Gap Down,-0.887,705.86,0.7154393222452141,1.2417476553424174,1.371376760264084,True,True
2026-06-11,PMH,702.79,none,Gap Up,0.895,700.52,0.1356135442242808,0.787986067492717,0.787986067492717,True,True
2026-06-11,PMH,702.79,none,Gap Up,0.895,700.67,0.24262491615167367,0.24262491615167367,0.24262491615167367,False,False
2026-06-11,PMH,702.79,none,Gap Up,0.895,701.04,0.17688006390505664,0.17688006390505664,0.17688006390505664,False,False
2026-06-12,PMH,720.39,none,Flat,0.27,718.33,0.1266827224256375,0.5777288989740218,0.5777288989740218,True,False
2026-06-12,PMH,720.39,none,Flat,0.27,718.18,0.5569634353504693,0.5569634353504693,0.5569634353504693,True,False
2026-06-12,PMH,720.39,none,Flat,0.27,717.95,0.3314994080367707,0.3314994080367707,0.3314994080367707,False,False
2026-06-12,1H_Res,718.06,4H_Res+PDH,Flat,0.27,715.61,0.19982951607720179,0.19982951607720179,0.19982951607720179,False,False
