sym,date,gap_pct,gap_bucket,rvol,ret_2h
JPM,2024-10-11,1.187,gap_1_2,2.57,1.6867
JPM,2024-11-06,6.058,gap_2plus,3.55,1.1761
KO,2022-04-25,2.603,gap_2plus,1.91,-2.7909
KO,2022-06-17,1.047,gap_1_2,1.62,-0.1688
LCID,2022-05-19,1.957,gap_1_2,1.5,7.2825
LCID,2022-09-12,2.322,gap_2plus,1.74,1.9645
LCID,2022-12-13,5.066,gap_2plus,1.55,-8.4434
LCID,2023-02-02,2.956,gap_2plus,1.7,4.6091
LCID,2023-12-06,1.9,gap_1_2,1.69,4.4084
LCID,2024-01-29,3.383,gap_2plus,3.06,12.6143
LCID,2024-03-27,1.455,gap_1_2,1.63,0.0
LCID,2024-05-06,1.799,gap_1_2,2.33,-0.4549
LCID,2024-05-14,7.117,gap_2plus,3.62,2.7027
LCID,2024-06-26,2.982,gap_2plus,1.65,3.4148
LCID,2024-07-11,1.587,gap_1_2,2.81,1.6509
LCID,2024-07-12,1.903,gap_1_2,7.04,13.2503
LCID,2024-07-16,3.047,gap_2plus,1.79,0.6702
LCID,2024-11-08,5.856,gap_2plus,1.96,-6.8054
LCID,2024-11-11,2.262,gap_2plus,1.81,1.6393
LCID,2024-12-06,1.679,gap_1_2,1.99,6.5105
LCID,2024-12-09,3.03,gap_2plus,2.17,7.8675
LCID,2024-12-31,2.222,gap_2plus,1.55,-0.7728
LRCX,2022-04-21,1.233,gap_1_2,1.87,-2.1299
LRCX,2022-10-03,1.643,gap_1_2,2.09,3.1389
LRCX,2022-10-04,3.435,gap_2plus,1.61,0.2819
LRCX,2022-10-17,3.852,gap_2plus,2.43,-3.0341
LRCX,2022-10-20,3.075,gap_2plus,2.37,6.0459
LRCX,2023-03-29,1.825,gap_1_2,1.83,1.4073
LRCX,2023-04-20,3.898,gap_2plus,3.46,2.6563
LRCX,2023-07-28,1.287,gap_1_2,1.54,0.6182
LRCX,2024-01-18,3.105,gap_2plus,1.81,1.3796
LRCX,2024-01-19,1.637,gap_1_2,2.57,0.4985
LRCX,2024-01-24,2.36,gap_2plus,2.54,-0.0478
LRCX,2024-02-09,1.807,gap_1_2,1.57,1.2474
LRCX,2024-03-21,3.551,gap_2plus,1.72,1.294
LRCX,2024-04-24,2.191,gap_2plus,2.19,-1.0099
LRCX,2024-05-21,3.057,gap_2plus,1.59,0.2458
LRCX,2024-07-31,4.556,gap_2plus,1.88,0.9433
MCHP,2022-01-26,3.106,gap_2plus,1.51,0.6623
MCHP,2022-05-10,6.623,gap_2plus,1.84,-0.8991
MCHP,2022-06-28,2.458,gap_2plus,2.09,-2.9438
MCHP,2022-08-03,4.291,gap_2plus,1.63,0.6861
MCHP,2022-11-10,6.143,gap_2plus,1.64,1.6209
MCHP,2023-05-02,1.221,gap_1_2,1.52,-1.6446
MCHP,2023-07-27,2.709,gap_2plus,1.82,1.1249
MCHP,2024-04-24,5.341,gap_2plus,1.81,-1.0373
MCHP,2024-07-10,1.041,gap_1_2,1.53,0.9271
MCHP,2024-07-31,1.647,gap_1_2,1.53,-0.214
MCHP,2024-09-19,4.127,gap_2plus,2.37,1.4594
MDT,2022-11-10,3.555,gap_2plus,1.52,0.4971
MDT,2023-04-24,2.967,gap_2plus,2.9,0.5482
MDT,2023-05-30,1.071,gap_1_2,1.59,0.1696
MDT,2023-07-20,1.332,gap_1_2,1.51,1.2234
MDT,2023-12-14,1.053,gap_1_2,1.63,1.7206
MDT,2024-02-20,2.957,gap_2plus,2.01,0.826
META,2022-02-09,1.833,gap_1_2,2.15,0.5876
META,2022-06-21,1.509,gap_1_2,1.85,-1.9458
META,2022-10-28,1.7,gap_1_2,2.23,-1.8953
META,2022-11-09,5.416,gap_2plus,1.64,1.38
META,2022-12-16,3.632,gap_2plus,1.76,0.0417
META,2023-03-14,3.681,gap_2plus,1.57,1.1675
META,2023-04-26,2.391,gap_2plus,1.63,0.4481
META,2023-07-12,1.167,gap_1_2,1.61,0.8316
META,2024-02-02,16.438,gap_2plus,5.54,1.8826
META,2024-04-24,2.459,gap_2plus,1.92,-2.6141
META,2024-08-01,9.832,gap_2plus,3.05,-3.6784
META,2024-10-30,1.264,gap_1_2,2.53,0.6805
MRNA,2022-02-24,3.134,gap_2plus,2.45,3.1211
MRNA,2022-03-14,2.359,gap_2plus,3.24,8.9638
MRNA,2022-03-16,1.31,gap_1_2,1.74,6.6166
MRNA,2022-05-04,4.639,gap_2plus,1.94,-3.2276
MRNA,2022-09-14,2.155,gap_2plus,1.82,0.7154
MRNA,2022-10-12,12.313,gap_2plus,3.94,-3.443
MRNA,2022-10-21,4.52,gap_2plus,1.76,2.6314
MRNA,2022-12-13,13.402,gap_2plus,7.47,6.3697
MRNA,2023-01-18,5.244,gap_2plus,2.38,-4.3547
MRNA,2023-07-05,1.378,gap_1_2,2.02,0.1441
MRNA,2023-12-14,12.5,gap_2plus,6.52,-0.6465
MRNA,2023-12-15,1.747,gap_1_2,1.92,-2.6918
MRNA,2024-02-22,4.875,gap_2plus,3.44,0.1101
MRNA,2024-11-07,9.311,gap_2plus,3.56,-2.7645
MRVL,2022-01-04,1.172,gap_1_2,1.8,-4.2903
MRVL,2022-01-26,4.539,gap_2plus,1.58,0.7089
MRVL,2022-03-07,1.987,gap_1_2,1.53,-2.5275
MRVL,2022-05-27,5.389,gap_2plus,2.21,-1.2144
MRVL,2022-07-18,1.977,gap_1_2,1.52,2.638
MRVL,2022-07-19,2.045,gap_2plus,1.54,2.6252
MRVL,2022-10-27,4.497,gap_2plus,1.54,-0.8955
MRVL,2023-02-02,1.776,gap_1_2,1.54,1.521
MRVL,2023-08-22,1.378,gap_1_2,1.63,-0.5752
MRVL,2024-03-01,3.318,gap_2plus,1.83,1.6274
MRVL,2024-08-15,4.664,gap_2plus,1.59,2.68
MRVL,2024-08-29,1.088,gap_1_2,1.67,2.2645
MRVL,2024-10-15,3.581,gap_2plus,2.68,-0.6694
MRVL,2024-11-01,5.152,gap_2plus,2.05,1.0126
MRVL,2024-12-04,17.01,gap_2plus,6.6,2.1007
MRVL,2024-12-13,7.913,gap_2plus,2.58,-1.2166
MS,2022-01-19,4.109,gap_2plus,2.0,-1.2708
MS,2022-01-20,1.04,gap_1_2,2.23,1.3582
MS,2022-01-27,1.192,gap_1_2,1.53,-1.3195
MS,2022-03-16,1.945,gap_1_2,1.52,3.6411
MS,2022-04-14,2.172,gap_2plus,1.82,-2.5371
MS,2022-12-13,2.799,gap_2plus,1.54,-0.1434
MS,2023-01-17,4.677,gap_2plus,5.32,1.4351
MS,2023-07-18,1.299,gap_1_2,3.12,3.4372
MS,2024-03-04,1.616,gap_1_2,3.14,2.9141
MS,2024-04-16,4.331,gap_2plus,2.67,1.442
MS,2024-10-16,4.076,gap_2plus,4.6,1.8048
MSFT,2022-04-27,4.466,gap_2plus,2.4,0.66
MSFT,2022-07-27,3.736,gap_2plus,1.95,0.8694
MSFT,2023-02-07,1.47,gap_1_2,1.74,0.9688
MSFT,2024-03-14,1.189,gap_1_2,1.91,1.9184
MSFT,2024-10-30,1.253,gap_1_2,1.68,0.6223
MU,2022-02-10,1.207,gap_1_2,1.6,3.5436
MU,2022-03-16,4.743,gap_2plus,1.64,1.7296
MU,2023-01-04,5.38,gap_2plus,1.68,1.1792
MU,2023-03-23,1.607,gap_1_2,1.86,0.0168
MU,2023-04-10,4.567,gap_2plus,2.2,0.9519
MU,2023-05-15,2.162,gap_2plus,1.65,1.822
MU,2023-05-18,1.607,gap_1_2,2.3,2.1548
MU,2023-07-27,4.591,gap_2plus,1.61,0.5996
MU,2023-09-29,1.907,gap_1_2,1.72,1.0528
MU,2023-11-09,1.746,gap_1_2,1.73,1.2238
MU,2023-12-11,2.909,gap_2plus,1.6,0.013
MU,2024-02-26,4.243,gap_2plus,2.5,0.4562
MU,2024-03-26,1.74,gap_1_2,1.79,-0.887
MU,2024-04-01,1.119,gap_1_2,1.75,3.785
MU,2024-06-17,2.963,gap_2plus,1.62,-0.496
MU,2024-06-18,2.734,gap_2plus,2.87,0.4466
MU,2024-06-24,2.203,gap_2plus,1.56,-2.2349
MU,2024-06-26,1.377,gap_1_2,2.03,-0.1354
MU,2024-12-03,2.682,gap_2plus,1.57,-1.4413
MU,2024-12-13,2.517,gap_2plus,1.51,-1.305
MU,2024-12-16,2.999,gap_2plus,2.64,1.8428
MU,2024-12-18,1.48,gap_1_2,2.67,-0.0181
NOW,2022-01-27,14.428,gap_2plus,2.57,-3.795
NOW,2022-03-07,1.152,gap_1_2,1.51,-3.6844
NOW,2022-12-13,5.677,gap_2plus,1.55,-3.3337
NOW,2023-01-26,2.977,gap_2plus,4.23,-3.7148
NOW,2023-04-04,2.412,gap_2plus,1.73,0.1258
NOW,2023-05-17,2.435,gap_2plus,1.97,2.6874
NOW,2023-05-25,4.119,gap_2plus,1.74,1.2179
NOW,2023-07-19,2.027,gap_2plus,1.63,0.1882
NOW,2023-07-28,1.366,gap_1_2,1.77,-0.7121
NOW,2024-01-22,1.387,gap_1_2,1.94,-0.3395
NOW,2024-01-25,1.981,gap_1_2,3.46,-0.1094
NOW,2024-02-22,3.651,gap_2plus,1.79,-0.6041
NOW,2024-04-22,1.267,gap_1_2,1.64,-1.0318
NOW,2024-05-31,1.057,gap_1_2,3.12,-1.1413
NOW,2024-06-05,1.674,gap_1_2,1.91,0.6414
NOW,2024-09-19,1.822,gap_1_2,1.83,0.466
NOW,2024-10-24,4.461,gap_2plus,3.6,0.6538
NOW,2024-12-04,2.584,gap_2plus,1.97,1.6053
NVDA,2022-03-24,2.074,gap_2plus,1.82,5.8891
NVDA,2023-01-23,1.292,gap_1_2,1.56,5.0612
NVDA,2023-02-23,12.886,gap_2plus,2.19,-1.3594
NVDA,2023-05-30,4.351,gap_2plus,1.89,0.317
NVDA,2023-07-14,1.307,gap_1_2,1.8,1.1986
NVDA,2023-08-15,1.832,gap_1_2,1.57,-0.6475
NVDA,2023-08-21,2.801,gap_2plus,1.55,1.3235
NVDA,2023-08-22,2.474,gap_2plus,1.68,-2.5908
NVDA,2024-01-11,1.161,gap_1_2,1.52,-2.3408
NVDA,2024-02-22,11.162,gap_2plus,1.62,-0.0645
NVDA,2024-02-23,2.962,gap_2plus,1.62,-2.6225
NVDA,2024-05-23,7.539,gap_2plus,2.17,2.3483
NVDA,2024-05-28,3.539,gap_2plus,1.62,1.0658
NVDA,2024-06-06,1.309,gap_1_2,1.55,-4.0619
NVDA,2024-07-31,8.856,gap_2plus,1.57,3.0103
NVDA,2024-11-21,2.347,gap_2plus,2.05,-2.8442
NXPI,2022-01-13,1.259,gap_1_2,1.83,-0.209
NXPI,2022-07-26,1.597,gap_1_2,1.64,-0.4621
NXPI,2022-11-01,3.012,gap_2plus,1.97,0.8115
NXPI,2023-01-31,1.605,gap_1_2,2.21,-0.5248
NXPI,2023-07-25,3.614,gap_2plus,1.83,0.1758
NXPI,2023-10-26,1.435,gap_1_2,1.99,1.4079
NXPI,2023-12-15,1.508,gap_1_2,1.7,0.4105
NXPI,2024-01-18,2.554,gap_2plus,1.74,-0.258
NXPI,2024-02-05,1.575,gap_1_2,2.05,0.4989
NXPI,2024-04-24,4.373,gap_2plus,2.21,-0.6237
NXPI,2024-04-30,4.286,gap_2plus,2.4,-2.4546
NXPI,2024-10-23,2.049,gap_2plus,1.78,-0.0731
NXPI,2024-11-06,1.508,gap_1_2,1.64,0.2077
ON,2022-01-26,5.214,gap_2plus,1.83,0.465
ON,2022-05-02,3.437,gap_2plus,1.9,-2.7112
ON,2022-05-10,2.539,gap_2plus,1.73,-1.4809
ON,2022-08-02,1.241,gap_1_2,1.59,1.828
ON,2022-08-18,1.201,gap_1_2,2.52,6.3533
ON,2023-02-02,1.246,gap_1_2,1.71,2.5312
ON,2023-02-23,1.012,gap_1_2,1.95,-3.0593
ON,2023-05-01,4.079,gap_2plus,3.23,0.2938
ON,2023-05-17,1.89,gap_1_2,1.77,0.5996
ON,2023-10-26,1.91,gap_1_2,1.81,-0.3566
ON,2024-02-05,7.006,gap_2plus,2.01,0.7377
ON,2024-07-29,8.305,gap_2plus,3.99,0.9507
ORCL,2022-03-15,1.222,gap_1_2,1.97,3.981
ORCL,2022-10-20,1.827,gap_1_2,2.23,0.5343
ORCL,2022-10-21,2.595,gap_2plus,1.95,1.438
ORCL,2023-06-12,4.055,gap_2plus,4.05,0.9848
ORCL,2023-09-05,1.093,gap_1_2,1.54,1.3054
ORCL,2023-09-14,1.496,gap_1_2,1.53,1.0146
ORCL,2024-01-24,1.43,gap_1_2,1.75,1.045
ORCL,2024-04-26,1.885,gap_1_2,1.54,0.5034
ORCL,2024-06-12,8.715,gap_2plus,5.83,0.6456
ORCL,2024-09-10,10.252,gap_2plus,7.69,1.2575
ORCL,2024-09-12,1.245,gap_1_2,1.89,-0.5569
ORCL,2024-11-06,3.916,gap_2plus,2.02,1.1778
ORCL,2024-12-09,2.407,gap_2plus,2.37,-1.1395
PANW,2022-05-10,4.296,gap_2plus,1.56,-1.4929
PANW,2022-05-20,11.838,gap_2plus,3.34,-4.5161
PANW,2022-05-23,1.129,gap_1_2,1.52,1.132
PANW,2022-08-23,10.107,gap_2plus,4.61,-0.0319
PANW,2022-11-08,3.157,gap_2plus,1.52,2.815
PANW,2022-11-18,9.36,gap_2plus,2.94,-1.0545
PANW,2023-05-24,3.434,gap_2plus,4.32,2.7695
PANW,2023-06-16,1.452,gap_1_2,2.04,-0.2449
PANW,2023-07-13,1.565,gap_1_2,1.57,1.5238
PANW,2023-11-06,1.24,gap_1_2,1.76,-3.004
PANW,2024-01-10,1.571,gap_1_2,1.65,2.1715
PANW,2024-02-07,2.935,gap_2plus,2.13,2.0659
PANW,2024-02-23,3.428,gap_2plus,2.58,0.5126
PANW,2024-02-26,2.261,gap_2plus,3.39,5.5178
PANW,2024-02-27,4.836,gap_2plus,2.8,0.395
PANW,2024-10-08,2.207,gap_2plus,1.63,2.2658
PCAR,2022-07-26,1.726,gap_1_2,2.41,-0.4015
PCAR,2022-09-09,2.157,gap_2plus,1.61,-0.6283
PCAR,2023-04-25,2.491,gap_2plus,2.55,-1.8885
PCAR,2023-06-02,1.148,gap_1_2,1.56,1.4961
PCAR,2023-07-17,1.069,gap_1_2,1.6,0.9837
PCAR,2024-06-05,1.139,gap_1_2,1.79,0.1665
PG,2023-07-28,1.76,gap_1_2,1.66,1.1849
PG,2023-10-18,2.555,gap_2plus,1.99,-1.3301
PLTR,2022-02-23,3.389,gap_2plus,1.56,-4.8206
PLTR,2022-11-10,6.877,gap_2plus,1.5,1.3888
PLTR,2023-02-02,3.78,gap_2plus,2.34,3.816
PLTR,2023-05-08,3.243,gap_2plus,2.59,-1.9044
PLTR,2023-05-10,1.949,gap_1_2,4.01,2.0619
PLTR,2023-05-18,2.148,gap_2plus,3.33,6.7198
PLTR,2023-05-19,1.872,gap_1_2,2.5,-3.0214
PLTR,2023-05-23,1.014,gap_1_2,2.2,7.4135
PLTR,2023-05-30,5.788,gap_2plus,1.77,0.854
PLTR,2023-06-07,3.558,gap_2plus,2.06,-0.683
PLTR,2023-07-28,6.563,gap_2plus,1.94,-1.3529
PLTR,2023-07-31,5.671,gap_2plus,2.48,2.0594
PLTR,2023-09-29,2.221,gap_2plus,1.66,-1.4953
PLTR,2023-10-10,2.526,gap_2plus,1.96,0.668
PLTR,2023-11-02,17.001,gap_2plus,2.93,-3.9466
PLTR,2024-02-05,3.173,gap_2plus,2.76,-5.2673
PLTR,2024-02-06,21.411,gap_2plus,9.48,2.7539
PLTR,2024-02-08,1.482,gap_1_2,2.91,0.2694
PLTR,2024-03-06,8.125,gap_2plus,1.88,-0.325
PLTR,2024-05-06,4.471,gap_2plus,3.88,0.9505
PLTR,2024-06-20,2.322,gap_2plus,1.79,0.1328
PLTR,2024-07-08,2.571,gap_2plus,1.51,1.8342
PLTR,2024-08-07,1.805,gap_1_2,1.61,2.7159
PLTR,2024-08-08,2.735,gap_2plus,1.98,3.7029
PLTR,2024-09-09,7.761,gap_2plus,3.16,1.895
PLTR,2024-11-05,15.478,gap_2plus,4.58,3.913
PLTR,2024-11-15,3.294,gap_2plus,2.5,5.0782
PM,2023-01-25,1.189,gap_1_2,3.93,-0.695
PM,2024-07-23,1.913,gap_1_2,2.29,-1.1423
PM,2024-10-22,3.994,gap_2plus,4.19,2.1344
PM,2024-11-07,1.003,gap_1_2,2.32,-1.075
RBLX,2022-05-13,6.165,gap_2plus,1.84,2.4344
RBLX,2022-06-24,1.726,gap_1_2,1.71,-0.6192
RBLX,2022-08-11,2.041,gap_2plus,2.24,2.6058
RBLX,2022-10-17,15.795,gap_2plus,3.87,1.3612
RBLX,2023-05-10,3.179,gap_2plus,2.65,2.8564
RBLX,2023-08-10,2.071,gap_2plus,2.21,-0.654
RBLX,2023-11-08,14.567,gap_2plus,6.88,-2.1145
RBLX,2023-12-13,2.284,gap_2plus,1.51,-1.9333
RBLX,2024-02-06,1.626,gap_1_2,1.87,1.0747
RBLX,2024-02-08,1.631,gap_1_2,2.14,-1.0377
RBLX,2024-05-03,3.695,gap_2plus,1.58,0.18
RBLX,2024-05-10,1.612,gap_1_2,2.53,1.6816
RBLX,2024-07-12,3.479,gap_2plus,1.6,-0.2255
RBLX,2024-07-31,1.096,gap_1_2,1.71,1.231
RBLX,2024-12-11,3.803,gap_2plus,1.58,1.4399
RIVN,2022-03-03,1.475,gap_1_2,1.52,-7.1187
RIVN,2022-05-12,7.823,gap_2plus,3.58,10.2222
RIVN,2022-05-13,11.188,gap_2plus,1.82,-0.0747
RIVN,2022-07-07,1.163,gap_1_2,1.62,-0.2709
RIVN,2022-08-11,3.209,gap_2plus,2.13,1.6446
RIVN,2022-08-12,1.851,gap_1_2,2.66,-2.1383
RIVN,2022-12-13,6.169,gap_2plus,1.83,-6.0763
RIVN,2023-01-23,1.604,gap_1_2,1.72,7.0376
RIVN,2023-03-03,2.006,gap_2plus,1.88,4.2567
RIVN,2023-05-10,8.874,gap_2plus,3.25,-4.6345
RIVN,2023-06-12,1.154,gap_1_2,1.56,0.3549
RIVN,2023-06-13,1.895,gap_1_2,2.11,4.9129
RIVN,2023-06-21,1.592,gap_1_2,1.81,-8.348
RIVN,2023-07-03,7.139,gap_2plus,2.53,2.5447
RIVN,2023-07-07,5.927,gap_2plus,5.34,5.7516
RIVN,2023-09-26,1.702,gap_1_2,1.69,4.5512
RIVN,2023-09-29,1.669,gap_1_2,1.52,1.8485
RIVN,2023-11-08,6.756,gap_2plus,3.84,-2.7972
RIVN,2023-12-06,1.46,gap_1_2,1.51,5.1977
RIVN,2023-12-14,3.253,gap_2plus,2.47,2.2367
RIVN,2024-03-08,5.04,gap_2plus,1.85,-5.2625
RIVN,2024-05-07,7.841,gap_2plus,2.14,-2.6304
RIVN,2024-05-14,5.128,gap_2plus,1.52,-1.6971
RIVN,2024-07-02,2.588,gap_2plus,1.93,0.2067
RIVN,2024-11-07,2.577,gap_2plus,2.03,0.5395
RIVN,2024-11-13,11.395,gap_2plus,4.06,2.657
RIVN,2024-12-09,4.035,gap_2plus,1.58,6.5592
SCHW,2022-03-16,2.105,gap_2plus,1.52,3.5674
SCHW,2022-04-21,1.513,gap_1_2,2.09,-5.9452
SCHW,2022-06-17,1.008,gap_1_2,1.5,-0.3465
SCHW,2022-07-18,2.451,gap_2plus,1.52,0.5908
SCHW,2022-08-11,1.619,gap_1_2,2.0,0.4748
SCHW,2023-07-18,10.245,gap_2plus,4.54,0.5922
SCHW,2023-07-19,2.878,gap_2plus,1.84,-1.4404
SMCI,2022-04-19,14.723,gap_2plus,10.2,3.4807
SMCI,2022-06-02,1.083,gap_1_2,1.66,2.7115
SMCI,2022-11-02,4.457,gap_2plus,6.88,6.037
SMCI,2022-11-11,1.437,gap_1_2,1.74,2.4048
SMCI,2022-12-20,6.493,gap_2plus,3.8,1.1731
SMCI,2023-01-09,1.885,gap_1_2,2.26,0.7955
SMCI,2023-02-09,1.831,gap_1_2,1.69,4.273
SMCI,2023-05-03,11.111,gap_2plus,5.25,12.895
SMCI,2023-05-25,16.945,gap_2plus,3.39,2.5113
SMCI,2023-05-26,1.401,gap_1_2,2.18,4.6414
SMCI,2023-05-30,4.062,gap_2plus,1.93,1.5457
SMCI,2023-07-19,1.854,gap_1_2,1.64,-1.166
SMCI,2023-11-03,1.3,gap_1_2,1.52,2.0553
SMCI,2023-11-14,3.947,gap_2plus,1.96,5.0509
SMCI,2023-12-18,1.433,gap_1_2,2.01,4.6799
SMCI,2024-01-19,11.589,gap_2plus,7.45,13.5029
SMCI,2024-01-22,7.82,gap_2plus,4.5,-6.5283
SMCI,2024-02-01,1.964,gap_1_2,1.76,2.8938
SMCI,2024-02-05,1.847,gap_1_2,1.97,5.3954
SMCI,2024-02-12,2.837,gap_2plus,1.52,4.7775
SMCI,2024-02-15,7.325,gap_2plus,1.85,1.6833
SMCI,2024-02-22,17.283,gap_2plus,1.62,5.9007
SMCI,2024-05-15,2.577,gap_2plus,1.5,5.2538
SMCI,2024-05-23,6.983,gap_2plus,2.01,-4.2192
SMCI,2024-06-13,1.369,gap_1_2,2.03,7.0311
SMCI,2024-06-17,1.443,gap_1_2,1.53,-0.7532
SMCI,2024-06-20,4.501,gap_2plus,2.15,1.4197
SMCI,2024-09-26,2.837,gap_2plus,2.94,-18.3087
SMCI,2024-11-18,7.92,gap_2plus,2.21,-2.4642
SMCI,2024-11-22,3.838,gap_2plus,1.64,-0.667
SMCI,2024-11-25,8.595,gap_2plus,1.64,2.544
SMCI,2024-12-03,5.741,gap_2plus,1.86,-6.6885
SO,2022-07-28,1.026,gap_1_2,1.63,1.8233
SO,2023-03-17,1.268,gap_1_2,1.84,-1.0272
SO,2024-10-31,1.481,gap_1_2,2.65,0.703
TSLA,2022-04-21,9.958,gap_2plus,1.53,-3.4374
TSLA,2022-07-21,3.104,gap_2plus,1.63,2.4649
TSLA,2022-12-28,1.146,gap_1_2,1.74,-4.9168
TSLA,2022-12-29,6.814,gap_2plus,1.65,0.4221
TSLA,2023-01-27,1.351,gap_1_2,1.66,3.8601
TSLA,2024-07-01,1.525,gap_1_2,1.92,3.2172
TSLA,2024-07-02,4.269,gap_2plus,2.6,2.7166
TSLA,2024-07-05,1.191,gap_1_2,1.74,-0.3744
TSLA,2024-09-05,1.836,gap_1_2,1.67,0.5123
TSLA,2024-10-24,14.572,gap_2plus,2.77,2.932
TSLA,2024-11-11,7.819,gap_2plus,2.3,1.51
TSLA,2024-12-17,2.744,gap_2plus,1.61,-3.6401
TTWO,2022-05-17,8.804,gap_2plus,3.19,0.5828
TTWO,2022-10-06,3.154,gap_2plus,1.62,-1.1483
TTWO,2023-02-02,1.63,gap_1_2,1.86,0.9844
TTWO,2023-02-07,1.481,gap_1_2,2.97,5.0666
TTWO,2023-03-02,2.346,gap_2plus,2.08,-0.5003
TTWO,2023-11-09,3.684,gap_2plus,2.65,-0.7972
TTWO,2024-09-19,1.878,gap_1_2,1.57,1.3022
TTWO,2024-11-06,1.475,gap_1_2,2.73,-0.0838
TTWO,2024-11-07,4.461,gap_2plus,3.05,-0.4838
TXN,2022-07-27,3.69,gap_2plus,2.18,-0.2406
TXN,2023-01-04,1.785,gap_1_2,1.62,0.456
TXN,2023-07-21,1.444,gap_1_2,1.94,0.9415
TXN,2023-07-27,1.265,gap_1_2,1.56,0.7949
TXN,2024-01-19,2.401,gap_2plus,2.84,1.0592
TXN,2024-05-28,3.421,gap_2plus,1.74,0.0528
TXN,2024-06-21,1.285,gap_1_2,1.55,0.7702
TXN,2024-08-21,1.967,gap_1_2,1.58,0.3554
TXN,2024-10-23,4.059,gap_2plus,3.14,-0.775
TXN,2024-11-06,3.135,gap_2plus,1.7,0.9079
USB,2022-10-14,2.112,gap_2plus,2.11,-0.6392
USB,2022-10-17,2.561,gap_2plus,2.19,-1.0887
USB,2022-12-13,2.468,gap_2plus,1.6,-1.4458
USB,2023-03-14,7.184,gap_2plus,3.98,-2.2445
USB,2023-03-20,4.774,gap_2plus,2.68,0.6649
USB,2023-03-21,4.429,gap_2plus,2.2,3.0971
USB,2023-09-14,1.289,gap_1_2,1.52,0.4127
USB,2024-09-12,1.421,gap_1_2,2.67,-3.2798
USB,2024-10-16,3.626,gap_2plus,4.99,-1.2406
WDAY,2022-05-10,3.131,gap_2plus,2.12,-3.0827
WDAY,2022-08-12,1.878,gap_1_2,1.76,0.7968
WDAY,2022-11-30,10.153,gap_2plus,3.75,0.3101
WDAY,2023-03-29,1.086,gap_1_2,1.64,2.5439
WDAY,2023-08-24,1.856,gap_1_2,2.51,-1.5445
WDAY,2023-09-29,1.771,gap_1_2,2.52,0.358
WDAY,2024-05-02,1.886,gap_1_2,2.54,1.0472
WDAY,2024-11-21,1.53,gap_1_2,1.54,1.2248
WDAY,2024-11-25,1.48,gap_1_2,1.9,-1.7045
