pnl,result,slack
100.0,win,0.7846406769188066
-25.0,loss,0.97168273694061
100.0,win,0.6284056602329037
-25.0,loss,0.6713370958763407
100.0,win,0.7818214489027676
-25.0,loss,0.6512342809213543
-25.0,loss,0.8618733116554309
-25.0,loss,0.6904057447913231
-25.0,loss,0.795898291460809
-25.0,loss,1.5226859786503861
-25.0,loss,1.0000412896368887
-25.0,loss,0.7056125115781591
100.0,win,1.015280472320337
-25.0,loss,0.6520402215401839
-25.0,loss,0.9613964792548552
-25.0,loss,0.6474473782212719
-25.0,loss,0.6850707710163618
100.0,win,0.6504257170609217
-25.0,loss,0.6187718668222589
100.0,win,0.6407532613965631
-25.0,loss,0.7327731094336412
-25.0,loss,1.3019741676254644
-25.0,loss,2.3806922809693654
100.0,win,0.7545362392731175
100.0,win,0.6142308419142567
-25.0,loss,0.6878108452258667
-25.0,loss,0.8747306388439123
100.0,win,0.9035538251746372
-25.0,loss,0.7367772742794091
-25.0,loss,0.6840764167206788
-25.0,loss,0.6102204914688538
-25.0,loss,0.6781005784078843
100.0,win,1.1274572432054435
-25.0,loss,0.9248863693067775
-25.0,loss,1.1125671854335641
-25.0,loss,0.8089744539988685
100.0,win,2.0089694246617213
100.0,win,0.650850750865406
100.0,win,0.6353169347520967
-25.0,loss,0.6177855403670627
-25.0,loss,1.1605422990259904
100.0,win,0.732962798967803
100.0,win,0.8484084523877793
100.0,win,0.8566408869128136
-25.0,loss,1.5162437219810447
100.0,win,0.8135467831769261
-25.0,loss,0.7086489930540244
100.0,win,1.7035852923949353
-25.0,loss,0.6871879993079406
-25.0,loss,0.6845995912422219
-25.0,loss,0.7396965489951959
100.0,win,1.069333488279589
100.0,win,0.9686889099129284
-25.0,loss,1.3036758707371257
-25.0,loss,0.6298712765617099
100.0,win,1.2086259622227378
-25.0,loss,0.7797641034316459
100.0,win,0.6150636446955478
-25.0,loss,1.1194238838884594
-25.0,loss,1.1161599508903772
-25.0,loss,0.6352871704677452
-25.0,loss,0.727450161294146
100.0,win,0.6613867312688227
-25.0,loss,0.7464579310805467
-25.0,loss,0.6680322532206305
-25.0,loss,1.2268663637663186
-25.0,loss,1.1282856671950978
-25.0,loss,1.0679928577657802
-25.0,loss,0.8464641138273186
100.0,win,0.79248819774751
-25.0,loss,0.6579664889134281
-25.0,loss,0.9404846198923322
-25.0,loss,2.9187704469543254
-25.0,loss,0.7274778877486322
-25.0,loss,0.7352342309073856
100.0,win,0.8666466899765684
-25.0,loss,0.7926462629845248
-25.0,loss,0.7120484544930231
100.0,win,1.1768279043689833
100.0,win,0.9581230086432074
-25.0,loss,2.9234075254378613
-25.0,loss,1.505298307567934
-25.0,loss,0.8429248421928932
-25.0,loss,0.6287442829502177
-25.0,loss,0.6909763682645602
100.0,win,0.6169066878388526
-25.0,loss,0.7137979202158006
-25.0,loss,0.8531210521990366
-25.0,loss,0.7005182172915451
-25.0,loss,1.0418542881008563
-25.0,loss,0.8400727160133018
-25.0,loss,0.6998349065317051
-25.0,loss,0.6034231638196466
-25.0,loss,0.7740036929151989
-25.0,loss,0.6212169435455327
-25.0,loss,0.691744627334504
-25.0,loss,2.0698587637184978
-25.0,loss,0.7708751320643935
-25.0,loss,0.8428894400740128
-25.0,loss,0.8204397836179558
-25.0,loss,0.8482916107142531
-25.0,loss,0.8678800784959552
100.0,win,0.6574952409813614
-25.0,loss,0.6251965304700707
-25.0,loss,0.6296241507530072
-25.0,loss,1.1264791295473278
-25.0,loss,0.6459904744149046
100.0,win,1.423634643350002
-25.0,loss,0.8061703643180997
-25.0,loss,0.8663513427106634
100.0,win,0.6132920473977115
-25.0,loss,0.7912356038229093
-25.0,loss,0.778692188660116
100.0,win,0.7009477940855104
-25.0,loss,0.7135433003044609
100.0,win,0.8745846387768412
-25.0,loss,0.8730247116687548
-25.0,loss,0.6275431139928963
100.0,win,1.2439303645152548
-25.0,loss,0.951970610584673
-25.0,loss,0.6343221465891834
-25.0,loss,1.1238608933447038
100.0,win,0.7159149256498251
-25.0,loss,0.6371781075234921
-25.0,loss,0.61696413406407
-25.0,loss,1.1242057634891878
100.0,win,0.6636585229374348
-25.0,loss,0.6087759512749019
-25.0,loss,1.1195327993670774
100.0,win,0.7107612573051046
100.0,win,2.582821528635962
-25.0,loss,1.394081231773202
-25.0,loss,0.7966678300672863
-25.0,loss,0.9290628502969461
-25.0,loss,0.6369004498160026
-25.0,loss,0.67650912456715
-25.0,loss,2.51666831988006
100.0,win,1.677288240393445
100.0,win,0.8798642012258655
100.0,win,0.8420889258253429
-25.0,loss,0.7593341997402655
100.0,win,1.4855438216153423
100.0,win,0.8628704312460491
100.0,win,0.9009813605413605
-25.0,loss,0.9219212533438323
-25.0,loss,1.0270028915753397
-25.0,loss,0.847751827500177
100.0,win,0.7353921616869418
-25.0,loss,2.1162281749331617
-25.0,loss,1.0129933472735801
-25.0,loss,0.8569869262454016
-25.0,loss,1.0325021741348879
100.0,win,0.6307568385750144
-25.0,loss,0.7684980270656033
-25.0,loss,0.9400967929674274
-25.0,loss,1.0794952263363122
100.0,win,2.267752590214677
-25.0,loss,0.7436087996917513
-25.0,loss,0.7435417309733547
-25.0,loss,0.920771270246052
-25.0,loss,0.7717160879658889
100.0,win,0.6157780902871606
-25.0,loss,1.2736315345053224
-25.0,loss,0.6798989692206909
-25.0,loss,0.7211256966628199
100.0,win,0.7623290124407345
100.0,win,0.6458921590445084
-25.0,loss,0.7017171859648604
-25.0,loss,1.2032082511261544
-25.0,loss,1.7035125614694913
-25.0,loss,0.6048735289530776
-25.0,loss,0.6283761979392412
-25.0,loss,0.7876230234067423
-25.0,loss,0.6363511705109373
-25.0,loss,1.451745164216458
-25.0,loss,0.8250515137637796
100.0,win,0.9849549295370612
-25.0,loss,1.108773091277145
100.0,win,1.5472896405767806
-25.0,loss,0.9498807309896831
-25.0,loss,0.9966683624475469
100.0,win,1.3641485966319042
-25.0,loss,0.7611056130267465
100.0,win,0.9481046262980727
-25.0,loss,0.6117119605719117
-25.0,loss,0.6825691705042535
-25.0,loss,1.0521473596618502
100.0,win,0.9303408247513311
-25.0,loss,0.7045518652486306
-25.0,loss,4.305960431943796
-25.0,loss,0.8679343215586288
-25.0,loss,2.227849191797914
100.0,win,0.6477726080126432
-25.0,loss,0.674790745976265
-25.0,loss,0.6338006749487659
-25.0,loss,0.940709069727879
-25.0,loss,1.1363737719283475
-25.0,loss,0.6564411179300289
-25.0,loss,0.9303750596651754
-25.0,loss,0.6084094541387699
-25.0,loss,0.7291501461377431
-25.0,loss,5.329227416376374
-25.0,loss,1.2771378916889007
-25.0,loss,0.8162311087285808
-25.0,loss,0.6406346789525559
100.0,win,0.7556767754546786
100.0,win,0.6623025239359419
-25.0,loss,1.169145589650712
-25.0,loss,0.8706163687670914
-25.0,loss,1.0534657266468976
-25.0,loss,1.184532172644776
-25.0,loss,0.6625948247553789
-25.0,loss,0.6403504115729203
-25.0,loss,1.0956232370745151
100.0,win,0.8487665918576804
100.0,win,0.7351266217181353
-25.0,loss,0.691466087205102
-25.0,loss,0.690683675966268
100.0,win,0.7581737871692726
-25.0,loss,1.7123816739149493
-25.0,loss,2.120112019746547
100.0,win,1.03741459714647
100.0,win,0.7741775869080019
-25.0,loss,1.09123645908653
100.0,win,1.2769407814996219
-25.0,loss,1.3283553447475536
-25.0,loss,1.1297991758535575
100.0,win,0.7381719986128575
-25.0,loss,0.6674301813190887
-25.0,loss,0.8527291719314752
-25.0,loss,0.6867580353910009
-25.0,loss,0.871426083247322
-25.0,loss,1.5774422821005762
-25.0,loss,0.8084543185189561
-25.0,loss,0.8561597737047646
100.0,win,0.8499372048606879
-25.0,loss,0.6363247355709815
-25.0,loss,0.7724384890780224
-25.0,loss,0.6827948219668409
-25.0,loss,0.7215651049202314
-25.0,loss,0.6276995614338065
100.0,win,0.6605427483159142
100.0,win,0.685448408894945
-25.0,loss,0.6967877876657594
-25.0,loss,1.2256991268928985
-25.0,loss,0.9211625856984255
-25.0,loss,1.5279146439432003
-25.0,loss,0.8143824781830009
100.0,win,0.6713129539538601
-25.0,loss,0.9863423195485589
100.0,win,0.6104589490804659
-25.0,loss,0.6144561588077401
-25.0,loss,0.734462947217862
-25.0,loss,0.7483398294789552
-25.0,loss,0.605067679879227
100.0,win,3.9634654421342637
-25.0,loss,0.9559135822727681
-25.0,loss,0.8732888807804019
-25.0,loss,3.461796482017277
-25.0,loss,0.611673887233606
-25.0,loss,0.6422683079661553
-25.0,loss,0.6285024285032528
-25.0,loss,0.8485488871849474
100.0,win,0.7799828434000398
-25.0,loss,0.8159269867564799
-25.0,loss,0.8529253951594516
-25.0,loss,0.7222517480063891
-25.0,loss,0.6489549095708956
100.0,win,1.2694928192017256
100.0,win,1.4002736379278573
100.0,win,1.757267896329646
100.0,win,1.062380371510356
100.0,win,1.7654106817371762
-25.0,loss,1.1456530950519346
-25.0,loss,0.7076780696574022
100.0,win,0.6252908927557775
100.0,win,0.7572756652376869
-25.0,loss,0.8203919170645578
-25.0,loss,0.9079522268932892
-25.0,loss,2.3287854166136244
-25.0,loss,0.8205576961490327
-25.0,loss,0.8945286697525696
100.0,win,1.2057265323296236
100.0,win,0.7791181681707775
-25.0,loss,0.6310907927809134
-25.0,loss,0.7067927604992262
-25.0,loss,0.6555039036868157
100.0,win,0.7346234315198938
100.0,win,0.6713741487285152
-25.0,loss,0.6419528258740199
-25.0,loss,0.7801359583711418
-25.0,loss,0.6018248900854167
100.0,win,0.859365906194477
-25.0,loss,0.7823466718513797
-25.0,loss,0.6279705220739846
-25.0,loss,0.8962076734020017
-25.0,loss,0.8881842559663973
-25.0,loss,0.8895320773458054
-25.0,loss,1.741339448405293
-25.0,loss,1.1514205116656582
-25.0,loss,0.6994845698608486
100.0,win,1.0600503987479728
100.0,win,0.6520425550560033
100.0,win,0.6623915226777328
-25.0,loss,0.7569894744344785
-25.0,loss,0.790213884927685
-25.0,loss,0.8425368489052822
100.0,win,1.0056324255952935
100.0,win,0.8502476713492059
-25.0,loss,1.8375618483066185
100.0,win,0.9995673060708674
-25.0,loss,0.6883330365953229
100.0,win,1.1861831378812508
-25.0,loss,0.7708293091087051
-25.0,loss,0.791723734469382
100.0,win,0.8146151457955132
-25.0,loss,0.6607907216995597
-25.0,loss,0.61242171454198
-25.0,loss,1.6429213295238263
-25.0,loss,0.7107507407485629
-25.0,loss,1.1692490923323173
-25.0,loss,0.713825183436687
100.0,win,0.6303565133083929
-25.0,loss,0.898695074623895
-25.0,loss,0.8780853306029603
-25.0,loss,0.8229917341133962
-25.0,loss,1.044925942859933
100.0,win,0.9375691927343395
-25.0,loss,1.0825429660789523
100.0,win,2.5029548692260235
100.0,win,0.6615323059775639
-25.0,loss,0.9849820793704729
100.0,win,0.7375416046460538
-25.0,loss,1.0630107832257873
-25.0,loss,0.7281163777588575
-25.0,loss,1.669568798608485
-25.0,loss,0.8922522438817689
100.0,win,0.7163854172186468
-25.0,loss,1.1008358995324885
-25.0,loss,0.7464874807464376
100.0,win,0.783796150783042
-25.0,loss,0.6805198834298232
100.0,win,0.6563060537793727
100.0,win,0.6982320797498999
-25.0,loss,0.8657664706805722
-25.0,loss,0.7992825252802058
-25.0,loss,0.7125499364674976
-25.0,loss,1.1351603987843835
-25.0,loss,2.552617359881803
100.0,win,0.8006566379896738
100.0,win,0.6808793530020955
-25.0,loss,0.6020483263445083
-25.0,loss,1.1509169817720524
100.0,win,1.0716943242881982
100.0,win,0.8588296481818845
-25.0,loss,0.8349854119709965
100.0,win,1.8812723945933592
-25.0,loss,1.4389740543928666
100.0,win,2.068172712017967
100.0,win,0.608005406187433
-25.0,loss,0.8138873863454534
-25.0,loss,0.6670971614761587
100.0,win,0.7388598557954061
-25.0,loss,1.2982495598953467
100.0,win,0.6916955669523848
100.0,win,1.2992310307014323
100.0,win,0.9958150775279668
100.0,win,0.6394506625892873
-25.0,loss,1.3614129946355598
100.0,win,0.6969778540398185
100.0,win,0.8328003551933288
-25.0,loss,0.7683582507902751
