date,mfe_15m_long,mfe_30m_long,mfe_60m_long,mfe_15m_short,mfe_30m_short,mfe_60m_short,mfe_60m_best,pm_high_broken,pm_low_broken,pm_high,pm_low,pm_range,pm_vol,pm_open,prev_close,rth_open,gap_pct,pm_vol_ma20,pm_vol_ratio
2026-04-30,0.013993255250972213,0.013993255250972213,0.013993255250972213,0.44498551698080824,0.5387403271623109,0.5856177322530464,0.5856177322530464,False,True,715.66,714.44,0.1707631151671118,1231.0,714.52,711.8,714.63,0.397583590896325,2355.6,0.5225844795381219
2026-05-01,0.18994800693240965,0.4409012131715702,0.5019064124783369,0.07071057192374224,0.07071057192374224,0.07071057192374224,0.5019064124783369,True,False,721.59,720.66,0.12904837232537725,1068.0,720.66,718.76,721.25,0.3464299627135635,2327.05,0.45895017296577206
2026-05-04,0.034718846778785395,0.10276778646519025,0.2290055133528686,0.11387781743442305,0.11387781743442305,0.11387781743442305,0.2290055133528686,True,True,720.41,719.73,0.0944798743973365,793.0,719.73,,720.07,,2350.15,0.33742527072740036
2026-05-05,0.1066821840752569,0.14131925682696453,0.2632417529129747,0.03882123114011891,0.03882123114011891,0.03882123114011891,0.2632417529129747,True,False,721.73,721.2,0.07348863006100564,730.0,721.2,717.73,721.77,0.5628857648419272,1883.35,0.38760718931690874
2026-05-06,0.18951618440748663,0.24994163450843213,0.34469972671216764,0.04806569894391544,0.04806569894391544,0.04806569894391544,0.34469972671216764,True,True,729.59,728.01,0.21702998585184835,6177.0,729.24,723.76,728.17,0.609318005968825,1885.7,3.2757066341411676
2026-05-07,0.010883613359640968,0.010883613359640968,0.010883613359640968,0.15509149037480258,0.20406775049316375,0.20406775049316375,0.20406775049316375,False,True,735.36,734.61,0.10209498917793114,1380.0,734.69,733.65,735.05,0.19082668847542797,1875.65,0.7357449417535254
2026-05-08,0.11837701036817848,0.2653277818597343,0.35510381799874136,0.05034424578877249,0.05034424578877249,0.05034424578877249,0.35510381799874136,True,True,736.57,734.65,0.2613489416729154,1046.0,735.23,730.9008,734.94,0.5526331343460085,1850.7,0.5651915491435673
2026-05-11,0.31094696249626097,0.36390299541047033,0.42500611031148944,0.0013578469977990528,0.0013578469977990528,0.0013578469977990528,0.42500611031148944,True,False,736.63,736.12,0.06928218225289232,961.0,736.49,,736.46,,1868.25,0.5143851197644855
2026-05-12,0.04342515945176415,0.04342515945176415,0.04342515945176415,0.1886280363685692,0.30533315239516895,0.3582575654769964,0.3582575654769964,False,True,737.43,735.42,0.2733132087786559,2349.0,736.32,739.22,736.9,-0.3138443223938814,1854.65,1.2665462486183376
2026-05-13,0.002708375651700428,0.002708375651700428,0.040625634775537205,0.2654208138668882,0.4035479721037332,0.4035479721037332,0.4035479721037332,False,True,738.82,737.2,0.21975040694519865,10169.0,738.82,737.63,738.45,0.11116684516628256,2296.05,4.428910520241284
2026-05-14,0.285076513460453,0.299195869079959,0.36441384503671526,0.01344700535191119,0.01344700535191119,0.01344700535191119,0.36441384503671526,True,True,745.26,744.5,0.10208193418401489,1130.0,744.84,742.45,743.66,0.16297393763888782,2303.05,0.49065369835652717
2026-05-15,0.025613372876793557,0.025613372876793557,0.11863035858721968,0.5041790239956875,0.5176597465624048,0.5176597465624048,0.5176597465624048,True,True,740.3,738.99,0.17726897522293203,2007.0,740.1,748.16,741.8,-0.8500855431993175,2168.2,0.9256526150724104
2026-05-18,0.032440323321874964,0.21559298207670965,0.21559298207670965,0.30547971128113655,0.30547971128113655,0.30547971128113655,0.30547971128113655,True,True,741.22,737.99,0.4376753072534883,2575.0,738.2,,739.82,,2221.9,1.1589180431162518
