date,side,ep,mfe_15m,mae_15m,mfe_30m,mae_30m,mfe_60m,mae_60m,hit_+0.25%,hit_+0.50%,hit_+0.75%,hit_+1.00%
2026-04-20,long,706.25,0.2237168141592978,0.0,0.32141592920353723,0.0,0.32141592920353723,0.0,True,False,False,False
2026-04-21,long,707.59,0.08620811486878187,0.20350768100171773,0.08620811486878187,0.20350768100171773,0.08620811486878187,0.21905340663379474,False,False,False,False
2026-04-21,long,707.25,0.13432308236126483,0.15553199010251295,0.13432308236126483,0.15553199010251295,0.13432308236126483,0.17108518911276585,False,False,False,False
2026-04-21,long,706.89,0.18531879075953248,0.10468389707026682,0.18531879075953248,0.10468389707026682,0.18531879075953248,0.12024501690503794,False,False,False,False
2026-04-24,short,713.45,0.1219426729273256,0.09671315439062875,0.1219426729273256,0.09671315439062875,0.1219426729273256,0.09671315439062875,False,False,False,False
2026-04-24,short,713.9,0.061633281972256745,0.02241210253536464,0.1274688331699073,0.02241210253536464,0.14707942288835335,0.02241210253536464,False,False,False,False
2026-04-30,short,714.77,0.18187668760579692,0.025182925976197052,0.18187668760579692,0.04197154329365645,0.18187668760579692,0.08674118947353758,False,False,False,False
2026-04-30,short,714.98,0.1272762874485955,0.012587764692723128,0.1272762874485955,0.05734426137793619,0.1370667710984948,0.05734426137793619,False,False,False,False
2026-05-04,long,717.59,0.16304575035883428,0.03344528212489152,0.16304575035883428,0.08500675873409796,0.16304575035883428,0.3623238896863143,False,False,False,False
2026-05-04,long,717.6,0.1588628762541787,0.04459308807135591,0.1588628762541787,0.09197324414715276,0.1588628762541787,0.3637123745819417,False,False,False,False
2026-05-04,long,717.6,0.1031215161649957,0.1170568561872954,0.1031215161649957,0.3637123745819417,0.1031215161649957,0.3637123745819417,False,False,False,False
2026-05-06,short,732.1,0.04234394208442277,0.053271411009423085,0.09834722032509592,0.053271411009423085,0.15844829941264418,0.053271411009423085,False,False,False,False
2026-05-06,short,732.37,0.13517757417698828,0.01638516050630208,0.13517757417698828,0.01638516050630208,0.19525649603341888,0.01638516050630208,False,False,False,False
2026-05-12,long,732.28,0.13792538373299706,0.06145190364340577,0.19801168951767706,0.06145190364340577,0.19801168951767706,0.06145190364340577,False,False,False,False
2026-05-12,long,732.13,0.15844180678294403,0.040976329340411476,0.21854042314889743,0.040976329340411476,0.21854042314889743,0.040976329340411476,False,False,False,False
2026-05-12,long,731.9,0.1899166552807742,0.009564148107656283,0.2500341576718187,0.009564148107656283,0.2500341576718187,0.009564148107656283,True,False,False,False
2026-05-14,short,748.2,0.001336541031808461,0.08152900294037689,0.001336541031808461,0.08286554397220056,0.001336541031808461,0.17775995723067725,False,False,False,False
2026-05-14,short,748.22,0.004009515917774547,0.07885381304962687,0.004009515917774547,0.0801903183555669,0.004009515917774547,0.17508219507630715,False,False,False,False
2026-05-14,short,748.34,0.0013362909907249252,0.06414196755485717,0.016035491888714292,0.06414196755485717,0.016035491888714292,0.15901862789640284,False,False,False,False
2026-05-15,short,742.29,0.19803580810733185,0.05254011235500766,0.24788155572618764,0.05254011235500766,0.2896442091365878,0.05254011235500766,True,False,False,False
2026-05-15,short,742.33,0.20341357617232103,0.0471488421591353,0.26403351609123116,0.0471488421591353,0.2950170409386734,0.0471488421591353,True,False,False,False
2026-05-18,long,736.7,0.2769105470340659,0.04479435319669349,0.3149178770191307,0.04479435319669349,0.3149178770191307,0.20225329170625886,True,False,False,False
2026-05-18,long,736.36,0.07469172687271912,0.15617361073387706,0.13648215546743378,0.15617361073387706,0.13648215546743378,0.15617361073387706,False,False,False,False
2026-05-18,long,736.315,0.082165920835499,0.15007164053428465,0.1426020113674113,0.15007164053428465,0.18945695795956644,0.15007164053428465,False,False,False,False
2026-05-19,long,731.825,0.19881802343455435,0.010248351723437361,0.22478051446725403,0.04031018344550579,0.2917364123936721,0.04031018344550579,True,False,False,False
2026-05-20,short,737.99,0.20596485047222618,0.13414815918915013,0.20596485047222618,0.13414815918915013,0.20596485047222618,0.5257523814685829,False,False,False,False
2026-05-20,short,738.5,0.14353419092754846,0.0649966147596504,0.14353419092754846,0.13270142180095032,0.14353419092754846,0.4563303994583622,False,False,False,False
2026-05-20,short,738.71,0.17192132230509696,0.036550202379821824,0.17192132230509696,0.10694318474096243,0.17192132230509696,0.42777273896386514,False,False,False,False
2026-05-28,short,752.76,0.13550135501354774,0.17402625006643008,0.1368297996705421,0.17402625006643008,0.1368297996705421,0.17402625006643008,False,False,False,False
2026-05-28,short,753.62,0.22292402006315518,0.05971179108835295,0.25078952257105525,0.05971179108835295,0.25078952257105525,0.05971179108835295,True,False,False,False
2026-06-04,short,755.85,0.0674737051002171,0.015876165905934318,0.10981014751604695,0.015876165905934318,0.13891645167692904,0.09922603691208574,False,False,False,False
2026-06-05,long,747.16,0.006692007066768592,0.129824937095122,0.006692007066768592,0.2757106911504826,0.006692007066768592,0.4577332833663418,False,False,False,False
2026-06-05,long,746.84,0.029470837127095785,0.08703336725402727,0.029470837127095785,0.23699855390712626,0.029470837127095785,0.415082213057686,False,False,False,False
2026-06-05,long,746.8,0.03482860203536147,0.08168184252810659,0.03482860203536147,0.2383502945902481,0.03482860203536147,0.40974825923941427,False,False,False,False
2026-06-08,short,744.98,0.05503503449756613,0.0483234449246978,0.34766033987490025,0.0483234449246978,0.417460871432792,0.0483234449246978,True,False,False,False
2026-06-08,short,745.16,0.10333351226581967,0.0241558859842267,0.42541199205539204,0.0241558859842267,0.44151591604487145,0.0241558859842267,True,False,False,False
2026-06-09,long,741.845,0.0477323430096606,0.3268876921729024,0.0477323430096606,0.46303473097480724,0.0477323430096606,0.9698791526531889,False,False,False,False
2026-06-09,long,741.55,0.08753287033916655,0.28723619445755455,0.08753287033916655,0.4827725709662096,0.08753287033916655,0.9304834468343305,False,False,False,False
2026-06-09,long,741.18,0.13749696430018268,0.23745918670228433,0.13749696430018268,0.5410291697023654,0.13749696430018268,0.8810275506624535,False,False,False,False
2026-06-10,short,737.72,0.2629724014531332,0.08946483760776014,0.47917909233856765,0.08946483760776014,1.112888358726893,0.08946483760776014,True,True,True,True
2026-06-10,short,738.22,0.33052477581209594,0.021673755790952313,0.6583403321503093,0.021673755790952313,1.179865080870206,0.021673755790952313,True,True,True,True
2026-06-10,long,733.36,0.14454019853822753,0.3354423475510031,0.14454019853822753,0.5249809097851018,0.14454019853822753,0.6640667612086839,False,False,False,False
2026-06-10,long,732.32,0.2867598863884516,0.2225802927681881,0.2867598863884516,0.3837120384531433,0.2867598863884516,0.5229954118418234,True,False,False,False
2026-06-10,long,732.24,0.05052988091336236,0.37282858079318504,0.05052988091336236,0.37282858079318504,0.07238064022724418,0.5121271714192068,False,False,False,False
2026-06-11,short,730.8,0.18883415435139514,0.10604816639300645,0.5268199233716351,0.10604816639300645,0.5268199233716351,0.10604816639300645,True,True,False,False
2026-06-11,short,731.3,0.25707643921783063,0.037604266374961164,0.5948311226582674,0.037604266374961164,0.5948311226582674,0.037604266374961164,True,True,False,False
2026-06-11,long,726.32,0.14181077211146226,0.26365789183831884,0.33869368873222855,0.26365789183831884,0.43231633439805955,0.26365789183831884,True,False,False,False
2026-06-11,long,725.97,0.24932159731117615,0.2155736462939315,0.38706833615713393,0.2155736462939315,0.480736118572394,0.2155736462939315,True,False,False,False
2026-06-11,long,725.29,0.3570985398943915,0.12202015745425843,0.4811868356105847,0.12202015745425843,0.5749424368183862,0.12202015745425843,True,True,False,False
2026-06-12,short,740.15,0.18374653786394834,0.13510774842937243,0.18374653786394834,0.14186313585085028,0.4026210903195323,0.3823549280551295,True,False,False,False
2026-06-12,short,740.45,0.22418799378757268,0.09453710581402279,0.22418799378757268,0.10128975622932,0.44297386724290444,0.3416841110135691,True,False,False,False
2026-06-12,short,740.82,0.2574174563321777,0.008099133392719612,0.4926972813909034,0.05129451148727025,0.4926972813909034,0.37256013606543975,True,False,False,False
