symbol,n,tpd,wr,pf,ev,avg_mfe,med_mfe
APP,125,1.6891891891891893,0.32,0.7228156108557641,-0.0006375544408571191,0.9477921926442484,0.7612241797889654
MSTR,146,1.825,0.3219178082191781,0.7156925985812045,-0.0006554648720381266,0.9707369543983426,0.6800960866390418
AFRM,94,1.5161290322580645,0.40425531914893614,0.8276934549754627,-0.0003444436994981835,0.8506778073176124,0.6957983510762169
RDDT,106,1.5820895522388059,0.3113207547169811,0.6588526054645539,-0.0007987998426763937,0.9139076914064977,0.6657441465910976
HOOD,115,1.619718309859155,0.3739130434782609,0.8351368614682235,-0.00034615564631538013,0.8886900492899564,0.6936575224927646
NET,98,1.6065573770491803,0.3979591836734694,0.8952191940468689,-0.00021217417976719912,0.8919988750728555,0.8097205467296438
AMD,88,1.543859649122807,0.3068181818181818,0.6072314525666954,-0.0009027434114823735,0.7202153151637471,0.5575291832126424
DDOG,92,1.5333333333333334,0.34782608695652173,0.7181920448518384,-0.0006128737679370222,0.7253727210432702,0.5095569556392261
SHOP,83,1.4821428571428572,0.30120481927710846,0.5810172919314707,-0.0009954625304953492,0.6900221458820234,0.490619201857992
PLTR,89,1.4833333333333334,0.4044943820224719,0.9143557765453664,-0.0001722239975452385,0.7275330132521728,0.5629243408038215
CRWD,76,1.4074074074074074,0.3157894736842105,0.6598364889215474,-0.0007913277468246103,0.5988028079896807,0.46690927843115704
SMCI,105,1.6153846153846154,0.29523809523809524,0.693829516980739,-0.0007249746061146822,0.9909825097363567,0.6901151184805875
ARM,88,1.5714285714285714,0.375,0.7839259522249802,-0.0004539791515326543,0.7748696076621083,0.5207580057064404
COIN,127,1.7638888888888888,0.33070866141732286,0.6299283533121606,-0.0008421315424628785,0.8538718796688876,0.659516817522316
TSLA,85,1.3492063492063493,0.3176470588235294,0.8584669062189686,-0.0002986773167948572,0.5534303733280396,0.35201681556910314
NVDA,51,1.3421052631578947,0.37254901960784315,0.5969321810438986,-0.0008440663143105273,0.3947852128267368,0.3599955684538703
META,36,1.3846153846153846,0.3611111111111111,0.6764862685779813,-0.0006726250755664618,0.4523577696438269,0.21453154473196517
AMZN,36,1.2857142857142858,0.4444444444444444,0.9227708999609477,-0.00013915547856627013,0.42972385527407675,0.306928027458028
NFLX,40,1.3333333333333333,0.325,0.5429586360203806,-0.000995847950238766,0.4079733742056209,0.2854174898322638
AVGO,77,1.375,0.37662337662337664,0.8353449083101122,-0.0003425405100049076,0.6473078218799255,0.5280492478019632
UBER,49,1.3243243243243243,0.4489795918367347,1.2303269772828798,0.00040550628964767165,0.5840960705062938,0.47612405685215603
DASH,68,1.4166666666666667,0.3382352941176471,0.691770742108909,-0.0006805322857300266,0.6612254262400113,0.460696311995667
ABNB,35,1.3461538461538463,0.3142857142857143,0.5349365617012418,-0.0010842621875765332,0.4333380959611917,0.28700882095130786
PANW,51,1.3783783783783783,0.47058823529411764,1.1983028964789224,0.00035694521366206054,0.5466758612304174,0.4808685943794553
SNOW,105,1.5909090909090908,0.3523809523809524,0.7000057980210213,-0.0006471709867367095,0.6686115039985848,0.5729587591126174
MDB,84,1.3333333333333333,0.38095238095238093,0.9577541469709391,-8.574338177254639e-05,0.829628392458789,0.6002657807345197
ZS,73,1.5869565217391304,0.3698630136986301,0.9115589132052638,-0.00018948199965337887,0.7165120846707953,0.6075221031656697
MRVL,104,1.7049180327868851,0.2980769230769231,0.5656102071524683,-0.0010160076286069536,0.7005973775525101,0.5255296997542404
MU,115,1.6666666666666667,0.41739130434782606,0.9051231187207288,-0.00018793872656885176,0.9216590709717907,0.6565683127272415
QCOM,64,1.391304347826087,0.515625,1.5860999402440517,0.0008749456189261869,0.8651654006012012,0.6251263783528875
