sym,side,level,gap_regime,gap_pct,touch_lbl,bounced,date,mfe15,mfe30,mfe60,hit_>=0.50%,hit_>=0.75%
QQQ,long,PML,Flat,-0.419,1st,True,2025-12-16,0.23143166458893275,0.4674890099074901,0.4674890099074901,False,False
QQQ,long,PML,Flat,-0.419,2nd,True,2025-12-16,0.6028054268913569,0.6028054268913569,0.6028054268913569,True,False
QQQ,long,PML,Flat,-0.419,3rd+,True,2025-12-16,0.18899242386891768,0.40345773965061726,0.40345773965061726,False,False
QQQ,long,PML,Flat,-0.419,3rd+,True,2025-12-16,0.45058378556158674,0.4678506824535483,0.4678506824535483,False,False
QQQ,long,PML,Flat,-0.419,3rd+,True,2025-12-16,0.041110983210274454,0.44235417934254345,0.4966206771801125,False,False
QQQ,long,PML,Flat,-0.419,3rd+,True,2025-12-16,0.30585565586305785,0.49331557397267034,0.49331557397267034,False,False
QQQ,long,PML,Flat,-0.419,3rd+,True,2025-12-16,0.48522929140073884,0.5214158826238501,0.5214158826238501,True,False
QQQ,long,PML,Flat,-0.419,3rd+,True,2025-12-16,0.4241119129419767,0.46027649466571674,0.46027649466571674,False,False
QQQ,long,PDL,Flat,-0.419,1st,True,2025-12-16,0.32103254549326593,0.32103254549326593,0.32103254549326593,False,False
QQQ,long,PDL,Flat,-0.419,2nd,True,2025-12-16,0.06961278909782942,0.06961278909782942,0.06961278909782942,False,False
QQQ,long,PDL,Flat,-0.419,3rd+,True,2025-12-16,0.08272721315772155,0.08272721315772155,0.08272721315772155,False,False
QQQ,long,PDL,Flat,-0.419,3rd+,True,2025-12-16,0.132712914113436,0.14090506930563515,0.14090506930563515,False,False
QQQ,long,PDL,Flat,-0.419,3rd+,True,2025-12-16,0.14090506930563515,0.14090506930563515,0.14090506930563515,False,False
QQQ,long,PDL,Flat,-0.419,3rd+,True,2025-12-16,0.1261550560325024,0.1261550560325024,0.1261550560325024,False,False
QQQ,long,PDL,Flat,-0.419,3rd+,True,2025-12-16,0.07204964875795261,0.07204964875795261,0.07204964875795261,False,False
QQQ,long,PDL,Flat,-0.419,3rd+,True,2025-12-16,0.014744913005018486,0.014744913005018486,0.13598086437957355,False,False
QQQ,long,PDL,Flat,-0.419,3rd+,True,2025-12-16,0.14910699655908274,0.2261183024741923,0.5077830575127064,True,False
QQQ,long,PDL,Flat,-0.419,3rd+,True,2025-12-16,0.1392620748410811,0.21626581034142742,0.49790287699062635,False,False
QQQ,long,PDL,Flat,-0.419,3rd+,True,2025-12-16,0.12938517475186928,0.18015657243930508,0.4616921615513053,False,False
QQQ,long,1H_Sup,Flat,-0.419,1st,True,2025-12-16,0.01793283338767748,0.01793283338767748,0.01793283338767748,False,False
QQQ,long,PDL,Flat,0.272,1st,True,2025-12-17,0.0509549952332521,0.0509549952332521,0.0509549952332521,False,False
QQQ,short,PMH,Flat,0.272,1st,True,2025-12-17,0.5942566078396139,0.5942566078396139,0.6530292393841934,True,False
QQQ,short,PDH,Flat,0.272,1st,True,2025-12-17,0.5097955915753019,0.5097955915753019,0.6911651770395938,True,False
QQQ,long,PML,Gap Up,1.424,1st,True,2025-12-18,0.2727661112754228,0.2727661112754228,0.6967038022938659,True,False
QQQ,long,PML,Gap Up,1.424,2nd,True,2025-12-18,0.24805743104496097,0.24805743104496097,0.6718906575986122,True,False
QQQ,long,PML,Gap Up,1.424,3rd+,True,2025-12-18,0.649233247316784,0.7248401571308957,0.7429200703472958,True,False
QQQ,long,PML,Gap Up,1.424,3rd+,True,2025-12-18,0.26138418543482356,0.5671543646227265,0.5983889528193491,True,False
QQQ,long,PML,Gap Up,1.424,3rd+,True,2025-12-18,0.43463971736095564,0.5258401117410313,0.5759592473913394,True,False
QQQ,long,PML,Gap Up,1.424,3rd+,True,2025-12-18,0.3256150506512144,0.41935271674778885,0.5262465465070273,True,False
QQQ,long,PML,Gap Up,1.424,3rd+,True,2025-12-18,0.3152634866366426,0.3698346428219205,0.4766757618593605,False,False
QQQ,short,PMH,Gap Up,1.424,1st,True,2025-12-18,0.060476291659157404,0.060476291659157404,0.08090747127374363,False,False
QQQ,short,PMH,Gap Up,1.424,2nd,True,2025-12-18,0.08987074952204359,0.08987074952204359,0.11029591986796428,False,False
QQQ,short,PMH,Gap Up,1.424,3rd+,True,2025-12-18,0.08662324608356245,0.08662324608356245,0.7085127769288033,True,False
QQQ,short,PMH,Gap Up,1.424,3rd+,True,2025-12-18,0.723927182403514,0.723927182403514,0.723927182403514,True,False
QQQ,short,PMH,Gap Up,1.424,3rd+,True,2025-12-18,0.01471213260536042,0.10952365383985992,0.41357439435053656,False,False
QQQ,short,PMH,Gap Up,1.424,3rd+,True,2025-12-18,0.016346546791993908,0.11115651818552512,0.41520228851654495,False,False
QQQ,short,PMH,Gap Up,1.424,3rd+,True,2025-12-18,0.22890404015630503,0.39240692598223986,0.4937787151943202,False,False
QQQ,short,PDH,Gap Up,1.424,1st,True,2025-12-18,0.11594108233450413,0.15349946111890342,0.1739116235017376,False,False
QQQ,short,PDH,Gap Up,1.424,2nd,True,2025-12-18,0.2154468890774852,0.22279166938693865,0.7018345629039555,True,False
QQQ,short,PDH,Gap Up,1.424,3rd+,True,2025-12-18,0.18206162336918433,0.18206162336918433,0.8033571183645412,True,True
QQQ,short,PDH,Gap Up,1.424,3rd+,True,2025-12-18,0.22116310575022516,0.22116310575022516,0.8422152218975906,True,True
QQQ,short,PDH,Gap Up,1.424,3rd+,True,2025-12-18,0.02122760895478445,0.5788605672670203,0.8001175682957459,True,True
QQQ,short,PDH,Gap Up,1.424,3rd+,True,2025-12-18,0.07982383255604934,0.714823236733984,0.8307228709155672,True,True
QQQ,short,PDH,Gap Up,1.424,3rd+,True,2025-12-18,0.6741646398197867,0.832503550382792,0.832503550382792,True,True
QQQ,long,PML,Flat,0.486,1st,True,2025-12-19,0.5738132498695848,0.6814032342201275,0.6814032342201275,True,False
QQQ,long,1H_Sup,Flat,0.486,1st,True,2025-12-19,0.6643162602422307,0.8095844350863508,0.8095844350863508,True,True
QQQ,long,4H_Sup,Flat,0.486,1st,True,2025-12-19,0.49354160897823635,0.6010457218249726,0.6010457218249726,True,False
QQQ,long,4H_Sup,Flat,0.486,2nd,True,2025-12-19,0.4575429455344882,0.5650085484002324,0.5650085484002324,True,False
QQQ,long,4H_Sup,Flat,0.486,3rd+,True,2025-12-19,0.4689942678478366,0.5764721208962942,0.5764721208962942,True,False
QQQ,long,4H_Sup,Flat,0.486,3rd+,True,2025-12-19,0.477175382310321,0.5846619871993277,0.5846619871993277,True,False
QQQ,short,PMH,Flat,0.486,1st,True,2025-12-19,0.06978027327903405,0.08438544675602573,0.2985946577521067,False,False
QQQ,short,PMH,Flat,0.486,2nd,True,2025-12-19,0.11192577212562524,0.12652478588112717,0.3406436542953579,False,False
QQQ,short,PMH,Flat,0.486,3rd+,True,2025-12-19,0.10706464433450917,0.1784410738908302,0.335793657230927,False,False
QQQ,short,PMH,Flat,0.486,3rd+,True,2025-12-19,0.18326602766830397,0.35842293906810624,0.3811284646199294,False,False
QQQ,short,PMH,Flat,0.486,3rd+,True,2025-12-19,0.2196866772292837,0.34620440333592006,0.3689127131499303,False,False
QQQ,short,PMH,Flat,0.486,3rd+,True,2025-12-19,0.22628287792890042,0.22628287792890042,0.22628287792890042,False,False
QQQ,short,PMH,Flat,0.486,3rd+,True,2025-12-19,0.03325303940891359,0.03325303940891359,0.03325303940891359,False,False
QQQ,short,PMH,Flat,0.486,3rd+,True,2025-12-19,0.03397499310770611,0.03397499310770611,0.03397499310770611,False,False
QQQ,long,PML,Flat,-0.211,1st,True,2025-12-23,0.06935260152899321,0.11209315828522469,0.11209315828522469,False,False
QQQ,long,PML,Flat,-0.211,2nd,True,2025-12-23,0.050079157377800256,0.15185292882298707,0.26655035378501135,False,False
QQQ,long,PML,Flat,-0.211,3rd+,True,2025-12-23,0.08563857290589011,0.17450879007239545,0.28923216132367563,False,False
QQQ,long,PML,Flat,-0.211,3rd+,True,2025-12-23,0.16642699025674557,0.256911567483726,0.3005380600752983,False,False
QQQ,long,PDL,Flat,-0.211,1st,True,2025-12-23,0.06935260152899321,0.11209315828522469,0.11209315828522469,False,False
QQQ,long,PDL,Flat,-0.211,2nd,True,2025-12-23,0.050079157377800256,0.15185292882298707,0.26655035378501135,False,False
QQQ,long,PDL,Flat,-0.211,3rd+,True,2025-12-23,0.08563857290589011,0.17450879007239545,0.28923216132367563,False,False
QQQ,long,PDL,Flat,-0.211,3rd+,True,2025-12-23,0.16642699025674557,0.256911567483726,0.3005380600752983,False,False
QQQ,long,1H_Sup,Flat,-0.211,1st,True,2025-12-23,0.02256135883841013,0.035453563888938056,0.12569899924257857,False,False
QQQ,long,1H_Sup,Flat,-0.211,2nd,True,2025-12-23,0.037070466120802094,0.04996454129326695,0.14022306750046593,False,False
QQQ,long,1H_Sup,Flat,-0.211,3rd+,True,2025-12-23,0.038677861758877226,0.091859921677338,0.13214936100950025,False,False
QQQ,long,1H_Sup,Flat,-0.211,3rd+,True,2025-12-23,0.04835200257876614,0.12249173986622465,0.14183254089773475,False,False
QQQ,long,1H_Sup,Flat,-0.211,3rd+,True,2025-12-23,0.07736320412602216,0.13860907405913447,0.14183254089773475,False,False
QQQ,long,1H_Sup,Flat,-0.211,3rd+,True,2025-12-23,0.10795308069089311,0.11117556071153238,0.11117556071153238,False,False
QQQ,long,4H_Sup,Flat,-0.211,1st,True,2025-12-23,0.03944836691809888,0.04266864176857275,0.04266864176857275,False,False
QQQ,long,4H_Sup,Flat,-0.211,2nd,True,2025-12-23,0.013671607661889032,0.01690834869846266,0.06602307587017096,False,False
QQQ,long,4H_Sup,Flat,-0.211,3rd+,True,2025-12-23,0.01529926160930736,0.03623509328521995,0.07408063516091162,False,False
QQQ,long,4H_Sup,Flat,-0.211,3rd+,True,2025-12-23,0.06684488749332936,0.06684488749332936,0.09180503579847454,False,False
QQQ,short,PMH,Flat,-0.211,1st,True,2025-12-23,0.008849913512219101,0.008849913512219101,0.008849913512219101,False,False
QQQ,short,PDH,Flat,-0.211,1st,True,2025-12-23,0.04512344485269979,0.04512344485269979,0.04512344485269979,False,False
QQQ,long,PML,Flat,-0.021,1st,True,2025-12-24,0.04415542710341859,0.04415542710341859,0.08188824662812956,False,False
QQQ,long,PML,Flat,-0.021,2nd,True,2025-12-24,0.019269369731032444,0.09313528703332653,0.2127659574468158,False,False
QQQ,long,PML,Flat,-0.021,3rd+,True,2025-12-24,0.10438748634934332,0.12044709963384083,0.22483458598318418,False,False
QQQ,long,1H_Sup,Flat,-0.021,1st,True,2025-12-24,0.11148897943470276,0.11229105842344084,0.11229105842344084,False,False
QQQ,long,1H_Sup,Flat,-0.021,2nd,True,2025-12-24,0.11309495163386767,0.11389704348942625,0.11389704348942625,False,False
QQQ,long,1H_Sup,Flat,-0.021,3rd+,True,2025-12-24,0.10827718960540074,0.10907924286173624,0.12351620147577508,False,False
QQQ,long,1H_Sup,Flat,-0.021,3rd+,True,2025-12-24,0.036895633481988224,0.036895633481988224,0.036895633481988224,False,False
QQQ,long,4H_Sup,Flat,-0.021,1st,True,2025-12-24,0.11148897943470276,0.11229105842344084,0.11229105842344084,False,False
QQQ,long,4H_Sup,Flat,-0.021,2nd,True,2025-12-24,0.11309495163386767,0.11389704348942625,0.11389704348942625,False,False
QQQ,long,4H_Sup,Flat,-0.021,3rd+,True,2025-12-24,0.10827718960540074,0.10907924286173624,0.12351620147577508,False,False
QQQ,long,4H_Sup,Flat,-0.021,3rd+,True,2025-12-24,0.036895633481988224,0.036895633481988224,0.036895633481988224,False,False
QQQ,short,PMH,Flat,-0.021,1st,True,2025-12-24,0.045121951219514206,0.045121951219514206,0.045121951219514206,False,False
QQQ,long,PML,Flat,-0.171,1st,True,2025-12-30,0.05963605886240263,0.21275566945506344,0.21275566945506344,False,False
QQQ,long,PML,Flat,-0.171,2nd,True,2025-12-30,0.2111404809489951,0.2111404809489951,0.2111404809489951,False,False
QQQ,long,PML,Flat,-0.171,3rd+,True,2025-12-30,0.1982943461929127,0.2587499395444096,0.30469619049154206,False,False
QQQ,long,PML,Flat,-0.171,3rd+,True,2025-12-30,0.07497641870700636,0.11689871733888679,0.11689871733888679,False,False
QQQ,long,PML,Flat,-0.171,3rd+,True,2025-12-30,0.04676287994841205,0.04676287994841205,0.04676287994841205,False,False
QQQ,long,PML,Flat,-0.171,3rd+,True,2025-12-30,0.02660475015720402,0.02660475015720402,0.02660475015720402,False,False
QQQ,long,PDL,Flat,-0.171,1st,True,2025-12-30,0.2614379928167516,0.2646632332906784,0.2646632332906784,False,False
QQQ,long,PDL,Flat,-0.171,2nd,True,2025-12-30,0.31785472264352305,0.31785472264352305,0.31785472264352305,False,False
QQQ,long,PDL,Flat,-0.171,3rd+,True,2025-12-30,0.2693362581177116,0.2693362581177116,0.2693362581177116,False,False
QQQ,long,PDL,Flat,-0.171,3rd+,True,2025-12-30,0.11194643865451077,0.11194643865451077,0.26942002097280937,False,False
QQQ,long,PDL,Flat,-0.171,3rd+,True,2025-12-30,0.22101408359817454,0.2661848452094758,0.37265878329326235,False,False
QQQ,long,PDL,Flat,-0.171,3rd+,True,2025-12-30,0.10325911584383672,0.10325911584383672,0.10325911584383672,False,False
QQQ,long,PDL,Flat,-0.171,3rd+,True,2025-12-30,0.0,0.0,0.0,False,False
QQQ,short,PMH,Flat,-0.171,1st,True,2025-12-30,0.22383973718960132,0.22383973718960132,0.2254500950111078,False,False
QQQ,short,PMH,Flat,-0.171,2nd,True,2025-12-30,0.08052048441123422,0.1191542128317499,0.15298892038135234,False,False
QQQ,short,PDH,Flat,-0.171,1st,True,2025-12-30,0.16486388676665362,0.2131167316739789,0.27584543005348533,False,False
QQQ,long,PML,Flat,0.008,1st,True,2025-12-31,0.10893069081567286,0.10893069081567286,0.10893069081567286,False,False
QQQ,long,PML,Flat,0.008,2nd,True,2025-12-31,0.10242070523971249,0.10242070523971249,0.10242070523971249,False,False
QQQ,short,PMH,Flat,0.008,1st,True,2025-12-31,0.20438234678397246,0.20438234678397246,0.25307329264439243,False,False
QQQ,long,PML,Flat,0.244,1st,True,2026-01-06,0.20486514388954954,0.4081171764098733,0.4307007355787961,False,False
QQQ,long,PML,Flat,0.244,2nd,True,2026-01-06,0.37607334237201256,0.46646006843568016,0.48905674995159254,False,False
QQQ,long,PML,Flat,0.244,3rd+,True,2026-01-06,0.3855460558154519,0.41135667043072566,0.4339409582190764,False,False
QQQ,long,PML,Flat,0.244,3rd+,True,2026-01-06,0.19368220557852378,0.23243801652893442,0.25826446280992105,False,False
QQQ,long,1H_Sup,Flat,0.244,1st,True,2026-01-06,0.20486514388954954,0.4081171764098733,0.4307007355787961,False,False
QQQ,long,1H_Sup,Flat,0.244,2nd,True,2026-01-06,0.37607334237201256,0.46646006843568016,0.48905674995159254,False,False
QQQ,long,1H_Sup,Flat,0.244,3rd+,True,2026-01-06,0.3855460558154519,0.41135667043072566,0.4339409582190764,False,False
QQQ,long,1H_Sup,Flat,0.244,3rd+,True,2026-01-06,0.19368220557852378,0.23243801652893442,0.25826446280992105,False,False
QQQ,long,4H_Sup,Flat,0.244,1st,True,2026-01-06,0.23672259976167143,0.23672259976167143,0.25926760926278036,False,False
QQQ,long,4H_Sup,Flat,0.244,2nd,True,2026-01-06,0.11595323219633355,0.23029600283440427,0.2971301575031265,False,False
QQQ,long,4H_Sup,Flat,0.244,3rd+,True,2026-01-06,0.14172518198801706,0.30036075500869824,0.30036075500869824,False,False
QQQ,short,PMH,Flat,0.244,1st,True,2026-01-06,0.0032103759350190714,0.0032103759350190714,0.0032103759350190714,False,False
QQQ,short,PMH,Flat,0.244,2nd,True,2026-01-06,0.008025553361897003,0.008025553361897003,0.008025553361897003,False,False
QQQ,short,PDH,Flat,0.244,1st,True,2026-01-06,0.15496368038741506,0.15496368038741506,0.15496368038741506,False,False
QQQ,short,PDH,Flat,0.244,2nd,True,2026-01-06,0.17268927228418682,0.17268927228418682,0.17268927228418682,False,False
QQQ,short,PDH,Flat,0.244,3rd+,True,2026-01-06,0.043579314352117926,0.043579314352117926,0.043579314352117926,False,False
QQQ,long,PML,Flat,-0.099,1st,True,2026-01-07,0.1907693294217693,0.2180220907677285,0.2933679603712854,False,False
QQQ,long,PML,Flat,-0.099,2nd,True,2026-01-07,0.20361374312602917,0.22766261042437577,0.31423853269844904,False,False
QQQ,long,1H_Sup,Flat,-0.099,1st,True,2026-01-07,0.07037185125950493,0.16313474610155648,0.16953218712514123,False,False
QQQ,long,1H_Sup,Flat,-0.099,2nd,True,2026-01-07,0.18079999999999927,0.20959999999999127,0.3455999999999949,False,False
QQQ,long,1H_Sup,Flat,-0.099,3rd+,True,2026-01-07,0.057600921614748016,0.057600921614748016,0.057600921614748016,False,False
QQQ,long,4H_Sup,Flat,-0.099,1st,True,2026-01-07,0.07037185125950493,0.16313474610155648,0.16953218712514123,False,False
QQQ,long,4H_Sup,Flat,-0.099,2nd,True,2026-01-07,0.18079999999999927,0.20959999999999127,0.3455999999999949,False,False
QQQ,long,4H_Sup,Flat,-0.099,3rd+,True,2026-01-07,0.057600921614748016,0.057600921614748016,0.057600921614748016,False,False
QQQ,short,PMH,Flat,-0.099,1st,True,2026-01-07,0.020738282870177625,0.020738282870177625,0.020738282870177625,False,False
QQQ,short,PMH,Flat,-0.099,2nd,True,2026-01-07,0.07817859820987111,0.07817859820987111,0.21219905228392033,False,False
QQQ,short,PMH,Flat,-0.099,3rd+,True,2026-01-07,0.23448341867252295,0.23448341867252295,0.23448341867252295,False,False
QQQ,short,PDH,Flat,-0.099,1st,True,2026-01-07,0.022482736470226437,0.022482736470226437,0.022482736470226437,False,False
QQQ,long,PML,Flat,-0.171,1st,True,2026-01-08,0.22618586015251022,0.29727284477186217,0.36997544267803467,False,False
QQQ,long,PML,Flat,-0.171,2nd,True,2026-01-08,0.20509342247629828,0.3262115853560037,0.3262115853560037,False,False
QQQ,long,PML,Flat,-0.171,3rd+,True,2026-01-08,0.23730728872385398,0.2905803535394228,0.2905803535394228,False,False
QQQ,long,PML,Flat,-0.171,3rd+,True,2026-01-08,0.20917798704549567,0.20917798704549567,0.2148314461548284,False,False
QQQ,long,PML,Flat,-0.171,3rd+,True,2026-01-08,0.10986170350264152,0.10986170350264152,0.14863642238593108,False,False
QQQ,short,PMH,Flat,-0.171,1st,True,2026-01-08,0.6205710796522873,0.7038066620603209,0.7279096299391137,True,False
QQQ,long,PML,Flat,0.097,1st,True,2026-01-09,0.46585102438866904,0.46585102438866904,0.7753437464738696,True,True
QQQ,long,PML,Flat,0.097,2nd,True,2026-01-09,0.6270855834797586,0.8076346460754745,0.8447116857156689,True,True
QQQ,long,1H_Sup,Flat,0.097,1st,True,2026-01-09,0.11083091058032685,0.11083091058032685,0.4449298874022169,False,False
QQQ,long,1H_Sup,Flat,0.097,2nd,True,2026-01-09,0.04339092004820921,0.2507030936118836,0.4965849738850996,False,False
QQQ,long,1H_Sup,Flat,0.097,3rd+,True,2026-01-09,0.43392314738921806,0.4998151808816697,0.5865998103595097,True,False
QQQ,long,4H_Sup,Flat,0.097,1st,True,2026-01-09,0.11083091058032685,0.11083091058032685,0.4449298874022169,False,False
QQQ,long,4H_Sup,Flat,0.097,2nd,True,2026-01-09,0.04339092004820921,0.2507030936118836,0.4965849738850996,False,False
QQQ,long,4H_Sup,Flat,0.097,3rd+,True,2026-01-09,0.43392314738921806,0.4998151808816697,0.5865998103595097,True,False
QQQ,short,PMH,Flat,0.097,1st,True,2026-01-09,0.027914470063717497,0.027914470063717497,0.027914470063717497,False,False
QQQ,short,PMH,Flat,0.097,2nd,True,2026-01-09,0.02233211038442915,0.02233211038442915,0.02233211038442915,False,False
QQQ,short,PDH,Flat,0.097,1st,True,2026-01-09,0.05396306349115613,0.2794803437527708,0.2794803437527708,False,False
QQQ,short,PDH,Flat,0.097,2nd,True,2026-01-09,0.3669488524801375,0.3669488524801375,0.3669488524801375,False,False
QQQ,short,PDH,Flat,0.097,3rd+,True,2026-01-09,0.42464211034262506,0.42464211034262506,0.42464211034262506,False,False
QQQ,short,PDH,Flat,0.097,3rd+,True,2026-01-09,0.01446596479949077,0.01446596479949077,0.01446596479949077,False,False
QQQ,long,PML,Flat,0.003,1st,True,2026-01-13,0.1296394103807652,0.1296394103807652,0.294489524815549,False,False
QQQ,long,PML,Flat,0.003,2nd,True,2026-01-13,0.07838369619119369,0.1743637323436776,0.3519267992257683,False,False
QQQ,long,PML,Flat,0.003,3rd+,True,2026-01-13,0.23049957581674335,0.3073327677556639,0.5570406415571555,True,False
QQQ,long,PML,Flat,0.003,3rd+,True,2026-01-13,0.2208565392740534,0.2896741565840768,0.632161833429347,True,False
QQQ,long,PML,Flat,0.003,3rd+,True,2026-01-13,0.04801997631013774,0.09283862086628693,0.11524794314435242,False,False
QQQ,long,PML,Flat,0.003,3rd+,True,2026-01-13,0.09283862086628693,0.10244261612830718,0.1520632583154665,False,False
QQQ,long,PML,Flat,0.003,3rd+,True,2026-01-13,0.06560314895114455,0.11520552986543789,0.11520552986543789,False,False
QQQ,long,PML,Flat,0.003,3rd+,True,2026-01-13,0.019207990524058735,0.019207990524058735,0.29452252136889456,False,False
QQQ,long,PML,Flat,0.003,3rd+,True,2026-01-13,0.006401843730988703,0.006401843730988703,0.2816811241637577,False,False
QQQ,long,PML,Flat,0.003,3rd+,True,2026-01-13,0.02721480485385214,0.05923222232894768,0.30736720776103366,False,False
QQQ,long,PML,Flat,0.003,3rd+,True,2026-01-13,0.014406684701688486,0.16967873093114333,0.29933889324646706,False,False
QQQ,long,PML,Flat,0.003,3rd+,True,2026-01-13,0.2977333845562834,0.2977333845562834,0.2977333845562834,False,False
QQQ,short,PMH,Flat,0.003,1st,True,2026-01-13,0.18942710240207167,0.39318062431353007,0.6797090145015172,True,False
QQQ,short,PMH,Flat,0.003,2nd,True,2026-01-13,0.2211685336048858,0.3309572301425727,0.5759928716904285,True,False
QQQ,short,PDH,Flat,0.003,1st,True,2026-01-13,0.2915405448462706,0.4046519037757013,0.6085709733949418,True,False
QQQ,short,PDH,Flat,0.003,2nd,True,2026-01-13,0.28041999267083967,0.48276851010945504,0.5974857798384399,True,False
QQQ,short,PDH,Flat,0.003,3rd+,True,2026-01-13,0.2470434477702264,0.5004622103216325,0.564215358133302,True,False
QQQ,short,PDH,Flat,0.003,3rd+,True,2026-01-13,0.2833115748599247,0.5908086727564772,0.6003681680278823,True,False
QQQ,short,PDH,Flat,0.003,3rd+,True,2026-01-13,0.23253591564999146,0.23253591564999146,0.47781352530818966,False,False
QQQ,short,PDH,Flat,0.003,3rd+,True,2026-01-13,0.17211703958692562,0.31236055332441454,0.4175431886275267,False,False
QQQ,short,PDH,Flat,0.003,3rd+,True,2026-01-13,0.1498127340824057,0.4016256275400582,0.4127818949717159,False,False
QQQ,long,PML,Gap Down,-0.685,1st,True,2026-01-14,0.15268415495818316,0.15268415495818316,0.16403800860879006,False,False
QQQ,long,PML,Gap Down,-0.685,2nd,True,2026-01-14,0.16570008285003845,0.16570008285003845,0.17705541205710856,False,False
QQQ,long,PML,Gap Down,-0.685,3rd+,True,2026-01-14,0.1429546119107176,0.17542805159361127,0.17542805159361127,False,False
QQQ,long,PML,Gap Down,-0.685,3rd+,True,2026-01-14,0.1591573544698615,0.1591573544698615,0.1591573544698615,False,False
QQQ,long,PML,Gap Down,-0.685,3rd+,True,2026-01-14,0.08119519324455993,0.1315362130561967,0.2029879831113998,False,False
QQQ,long,PML,Gap Down,-0.685,3rd+,True,2026-01-14,0.21112464474217696,0.21112464474217696,0.23386114494519766,False,False
QQQ,long,PML,Gap Down,-0.685,3rd+,True,2026-01-14,0.2200764989158438,0.2200764989158438,0.25093593418818716,False,False
QQQ,short,PMH,Gap Down,-0.685,1st,True,2026-01-14,0.3299639454030316,0.6486608292557258,0.6486608292557258,True,False
QQQ,long,1H_Sup,Gap Up,1.058,1st,True,2026-01-15,0.0965763677628121,0.0965763677628121,0.0965763677628121,False,False
QQQ,long,4H_Sup,Gap Up,1.058,1st,True,2026-01-15,0.0965763677628121,0.0965763677628121,0.0965763677628121,False,False
QQQ,short,PMH,Gap Up,1.058,1st,True,2026-01-15,0.03518254945545627,0.03518254945545627,0.03518254945545627,False,False
QQQ,short,PDH,Gap Up,1.058,1st,True,2026-01-15,0.017662279221515958,0.192854732172998,0.2378541696800248,False,False
QQQ,short,PDH,Gap Up,1.058,2nd,True,2026-01-15,0.23133644994940392,0.24418847494658086,0.2763185374395597,False,False
QQQ,long,PML,Gap Up,0.623,1st,True,2026-01-16,0.07227438453844079,0.23231052173070385,0.4041235117607195,False,False
QQQ,long,PML,Gap Up,0.623,2nd,True,2026-01-16,0.2128963581820022,0.30482887648785306,0.4322441211573923,False,False
QQQ,long,PDL,Gap Up,0.623,1st,True,2026-01-16,0.03858831095747393,0.03858831095747393,0.03858831095747393,False,False
QQQ,long,PDL,Gap Up,0.623,2nd,True,2026-01-16,0.11097083396995017,0.14715697548189122,0.14715697548189122,False,False
QQQ,long,PDL,Gap Up,0.623,3rd+,True,2026-01-16,0.035384565895716424,0.035384565895716424,0.035384565895716424,False,False
QQQ,long,PDL,Gap Up,0.623,3rd+,True,2026-01-16,0.05951978900308666,0.05951978900308666,0.12061562213537898,False,False
QQQ,long,PDL,Gap Up,0.623,3rd+,True,2026-01-16,0.06434751841488402,0.06434751841488402,0.12544629933416526,False,False
QQQ,long,PDL,Gap Up,0.623,3rd+,True,2026-01-16,0.03217145245828168,0.03217145245828168,0.09325058683557787,False,False
QQQ,long,PDL,Gap Up,0.623,3rd+,True,2026-01-16,0.05388407685315747,0.13752503196852278,0.13752503196852278,False,False
QQQ,long,PDL,Gap Up,0.623,3rd+,True,2026-01-16,0.12544629933416526,0.12544629933416526,0.12544629933416526,False,False
QQQ,long,PDL,Gap Up,0.623,3rd+,True,2026-01-16,0.05146597616482784,0.05227013204240241,0.0562909114302753,False,False
QQQ,long,PDL,Gap Up,0.623,3rd+,True,2026-01-16,0.06031654120826095,0.06031654120826095,0.0643376439554747,False,False
QQQ,long,PDL,Gap Up,0.623,3rd+,True,2026-01-16,0.05387931034483344,0.05387931034483344,0.057900154400413927,False,False
QQQ,long,PDL,Gap Up,0.623,3rd+,True,2026-01-16,0.034572586351069634,0.03859265453142232,0.03859265453142232,False,False
QQQ,long,PDL,Gap Up,0.623,3rd+,True,2026-01-16,0.011254200228289254,0.020900657566841178,0.020900657566841178,False,False
QQQ,long,PDL,Gap Up,0.623,3rd+,True,2026-01-16,0.0562909114302753,0.0562909114302753,0.0562909114302753,False,False
QQQ,long,PDL,Gap Up,0.623,3rd+,True,2026-01-16,0.032962703906488984,0.032962703906488984,0.032962703906488984,False,False
QQQ,long,PDL,Gap Up,0.623,3rd+,True,2026-01-16,0.040195589583553654,0.040195589583553654,0.040195589583553654,False,False
QQQ,short,PMH,Gap Up,0.623,1st,True,2026-01-16,0.3664469052038603,0.5040645202585895,0.9665237150355188,True,True
QQQ,long,PML,Flat,0.196,1st,True,2026-01-21,0.39554884453782857,0.6138392857142873,1.0356486344537912,True,True
QQQ,long,PML,Flat,0.196,2nd,True,2026-01-21,0.5726568653189642,0.5874245208716078,1.0501443948542886,True,True
QQQ,long,PML,Flat,0.196,3rd+,True,2026-01-21,0.17044951011766593,0.17044951011766593,0.28229366681437024,False,False
QQQ,long,PML,Flat,0.196,3rd+,True,2026-01-21,0.3087433488799835,0.3358405044997821,0.4861065493004067,False,False
QQQ,long,PDL,Flat,0.196,1st,True,2026-01-21,0.7401194059308235,0.8239996052696488,1.2878077663196397,True,True
QQQ,long,1H_Sup,Flat,0.196,1st,True,2026-01-21,0.5000409869661372,0.6426756291499236,1.0197557176817629,True,True
