date,attn_growth,price_growth,attn_4wk,fwd_1wk,fwd_2wk,fwd_1mo,fwd_3mo,sym
2026-02-02,60.1,7.6,68.2,3.58,6.05,-2.16,1.84,FCX
2025-12-08,61.8,8.4,52.0,-1.18,-1.82,1.6,-17.47,FISV
2024-04-15,71.2,6.2,33.2,1.2,1.47,5.77,2.86,FNV
2024-05-06,306.7,8.3,89.5,0.53,-4.53,-8.01,-4.95,FNV
2024-05-13,181.8,5.8,95.5,-5.04,-3.64,-9.57,-4.92,FNV
2026-01-05,82.4,6.3,63.8,6.55,11.79,1.45,14.52,FNV
2026-01-12,87.9,15.0,72.8,4.92,-3.85,3.46,7.87,FNV
2026-01-19,84.2,17.6,80.5,-8.36,-9.26,1.82,-5.09,FNV
2026-01-26,56.4,12.4,84.2,-0.97,7.6,19.73,-3.22,FNV
2026-02-02,50.7,31.5,84.5,7.13,4.73,-5.85,63.77,FORM
2025-02-10,66.7,15.9,12.8,2.37,3.54,-5.57,1.3,FOXA
2025-02-24,164.5,12.5,19.5,-3.35,-8.8,-4.52,-4.16,FOXA
2025-03-03,90.0,5.5,18.0,-5.64,-3.61,-10.24,-1.86,FOXA
2025-12-08,51.2,9.7,14.5,0.94,4.5,3.63,-18.89,FOXA
2025-12-15,92.7,9.3,18.8,3.53,2.77,0.31,-19.04,FOXA
2025-12-22,94.9,13.4,18.0,-0.73,-0.83,-1.91,-20.05,FOXA
2024-03-04,55.2,5.8,10.2,5.88,15.26,28.24,45.07,FTAI
2024-05-13,56.2,14.6,11.5,7.96,7.77,8.08,45.09,FTAI
2025-07-28,50.7,19.5,27.2,-0.92,5.39,12.28,26.18,FTAI
2025-08-04,73.6,22.6,30.2,6.36,8.8,13.43,20.8,FTAI
2025-08-11,62.8,27.4,30.8,2.29,6.54,18.87,9.62,FTAI
2025-08-18,72.0,26.3,31.2,4.16,4.26,21.11,6.85,FTAI
2026-01-12,92.8,62.4,32.2,6.72,-0.51,2.24,-5.17,FTAI
2026-01-19,170.7,67.7,38.2,-6.77,-6.67,-0.81,-20.15,FTAI
2026-01-26,85.2,29.5,36.5,0.11,2.77,12.29,-11.74,FTAI
2024-07-08,68.1,22.5,18.8,-2.87,-6.07,-15.72,2.53,GLW
2024-07-15,50.0,10.6,18.5,-3.29,-12.12,-9.28,6.01,GLW
2025-01-27,52.8,9.6,12.8,1.71,0.88,-3.71,-11.63,GLW
2025-02-03,74.3,12.4,14.2,-0.81,-2.79,-12.79,-14.41,GLW
2025-02-10,75.0,5.4,14.8,-2.0,-4.55,-10.51,-7.69,GLW
2025-08-04,104.8,27.5,20.5,-0.5,0.0,8.68,30.5,GLW
2025-08-11,109.1,21.2,22.0,0.5,2.43,18.21,25.91,GLW
2025-08-18,113.6,18.8,22.5,1.92,8.68,21.46,21.72,GLW
2026-01-26,52.1,13.9,26.8,18.31,29.26,45.65,53.56,GLW
2026-02-02,85.9,43.3,32.0,9.25,14.2,1.11,53.31,GLW
2026-02-09,113.7,41.7,38.0,4.53,12.68,-3.07,43.99,GLW
2026-02-16,125.0,49.5,41.8,7.79,-11.46,-10.54,39.35,GLW
2026-02-23,64.0,45.6,44.5,-17.86,-13.98,-8.85,20.69,GLW
2024-06-10,59.4,7.1,60.8,-5.12,20.59,19.21,18.52,GRND
2024-06-24,64.4,28.8,71.8,-2.21,-1.14,-6.54,-1.55,GRND
2024-07-01,60.9,26.3,73.0,1.09,-3.26,-7.69,-2.09,GRND
2025-07-14,75.2,6.5,52.0,0.78,-4.01,-0.84,-6.41,HBAN
2026-02-02,68.5,5.6,59.2,-10.43,-6.54,-15.36,-15.5,HBAN
2025-10-20,138.9,7.6,20.5,-1.47,-2.58,-0.24,-12.79,HDB
2025-10-27,189.2,5.8,25.8,-1.13,0.61,1.66,-10.6,HDB
2024-05-20,65.3,35.0,50.2,15.05,23.16,31.22,-0.89,HIMS
2025-02-17,62.1,59.6,69.5,-8.5,-27.05,-29.48,11.26,HIMS
2025-02-24,96.4,20.9,81.0,-20.27,-26.5,-35.37,25.44,HIMS
2025-04-28,68.1,9.4,47.8,0.37,0.93,6.07,-9.72,HLN
2025-05-05,52.0,8.0,45.8,0.56,3.72,3.07,-11.17,HLN
2025-05-12,53.2,6.9,46.5,3.15,5.09,0.65,-10.65,HLN
2025-05-19,54.8,10.7,47.0,1.89,-0.63,-6.55,-11.31,HLN
2025-04-14,63.6,38.9,83.2,-12.25,-14.25,-17.61,-20.57,HMY
2025-04-21,56.8,10.3,86.0,-2.27,2.4,2.86,-8.9,HMY
2024-05-27,97.1,29.5,33.5,-0.14,-2.71,-3.32,-0.12,HPQ
2024-06-03,119.4,22.6,38.5,-2.58,0.54,-4.27,-6.5,HPQ
2024-06-10,102.5,13.9,39.5,3.21,-0.62,4.23,-5.45,HPQ
2024-06-17,86.4,11.9,40.0,-3.71,-4.78,2.14,-3.63,HPQ
2024-04-15,192.3,67.4,18.0,3.56,-11.23,-1.64,-30.14,HYMC
2024-04-22,176.7,71.0,19.8,-14.29,-13.76,-5.56,-31.22,HYMC
2025-06-09,55.2,6.7,10.2,8.24,-0.16,26.66,106.46,HYMC
2025-06-16,55.2,8.1,10.2,-7.76,-6.27,9.55,92.84,HYMC
2025-09-15,60.6,52.0,12.2,-6.19,-3.41,20.74,154.18,HYMC
2025-09-22,65.7,33.2,13.5,2.97,22.94,14.85,312.71,HYMC
2025-12-22,108.5,113.8,36.0,-2.44,8.48,102.52,32.15,HYMC
2025-12-29,106.2,113.1,40.8,11.19,41.93,53.07,47.58,HYMC
2026-01-05,135.7,102.5,48.5,27.64,86.69,27.5,38.22,HYMC
2026-01-12,163.6,110.9,57.0,46.26,7.85,2.66,27.55,HYMC
2026-01-19,63.5,102.5,59.5,-26.26,-31.71,-18.91,-24.9,HYMC
2026-01-26,80.8,53.1,74.5,-7.39,-4.82,34.86,3.69,HYMC
2026-02-02,61.1,27.5,78.8,2.78,18.73,12.14,11.13,HYMC
2024-07-29,78.1,12.6,13.2,4.24,9.01,-13.78,-30.39,IMCC
2024-06-03,76.6,8.9,48.0,-1.22,0.28,7.88,25.15,INFY
2024-06-10,87.4,6.0,47.2,1.52,4.67,14.67,30.41,INFY
2024-06-17,67.0,6.1,45.8,3.1,7.59,20.04,26.52,INFY
2025-06-02,79.1,5.5,50.5,1.21,-2.86,4.18,-10.0,INFY
2025-12-22,58.6,7.5,38.2,-3.41,-5.11,-2.93,-31.72,INFY
2025-02-10,55.6,9.8,37.5,5.38,0.55,1.91,-8.22,INTC
2025-02-17,58.6,19.4,43.0,-4.58,-17.01,-2.45,-19.38,INTC
2025-08-11,58.3,6.3,39.8,0.98,-0.86,-1.95,44.63,INTC
2025-08-18,59.7,19.8,46.5,-1.81,-1.25,19.27,39.11,INTC
2025-08-25,56.2,26.1,49.0,0.57,-1.11,45.79,66.57,INTC
2026-01-19,70.6,24.5,45.5,3.11,12.25,-2.13,83.14,INTC
2026-01-26,122.1,18.0,51.8,8.87,0.69,-1.85,114.37,INTC
2026-02-02,92.6,11.1,51.0,-7.51,-12.81,-14.17,146.93,INTC
2024-10-07,51.4,37.4,12.2,24.77,59.1,132.55,203.28,IONQ
2024-10-14,75.0,61.8,14.8,27.52,11.65,119.1,192.41,IONQ
2024-10-21,105.0,74.7,19.5,-12.44,46.17,87.5,140.33,IONQ
2024-10-28,97.9,59.5,22.8,66.94,96.23,145.79,165.93,IONQ
2024-11-04,126.4,132.6,29.0,17.55,28.28,53.17,63.65,IONQ
2024-11-11,130.2,119.1,35.2,9.13,25.26,16.09,28.55,IONQ
2024-11-18,98.8,87.5,39.8,14.78,19.4,39.69,-0.19,IONQ
2024-11-25,83.2,145.8,42.5,4.03,-7.32,24.6,-32.68,IONQ
2025-05-26,50.4,30.5,43.8,-3.27,-6.2,-0.22,5.95,IONQ
2025-06-02,52.5,24.8,44.8,-3.02,3.43,13.76,7.12,IONQ
2025-06-09,67.7,8.1,52.2,6.66,6.37,10.49,46.96,IONQ
2025-09-29,92.2,75.3,73.0,-3.59,-14.11,-14.87,-36.18,IONQ
2025-10-06,122.1,27.0,81.8,-10.91,-14.65,-16.11,-30.01,IONQ
2024-10-28,152.5,10.6,24.2,1.91,-10.74,-5.16,-10.89,IPGP
2024-11-04,217.5,10.9,30.8,-12.41,-7.24,-8.57,-17.83,IPGP
2025-03-24,108.9,11.9,28.2,-19.98,-17.44,-10.72,5.2,IPGP
2025-05-19,52.4,11.1,15.0,2.57,6.72,2.18,27.18,IPGP
2025-11-03,146.9,9.0,18.8,-9.38,-14.76,-6.85,24.64,IPGP
2026-01-12,106.2,7.8,15.5,5.74,13.04,88.27,52.93,IPGP
2026-02-02,73.1,44.0,28.0,40.42,21.9,10.12,-4.67,IPGP
2026-02-09,186.4,88.3,46.2,-13.18,-14.51,-27.91,-33.23,IPGP
2026-02-16,237.3,54.6,48.8,-1.53,-9.67,-13.67,-10.94,IPGP
2026-02-23,180.5,42.4,60.0,-8.26,-15.67,-12.06,-12.96,IPGP
2025-07-07,100.0,65.1,11.0,10.54,9.18,13.68,268.27,IREN
2025-07-14,120.0,71.3,12.8,-1.23,-14.16,9.75,238.46,IREN
2025-07-21,81.8,26.6,14.0,-13.09,4.12,20.94,254.97,IREN
2025-09-08,55.6,72.5,20.0,13.78,23.26,76.0,18.17,IREN
2025-09-15,98.0,80.3,23.8,8.33,30.59,57.14,3.31,IREN
2025-09-22,98.4,58.1,29.8,20.54,42.79,50.26,-3.73,IREN
2025-09-29,102.9,93.0,34.5,18.45,20.33,20.39,-15.38,IREN
2025-10-06,110.7,76.0,43.2,1.59,5.24,4.37,-22.99,IREN
2025-10-13,110.1,57.1,51.0,3.59,0.05,-23.63,-4.78,IREN
2025-10-20,67.5,50.3,50.5,-3.42,-0.83,-32.81,-9.89,IREN
2026-02-09,67.3,24.2,91.0,3.82,-1.2,-12.85,-13.57,ITUB
2025-07-14,129.4,9.6,18.5,2.59,-1.45,10.47,-17.44,JHX
2025-08-11,53.8,10.5,29.0,-29.3,-30.61,-31.09,-42.47,JHX
2024-10-14,60.7,8.7,23.5,-8.02,-13.19,2.14,45.63,JOBY
2025-06-02,54.8,19.8,27.2,5.91,5.17,29.93,65.76,JOBY
2025-06-09,67.9,16.4,33.0,-0.7,9.77,40.0,62.79,JOBY
2025-06-16,72.6,28.8,35.2,10.54,23.54,108.2,94.15,JOBY
2025-07-14,50.3,108.2,53.5,1.8,-3.49,-6.47,-11.92,JOBY
2025-07-21,95.7,91.7,67.0,-5.19,-8.07,-17.4,-10.88,JOBY
2025-07-28,108.6,62.7,77.8,-3.03,-3.09,-17.54,1.05,JOBY
2025-08-04,143.7,38.2,91.0,-0.06,-10.16,-19.11,-10.46,JOBY
2024-07-15,75.9,16.9,48.2,7.23,-6.71,-6.67,-1.03,KAI
2024-07-22,126.4,21.2,61.2,-13.0,-17.19,-10.0,-10.98,KAI
2024-11-11,52.5,19.4,37.5,6.92,5.34,-5.6,-0.78,KAI
2024-11-18,101.9,32.4,51.5,-1.48,-2.59,-17.17,-8.63,KAI
2024-11-25,134.5,20.2,63.5,-1.12,-10.38,-15.02,-9.2,KAI
2024-06-03,395.8,38.7,28.8,19.58,22.5,11.25,-25.42,KEEL
2024-06-10,395.8,64.0,28.8,2.44,-10.45,-11.85,-28.92,KEEL
2024-06-17,395.8,45.5,28.8,-12.59,-9.18,-5.1,-31.97,KEEL
2024-06-24,395.8,14.7,28.8,3.89,-1.56,4.67,-12.45,KEEL
2025-08-11,55.8,26.1,56.2,1.4,8.29,20.62,31.82,KGC
2025-02-03,76.0,9.5,32.0,0.41,0.88,-4.65,-6.01,KLAC
2026-01-05,53.8,17.3,39.0,11.99,8.06,3.07,24.25,KLAC
2026-01-12,65.2,25.9,46.5,-3.51,-8.92,-6.61,14.41,KLAC
2026-01-19,66.4,18.2,49.8,-5.61,-4.62,-1.11,28.08,KLAC
2026-01-26,112.6,12.0,66.5,1.05,2.53,6.9,21.05,KLAC
2025-11-17,66.7,12.4,56.5,5.93,5.65,3.98,28.38,KNF
2024-07-22,52.5,5.3,67.2,3.4,2.43,4.09,0.49,KO
2024-08-05,50.5,7.8,69.8,0.73,1.62,3.58,-6.29,KO
2024-07-15,57.4,40.6,41.5,-3.43,-10.86,-10.0,-24.86,LCID
2024-07-22,59.1,29.5,42.8,-7.69,-5.62,24.26,-26.04,LCID
2024-07-29,75.2,6.5,45.0,2.24,0.96,28.85,-29.49,LCID
2025-07-14,54.5,38.8,50.0,-3.95,-20.39,-28.29,-35.43,LCID
2025-07-21,90.2,37.7,61.8,-17.12,-27.05,-30.48,-36.71,LCID
2025-07-28,121.6,12.0,68.2,-11.98,-9.92,-18.18,-26.65,LCID
2024-02-26,95.5,5.4,31.8,5.02,-4.02,-3.01,-2.42,LMND
2024-03-04,115.4,7.3,34.0,-8.61,-9.23,-5.85,-9.74,LMND
2024-11-04,97.8,63.5,21.2,17.09,73.28,65.37,29.15,LMND
2024-11-11,120.4,79.1,26.0,47.99,55.59,25.86,8.47,LMND
2024-11-18,258.0,167.4,43.8,5.13,-4.57,-15.71,-32.18,LMND
2024-11-25,162.0,114.5,45.5,-9.23,-19.11,-23.95,-29.84,LMND
2024-12-02,119.1,65.4,47.8,-10.89,-11.67,-19.31,-23.11,LMND
2024-12-09,78.7,25.9,47.2,-0.88,-5.99,-22.91,-16.56,LMND
2025-02-24,55.7,9.4,29.8,-0.52,-3.8,-10.67,-7.84,LMND
2025-06-02,62.1,28.4,25.8,1.48,11.11,6.52,26.0,LMND
2025-06-09,56.4,24.3,29.5,9.49,3.93,-5.66,29.9,LMND
2025-06-16,65.5,43.3,33.8,-5.08,-4.13,-4.92,37.58,LMND
2025-06-23,70.8,25.6,37.0,1.0,-9.22,-4.95,22.28,LMND
2025-08-11,55.3,36.2,46.8,-0.96,-7.79,-8.37,22.87,LMND
2025-08-18,81.4,42.1,50.2,-6.9,-11.56,7.29,18.53,LMND
2025-08-25,79.8,45.3,50.2,-5.01,-0.62,-2.78,47.67,LMND
2025-11-10,66.9,46.5,52.0,-4.45,10.82,10.44,-9.55,LMND
2025-11-17,94.0,29.2,55.8,15.99,17.25,22.66,-14.91,LMND
2025-11-24,71.1,30.0,53.8,1.09,-0.35,-4.39,-33.77,LMND
2024-06-10,54.2,13.6,26.8,1.39,2.98,3.46,-25.56,LRCX
2025-10-06,66.3,12.5,41.0,7.72,15.46,21.3,66.49,LRCX
2025-10-13,54.6,11.7,40.8,7.19,11.27,4.77,57.82,LRCX
2025-10-20,54.2,18.4,45.2,3.81,5.06,-5.95,43.92,LRCX
2026-01-05,55.9,36.0,42.2,2.11,-0.19,5.79,20.89,LRCX
2026-01-12,76.5,29.4,49.8,-2.25,4.71,5.64,20.17,LRCX
2026-01-19,78.9,22.4,54.0,7.12,6.0,12.38,23.02,LRCX
2026-01-26,102.9,26.2,69.0,-1.05,0.89,0.18,10.09,LRCX
2026-02-02,61.3,5.8,68.8,1.96,6.02,-13.71,27.44,LRCX
2024-07-29,112.1,198.1,16.5,81.43,96.09,71.01,128.01,LUMN
2024-08-05,362.9,372.0,39.5,8.08,11.85,4.85,72.17,LUMN
2024-08-12,470.6,336.2,47.5,3.49,-12.79,1.16,41.86,LUMN
2024-08-19,441.0,252.0,51.8,-15.73,-6.26,6.9,26.48,LUMN
2024-08-26,185.7,71.0,49.0,11.24,16.0,38.67,39.81,LUMN
2025-10-27,52.5,56.7,22.2,2.33,-22.28,-21.11,-14.2,LUMN
2025-11-03,60.9,59.9,24.8,-24.05,-27.85,-21.48,-23.38,LUMN
2025-11-10,77.4,15.8,26.5,-5.01,1.5,6.38,5.01,LUMN
2024-08-19,176.0,18.8,16.2,-5.15,-3.82,74.62,188.55,LUNR
2024-08-26,253.8,40.4,22.0,1.41,23.34,76.66,228.97,LUNR
2024-09-02,358.3,39.2,26.5,21.63,81.55,51.19,146.43,LUNR
2024-09-09,396.0,54.8,30.0,49.27,43.23,24.14,90.62,LUNR
2024-09-16,113.0,74.6,35.8,-4.04,-16.72,-9.95,48.31,LUNR
2024-09-23,75.0,76.7,39.2,-13.21,-13.33,-9.0,109.45,LUNR
2024-11-18,62.1,89.2,34.2,8.13,-17.86,-10.25,19.54,LUNR
2024-11-25,93.7,101.6,37.2,-24.04,-28.53,12.48,-10.83,LUNR
2024-12-02,117.7,27.6,42.0,-5.92,9.26,76.25,-29.39,LUNR
2026-01-05,63.0,55.1,17.8,16.27,7.92,-5.6,26.99,LUNR
2026-01-12,53.8,44.4,19.0,-7.18,-12.0,-25.25,27.8,LUNR
2024-05-13,61.8,15.5,35.0,4.13,3.56,-2.7,-13.89,MCHP
2024-05-27,60.2,6.9,38.2,-4.5,-6.05,-5.89,-15.03,MCHP
2025-02-24,56.1,8.4,50.5,2.31,-8.42,-16.64,0.12,MCHP
2026-01-26,60.8,16.7,47.2,0.12,3.48,-1.69,24.48,MCHP
2024-02-26,340.0,15.9,26.5,1.22,-4.2,5.11,0.22,MKSI
2024-03-04,242.4,7.1,27.2,-5.36,-1.0,0.38,0.27,MKSI
2024-05-06,150.0,6.3,14.0,-1.72,0.39,-1.59,-17.0,MKSI
2024-05-20,108.2,8.5,24.5,-3.21,-1.98,0.47,-6.96,MKSI
2024-11-18,224.1,13.8,22.5,-1.11,-0.09,-9.74,-10.12,MKSI
2025-08-18,88.0,5.8,22.5,-1.81,-0.51,22.46,37.1,MKSI
2025-09-29,54.0,31.9,23.2,-12.04,-0.97,4.24,22.31,MKSI
2025-10-06,116.0,5.4,26.0,12.58,17.88,27.66,53.69,MKSI
2025-12-15,80.0,11.0,30.5,2.9,5.52,27.85,42.49,MKSI
2026-01-19,80.6,32.2,41.0,8.45,11.93,19.45,29.57,MKSI
2026-01-26,134.1,39.8,50.5,3.21,10.76,3.84,18.79,MKSI
2026-02-02,108.4,30.6,54.8,7.32,6.71,-13.48,29.04,MKSI
2026-02-09,104.5,27.8,56.2,-0.56,-6.24,-18.06,16.39,MKSI
2026-02-16,62.5,19.4,67.2,-5.71,-18.93,-12.31,23.78,MKSI
2024-03-25,73.1,14.5,28.0,6.92,-3.42,-5.04,18.37,MMYT
2024-04-01,73.1,24.9,28.0,-9.67,-19.84,-4.71,13.14,MMYT
2024-06-03,165.1,7.3,40.8,-4.98,0.12,6.84,16.1,MMYT
2024-06-24,58.2,11.3,35.0,2.2,7.29,9.68,12.91,MMYT
2024-08-12,132.4,6.3,38.5,5.67,1.63,8.62,3.06,MMYT
2024-10-21,65.5,8.2,33.8,0.47,4.0,5.86,6.19,MMYT
2024-02-26,132.0,17.0,28.0,-1.55,-7.63,-8.92,-0.91,MPWR
2024-06-24,63.0,11.7,10.0,2.59,4.3,0.17,12.75,MPWR
2024-08-19,74.5,13.9,21.2,-0.17,-13.88,-4.8,-37.88,MPWR
2025-02-03,65.3,21.8,39.5,-4.9,-8.22,-17.14,-11.21,MPWR
2025-02-10,66.7,9.4,39.0,-3.48,-10.79,-11.52,4.73,MPWR
2025-10-13,51.2,9.8,30.8,6.99,0.03,-8.41,3.01,MPWR
2026-02-02,62.0,19.6,56.5,2.97,21.6,28.07,32.53,MRNA
2025-06-16,50.0,21.1,12.5,4.97,2.27,1.63,1.1,MRVL
2024-03-11,161.5,154.8,16.0,-14.55,-4.36,-16.99,-16.09,MSTR
2024-03-18,211.1,121.5,20.0,11.92,-5.52,-22.91,-2.58,MSTR
2024-03-25,148.6,57.9,22.0,-15.58,-13.2,-24.77,-19.19,MSTR
2024-10-07,54.3,50.3,12.5,1.54,10.23,27.2,54.25,MSTR
2024-10-14,83.3,49.1,15.5,8.56,6.42,57.81,83.68,MSTR
2024-10-21,89.7,33.0,17.5,-1.98,15.4,80.03,50.92,MSTR
2024-10-28,106.8,30.1,21.8,17.72,48.3,68.68,45.74,MSTR
2024-11-04,75.9,27.2,22.8,25.97,56.01,46.07,21.13,MSTR
2024-11-11,75.8,57.8,28.0,23.85,13.74,19.97,-0.86,MSTR
2024-11-18,166.2,80.0,48.2,-8.16,-6.37,-13.67,-28.96,MSTR
2024-11-25,158.2,68.7,57.8,1.95,5.47,-14.83,-34.08,MSTR
2024-12-02,188.4,46.1,67.5,3.46,-7.8,-14.01,-27.3,MSTR
2024-12-09,151.7,20.0,72.0,-10.88,-19.25,-19.76,-27.21,MSTR
2025-10-13,97.6,135.6,60.2,-0.49,-1.95,-17.07,-6.83,NAK
2025-10-20,99.2,78.9,64.2,-1.47,-13.73,-26.47,4.41,NAK
2025-10-27,84.1,52.3,65.8,-12.44,-15.42,-4.48,1.49,NAK
2024-12-16,70.4,13.7,10.5,2.25,16.74,34.93,1.01,NBIS
2024-12-23,92.0,24.2,11.0,14.17,21.49,52.65,-18.31,NBIS
2025-02-03,73.8,14.9,17.2,16.68,4.47,-26.59,-25.86,NBIS
2025-02-10,111.6,23.4,21.8,-10.46,-26.97,-35.38,-16.12,NBIS
2025-05-26,67.9,44.7,22.5,31.37,28.24,41.06,85.9,NBIS
2025-06-02,86.2,70.8,26.0,-2.38,-0.64,4.08,35.6,NBIS
2025-06-09,57.5,26.3,27.8,1.78,9.99,-6.0,91.83,NBIS
2025-08-04,51.1,55.3,34.5,4.13,0.29,-4.81,61.79,NBIS
2025-09-29,114.7,95.5,61.2,1.25,-11.36,2.22,-29.72,NBIS
2025-10-13,132.0,121.3,13.5,-25.0,-18.48,-18.75,-18.01,NBTX
2025-10-20,132.0,18.2,13.5,8.7,3.49,9.01,9.06,NBTX
2025-12-15,68.0,5.7,9.5,4.11,0.0,-5.15,31.18,NBTX
2024-03-18,56.1,28.0,69.2,1.11,-8.74,-11.64,-16.47,NCLH
2024-10-14,77.4,9.0,22.5,-1.21,-1.02,7.86,12.33,NFLX
2024-10-21,88.7,6.7,24.0,0.19,5.35,18.96,29.54,NFLX
2024-10-28,87.0,5.1,24.2,5.15,8.98,17.29,29.18,NFLX
2024-11-04,87.3,10.0,24.8,3.64,12.92,17.57,27.53,NFLX
2025-01-27,66.7,10.9,32.8,3.81,8.38,0.39,18.4,NFLX
2025-02-03,87.0,21.0,35.0,4.41,-1.06,-12.11,12.46,NFLX
2025-02-10,90.9,23.4,35.8,-5.24,-7.37,-13.28,12.56,NFLX
2025-04-21,80.5,18.0,36.0,4.99,3.51,7.61,7.17,NFLX
2025-04-28,77.9,35.1,37.2,-1.41,3.03,4.39,0.18,NFLX
2025-05-05,83.0,24.2,39.2,4.5,3.96,8.88,6.26,NFLX
2024-09-30,55.1,34.9,70.8,-7.83,-22.9,-24.67,-31.61,NIO
2025-07-28,60.6,42.7,54.0,-3.39,-3.99,27.35,44.71,NIO
2025-08-04,64.0,24.1,56.0,-0.62,30.99,22.93,41.74,NIO
2025-07-07,60.3,20.0,45.5,-0.22,5.01,2.15,-9.74,NKE
2025-07-14,77.6,21.2,46.5,5.24,2.97,6.21,-6.55,NKE
2025-11-03,52.0,28.6,45.8,-1.61,-13.16,-11.26,3.36,NOK
2025-11-10,74.4,17.2,53.5,-11.74,-9.66,-6.84,4.46,NOK
2025-09-29,68.8,65.5,31.5,22.85,24.0,-36.77,-53.86,NTLA
2025-10-06,108.9,114.7,40.2,0.94,4.4,-61.17,-57.67,NTLA
2025-10-13,58.0,58.8,38.5,3.43,-49.01,-64.85,-49.49,NTLA
2026-01-19,51.2,55.0,30.0,-10.12,-16.06,-13.6,-6.84,NTLA
2026-01-26,98.6,42.8,35.2,-6.62,-9.73,4.79,0.84,NTLA
2026-02-02,54.7,18.3,32.2,-3.34,2.93,9.45,14.74,NTLA
2024-02-26,101.2,24.4,40.2,6.38,6.76,9.82,33.25,NVDA
2024-03-04,90.4,21.3,43.8,0.36,7.73,0.55,38.12,NVDA
2024-03-11,82.1,21.0,47.2,7.35,2.87,0.4,50.14,NVDA
2024-05-27,54.3,23.5,39.5,10.27,20.29,12.69,8.89,NVDA
2024-06-03,86.9,34.5,49.0,9.09,4.71,4.1,-14.93,NVDA
2024-06-10,130.5,42.6,59.5,-4.02,-6.32,-1.99,-9.68,NVDA
2024-06-17,70.7,18.9,58.8,-2.39,-0.58,-6.83,-8.34,NVDA
2024-06-24,59.3,12.7,63.5,1.85,4.61,-8.48,-1.72,NVDA
2025-06-16,270.0,59.0,45.2,-4.85,-8.13,-3.14,0.0,NVTS
2025-06-23,63.0,30.8,39.8,-3.45,-12.44,31.78,-3.6,NVTS
2025-08-04,98.1,14.0,52.5,3.9,-3.45,-15.92,17.72,NVTS
2025-10-13,122.9,109.1,45.2,-4.02,-8.19,-44.68,-25.58,NVTS
2025-10-20,162.8,118.8,55.5,-4.34,-44.28,-46.27,-27.72,NVTS
2025-10-27,144.0,72.1,60.0,-41.75,-39.75,-35.07,-36.26,NVTS
2025-06-09,60.9,21.4,50.5,-0.45,2.56,-0.15,15.08,NXE
2025-02-03,60.7,18.9,44.0,-3.67,-14.07,-16.82,34.76,OGC
2026-02-02,56.1,12.8,63.0,13.07,16.34,11.87,-6.51,OGC
2024-10-28,336.0,93.7,26.2,12.92,-16.94,8.63,92.02,OKLO
2024-11-04,339.3,167.4,29.8,-26.44,2.98,-10.46,126.77,OKLO
2025-01-27,73.7,52.7,32.0,33.36,26.46,-19.75,-36.94,OKLO
2025-02-03,85.9,119.8,38.5,-5.17,-30.1,-52.66,-49.38,OKLO
2025-02-10,130.8,102.0,44.0,-26.28,-36.55,-47.32,-28.32,OKLO
2025-05-19,54.9,105.9,26.5,7.88,2.91,18.58,44.01,OKLO
2025-05-26,102.9,100.9,33.5,-4.61,20.75,4.82,39.68,OKLO
2025-06-02,130.3,79.0,37.0,26.59,15.23,6.82,38.78,OKLO
2025-06-09,102.3,68.8,42.5,-8.97,-13.2,-11.91,29.92,OKLO
2025-06-16,54.5,18.6,41.5,-4.64,-7.3,19.03,133.36,OKLO
2025-09-29,78.2,82.5,68.5,15.55,28.29,4.25,-38.91,OKLO
2025-10-06,151.6,77.9,77.0,11.03,-7.55,-23.45,-28.44,OKLO
2025-10-13,81.2,20.8,78.8,-16.73,-18.74,-40.28,-41.89,OKLO
2024-05-13,81.4,9.4,25.8,7.19,7.06,-8.31,39.78,OMCL
2024-05-20,140.4,17.1,30.2,-0.12,-8.92,-15.91,37.3,OMCL
2024-08-05,115.7,53.9,26.5,4.16,9.67,10.87,22.74,OMCL
2024-08-12,194.1,54.6,36.5,5.29,4.54,1.43,7.33,OMCL
2024-08-19,476.9,52.8,36.5,-0.71,1.09,-0.4,1.99,OMCL
2024-08-26,94.3,13.4,33.0,1.82,-2.97,-3.28,4.74,OMCL
2024-11-04,78.8,17.6,28.5,-8.92,-8.88,-8.26,-19.9,OMCL
2024-11-18,158.2,15.7,34.5,1.97,0.68,-1.55,-13.07,OMCL
2025-06-02,236.4,20.2,26.8,-5.65,-9.58,-3.74,3.58,OMCL
2025-08-04,178.6,7.5,18.5,2.79,9.05,4.15,15.73,OMCL
2025-08-11,64.5,17.9,11.8,6.09,2.84,0.44,10.82,OMCL
2025-10-27,192.3,8.5,18.0,6.29,4.62,8.76,44.47,OMCL
2025-11-03,192.3,20.1,18.0,-1.57,0.9,13.51,3.9,OMCL
2025-12-15,83.1,30.1,28.8,-0.94,-3.63,7.86,-29.36,OMCL
2025-12-22,335.3,27.1,36.0,-2.72,9.35,8.41,-29.42,OMCL
2025-12-29,169.5,11.5,38.8,12.41,11.92,7.44,-24.35,OMCL
2026-01-05,96.1,15.7,36.8,-0.43,-0.87,-26.94,-32.2,OMCL
2025-08-04,57.5,67.5,14.8,8.73,26.48,58.59,63.66,ONDS
2025-08-11,69.6,73.1,18.5,16.32,51.81,69.95,86.01,ONDS
2025-08-18,75.5,110.8,20.5,30.51,25.39,49.67,50.0,ONDS
2025-08-25,110.0,166.4,25.2,-3.92,11.95,30.72,34.81,ONDS
