symbol,n,tpd,wr,pf,ev,avg_mfe,med_mfe
APP,46,1.0952380952380953,0.30434782608695654,0.807544341862966,-0.0004551994696806373,1.2571595874043953,0.8892816575733206
MSTR,52,1.1063829787234043,0.40384615384615385,1.212858652595089,0.0004314481150677382,1.2521320911024185,0.8027196421839615
AFRM,32,1.0,0.46875,1.2547385423835242,0.00046012149218024043,0.9880091447990804,0.713954342290242
RDDT,43,1.1025641025641026,0.3023255813953488,0.881988321671355,-0.00027993467882608776,1.2354100090159403,1.0863499659942977
HOOD,44,1.0731707317073171,0.4318181818181818,1.0445600385846614,8.608189272036847e-05,1.0577304408542745,0.8837977349709342
NET,35,1.1290322580645162,0.3142857142857143,0.6769624756143859,-0.0007531389139961745,1.0527268125727356,0.864298884694816
AMD,35,1.0294117647058822,0.3142857142857143,0.576673139644199,-0.000986956337286668,0.7808980479497959,0.7117625583422564
DDOG,24,1.0434782608695652,0.375,0.6647058823529411,-0.0007125000000000001,0.9702713628753937,0.6212144145305363
SHOP,23,1.0,0.391304347826087,0.9528838971077221,-9.750984772488807e-05,0.8890489517992017,0.6995676709921534
PLTR,44,1.1,0.36363636363636365,0.814768921477078,-0.0004007726971677767,0.7679484202117051,0.7310622623349408
CRWD,30,1.0714285714285714,0.4,0.8700496464250079,-0.0002650987212929841,0.7098592552568275,0.7037420637965115
SMCI,43,1.075,0.3953488372093023,1.15389155073799,0.0003163723973311241,1.1171088297440255,0.9784727475277347
ARM,43,1.1025641025641026,0.37209302325581395,0.8142227602836977,-0.00039661280478968733,0.8719099711396592,0.5259342787672228
COIN,50,1.1363636363636365,0.34,0.6631644694507706,-0.0007558589305524711,0.999224235070584,0.809953889567621
TSLA,33,1.064516129032258,0.3939393939393939,1.0444895290870284,8.457341694095407e-05,0.5588522872185876,0.45129902918197484
NVDA,25,1.0416666666666667,0.28,0.29198051727710567,-0.0017332316937056455,0.31175238767186525,0.3050469157887381
META,21,1.1666666666666667,0.2857142857142857,0.3851835884511089,-0.00149312557090445,0.3688326338450898,0.27039986660710935
AMZN,17,1.0625,0.47058823529411764,1.3438377936896568,0.0005555347736740071,0.4988100890692558,0.34740869924315976
NFLX,18,1.0,0.3333333333333333,0.5748222583389566,-0.0009359406221683864,0.4533517608050776,0.2723412670860615
AVGO,35,1.0294117647058822,0.4857142857142857,1.3694000259436812,0.0006459223310786653,0.6920292513063574,0.6650397260220966
UBER,21,1.0,0.5238095238095238,2.0420009725004444,0.0015422525491241284,0.757453170921202,0.6717716508917517
DASH,27,1.0384615384615385,0.4074074074074074,1.112147348025261,0.00022595613824348933,0.9233387980412084,0.5695049410390463
ABNB,7,1.0,0.2857142857142857,0.6965885104069773,-0.0007368564747259122,0.6597027611569453,0.4073385436891395
PANW,16,1.0666666666666667,0.5,1.4444183274583637,0.0007555111566792188,0.6961441352519946,0.6230929322520004
SNOW,35,1.0606060606060606,0.22857142857142856,0.37116555122780337,-0.0016493429256367903,0.6513531085307995,0.4337082312468048
MDB,31,1.0689655172413792,0.3548387096774194,1.1347102615175464,0.0002823899003897037,1.0005060107830244,0.7920263518685229
ZS,34,1.1333333333333333,0.38235294117647056,1.0868454922894504,0.00018237553380784545,0.8363798427687195,0.6788447040067482
MRVL,43,1.1025641025641026,0.3953488372093023,0.8938151510538382,-0.00021829629411257445,0.8791087047529369,0.6645131651171772
MU,48,1.1428571428571428,0.4791666666666667,1.247205603195248,0.0004377599223249185,1.13363612758029,0.9081799256677878
QCOM,29,1.16,0.4482758620689655,1.2559006548725618,0.0004553263295670612,0.9806130602974346,0.6446927096745577
