date,sym,level,setup,direction,exit_cfg,tp,sl,entry_px,result,pnl_pts,bars_held,time_bucket
2025-09-03,NQ,GlobexLow,reject,short,TP40_SL20,40,20,23346.25,SL,-20.0,44,14:00-close
2025-09-04,NQ,GlobexLow,breakout,long,TP25_SL12,25,12,23505.5,TP,25.0,1,09:30-09:45
2025-09-04,NQ,GlobexLow,breakout,long,TP40_SL20,40,20,23505.5,TP,40.0,2,09:30-09:45
2025-09-04,NQ,OR15Low,breakout,long,TP25_SL12,25,12,23505.5,TP,25.0,1,09:30-09:45
2025-09-04,NQ,OR15Low,breakout,long,TP40_SL20,40,20,23505.5,TP,40.0,2,09:30-09:45
2025-09-04,NQ,VWAP,breakout,long,TP25_SL12,25,12,23535.25,SL,-12.0,1,09:30-09:45
2025-09-04,NQ,VWAP,breakout,long,TP40_SL20,40,20,23535.25,SL,-20.0,1,09:30-09:45
2025-09-04,NQ,PriorRTHHigh,reject,short,TP25_SL12,25,12,23531.0,SL,-12.0,0,09:30-09:45
2025-09-04,NQ,PriorRTHHigh,reject,short,TP40_SL20,40,20,23531.0,TP,40.0,2,09:30-09:45
2025-09-04,NQ,OR15High,reject,short,TP25_SL12,25,12,23531.0,SL,-12.0,0,09:30-09:45
2025-09-04,NQ,OR15High,reject,short,TP40_SL20,40,20,23531.0,TP,40.0,2,09:30-09:45
2025-09-04,NQ,VWAP,reject,short,TP25_SL12,25,12,23531.0,SL,-12.0,0,09:30-09:45
2025-09-04,NQ,VWAP,reject,short,TP40_SL20,40,20,23531.0,TP,40.0,2,09:30-09:45
2025-09-04,NQ,OR15Low,reject,short,TP25_SL12,25,12,23456.25,TP,25.0,1,10:00-10:30
2025-09-04,NQ,OR15Low,reject,short,TP40_SL20,40,20,23456.25,TP,40.0,12,10:00-10:30
2025-09-04,NQ,GlobexLow,reject,short,TP25_SL12,25,12,23439.5,SL,-12.0,3,10:00-10:30
2025-09-04,NQ,GlobexLow,reject,short,TP40_SL20,40,20,23439.5,SL,-20.0,8,10:00-10:30
2025-09-05,NQ,GlobexHigh,reject,short,TP25_SL12,25,12,23855.25,SL,-12.0,0,09:30-09:45
2025-09-05,NQ,GlobexHigh,reject,short,TP40_SL20,40,20,23855.25,SL,-20.0,0,09:30-09:45
2025-09-05,NQ,OR15High,reject,short,TP25_SL12,25,12,23855.25,SL,-12.0,0,09:30-09:45
2025-09-05,NQ,OR15High,reject,short,TP40_SL20,40,20,23855.25,SL,-20.0,0,09:30-09:45
2025-09-05,NQ,OR15Low,breakout,long,TP25_SL12,25,12,23855.25,SL,-12.0,2,09:30-09:45
2025-09-05,NQ,OR15Low,breakout,long,TP40_SL20,40,20,23855.25,SL,-20.0,2,09:30-09:45
2025-09-05,NQ,VWAP,reject,short,TP25_SL12,25,12,23855.25,SL,-12.0,0,09:30-09:45
2025-09-05,NQ,VWAP,reject,short,TP40_SL20,40,20,23855.25,SL,-20.0,0,09:30-09:45
2025-09-05,NQ,OR15Low,reject,short,TP25_SL12,25,12,23836.25,SL,-12.0,0,09:30-09:45
2025-09-05,NQ,OR15Low,reject,short,TP40_SL20,40,20,23836.25,SL,-20.0,0,09:30-09:45
2025-09-05,NQ,GlobexLow,breakout,long,TP25_SL12,25,12,23771.0,SL,-12.0,1,10:00-10:30
2025-09-05,NQ,GlobexLow,breakout,long,TP40_SL20,40,20,23771.0,SL,-20.0,2,10:00-10:30
2025-09-05,NQ,PriorRTHHigh,breakout,long,TP25_SL12,25,12,23740.75,SL,-12.0,0,10:00-10:30
2025-09-05,NQ,PriorRTHHigh,breakout,long,TP40_SL20,40,20,23740.75,SL,-20.0,0,10:00-10:30
2025-09-05,NQ,GlobexLow,reject,short,TP25_SL12,25,12,23703.0,SL,-12.0,1,10:00-10:30
2025-09-05,NQ,GlobexLow,reject,short,TP40_SL20,40,20,23703.0,SL,-20.0,1,10:00-10:30
2025-09-05,NQ,PriorRTHHigh,reject,short,TP25_SL12,25,12,23663.5,SL,-12.0,0,10:00-10:30
2025-09-05,NQ,PriorRTHHigh,reject,short,TP40_SL20,40,20,23663.5,SL,-20.0,0,10:00-10:30
2025-09-08,NQ,GlobexLow,breakout,long,TP25_SL12,25,12,23792.0,TP,25.0,1,09:30-09:45
2025-09-08,NQ,GlobexLow,breakout,long,TP40_SL20,40,20,23792.0,TP,40.0,3,09:30-09:45
2025-09-08,NQ,OR15Low,breakout,long,TP25_SL12,25,12,23792.0,TP,25.0,1,09:30-09:45
2025-09-08,NQ,OR15Low,breakout,long,TP40_SL20,40,20,23792.0,TP,40.0,3,09:30-09:45
2025-09-08,NQ,VWAP,reject,short,TP25_SL12,25,12,23792.0,SL,-12.0,0,09:30-09:45
2025-09-08,NQ,VWAP,reject,short,TP40_SL20,40,20,23792.0,SL,-20.0,1,09:30-09:45
2025-09-08,NQ,GlobexHigh,reject,short,TP25_SL12,25,12,23808.0,SL,-12.0,1,09:30-09:45
2025-09-08,NQ,GlobexHigh,reject,short,TP40_SL20,40,20,23808.0,SL,-20.0,1,09:30-09:45
2025-09-08,NQ,OR15High,reject,short,TP25_SL12,25,12,23808.0,SL,-12.0,1,09:30-09:45
2025-09-08,NQ,OR15High,reject,short,TP40_SL20,40,20,23808.0,SL,-20.0,1,09:30-09:45
2025-09-08,NQ,PriorRTHHigh,reject,short,TP25_SL12,25,12,23859.25,SL,-12.0,4,10:30-11:00
2025-09-08,NQ,PriorRTHHigh,reject,short,TP40_SL20,40,20,23859.25,SL,-20.0,5,10:30-11:00
2025-09-08,NQ,OR15Low,reject,short,TP25_SL12,25,12,23788.5,SL,-12.0,3,12:00-14:00
2025-09-08,NQ,OR15Low,reject,short,TP40_SL20,40,20,23788.5,SL,-20.0,8,12:00-14:00
2025-09-09,NQ,GlobexLow,breakout,long,TP25_SL12,25,12,23844.0,SL,-12.0,2,09:30-09:45
2025-09-09,NQ,GlobexLow,breakout,long,TP40_SL20,40,20,23844.0,SL,-20.0,7,09:30-09:45
2025-09-09,NQ,OR15Low,breakout,long,TP25_SL12,25,12,23844.0,SL,-12.0,2,09:30-09:45
2025-09-09,NQ,OR15Low,breakout,long,TP40_SL20,40,20,23844.0,SL,-20.0,7,09:30-09:45
2025-09-09,NQ,OR15High,reject,short,TP25_SL12,25,12,23840.5,TP,25.0,17,09:30-09:45
2025-09-09,NQ,OR15High,reject,short,TP40_SL20,40,20,23840.5,TP,40.0,26,09:30-09:45
2025-09-09,NQ,VWAP,reject,short,TP25_SL12,25,12,23840.5,TP,25.0,17,09:30-09:45
2025-09-09,NQ,VWAP,reject,short,TP40_SL20,40,20,23840.5,TP,40.0,26,09:30-09:45
2025-09-09,NQ,OR15Low,reject,short,TP25_SL12,25,12,23834.5,SL,-12.0,1,09:45-10:00
2025-09-09,NQ,OR15Low,reject,short,TP40_SL20,40,20,23834.5,TP,40.0,13,09:45-10:00
2025-09-09,NQ,GlobexLow,reject,short,TP25_SL12,25,12,23807.5,SL,-12.0,1,09:45-10:00
2025-09-09,NQ,GlobexLow,reject,short,TP40_SL20,40,20,23807.5,SL,-20.0,2,09:45-10:00
2025-09-09,NQ,PriorRTHLow,breakout,long,TP25_SL12,25,12,23807.5,TP,25.0,2,09:45-10:00
2025-09-09,NQ,PriorRTHLow,breakout,long,TP40_SL20,40,20,23807.5,SL,-20.0,5,09:45-10:00
2025-09-09,NQ,PriorRTHLow,reject,short,TP25_SL12,25,12,23754.25,TP,25.0,8,10:30-11:00
2025-09-09,NQ,PriorRTHLow,reject,short,TP40_SL20,40,20,23754.25,SL,-20.0,17,10:30-11:00
2025-09-09,NQ,PriorRTHHigh,reject,short,TP25_SL12,25,12,23875.0,EOD,7.25,3,14:00-close
2025-09-09,NQ,PriorRTHHigh,reject,short,TP40_SL20,40,20,23875.0,EOD,7.25,3,14:00-close
2025-09-10,NQ,PriorRTHHigh,breakout,long,TP25_SL12,25,12,23938.0,TP,25.0,1,09:30-09:45
2025-09-10,NQ,PriorRTHHigh,breakout,long,TP40_SL20,40,20,23938.0,SL,-20.0,9,09:30-09:45
2025-09-10,NQ,OR15Low,breakout,long,TP25_SL12,25,12,23938.0,TP,25.0,1,09:30-09:45
2025-09-10,NQ,OR15Low,breakout,long,TP40_SL20,40,20,23938.0,SL,-20.0,9,09:30-09:45
2025-09-10,NQ,VWAP,reject,short,TP25_SL12,25,12,23938.0,SL,-12.0,0,09:30-09:45
2025-09-10,NQ,VWAP,reject,short,TP40_SL20,40,20,23938.0,SL,-20.0,0,09:30-09:45
2025-09-10,NQ,OR15Low,reject,short,TP25_SL12,25,12,23922.0,SL,-12.0,0,09:30-09:45
2025-09-10,NQ,OR15Low,reject,short,TP40_SL20,40,20,23922.0,SL,-20.0,0,09:30-09:45
2025-09-10,NQ,GlobexLow,breakout,long,TP25_SL12,25,12,23915.25,TP,25.0,2,09:45-10:00
2025-09-10,NQ,GlobexLow,breakout,long,TP40_SL20,40,20,23915.25,TP,40.0,10,09:45-10:00
2025-09-10,NQ,OR15High,reject,short,TP25_SL12,25,12,23954.0,SL,-12.0,2,10:00-10:30
2025-09-10,NQ,OR15High,reject,short,TP40_SL20,40,20,23954.0,SL,-20.0,6,10:00-10:30
2025-09-10,NQ,PriorRTHHigh,reject,short,TP25_SL12,25,12,23928.0,TP,25.0,18,12:00-14:00
2025-09-10,NQ,PriorRTHHigh,reject,short,TP40_SL20,40,20,23928.0,TP,40.0,21,12:00-14:00
2025-09-10,NQ,GlobexLow,reject,short,TP25_SL12,25,12,23858.5,SL,-12.0,1,14:00-close
2025-09-10,NQ,GlobexLow,reject,short,TP40_SL20,40,20,23858.5,SL,-20.0,13,14:00-close
2025-09-11,NQ,PriorRTHHigh,reject,short,TP25_SL12,25,12,23981.5,SL,-12.0,0,09:30-09:45
2025-09-11,NQ,PriorRTHHigh,reject,short,TP40_SL20,40,20,23981.5,TP,40.0,5,09:30-09:45
2025-09-11,NQ,OR15High,reject,short,TP25_SL12,25,12,23981.5,SL,-12.0,0,09:30-09:45
2025-09-11,NQ,OR15High,reject,short,TP40_SL20,40,20,23981.5,TP,40.0,5,09:30-09:45
2025-09-11,NQ,VWAP,reject,short,TP25_SL12,25,12,23981.5,SL,-12.0,0,09:30-09:45
2025-09-11,NQ,VWAP,reject,short,TP40_SL20,40,20,23981.5,TP,40.0,5,09:30-09:45
2025-09-11,NQ,OR15Low,breakout,long,TP25_SL12,25,12,23951.5,SL,-12.0,2,09:30-09:45
2025-09-11,NQ,OR15Low,breakout,long,TP40_SL20,40,20,23951.5,SL,-20.0,2,09:30-09:45
2025-09-11,NQ,OR15Low,reject,short,TP25_SL12,25,12,23918.25,SL,-12.0,0,09:45-10:00
2025-09-11,NQ,OR15Low,reject,short,TP40_SL20,40,20,23918.25,SL,-20.0,0,09:45-10:00
2025-09-11,NQ,GlobexHigh,reject,short,TP25_SL12,25,12,24002.25,TP,25.0,7,10:30-11:00
2025-09-11,NQ,GlobexHigh,reject,short,TP40_SL20,40,20,24002.25,SL,-20.0,30,10:30-11:00
2025-09-12,NQ,GlobexHigh,reject,short,TP25_SL12,25,12,24031.0,SL,-12.0,0,09:30-09:45
2025-09-12,NQ,GlobexHigh,reject,short,TP40_SL20,40,20,24031.0,SL,-20.0,30,09:30-09:45
2025-09-12,NQ,PriorRTHHigh,reject,short,TP25_SL12,25,12,24031.0,SL,-12.0,0,09:30-09:45
2025-09-12,NQ,PriorRTHHigh,reject,short,TP40_SL20,40,20,24031.0,SL,-20.0,30,09:30-09:45
2025-09-12,NQ,OR15High,reject,short,TP25_SL12,25,12,24031.0,SL,-12.0,0,09:30-09:45
2025-09-12,NQ,OR15High,reject,short,TP40_SL20,40,20,24031.0,SL,-20.0,30,09:30-09:45
2025-09-12,NQ,OR15Low,breakout,long,TP25_SL12,25,12,24031.0,SL,-12.0,2,09:30-09:45
2025-09-12,NQ,OR15Low,breakout,long,TP40_SL20,40,20,24031.0,SL,-20.0,3,09:30-09:45
2025-09-12,NQ,VWAP,reject,short,TP25_SL12,25,12,24031.0,SL,-12.0,0,09:30-09:45
2025-09-12,NQ,VWAP,reject,short,TP40_SL20,40,20,24031.0,SL,-20.0,30,09:30-09:45
2025-09-12,NQ,GlobexLow,breakout,long,TP25_SL12,25,12,24021.25,SL,-12.0,0,09:30-09:45
2025-09-12,NQ,GlobexLow,breakout,long,TP40_SL20,40,20,24021.25,TP,40.0,45,09:30-09:45
2025-09-12,NQ,OR15Low,reject,short,TP25_SL12,25,12,24023.25,SL,-12.0,6,09:45-10:00
2025-09-12,NQ,OR15Low,reject,short,TP40_SL20,40,20,24023.25,SL,-20.0,6,09:45-10:00
2025-09-15,NQ,PriorRTHHigh,breakout,long,TP25_SL12,25,12,24208.75,SL,-12.0,0,09:30-09:45
2025-09-15,NQ,PriorRTHHigh,breakout,long,TP40_SL20,40,20,24208.75,SL,-20.0,1,09:30-09:45
2025-09-15,NQ,OR15Low,breakout,long,TP25_SL12,25,12,24208.75,SL,-12.0,0,09:30-09:45
2025-09-15,NQ,OR15Low,breakout,long,TP40_SL20,40,20,24208.75,SL,-20.0,1,09:30-09:45
2025-09-15,NQ,OR15High,reject,short,TP25_SL12,25,12,24192.0,SL,-12.0,0,09:30-09:45
2025-09-15,NQ,OR15High,reject,short,TP40_SL20,40,20,24192.0,SL,-20.0,3,09:30-09:45
2025-09-15,NQ,VWAP,reject,short,TP25_SL12,25,12,24192.0,SL,-12.0,0,09:30-09:45
2025-09-15,NQ,VWAP,reject,short,TP40_SL20,40,20,24192.0,SL,-20.0,3,09:30-09:45
2025-09-16,NQ,PriorRTHHigh,breakout,long,TP25_SL12,25,12,24342.75,SL,-12.0,0,09:30-09:45
2025-09-16,NQ,PriorRTHHigh,breakout,long,TP40_SL20,40,20,24342.75,SL,-20.0,0,09:30-09:45
2025-09-16,NQ,OR15Low,breakout,long,TP25_SL12,25,12,24342.75,SL,-12.0,0,09:30-09:45
2025-09-16,NQ,OR15Low,breakout,long,TP40_SL20,40,20,24342.75,SL,-20.0,0,09:30-09:45
2025-09-16,NQ,GlobexLow,breakout,long,TP25_SL12,25,12,24324.25,SL,-12.0,5,09:30-09:45
2025-09-16,NQ,GlobexLow,breakout,long,TP40_SL20,40,20,24324.25,SL,-20.0,11,09:30-09:45
2025-09-16,NQ,OR15High,reject,short,TP25_SL12,25,12,24324.25,TP,25.0,16,09:30-09:45
2025-09-16,NQ,OR15High,reject,short,TP40_SL20,40,20,24324.25,TP,40.0,18,09:30-09:45
2025-09-16,NQ,VWAP,reject,short,TP25_SL12,25,12,24324.25,TP,25.0,16,09:30-09:45
2025-09-16,NQ,VWAP,reject,short,TP40_SL20,40,20,24324.25,TP,40.0,18,09:30-09:45
2025-09-16,NQ,PriorRTHHigh,reject,short,TP25_SL12,25,12,24318.25,TP,25.0,13,09:30-09:45
2025-09-16,NQ,PriorRTHHigh,reject,short,TP40_SL20,40,20,24318.25,TP,40.0,84,09:30-09:45
2025-09-16,NQ,OR15Low,reject,short,TP25_SL12,25,12,24318.25,TP,25.0,13,09:30-09:45
2025-09-16,NQ,OR15Low,reject,short,TP40_SL20,40,20,24318.25,TP,40.0,84,09:30-09:45
2025-09-16,NQ,GlobexLow,reject,short,TP25_SL12,25,12,24287.5,SL,-12.0,2,09:45-10:00
2025-09-16,NQ,GlobexLow,reject,short,TP40_SL20,40,20,24287.5,SL,-20.0,11,09:45-10:00
2025-09-17,NQ,PriorRTHLow,breakout,long,TP25_SL12,25,12,24277.5,SL,-12.0,1,09:30-09:45
2025-09-17,NQ,PriorRTHLow,breakout,long,TP40_SL20,40,20,24277.5,SL,-20.0,1,09:30-09:45
2025-09-17,NQ,OR15High,reject,short,TP25_SL12,25,12,24277.5,TP,25.0,3,09:30-09:45
2025-09-17,NQ,OR15High,reject,short,TP40_SL20,40,20,24277.5,TP,40.0,7,09:30-09:45
2025-09-17,NQ,VWAP,reject,short,TP25_SL12,25,12,24277.5,TP,25.0,3,09:30-09:45
2025-09-17,NQ,VWAP,reject,short,TP40_SL20,40,20,24277.5,TP,40.0,7,09:30-09:45
2025-09-17,NQ,OR15Low,breakout,long,TP25_SL12,25,12,24267.5,SL,-12.0,1,09:30-09:45
2025-09-17,NQ,OR15Low,breakout,long,TP40_SL20,40,20,24267.5,SL,-20.0,2,09:30-09:45
2025-09-17,NQ,GlobexLow,breakout,long,TP25_SL12,25,12,24261.25,SL,-12.0,1,09:30-09:45
2025-09-17,NQ,GlobexLow,breakout,long,TP40_SL20,40,20,24261.25,SL,-20.0,4,09:30-09:45
2025-09-17,NQ,PriorRTHLow,reject,short,TP25_SL12,25,12,24261.25,TP,25.0,5,09:30-09:45
2025-09-17,NQ,PriorRTHLow,reject,short,TP40_SL20,40,20,24261.25,TP,40.0,26,09:30-09:45
2025-09-17,NQ,OR15Low,reject,short,TP25_SL12,25,12,24232.75,SL,-12.0,1,09:30-09:45
2025-09-17,NQ,OR15Low,reject,short,TP40_SL20,40,20,24232.75,SL,-20.0,6,09:30-09:45
2025-09-17,NQ,GlobexLow,reject,short,TP25_SL12,25,12,24225.75,SL,-12.0,0,09:45-10:00
2025-09-17,NQ,GlobexLow,reject,short,TP40_SL20,40,20,24225.75,SL,-20.0,1,09:45-10:00
2025-09-18,NQ,OR15High,reject,short,TP25_SL12,25,12,24451.25,SL,-12.0,2,09:30-09:45
2025-09-18,NQ,OR15High,reject,short,TP40_SL20,40,20,24451.25,TP,40.0,6,09:30-09:45
2025-09-18,NQ,VWAP,reject,short,TP25_SL12,25,12,24451.25,SL,-12.0,2,09:30-09:45
2025-09-18,NQ,VWAP,reject,short,TP40_SL20,40,20,24451.25,TP,40.0,6,09:30-09:45
2025-09-18,NQ,OR15Low,breakout,long,TP25_SL12,25,12,24425.0,SL,-12.0,0,09:30-09:45
2025-09-18,NQ,OR15Low,breakout,long,TP40_SL20,40,20,24425.0,SL,-20.0,0,09:30-09:45
2025-09-18,NQ,GlobexLow,breakout,long,TP25_SL12,25,12,24398.0,SL,-12.0,3,09:30-09:45
2025-09-18,NQ,GlobexLow,breakout,long,TP40_SL20,40,20,24398.0,SL,-20.0,4,09:30-09:45
2025-09-18,NQ,OR15Low,reject,short,TP25_SL12,25,12,24368.75,SL,-12.0,1,09:45-10:00
2025-09-18,NQ,OR15Low,reject,short,TP40_SL20,40,20,24368.75,SL,-20.0,2,09:45-10:00
2025-09-18,NQ,PriorRTHHigh,breakout,long,TP25_SL12,25,12,24372.0,TP,25.0,2,09:45-10:00
2025-09-18,NQ,PriorRTHHigh,breakout,long,TP40_SL20,40,20,24372.0,TP,40.0,2,09:45-10:00
2025-09-18,NQ,GlobexHigh,reject,short,TP25_SL12,25,12,24501.5,SL,-12.0,4,10:00-10:30
2025-09-18,NQ,GlobexHigh,reject,short,TP40_SL20,40,20,24501.5,SL,-20.0,6,10:00-10:30
2025-09-22,NQ,OR15Low,breakout,long,TP25_SL12,25,12,24850.0,SL,-12.0,2,09:30-09:45
2025-09-22,NQ,OR15Low,breakout,long,TP40_SL20,40,20,24850.0,SL,-20.0,7,09:30-09:45
2025-09-22,NQ,OR15High,reject,short,TP25_SL12,25,12,24838.75,SL,-12.0,1,09:30-09:45
2025-09-22,NQ,OR15High,reject,short,TP40_SL20,40,20,24838.75,SL,-20.0,12,09:30-09:45
2025-09-22,NQ,VWAP,reject,short,TP25_SL12,25,12,24838.75,SL,-12.0,1,09:30-09:45
2025-09-22,NQ,VWAP,reject,short,TP40_SL20,40,20,24838.75,SL,-20.0,12,09:30-09:45
2025-09-22,NQ,OR15Low,reject,short,TP25_SL12,25,12,24842.0,SL,-12.0,1,09:45-10:00
2025-09-22,NQ,OR15Low,reject,short,TP40_SL20,40,20,24842.0,SL,-20.0,3,09:45-10:00
2025-09-22,NQ,GlobexHigh,reject,short,TP25_SL12,25,12,24978.75,SL,-12.0,4,12:00-14:00
2025-09-22,NQ,GlobexHigh,reject,short,TP40_SL20,40,20,24978.75,SL,-20.0,61,12:00-14:00
2025-09-23,NQ,OR15Low,breakout,long,TP25_SL12,25,12,24998.5,SL,-12.0,2,09:30-09:45
2025-09-23,NQ,OR15Low,breakout,long,TP40_SL20,40,20,24998.5,SL,-20.0,3,09:30-09:45
2025-09-23,NQ,GlobexHigh,reject,short,TP25_SL12,25,12,24991.5,TP,25.0,5,09:30-09:45
2025-09-23,NQ,GlobexHigh,reject,short,TP40_SL20,40,20,24991.5,TP,40.0,6,09:30-09:45
2025-09-23,NQ,PriorRTHHigh,reject,short,TP25_SL12,25,12,24991.5,TP,25.0,5,09:30-09:45
2025-09-23,NQ,PriorRTHHigh,reject,short,TP40_SL20,40,20,24991.5,TP,40.0,6,09:30-09:45
2025-09-23,NQ,OR15High,reject,short,TP25_SL12,25,12,24991.5,TP,25.0,5,09:30-09:45
2025-09-23,NQ,OR15High,reject,short,TP40_SL20,40,20,24991.5,TP,40.0,6,09:30-09:45
2025-09-23,NQ,VWAP,reject,short,TP25_SL12,25,12,24991.5,TP,25.0,5,09:30-09:45
2025-09-23,NQ,VWAP,reject,short,TP40_SL20,40,20,24991.5,TP,40.0,6,09:30-09:45
2025-09-23,NQ,OR15Low,reject,short,TP25_SL12,25,12,24950.25,SL,-12.0,1,09:30-09:45
2025-09-23,NQ,OR15Low,reject,short,TP40_SL20,40,20,24950.25,SL,-20.0,6,09:30-09:45
2025-09-23,NQ,GlobexLow,breakout,long,TP25_SL12,25,12,24867.25,SL,-12.0,4,12:00-14:00
2025-09-23,NQ,GlobexLow,breakout,long,TP40_SL20,40,20,24867.25,SL,-20.0,4,12:00-14:00
2025-09-23,NQ,PriorRTHLow,breakout,long,TP25_SL12,25,12,24867.25,SL,-12.0,4,12:00-14:00
2025-09-23,NQ,PriorRTHLow,breakout,long,TP40_SL20,40,20,24867.25,SL,-20.0,4,12:00-14:00
