date,time,close,score,levels,approach,reaction,dist_pdh,dist_pdl,dist_pmh,dist_pml,dist_1h,dist_4h,gap_pct,ep,mfe15,mae15,mfe15_s,mae15_s,mfe30,mae30,mfe30_s,mae30_s,mfe60,mae60,mfe60_s,mae60_s,hit_up_+0.50%,hit_dn_+0.50%,hit_up_+0.75%,hit_dn_+0.75%
2025-12-16,09:43,608.47,9,PDL|PML,above,breakout,1.6352,0.1397,0.5193,0.0509,,,-0.419,608.45,0.625116587900495,0.14159009871861833,0.14159009871861833,0.625116587900495,0.6645613048969785,0.14159009871861833,0.14159009871861833,0.6645613048969785,0.6645613048969785,0.24266718602210502,0.24266718602210502,0.6645613048969785,True,False,False,False
2025-12-16,09:44,609.03,9,PDL|PML,below,rejection,1.5418,0.0476,0.4269,0.1429,,,-0.419,609.07,0.5615118130920844,0.24381433989525236,0.24381433989525236,0.5615118130920844,0.5615118130920844,0.24381433989525236,0.24381433989525236,0.5615118130920844,0.5615118130920844,0.3447879554074281,0.3447879554074281,0.5615118130920844,True,False,False,False
2025-12-16,09:45,607.9,4,PML,above,breakout,1.7305,0.2336,0.6136,0.0428,,,-0.419,607.92,0.7517436504803346,0.05510593499143353,0.05510593499143353,0.7517436504803346,0.7517436504803346,0.05510593499143353,0.05510593499143353,0.7517436504803346,0.7517436504803346,0.15627056191603036,0.15627056191603036,0.7517436504803346,True,False,True,False
2025-12-16,09:46,608.79,9,PDL|PML,below,rejection,1.5818,0.0871,0.4665,0.1035,,,-0.419,608.82,0.6028054268913569,0.006570086396648813,0.006570086396648813,0.6028054268913569,0.6028054268913569,0.006570086396648813,0.006570086396648813,0.6028054268913569,0.6028054268913569,0.30386649584442404,0.30386649584442404,0.6028054268913569,True,False,False,False
2025-12-16,09:50,611.59,4,PMH,below,breakout,1.1168,0.3712,0.0065,0.5608,,,-0.419,611.59,0.14715740937555835,0.21419578475777218,0.21419578475777218,0.14715740937555835,0.14715740937555835,0.4561716182409766,0.4561716182409766,0.14715740937555835,0.14715740937555835,0.7554080347945527,0.7554080347945527,0.14715740937555835,False,False,False,False
2025-12-16,09:51,611.43,4,PMH,above,retest_continue,1.1434,0.3449,0.0329,0.5346,,,-0.419,611.45,0.17008749693351272,0.19134843405022042,0.19134843405022042,0.17008749693351272,0.17008749693351272,0.4922724670864324,0.4922724670864324,0.17008749693351272,0.17008749693351272,0.7326846021751604,0.7326846021751604,0.17008749693351272,False,False,False,False
2025-12-16,09:52,611.19,4,PMH,above,retest_continue,1.1829,0.306,0.072,0.4958,,,-0.419,611.2,0.21188000556286601,0.14970672207725474,0.14970672207725474,0.21188000556286601,0.21188000556286601,0.4507563052708211,0.4507563052708211,0.21188000556286601,0.21188000556286601,0.6912687440178703,0.6912687440178703,0.21188000556286601,False,False,False,False
2025-12-16,09:53,610.74,4,PMH,above,breakout,1.2575,0.2325,0.1457,0.4224,,,-0.419,610.7,0.2931062714917248,0.06877353856231747,0.06877353856231747,0.2931062714917248,0.2931062714917248,0.42574095300475234,0.42574095300475234,0.2931062714917248,0.2931062714917248,0.6107745210414308,0.6107745210414308,0.2931062714917248,False,False,False,False
2025-12-16,09:54,610.73,4,PMH,above,breakout,1.2591,0.2309,0.1474,0.4208,,,-0.419,610.77,0.28161173600537476,0.1178839825138804,0.1178839825138804,0.28161173600537476,0.28161173600537476,0.5533998068012502,0.5533998068012502,0.28161173600537476,0.28161173600537476,0.6221654632676711,0.6221654632676711,0.28161173600537476,False,True,False,False
2025-12-16,09:55,611.48,4,PMH,below,chop,1.135,0.3532,0.0245,0.5429,,,-0.419,611.45,0.17087385754275433,0.2355403231556981,0.2355403231556981,0.17087385754275433,0.17087385754275433,0.7072097385015074,0.7072097385015074,0.17087385754275433,0.17087385754275433,0.7319053285560133,0.7319053285560133,0.17087385754275433,False,True,False,False
2025-12-16,09:56,611.32,4,PMH,above,retest_continue,1.1614,0.3272,0.0507,0.5169,,,-0.419,611.32,0.19138912517175277,0.2151082902571574,0.2151082902571574,0.19138912517175277,0.19138912517175277,0.7115749525616735,0.7115749525616735,0.19138912517175277,0.19138912517175277,0.7115749525616735,0.7115749525616735,0.19138912517175277,False,True,False,False
2025-12-16,09:57,611.71,4,PMH,below,chop,1.0969,0.3907,0.0131,0.5803,,,-0.419,611.77,0.11769128921000169,0.28850711868839374,0.28850711868839374,0.11769128921000169,0.11769128921000169,0.7846085947333074,0.7846085947333074,0.11769128921000169,0.11769128921000169,0.7846085947333074,0.7846085947333074,0.11769128921000169,False,True,False,True
2025-12-16,09:58,611.95,4,PMH,below,breakout,1.0573,0.4298,0.0523,0.6193,,,-0.419,611.94,0.08987809262345238,0.31620747132072735,0.31620747132072735,0.08987809262345238,0.08987809262345238,0.8121711278883595,0.8121711278883595,0.08987809262345238,0.08987809262345238,0.8121711278883595,0.8121711278883595,0.08987809262345238,False,True,False,True
2025-12-16,09:59,612.11,4,PMH,below,breakout,1.0309,0.4558,0.0784,0.6453,,,-0.419,612.21,0.045735940281924944,0.41325688897601903,0.41325688897601903,0.045735940281924944,0.045735940281924944,0.8559154538475375,0.8559154538475375,0.045735940281924944,0.045735940281924944,0.8559154538475375,0.8559154538475375,0.045735940281924944,False,True,False,True
2025-12-16,10:00,612.16,4,PMH,below,breakout,1.0226,0.4639,0.0866,0.6534,,,-0.419,612.25,0.017149857084527265,0.46876276031033154,0.46876276031033154,0.017149857084527265,0.017149857084527265,0.8623928133932172,0.8623928133932172,0.017149857084527265,0.017149857084527265,0.8623928133932172,0.8623928133932172,0.017149857084527265,False,True,False,True
2025-12-16,10:01,611.88,4,PMH,above,rejection,1.0688,0.4184,0.0409,0.608,,,-0.419,611.88,0.07762960057527991,0.42165130417729635,0.42165130417729635,0.07762960057527991,0.07762960057527991,0.802444923841271,0.802444923841271,0.07762960057527991,0.07762960057527991,0.802444923841271,0.802444923841271,0.07762960057527991,False,True,False,True
2025-12-16,10:02,611.04,4,PMH,above,chop,1.2078,0.2815,0.0966,0.4713,,,-0.419,611.02,0.21848711989788167,0.33059474321625837,0.33059474321625837,0.21848711989788167,0.21848711989788167,0.6628260940721997,0.6628260940721997,0.21848711989788167,0.21848711989788167,0.6628260940721997,0.6628260940721997,0.21848711989788167,False,True,False,False
2025-12-16,10:04,611.24,4,PMH,below,chop,1.1747,0.3141,0.0638,0.5039,,,-0.419,611.25,0.1807770961145224,0.40080163599181295,0.40080163599181295,0.1807770961145224,0.1807770961145224,0.7002044989775007,0.7002044989775007,0.1807770961145224,0.1807770961145224,0.7002044989775007,0.7002044989775007,0.1807770961145224,False,True,False,False
2025-12-16,10:05,611.59,4,PMH,below,breakout,1.1168,0.3712,0.0065,0.5608,,,-0.419,611.6,0.12344669718770364,0.45779921517331257,0.45779921517331257,0.12344669718770364,0.12344669718770364,0.7570307390451267,0.7570307390451267,0.12344669718770364,0.12344669718770364,0.7570307390451267,0.7570307390451267,0.12344669718770364,False,True,False,True
2025-12-16,10:06,611.47,4,PMH,above,rejection,1.1366,0.3516,0.0262,0.5413,,,-0.419,611.48,0.14391430557259013,0.496340815241828,0.496340815241828,0.14391430557259013,0.14391430557259013,0.7367431211415014,0.7367431211415014,0.14391430557259013,0.14391430557259013,0.7367431211415014,0.7367431211415014,0.14391430557259013,False,True,False,False
2025-12-16,10:07,612.23,4,PMH,below,breakout,1.0111,0.4753,0.098,0.6648,,,-0.419,612.24,0.01878348360120363,0.6206716320397155,0.6206716320397155,0.01878348360120363,0.01878348360120363,0.8607735528550865,0.8607735528550865,0.01878348360120363,0.01878348360120363,0.8607735528550865,0.8607735528550865,0.01878348360120363,False,True,False,True
2025-12-16,10:08,611.74,4,PMH,above,rejection,1.092,0.3956,0.018,0.5852,,,-0.419,611.72,0.0,0.5917740142548885,0.5917740142548885,0.0,0.0,0.7764990518537893,0.7764990518537893,0.0,0.0,0.7764990518537893,0.7764990518537893,0.0,False,True,False,True
2025-12-16,10:10,610.17,5,PDL,above,retest_continue,1.3521,0.1393,0.2393,0.3294,,,-0.419,610.14,0.13603435277150178,0.4948044711049932,0.4948044711049932,0.13603435277150178,0.13603435277150178,0.5195528895007636,0.5195528895007636,0.13603435277150178,0.13603435277150178,0.5195528895007636,0.5195528895007636,0.13603435277150178,False,True,False,False
2025-12-16,10:11,610.76,4,PMH,below,breakout,1.2542,0.2358,0.1424,0.4257,,,-0.419,610.72,0.040935289494367304,0.6140293424155095,0.6140293424155095,0.040935289494367304,0.040935289494367304,0.6140293424155095,0.6140293424155095,0.040935289494367304,0.040935289494367304,0.6140293424155095,0.6140293424155095,0.040935289494367304,False,True,False,False
2025-12-16,10:13,610.21,5,PDL,above,chop,1.3455,0.1458,0.2327,0.3359,,,-0.419,610.19,0.10160769596353443,0.5277044854881311,0.5277044854881311,0.10160769596353443,0.10160769596353443,0.5277044854881311,0.5277044854881311,0.10160769596353443,0.12373195234271217,0.5277044854881311,0.5277044854881311,0.12373195234271217,False,True,False,False
2025-12-16,10:15,609.75,5,PDL,above,retest_continue,1.4219,0.0705,0.3083,0.2608,,,-0.419,609.74,0.044281169022859224,0.4542919933086203,0.4542919933086203,0.044281169022859224,0.044281169022859224,0.4542919933086203,0.4542919933086203,0.044281169022859224,0.1976252173057436,0.4542919933086203,0.4542919933086203,0.1976252173057436,False,False,False,False
2025-12-16,10:16,609.88,5,PDL,below,chop,1.4003,0.0918,0.2869,0.282,,,-0.419,609.89,0.019675679220843848,0.4787748610405088,0.4787748610405088,0.019675679220843848,0.019675679220843848,0.4787748610405088,0.4787748610405088,0.019675679220843848,0.17298201314992273,0.4787748610405088,0.4787748610405088,0.17298201314992273,False,False,False,False
2025-12-16,10:17,609.35,5,PDL,above,chop,1.4885,0.0049,0.3742,0.1953,,,-0.419,609.35,0.047591696069576375,0.3905801263641578,0.3905801263641578,0.047591696069576375,0.09846557807500168,0.3905801263641578,0.3905801263641578,0.09846557807500168,0.26175432838270735,0.3905801263641578,0.3905801263641578,0.26175432838270735,False,False,False,False
2025-12-16,10:18,609.32,5,PDL,above,chop,1.4935,0.0,0.3791,0.1904,,,-0.419,609.29,0.057443910124903214,0.3807710613993232,0.3807710613993232,0.057443910124903214,0.10832280194982388,0.3807710613993232,0.3807710613993232,0.10832280194982388,0.27162763216203883,0.3807710613993232,0.3807710613993232,0.27162763216203883,False,False,False,False
2025-12-16,10:19,609.29,5,PDL,above,chop,1.4985,0.0049,0.3841,0.1855,,,-0.419,609.31,0.05415962318032544,0.38404096436951934,0.38404096436951934,0.05415962318032544,0.10503684495578607,0.38404096436951934,0.38404096436951934,0.10503684495578607,0.26833631484795994,0.38404096436951934,0.38404096436951934,0.26833631484795994,False,False,False,False
2025-12-16,10:20,609.24,5,PDL,above,rejection,1.5076,0.014,0.3931,0.1765,,,-0.419,609.31,0.05415962318032544,0.38404096436951934,0.38404096436951934,0.05415962318032544,0.10503684495578607,0.38404096436951934,0.38404096436951934,0.10503684495578607,0.26833631484795994,0.38404096436951934,0.38404096436951934,0.26833631484795994,False,False,False,False
2025-12-16,10:21,608.94,9,PDL|PML,above,rejection,1.5567,0.0623,0.4416,0.1282,,,-0.419,608.93,0.11659796692559679,0.32187607771006893,0.32187607771006893,0.11659796692559679,0.1675069384001602,0.32187607771006893,0.32187607771006893,0.1675069384001602,0.33090831458461567,0.32187607771006893,0.32187607771006893,0.33090831458461567,False,False,False,False
2025-12-16,10:22,608.72,9,PDL|PML,above,rejection,1.5935,0.0986,0.4781,0.092,,,-0.419,608.7,0.15442746837521618,0.2842122556267485,0.2842122556267485,0.15442746837521618,0.20535567603088548,0.2842122556267485,0.2842122556267485,0.20535567603088548,0.36881879415147106,0.2842122556267485,0.2842122556267485,0.36881879415147106,False,False,False,False
2025-12-16,10:23,608.54,9,PDL|PML,above,rejection,1.6236,0.1282,0.5078,0.0624,,,-0.419,608.53,0.18240678356038548,0.25635547959836746,0.25635547959836746,0.18240678356038548,0.3105845233595692,0.25635547959836746,0.25635547959836746,0.3105845233595692,0.3968580020705762,0.25635547959836746,0.25635547959836746,0.3968580020705762,False,False,False,False
2025-12-16,10:24,608.19,4,PML,above,retest_continue,1.682,0.1858,0.5656,0.0049,,,-0.419,608.19,0.23841233824954894,0.20059520873411718,0.20059520873411718,0.23841233824954894,0.4143442016475084,0.20059520873411718,0.20059520873411718,0.4143442016475084,0.4529834426741635,0.20059520873411718,0.20059520873411718,0.4529834426741635,False,False,False,False
2025-12-16,10:25,607.52,4,PML,above,breakout,1.7938,0.2959,0.6761,0.105,,,-0.419,607.47,0.35721928654912327,0.08230859137076728,0.08230859137076728,0.35721928654912327,0.5547599058389722,0.08230859137076728,0.08230859137076728,0.5547599058389722,0.5720447100268363,0.08230859137076728,0.08230859137076728,0.5720447100268363,True,False,False,False
2025-12-16,10:27,607.35,4,PML,below,rejection,1.823,0.3247,0.705,0.1337,,,-0.419,607.37,0.3737425292655188,0.0,0.0,0.3737425292655188,0.5713156724895908,0.0,0.0,0.5713156724895908,0.5886033225216994,0.0,0.0,0.5886033225216994,True,False,False,False
2025-12-16,10:28,607.86,4,PML,below,rejection,1.7372,0.2402,0.6202,0.0494,,,-0.419,607.85,0.29448054618737574,0.07896685037427296,0.07896685037427296,0.29448054618737574,0.4918976721230582,0.07896685037427296,0.07896685037427296,0.4918976721230582,0.5091716706424326,0.07896685037427296,0.07896685037427296,0.5091716706424326,False,False,False,False
2025-12-16,10:29,608.5,9,PDL|PML,below,retest_continue,1.6302,0.1348,0.5144,0.0559,,,-0.419,608.49,0.18899242386891768,0.18406218672451552,0.18406218672451552,0.18899242386891768,0.40345773965061726,0.18406218672451552,0.18406218672451552,0.40345773965061726,0.40345773965061726,0.18406218672451552,0.18406218672451552,0.40345773965061726,False,False,False,False
2025-12-16,10:30,608.56,9,PDL|PML,below,retest_continue,1.6202,0.1249,0.5045,0.0657,,,-0.419,608.54,0.20378285795228612,0.19224704904312506,0.19224704904312506,0.20378285795228612,0.39522470096045653,0.19224704904312506,0.19224704904312506,0.39522470096045653,0.39522470096045653,0.19224704904312506,0.19224704904312506,0.39522470096045653,False,False,False,False
2025-12-16,10:31,609.39,5,PDL,below,breakout,1.4818,0.0115,0.3676,0.2018,,,-0.419,609.45,0.0820411846747067,0.34129132824678654,0.34129132824678654,0.0820411846747067,0.24530314217737376,0.34129132824678654,0.34129132824678654,0.24530314217737376,0.24530314217737376,0.34129132824678654,0.34129132824678654,0.24530314217737376,False,False,False,False
2025-12-16,10:32,609.49,5,PDL,below,breakout,1.4652,0.0279,0.3511,0.2182,,,-0.419,609.47,0.07875695276223903,0.3445616683347864,0.3445616683347864,0.07875695276223903,0.24201355275895822,0.3445616683347864,0.3445616683347864,0.24201355275895822,0.24201355275895822,0.3445616683347864,0.3445616683347864,0.24201355275895822,False,False,False,False
2025-12-16,10:33,608.99,9,PDL|PML,above,rejection,1.5485,0.0542,0.4335,0.1363,,,-0.419,609.02,0.15270434468491406,0.2709270631506317,0.2709270631506317,0.15270434468491406,0.31608157367575257,0.2709270631506317,0.2709270631506317,0.31608157367575257,0.31608157367575257,0.2709270631506317,0.2709270631506317,0.31608157367575257,False,False,False,False
2025-12-16,10:34,609.01,9,PDL|PML,below,breakout,1.5451,0.0509,0.4302,0.1396,,,-0.419,609.02,0.15270434468491406,0.2709270631506317,0.2709270631506317,0.15270434468491406,0.31608157367575257,0.2709270631506317,0.2709270631506317,0.31608157367575257,0.31608157367575257,0.2709270631506317,0.2709270631506317,0.31608157367575257,False,False,False,False
2025-12-16,10:35,609.01,9,PDL|PML,below,breakout,1.545,0.0508,0.4301,0.1397,,,-0.419,609.03,0.1510598821076257,0.2725645698898196,0.2725645698898196,0.1510598821076257,0.3144344285174913,0.2725645698898196,0.2725645698898196,0.3144344285174913,0.3144344285174913,0.2725645698898196,0.2725645698898196,0.3144344285174913,False,False,False,False
2025-12-16,10:36,608.42,9,PDL|PML,above,chop,1.6436,0.1479,0.5276,0.0427,,,-0.419,608.44,0.24817566234961388,0.17585957530735158,0.17585957530735158,0.24817566234961388,0.4117086319111162,0.17585957530735158,0.17585957530735158,0.4117086319111162,0.4117086319111162,0.17585957530735158,0.17585957530735158,0.4117086319111162,False,False,False,False
2025-12-16,10:37,608.22,4,PML,above,retest_continue,1.677,0.1809,0.5607,0.0099,,,-0.419,608.21,0.28608539813551387,0.13811019220335605,0.13811019220335605,0.28608539813551387,0.44968020913829326,0.13811019220335605,0.13811019220335605,0.44968020913829326,0.44968020913829326,0.13811019220335605,0.13811019220335605,0.44968020913829326,False,False,False,False
2025-12-16,10:38,607.78,4,PML,above,retest_continue,1.7507,0.2534,0.6335,0.0625,,,-0.419,607.74,0.44097804982392963,0.06088129792345485,0.06088129792345485,0.44097804982392963,0.5273636752558727,0.06088129792345485,0.06088129792345485,0.5273636752558727,0.5273636752558727,0.06088129792345485,0.06088129792345485,0.5273636752558727,True,False,False,False
2025-12-16,10:39,608.4,4,PML,below,retest_continue,1.6469,0.1512,0.5309,0.0394,,,-0.419,608.45,0.37143561508751594,0.17750020544005932,0.17750020544005932,0.37143561508751594,0.41005834497493704,0.17750020544005932,0.17750020544005932,0.41005834497493704,0.41005834497493704,0.17750020544005932,0.17750020544005932,0.41005834497493704,False,False,False,False
2025-12-16,10:40,607.8,4,PML,above,breakout,1.7478,0.2506,0.6306,0.0597,,,-0.419,607.74,0.510086550169484,0.06088129792345485,0.06088129792345485,0.510086550169484,0.5273636752558727,0.06088129792345485,0.06088129792345485,0.5273636752558727,0.5273636752558727,0.06088129792345485,0.06088129792345485,0.5273636752558727,True,False,False,False
2025-12-16,10:41,607.66,4,PML,above,breakout,1.7707,0.2732,0.6533,0.0823,,,-0.419,607.6,0.5332290103309782,0.03787030318131829,0.03787030318131829,0.5332290103309782,0.5505101134776068,0.03787030318131829,0.03787030318131829,0.5505101134776068,0.5505101134776068,0.03787030318131829,0.03787030318131829,0.5505101134776068,True,False,False,False
2025-12-16,10:42,607.88,4,PML,below,rejection,1.7347,0.2377,0.6177,0.0469,,,-0.419,607.89,0.4852686365512566,0.013176723884796912,0.013176723884796912,0.4852686365512566,0.5025414955762709,0.013176723884796912,0.013176723884796912,0.5025414955762709,0.5025414955762709,0.013176723884796912,0.013176723884796912,0.5025414955762709,True,False,False,False
2025-12-16,10:43,608.11,4,PML,below,rejection,1.6954,0.199,0.5788,0.0082,,,-0.419,608.1,0.45058378556158674,0.008222331853324816,0.008222331853324816,0.45058378556158674,0.4678506824535483,0.008222331853324816,0.008222331853324816,0.4678506824535483,0.4678506824535483,0.041111659266568,0.041111659266568,0.4678506824535483,False,False,False,False
2025-12-16,10:44,608.84,9,PDL|PML,below,retest_continue,1.5735,0.0788,0.4582,0.1117,,,-0.419,608.84,0.345739438933056,0.10019052624663519,0.10019052624663519,0.345739438933056,0.345739438933056,0.10019052624663519,0.10019052624663519,0.345739438933056,0.345739438933056,0.1626042966953566,0.1626042966953566,0.345739438933056,False,False,False,False
2025-12-16,10:45,609.34,5,PDL,below,chop,1.4901,0.0033,0.3758,0.1937,,,-0.419,609.36,0.2601089667848294,0.18544046212419513,0.18544046212419513,0.2601089667848294,0.2601089667848294,0.18544046212419513,0.18544046212419513,0.2601089667848294,0.2601089667848294,0.24780097151109212,0.24780097151109212,0.2601089667848294,False,False,False,False
2025-12-16,10:46,609.64,5,PDL,below,breakout,1.4402,0.0525,0.3264,0.2428,,,-0.419,609.64,0.21488267569940359,0.23046577050201722,0.23046577050201722,0.21488267569940359,0.21488267569940359,0.28951749817513533,0.28951749817513533,0.21488267569940359,0.21488267569940359,0.29279814971252766,0.29279814971252766,0.21488267569940359,False,False,False,False
2025-12-16,10:47,609.43,5,PDL,above,retest_continue,1.4751,0.018,0.361,0.2084,,,-0.419,609.38,0.25681840559257846,0.1887164002756863,0.1887164002756863,0.25681840559257846,0.25681840559257846,0.2477928386228611,0.2477928386228611,0.25681840559257846,0.25681840559257846,0.2510748629754788,0.2510748629754788,0.25681840559257846,False,False,False,False
2025-12-16,10:48,609.53,5,PDL,below,retest_continue,1.4591,0.0339,0.3451,0.2242,,,-0.419,609.48,0.24036883901030906,0.2050928660497473,0.2050928660497473,0.24036883901030906,0.24036883901030906,0.2641596114720768,0.2641596114720768,0.24036883901030906,0.24036883901030906,0.2674410973288698,0.2674410973288698,0.24036883901030906,False,False,False,False
2025-12-16,10:49,609.32,5,PDL,above,chop,1.4935,0.0,0.3791,0.1904,,,-0.419,609.31,0.26833631484795994,0.17724967586284934,0.17724967586284934,0.26833631484795994,0.26833631484795994,0.23633290115047204,0.23633290115047204,0.26833631484795994,0.26833631484795994,0.23961530255533683,0.23961530255533683,0.26833631484795994,False,False,False,False
2025-12-16,10:50,608.4,4,PML,above,breakout,1.6469,0.1512,0.5309,0.0394,,,-0.419,608.41,0.4166598182147042,0.02136717016485519,0.02136717016485519,0.4166598182147042,0.4166598182147042,0.08875593760785713,0.08875593760785713,0.4166598182147042,0.4166598182147042,0.09204319455629353,0.09204319455629353,0.4166598182147042,False,False,False,False
2025-12-16,10:51,608.79,9,PDL|PML,below,rejection,1.5818,0.0871,0.4665,0.1035,,,-0.419,608.71,0.36716991670910837,0.016428184192804902,0.016428184192804902,0.36716991670910837,0.36716991670910837,0.13799674721953506,0.13799674721953506,0.36716991670910837,0.36716991670910837,0.1412823840580923,0.1412823840580923,0.36716991670910837,False,False,False,False
2025-12-16,10:52,609.49,5,PDL,below,rejection,1.4655,0.0275,0.3515,0.2178,,,-0.419,609.47,0.24201355275895822,0.013126158793712721,0.013126158793712721,0.24201355275895822,0.24201355275895822,0.2625231758741239,0.2625231758741239,0.24201355275895822,0.24201355275895822,0.26580471557254737,0.26580471557254737,0.24201355275895822,False,False,False,False
2025-12-16,10:53,609.79,5,PDL,below,retest_continue,1.4152,0.0771,0.3017,0.2673,,,-0.419,609.8,0.1877664808133971,0.06723515906854186,0.06723515906854186,0.1877664808133971,0.1877664808133971,0.31649721220071336,0.31649721220071336,0.1877664808133971,0.1877664808133971,0.3197769760577127,0.3197769760577127,0.1877664808133971,False,False,False,False
2025-12-16,10:54,610.15,5,PDL,below,retest_continue,1.3554,0.136,0.2426,0.3261,,,-0.419,610.12,0.13521930112109837,0.13603881203698304,0.13603881203698304,0.13521930112109837,0.13521930112109837,0.3687799121484298,0.3687799121484298,0.13521930112109837,0.13521930112109837,0.37205795581196843,0.37205795581196843,0.13521930112109837,False,False,False,False
2025-12-16,10:57,610.07,5,PDL,above,retest_continue,1.3687,0.1229,0.2557,0.3131,,,-0.419,610.02,0.15163437264353105,0.21966492901872595,0.21966492901872595,0.15163437264353105,0.15163437264353105,0.35572604176911565,0.35572604176911565,0.15163437264353105,0.15163437264353105,0.35572604176911565,0.35572604176911565,0.15163437264353105,False,False,False,False
2025-12-16,10:58,610.18,5,PDL,below,retest_continue,1.3504,0.1409,0.2376,0.331,,,-0.419,610.23,0.11716893630271076,0.2540025891876945,0.2540025891876945,0.11716893630271076,0.11716893630271076,0.39001687888173237,0.39001687888173237,0.11716893630271076,0.11716893630271076,0.39001687888173237,0.39001687888173237,0.11716893630271076,False,False,False,False
2025-12-16,11:04,610.14,5,PDL,above,retest_continue,1.3571,0.1344,0.2442,0.3245,,,-0.419,610.15,0.04495647515010359,0.37297648741932116,0.37297648741932116,0.04495647515010359,0.04495647515010359,0.376254393008098,0.376254393008098,0.04495647515010359,0.16460002914057145,0.376254393008098,0.376254393008098,0.16460002914057145,False,False,False,False
2025-12-16,11:07,609.69,5,PDL,above,chop,1.4319,0.0607,0.3182,0.2509,,,-0.419,609.74,0.04592121232000077,0.3066880965657501,0.3066880965657501,0.04592121232000077,0.04592121232000077,0.3099681831600332,0.3099681831600332,0.04592121232000077,0.23124610489716405,0.3099681831600332,0.3099681831600332,0.23124610489716405,False,False,False,False
