symbol,n,tpd,wr,pf,ev,avg_mfe,med_mfe
APP,22,1.0,0.3181818181818182,0.8636639512721205,-0.0003068409159585164,0.7933206402965859,0.4249066992975762
MSTR,29,1.0,0.3793103448275862,0.610091723687858,-0.0008228409141483823,0.9034017015977027,0.698440748864465
AFRM,20,1.0,0.4,0.7876205106022469,-0.00043325415837141635,0.8039572863462244,0.6831545667252553
RDDT,24,1.0,0.3333333333333333,0.549787135978479,-0.0010204824917821145,0.9939231842025112,0.8340486794012758
HOOD,21,1.0,0.3333333333333333,0.9122540729623558,-0.00019889076795199335,0.9821811789841292,0.7778392837893524
NET,18,1.0,0.3888888888888889,1.2309349179855924,0.0004798314407033978,0.8223174213482761,0.6562967328154385
AMD,19,1.0,0.2631578947368421,0.3880931403005106,-0.0015329877116681944,0.5690296199528574,0.5352102821288314
DDOG,22,1.0,0.45454545454545453,1.3008450908026434,0.0005579308956703572,0.8420250658065915,0.554109928311418
SHOP,16,1.0,0.4375,0.920396151869308,-0.00015224235954994865,0.5695055068752758,0.49438334694922165
PLTR,12,1.0,0.5,1.674020676903967,0.0010768720560151766,0.7269477883222799,0.5396610093588042
CRWD,14,1.0,0.5714285714285714,2.19533759096883,0.0017417776325545809,0.7075871188738091,0.5995285018144091
SMCI,20,1.0,0.3,0.6240945758304125,-0.0008946549095236185,0.9782629088918897,0.7425957497083417
ARM,15,1.0,0.3333333333333333,0.52165083083527,-0.001084258116773388,0.6685542698807162,0.5845024928582073
COIN,24,1.0,0.4583333333333333,1.0671092746593938,0.00012359291416438366,0.6966730523696791,0.594874811459548
TSLA,16,1.0,0.375,1.3333915906184068,0.0006165814869803002,0.6150513008664183,0.3434128896526707
NVDA,8,1.0,0.25,0.15554377604138778,-0.0021533633710944613,0.2897332273300412,0.32282906885594986
META,7,1.0,0.5714285714285714,2.0313695444929354,0.0015028527648325628,0.5748330946667581,0.4112233533165737
AMZN,7,1.0,0.7142857142857143,2.5000679103134575,0.0014572088271616445,0.43310420763614216,0.5220159946702969
NFLX,8,1.0,0.375,0.762125844479873,-0.00045912939744610626,0.42383259139782203,0.48902552596523174
AVGO,17,1.0,0.35294117647058826,0.7189973986810794,-0.0006182057229016255,0.8732782334542265,0.6385688215499494
UBER,11,1.0,0.45454545454545453,1.2761533137943062,0.0005121388728548949,0.596988636780478,0.5091542702926609
DASH,15,1.0,0.26666666666666666,0.4115954450181563,-0.001467088690421397,0.5348481632666191,0.3197487967831128
ABNB,11,1.0,0.18181818181818182,0.2674762166572946,-0.0020377479791169805,0.40913065634128176,0.38974351168751353
PANW,10,1.0,0.5,1.827516164965247,0.00140677748044092,0.5889746193672899,0.4849286306354489
SNOW,22,1.0,0.4090909090909091,0.6232343970724876,-0.00073093903076696,0.5825060944865181,0.5324979374112461
MDB,26,1.0,0.4230769230769231,0.7306426136841321,-0.0005283548731580486,0.6700193488205196,0.5540641264086442
ZS,16,1.0,0.375,0.694855434089383,-0.0006484322025600614,0.6384017976103474,0.6160820862299947
MRVL,18,1.0,0.3888888888888889,0.6207796435339468,-0.000787935629546133,0.7531884369360519,0.5720186794776345
MU,17,1.0,0.47058823529411764,1.2255545893980582,0.00040599826091650506,1.0414685535179635,0.8448560049592491
QCOM,12,1.0,0.6666666666666666,2.554625191405998,0.0017619085502601315,0.7561370113698487,0.7309595451772369
