symbol,n,tpd,wr,pf,ev,avg_mfe,med_mfe
APP,27,1.0,0.25925925925925924,0.5470588235294118,-0.001140740740740741,1.161557349563649,0.8716435343836565
MSTR,22,1.0,0.4090909090909091,1.0623962074748585,0.00012535965319948857,1.1597828533102517,0.7811162391524332
AFRM,13,1.0,0.5384615384615384,2.0684028595379904,0.0016765706411211551,0.9516117324963111,0.7625150663841563
RDDT,20,1.0,0.25,0.6818795688983738,-0.000811207099309147,1.0392300844175746,0.9998376629079421
HOOD,21,1.0,0.38095238095238093,0.8801582107100013,-0.0002522384326960923,1.1976121665218926,0.9881261211383564
NET,19,1.0,0.15789473684210525,0.11580882352941176,-0.0025315789473684216,0.949303591073901,0.864298884694816
AMD,18,1.0,0.2777777777777778,0.6679939550150915,-0.0008152592882407198,0.6781813003637084,0.5626530089373236
DDOG,12,1.0,0.3333333333333333,0.5845588235294118,-0.0009416666666666669,1.252495417909676,0.6091670849682284
SHOP,8,1.0,0.5,1.0993340142282182,0.00016886782418797097,0.6535865532913447,0.5195754166331881
PLTR,28,1.0,0.39285714285714285,0.7879008258218511,-0.0004378332952677503,0.6823317448545811,0.7310622623349408
CRWD,11,1.0,0.2727272727272727,0.3471318264268129,-0.001614364938290063,0.531347745791713,0.4800582775853879
SMCI,23,1.0,0.391304347826087,1.2156804842465216,0.0004463648282667145,1.2650273367564673,0.9784727475277347
ARM,21,1.0,0.47619047619047616,1.0521736145147824,9.291872299299362e-05,0.9024246765084856,0.5902077959809549
COIN,30,1.0,0.26666666666666666,0.47427177522551534,-0.0013108157071043819,1.1503351041439842,1.0246407829706063
TSLA,22,1.0,0.36363636363636365,0.8820446003721778,-0.00023531282491502556,0.5909594162408549,0.4987227339563225
NVDA,13,1.0,0.38461538461538464,0.5066230019313703,-0.0010322964882666713,0.3508158263858363,0.38550073434093424
META,11,1.0,0.18181818181818182,0.10428479080125296,-0.002491716854680151,0.2510393086914455,0.12137538123848121
AMZN,9,1.0,0.5555555555555556,1.9005033000176115,0.0012167155904438858,0.5175857838518826,0.4274506289577434
NFLX,9,1.0,0.1111111111111111,0.08069701611421527,-0.0026581407826746593,0.3185084781089891,0.06609324946539089
AVGO,18,1.0,0.5555555555555556,2.044384964343993,0.0015781817238975898,0.812208971092656,0.7694857539906319
UBER,7,1.0,0.7142857142857143,4.265978050293701,0.0031726643917138818,0.7950535037183505,0.8349118912764711
DASH,13,1.0,0.38461538461538464,0.8380912230873377,-0.0003387629793864933,0.6372637974543349,0.30128444710267505
ABNB,3,1.0,0.3333333333333333,0.32970657013509047,-0.0015193317743604617,0.6015796370077032,0.504304141188701
PANW,9,1.0,0.5555555555555556,1.4688881794011934,0.000708542137761803,0.6140823431453273,0.549977194366622
SNOW,18,1.0,0.1111111111111111,0.156726150642591,-0.0025485609669468365,0.6903236313654277,0.3038118727156096
MDB,13,1.0,0.15384615384615385,0.31283422459893045,-0.001976923076923077,0.9716538590134253,0.9656438718213709
ZS,15,1.0,0.26666666666666666,0.7560804239023021,-0.0006081728097369267,0.6707541638041942,0.5179310445443883
MRVL,20,1.0,0.4,0.6657397429910745,-0.0006818909242982082,0.7554925623219635,0.6101074207057963
MU,22,1.0,0.3181818181818182,0.5704804497736345,-0.0009957044118883928,1.1001948890412303,0.8826702148848662
QCOM,20,1.0,0.5,1.4295240075761069,0.000730190812879382,1.0066195526845847,0.6380312210635402
