entry_bar,exit_bar,hold_bars,entry_price,exit_price,pnl_pct,exit_type,direction,slack,model,symbol
2139,2168,29,1.734,1.5617595600527914,-0.09933128024637175,time,short,0.7108167770419107,Balanced (+30/-15%),NVDA
2214,2243,29,1.734,1.6380724768142063,-0.055321524328600734,time,short,0.7587096774192865,Balanced (+30/-15%),NVDA
2220,2249,29,1.734,1.6559604645638126,-0.045005499098147266,time,long,0.7337931034482786,Balanced (+30/-15%),NVDA
2329,2358,29,1.734,1.636512379108547,-0.056221234654817195,time,short,0.7679324894514761,Balanced (+30/-15%),NVDA
2346,2375,29,1.734,1.637930815692663,-0.055403220477126244,time,long,0.7197943444729272,Balanced (+30/-15%),NVDA
2383,2412,29,1.734,1.5750853835990468,-0.09164626090020367,time,short,0.6606741573034869,Balanced (+30/-15%),NVDA
2387,2416,29,1.734,1.5765551526364487,-0.09079864323157512,time,short,0.7815533980581311,Balanced (+30/-15%),NVDA
2409,2434,25,1.734,2.3734924585818438,0.36879611221559616,tp,short,0.7253886010362043,Balanced (+30/-15%),NVDA
2458,2487,29,1.734,1.6978484087464834,-0.020848668542973837,time,long,0.6400000000000026,Balanced (+30/-15%),NVDA
2481,2510,29,1.734,1.9725708611212913,0.13758411829370895,time,short,0.7187329328235963,Balanced (+30/-15%),NVDA
2507,2536,29,1.734,1.924656285806242,0.10995172191824795,time,long,0.6010362694300947,Balanced (+30/-15%),NVDA
2527,2556,29,1.734,1.656010510576844,-0.044976637498936614,time,long,0.6197628458498032,Balanced (+30/-15%),NVDA
2544,2573,29,1.734,1.9277573412994797,0.11174010455564,time,long,0.7044025157232772,Balanced (+30/-15%),NVDA
2555,2584,29,1.734,1.8173182789469198,0.048049757178154434,time,long,0.7837150127226352,Balanced (+30/-15%),NVDA
2566,2595,29,1.734,1.7506633422698823,0.00960977062853651,time,long,0.6371681415928464,Balanced (+30/-15%),NVDA
2604,2633,29,1.734,1.692813488757948,-0.023752313288380605,time,long,0.791366906474835,Balanced (+30/-15%),NVDA
2617,2646,29,1.734,1.6920963820697552,-0.024165869625285337,time,long,0.6111869031377781,Balanced (+30/-15%),NVDA
2643,2672,29,1.734,1.5083689146164987,-0.13012173320847825,time,long,0.7136431784108659,Balanced (+30/-15%),NVDA
2677,2706,29,1.734,1.883014509265613,0.08593685655456343,time,long,0.7160493827160277,Balanced (+30/-15%),NVDA
2721,2750,29,1.734,1.9505332963042068,0.12487502670369482,time,long,0.7722772277228523,Balanced (+30/-15%),NVDA
2724,2753,29,1.734,1.8516928437233153,0.06787361229718301,time,short,0.6103542234333306,Balanced (+30/-15%),NVDA
2725,2754,29,1.734,1.8895613536726061,0.08971243003033803,time,long,0.7873799725651912,Balanced (+30/-15%),NVDA
2757,2786,29,1.734,1.8234211548913022,0.051569293478259635,time,short,0.6555183946487698,Balanced (+30/-15%),NVDA
2818,2839,21,1.734,0.9127314149821657,-0.4736266349583819,sl,short,0.754039497307039,Balanced (+30/-15%),NVDA
2837,2839,2,1.734,0.8255485133418052,-0.5239051249470558,sl,long,0.6757164404222915,Balanced (+30/-15%),NVDA
2874,2903,29,1.734,1.9257760232989127,0.11059747595093007,time,short,0.6519208381839305,Balanced (+30/-15%),NVDA
2889,2918,29,1.734,1.9545398480384546,0.12718561017211916,time,long,0.6429391504018477,Balanced (+30/-15%),NVDA
2907,2912,5,1.734,1.4300294622102565,-0.17530019480377362,sl,short,0.7173738991192796,Balanced (+30/-15%),NVDA
2920,2949,29,1.734,1.5429041275433784,-0.11020523209724431,time,long,0.673913043478266,Balanced (+30/-15%),NVDA
2926,2955,29,1.734,1.567094638971317,-0.09625453346521513,time,short,0.7931330472103321,Balanced (+30/-15%),NVDA
126,155,29,1.734,1.641699029050245,-0.05323008705291528,time,short,0.7022653721684244,Balanced (+30/-15%),META
149,178,29,1.734,1.69765674491444,-0.020959201318085364,time,long,0.6785137318254287,Balanced (+30/-15%),META
154,183,29,1.734,1.707923870841294,-0.01503813676972661,time,long,0.6337448559670329,Balanced (+30/-15%),META
170,199,29,1.734,1.60618986902412,-0.07370826469197227,time,short,0.6688888888886342,Balanced (+30/-15%),META
222,251,29,1.734,1.5979466052728128,-0.0784621653559326,time,short,0.7466666666667551,Balanced (+30/-15%),META
252,281,29,1.734,1.818228365009686,0.048574604965216844,time,long,0.7287066246059245,Balanced (+30/-15%),META
261,290,29,1.734,1.7520284367245682,0.010397022332507624,time,short,0.6783310901747513,Balanced (+30/-15%),META
339,368,29,1.734,1.648884384142459,-0.049086283654867946,time,long,0.6861143523921893,Balanced (+30/-15%),META
342,371,29,1.734,1.6715832455195376,-0.03599582149968994,time,long,0.6093579978238715,Balanced (+30/-15%),META
347,376,29,1.734,1.7093066986630072,-0.014240658210491792,time,long,0.7207207207204976,Balanced (+30/-15%),META
427,456,29,1.734,1.5517593887836705,-0.10509839170491898,time,short,0.6249452954049385,Balanced (+30/-15%),META
429,458,29,1.734,1.5986086383347775,-0.0780803700491479,time,long,0.6965486329001265,Balanced (+30/-15%),META
575,604,29,1.734,1.616999240408216,-0.06747448650045208,time,short,0.7116843702580528,Balanced (+30/-15%),META
593,622,29,1.734,1.6249418652228171,-0.06289396469272367,time,short,0.6628571428570966,Balanced (+30/-15%),META
624,653,29,1.734,1.7546269543779138,0.011895590760042585,time,long,0.6334106728538226,Balanced (+30/-15%),META
645,674,29,1.734,1.8548844342365707,0.06971420659548483,time,long,0.7445086705202626,Balanced (+30/-15%),META
686,715,29,1.734,1.7009734103071434,-0.01904647617811796,time,short,0.7808764940241305,Balanced (+30/-15%),META
712,741,29,1.734,1.6805816537207952,-0.030806428073359187,time,long,0.639593908629189,Balanced (+30/-15%),META
725,754,29,1.734,1.8249582899205392,0.05245576119984961,time,long,0.680250783699214,Balanced (+30/-15%),META
737,766,29,1.734,1.6557080579559502,-0.04515106230914058,time,long,0.697368421052604,Balanced (+30/-15%),META
774,803,29,1.734,1.581218729367445,-0.08810915261393028,time,short,0.7168546174946897,Balanced (+30/-15%),META
928,957,29,1.734,1.5959543586044123,-0.07961109653724782,time,short,0.7521206409049492,Balanced (+30/-15%),META
990,1019,29,1.734,1.6653124149470153,-0.03961221744693464,time,short,0.7516778523488391,Balanced (+30/-15%),META
1003,1032,29,1.734,1.711017934832494,-0.013253786140430159,time,short,0.7903225806453167,Balanced (+30/-15%),META
1101,1130,29,1.734,1.7600876519799236,0.015044781995342316,time,long,0.6774193548386118,Balanced (+30/-15%),META
1105,1134,29,1.734,1.7477971748040728,0.007956848214574874,time,short,0.7668539325845025,Balanced (+30/-15%),META
1129,1147,18,1.734,1.2749456806216275,-0.2647372084073659,sl,short,0.7055702917774369,Balanced (+30/-15%),META
1177,1206,29,1.734,1.7739371149144216,0.023031784841073613,time,long,0.7841845140033186,Balanced (+30/-15%),META
1248,1277,29,1.734,1.7971494404419237,0.03641836242325474,time,long,0.6490066225168327,Balanced (+30/-15%),META
1275,1304,29,1.734,1.6964997391044603,-0.021626448036643427,time,short,0.7571288102260874,Balanced (+30/-15%),META
1308,1337,29,1.734,1.7783397628458486,0.025570797488955375,time,long,0.7645051194538156,Balanced (+30/-15%),META
1360,1389,29,1.734,1.7278550712830953,-0.0035437881873729184,time,long,0.7197062423501593,Balanced (+30/-15%),META
