direction,entry,pnl_pct,win,exit_type,timestamp,vol_z,body_atr_ratio
long,195.25,-0.289372599231753,False,time,2026-03-09 15:21:00+00:00,3.9170375225488128,1.2194046306505135
long,195.67,0.19420452803190263,True,time,2026-03-09 15:52:00+00:00,3.1089327820879946,3.1442622950820245
long,196.9,0.35043169121381296,True,time,2026-03-09 16:27:00+00:00,2.685742655768657,2.678071539657938
long,197.58,0.3163275635185747,True,time,2026-03-09 18:17:00+00:00,3.682717978256826,2.293103448275808
long,198.09,-0.3129890453834139,False,time,2026-03-09 18:37:00+00:00,2.5764561020668793,1.802469135802545
long,197.87,0.8,True,tp,2026-03-09 19:18:00+00:00,3.319821929455432,1.9999999999999605
long,201.94,0.8,True,tp,2026-03-09 20:04:00+00:00,2.6432185751022996,0.5443786982248181
long,203.21,0.31002411298656335,True,time,2026-03-10 14:29:00+00:00,3.2663002661161316,0.9198423127463778
long,205.76,-0.36693234836702737,False,time,2026-03-10 15:02:00+00:00,3.869159393464147,2.1222493887530844
long,204.31,0.3132494738387677,True,time,2026-03-10 16:38:00+00:00,3.2382098248983757,1.451505016722442
long,205.08,0.2145504193485458,True,time,2026-03-10 16:59:00+00:00,3.8032817400459553,1.7169811320754447
long,203.78,-0.5,False,sl,2026-03-10 19:41:00+00:00,3.4068802638387967,1.1336760925449831
long,203.17,0.8,True,tp,2026-03-10 19:58:00+00:00,2.6339108880872804,0.6973180076628224
long,205.19,0.8,True,tp,2026-03-11 13:30:00+00:00,2.696210379787738,0.5343511450381989
long,205.285,-0.10960372165525699,False,time,2026-03-11 17:12:00+00:00,3.426835412572446,1.0454545454546722
long,204.63,-0.1637101109319298,False,time,2026-03-11 18:52:00+00:00,2.6900685292352122,1.1743929359823624
long,204.93,-0.5,False,sl,2026-03-11 19:59:00+00:00,2.8277019353734176,0.38024691358009655
short,198.6,0.2895266868076478,True,time,2026-03-12 17:38:00+00:00,2.9556116480949184,0.5166051660516242
short,197.93,0.12630728035163946,True,time,2026-03-12 18:40:00+00:00,2.7710164847735603,1.4380664652569313
short,196.28,0.5553291216629322,True,time,2026-03-13 14:44:00+00:00,3.0389490095620326,0.41866028708134184
short,195.575,-0.11504537901062138,False,time,2026-03-13 14:57:00+00:00,3.016139346061482,0.86783625730989
short,195.24,-0.5,False,sl,2026-03-13 14:58:00+00:00,3.3838206361157903,0.5555555555554946
short,193.26,0.0724412708268583,True,time,2026-03-13 17:51:00+00:00,3.834039419485321,0.6875000000000913
short,193.015,-0.028495194673992606,False,time,2026-03-13 18:02:00+00:00,2.7515734913512615,0.7918552036199372
short,192.83,0.1503915365866413,True,time,2026-03-13 19:07:00+00:00,4.156467936712343,1.7187500000000286
long,199.04,0.4622186495176929,True,time,2026-03-16 15:15:00+00:00,2.58635431849777,0.3324538258575306
long,199.675,-0.5,False,sl,2026-03-16 16:01:00+00:00,2.662388615312955,0.5384615384615433
long,199.02,-0.0854185508994151,False,time,2026-03-16 17:01:00+00:00,2.624480149813636,1.6173285198555387
short,198.3,-0.3227433182047334,False,time,2026-03-16 17:43:00+00:00,3.0707032407788617,0.6163522012577892
short,198.765,0.18866500641461023,True,time,2026-03-16 18:15:00+00:00,3.5305494911780597,0.7526881720431763
long,198.74,-0.5,False,sl,2026-03-16 19:10:00+00:00,3.2383410454723554,3.9410187667560557
short,198.29,0.6404760704019274,True,time,2026-03-16 19:12:00+00:00,2.6255585831644557,1.134259259259235
short,196.71,0.03050175385084758,True,time,2026-03-17 18:09:00+00:00,2.83819817385802,0.4516129032259484
long,199.51,-0.1553806826725489,False,time,2026-03-18 14:00:00+00:00,2.9448840370728315,0.548530721282287
long,198.835,0.4853270299494573,True,time,2026-03-18 14:45:00+00:00,3.9596274169244325,0.4068376068375073
short,198.39,-0.5,False,sl,2026-03-18 14:49:00+00:00,2.5315995336608106,0.710310965630105
short,198.305,-0.5,False,sl,2026-03-18 14:50:00+00:00,3.7253983947159184,0.66544789762336
long,198.57,0.8,True,tp,2026-03-18 14:55:00+00:00,2.870715817629363,0.3062499999999658
long,200.8,0.8,True,tp,2026-03-18 17:47:00+00:00,3.893101828779391,2.2235294117646935
long,199.6,-0.5,False,sl,2026-03-18 19:43:00+00:00,3.2761297264138833,1.2838427947598943
short,194.255,-0.5,False,sl,2026-03-19 13:31:00+00:00,2.93800553065243,1.0729295426452523
long,199.78,-0.3503854239663573,False,time,2026-03-19 15:05:00+00:00,2.597559462694452,0.6892307692307545
long,201.91,0.5745133970580936,True,time,2026-03-19 18:09:00+00:00,2.9638715721039706,0.7999999999998642
long,204.05,0.2646410193579966,True,time,2026-03-19 19:05:00+00:00,2.6099179009639,0.7788079470198841
long,204.725,-0.2295762608377086,False,time,2026-03-19 19:06:00+00:00,2.5177865794458167,2.324909747292395
long,205.34,-0.5,False,sl,2026-03-19 19:07:00+00:00,3.647400523486232,1.8401682439537237
long,202.2,-0.09891196834816451,False,time,2026-03-20 15:24:00+00:00,4.097569724038819,2.166488794023448
long,199.24,0.33125878337683023,True,time,2026-03-20 17:51:00+00:00,3.095268663316108,1.142857142857086
long,199.505,-0.33583118217587904,False,time,2026-03-20 18:26:00+00:00,3.987827150265312,0.8424778761061531
long,198.84,-0.21876885938443086,False,time,2026-03-20 18:52:00+00:00,2.646409462167702,1.7319587628866555
long,199.195,0.11295464243580126,True,time,2026-03-20 19:23:00+00:00,2.766362112976165,1.6258064516128412
long,199.67,0.8,True,tp,2026-03-20 19:45:00+00:00,2.617828735227121,0.9411764705883083
