sym,date,level,entry_time,gap_pct,gapped_up,open_above,max_30m,max_1hr,max_2hr,max_3hr,max_eod,ret_30m,ret_1hr,ret_2hr,ret_3hr,ret_eod,rr_1_05,rr_2_1
KDP,2026-01-08,PMH,09:32,-0.294,False,False,1.76,1.834,1.889,1.98,2.164,1.742,1.466,1.889,1.87,1.265,True,True
KDP,2026-01-09,PDH,12:00,-0.344,False,False,0.263,0.318,0.336,0.479,0.479,0.138,0.174,0.318,0.174,-0.292,,
KDP,2026-01-09,PMH,10:31,-0.344,False,False,0.018,0.018,0.865,0.92,1.083,-0.144,-0.018,0.776,0.595,0.307,True,
KDP,2026-01-12,PMH,09:46,-0.414,False,False,0.521,0.521,0.521,0.521,0.521,0.234,0.09,-0.88,-0.737,-0.503,False,
KDP,2026-01-13,PMH,09:33,-0.108,False,False,0.811,0.811,0.811,0.811,0.811,0.126,0.036,-0.36,-0.613,-0.108,False,
KDP,2026-01-14,PDH,09:35,0.126,True,False,0.642,0.642,0.981,1.196,1.196,0.482,0.607,0.981,0.517,0.339,True,
KDP,2026-01-20,PMH,10:26,-0.475,False,False,0.565,0.565,1.768,2.187,2.497,0.273,0.474,1.631,2.041,1.877,True,True
KDP,2026-01-23,PMH,09:37,0.076,False,False,0.109,0.127,0.154,0.452,0.814,-0.253,-0.036,0.038,0.416,0.489,,
KDP,2026-01-28,PDH,09:31,-0.145,False,False,0.199,0.271,0.307,0.307,0.307,-0.181,0.253,-1.229,-1.825,-3.469,False,False
KDP,2026-01-28,PMH,09:31,-0.145,False,False,0.199,0.271,0.307,0.307,0.307,-0.181,0.253,-1.229,-1.825,-3.469,False,False
KDP,2026-01-29,PMH,09:32,0.0,False,False,0.373,0.373,0.708,0.708,0.708,-0.298,-0.093,0.019,-0.233,-0.075,False,
KDP,2026-01-30,PDH,11:55,-0.037,False,False,0.183,0.297,0.627,1.312,1.867,0.091,-0.113,0.59,1.275,1.608,True,
KDP,2026-01-30,PMH,09:32,-0.037,False,False,0.373,0.373,0.671,0.969,2.571,0.012,0.242,0.652,0.969,2.31,True,True
KDP,2026-02-02,PDH,09:43,0.182,True,False,0.182,0.182,0.182,0.182,0.182,-0.744,-1.04,-0.599,-0.327,-0.272,False,False
KDP,2026-02-03,PDH,09:34,-0.655,False,False,1.54,2.156,2.156,2.156,2.156,1.413,1.757,1.25,1.612,1.322,True,True
KDP,2026-02-03,PMH,09:34,-0.655,False,False,1.54,2.156,2.156,2.156,2.156,1.413,1.757,1.25,1.612,1.322,True,True
KDP,2026-02-04,PDH,09:31,0.84,True,True,0.582,0.847,0.882,0.882,0.953,0.441,0.706,0.512,0.653,0.424,,
KDP,2026-02-04,PMH,09:31,0.84,True,False,0.582,0.847,0.882,0.882,0.953,0.441,0.706,0.512,0.653,0.424,,
KDP,2026-02-05,PDH,09:31,0.738,True,True,0.175,0.175,0.175,0.175,0.262,-0.874,-0.909,-1.608,-1.417,-2.132,False,False
