symbol,date,direction,tp,sl,pnl
AVGO,2026-02-03,long,0.0025,0.005,0.0025
AVGO,2026-02-03,long,0.005,0.0025,-0.0025
AVGO,2026-02-03,long,0.005,0.004,0.005
AVGO,2026-02-03,long,0.005,0.005,0.005
AVGO,2026-02-03,long,0.0075,0.0025,-0.0025
AVGO,2026-02-03,long,0.0075,0.004,0.0075
AVGO,2026-02-03,long,0.0075,0.005,0.0075
AVGO,2026-02-03,long,0.0025,0.0025,-0.0025
AVGO,2026-02-03,long,0.0025,0.004,0.0025
AVGO,2026-02-03,long,0.0025,0.005,0.0025
AVGO,2026-02-03,long,0.005,0.0025,-0.0025
AVGO,2026-02-03,long,0.005,0.004,0.005
AVGO,2026-02-03,long,0.005,0.005,0.005
AVGO,2026-02-03,long,0.0075,0.0025,-0.0025
AVGO,2026-02-03,long,0.0075,0.004,0.0075
AVGO,2026-02-03,long,0.0075,0.005,0.0075
AVGO,2026-02-05,short,0.0025,0.0025,0.0025
AVGO,2026-02-05,short,0.0025,0.004,0.0025
AVGO,2026-02-05,short,0.0025,0.005,0.0025
AVGO,2026-02-05,short,0.005,0.0025,0.005
AVGO,2026-02-05,short,0.005,0.004,0.005
AVGO,2026-02-05,short,0.005,0.005,0.005
AVGO,2026-02-05,short,0.0075,0.0025,0.0075
AVGO,2026-02-05,short,0.0075,0.004,0.0075
AVGO,2026-02-05,short,0.0075,0.005,0.0075
AVGO,2026-02-05,short,0.0025,0.0025,-0.0025
AVGO,2026-02-05,short,0.0025,0.004,-0.004
AVGO,2026-02-05,short,0.0025,0.005,-0.005
AVGO,2026-02-05,short,0.005,0.0025,-0.0025
AVGO,2026-02-05,short,0.005,0.004,-0.004
AVGO,2026-02-05,short,0.005,0.005,-0.005
AVGO,2026-02-05,short,0.0075,0.0025,-0.0025
AVGO,2026-02-05,short,0.0075,0.004,-0.004
AVGO,2026-02-05,short,0.0075,0.005,-0.005
AVGO,2026-02-13,short,0.0025,0.0025,0.0025
AVGO,2026-02-13,short,0.0025,0.004,0.0025
AVGO,2026-02-13,short,0.0025,0.005,0.0025
AVGO,2026-02-13,short,0.005,0.0025,0.005
AVGO,2026-02-13,short,0.005,0.004,0.005
AVGO,2026-02-13,short,0.005,0.005,0.005
AVGO,2026-02-13,short,0.0075,0.0025,-0.0025
AVGO,2026-02-13,short,0.0075,0.004,-0.004
AVGO,2026-02-13,short,0.0075,0.005,-0.005
AVGO,2026-02-13,short,0.0025,0.0025,-0.0025
AVGO,2026-02-13,short,0.0025,0.004,-0.004
AVGO,2026-02-13,short,0.0025,0.005,-0.005
AVGO,2026-02-13,short,0.005,0.0025,-0.0025
AVGO,2026-02-13,short,0.005,0.004,-0.004
AVGO,2026-02-13,short,0.005,0.005,-0.005
AVGO,2026-02-13,short,0.0075,0.0025,-0.0025
AVGO,2026-02-13,short,0.0075,0.004,-0.004
AVGO,2026-02-13,short,0.0075,0.005,-0.005
AVGO,2026-02-18,short,0.0025,0.0025,0.0025
AVGO,2026-02-18,short,0.0025,0.004,0.0025
AVGO,2026-02-18,short,0.0025,0.005,0.0025
AVGO,2026-02-18,short,0.005,0.0025,0.005
AVGO,2026-02-18,short,0.005,0.004,0.005
AVGO,2026-02-18,short,0.005,0.005,0.005
AVGO,2026-02-18,short,0.0075,0.0025,-0.0025
AVGO,2026-02-18,short,0.0075,0.004,-0.004
AVGO,2026-02-18,short,0.0075,0.005,-0.005
AVGO,2026-02-18,short,0.0025,0.0025,-0.0025
AVGO,2026-02-18,short,0.0025,0.004,-0.004
AVGO,2026-02-18,short,0.0025,0.005,-0.005
AVGO,2026-02-18,short,0.005,0.0025,-0.0025
AVGO,2026-02-18,short,0.005,0.004,-0.004
AVGO,2026-02-18,short,0.005,0.005,-0.005
