date,side,entry_dist,mfe_5m,mae_5m,mfe_10m,mae_10m,mfe_15m,mae_15m,hit_+0.25%,hit_+0.50%,hit_+0.60%,hit_+0.75%,hit_+1.00%
2026-03-31,short,0.8581133588866854,0.0771,0.054,0.199,0.054,0.2114,0.054,False,False,False,False,False
2026-03-31,short,0.6958666489651254,0.0864,0.0093,0.1451,0.0509,0.1451,0.0509,False,False,False,False,False
2026-03-31,short,0.6940445806395563,0.0247,0.0988,0.0602,0.0988,0.0602,0.1358,False,False,False,False,False
2026-04-01,short,0.4066102986100807,0.0418,0.0243,0.0509,0.0243,0.0752,0.0243,False,False,False,False,False
2026-04-02,short,0.5720645150395374,0.0353,0.9138,0.0353,0.9138,0.0353,0.9138,False,False,False,False,False
2026-04-02,short,0.7162990476586262,0.3019,0.0305,0.3019,0.0305,0.3019,0.0305,True,False,False,False,False
2026-04-02,short,0.6493153877224352,0.1533,0.019,0.2707,0.019,0.2707,0.019,True,False,False,False,False
2026-04-07,long,0.4258119115422655,0.1935,0.0261,0.4039,0.0261,0.4039,0.0261,True,False,False,False,False
2026-04-07,short,0.411686656018508,0.0608,0.0259,0.102,0.0259,0.1431,0.0259,False,False,False,False,False
2026-04-07,short,0.5155434370322785,0.0973,0.1247,0.1855,0.1247,0.1855,0.1247,False,False,False,False,False
2026-04-07,short,0.42586971834326803,0.1004,0.0015,0.1004,0.0015,0.1537,0.0015,False,False,False,False,False
2026-04-09,short,0.4262945191223527,0.0767,0.0265,0.0767,0.0781,0.0767,0.3508,False,False,False,False,False
2026-04-09,short,0.5793934889067638,0.0044,0.1677,0.0044,0.1677,0.0235,0.1677,False,False,False,False,False
2026-04-09,short,0.4873217072572307,0.0243,0.036,0.0243,0.036,0.0243,0.0934,False,False,False,False,False
2026-04-09,short,0.527738930233353,0.0015,0.0838,0.0132,0.0838,0.0367,0.0838,False,False,False,False,False
2026-04-09,short,0.42295743908934225,0.0602,0.0206,0.0779,0.0206,0.0779,0.0206,False,False,False,False,False
2026-04-13,short,0.41754374771150493,0.0557,0.0249,0.0557,0.0249,0.0557,0.0249,False,False,False,False,False
2026-04-13,short,0.4379034114590799,0.0278,0.0132,0.0278,0.0278,0.038,0.0278,False,False,False,False,False
2026-04-13,short,0.4213499127285571,0.0102,0.0483,0.0102,0.0541,0.0102,0.1156,False,False,False,False,False
2026-04-13,short,0.45257308821549724,0.019,0.0687,0.019,0.1038,0.019,0.1038,False,False,False,False,False
2026-04-21,long,0.40047104003060874,0.0764,0.1047,0.1683,0.1047,0.1853,0.1047,False,False,False,False,False
2026-04-21,long,0.4412308289744735,0.0972,0.0972,0.0972,0.0972,0.0972,0.1652,False,False,False,False,False
2026-04-21,long,0.5284316390135326,0.1321,0.0284,0.1349,0.0284,0.1953,0.0284,False,False,False,False,False
2026-04-23,long,0.4277437481901498,0.0657,0.183,0.0657,0.2127,0.0657,0.2254,False,False,False,False,False
2026-04-23,long,0.6297167512555738,0.0,0.3943,0.0,0.3999,0.2766,0.3999,True,False,False,False,False
2026-04-30,short,0.45740128968698046,0.0607,0.0251,0.0607,0.0251,0.0607,0.0516,False,False,False,False,False
2026-04-30,short,0.48738362468189894,0.0,0.1367,0.0,0.1367,0.0,0.1367,False,False,False,False,False
2026-04-30,short,0.5988532213411388,0.039,0.007,0.0571,0.007,0.0585,0.0418,False,False,False,False,False
2026-04-30,short,0.5762841290137191,0.0146,0.0557,0.0146,0.0822,0.0146,0.0849,False,False,False,False,False
2026-04-30,short,0.6089172488429332,0.016,0.0118,0.016,0.0285,0.0355,0.0285,False,False,False,False,False
2026-05-04,long,0.4022637192787272,0.1575,0.0195,0.163,0.0195,0.163,0.0334,False,False,False,False,False
2026-05-04,long,0.5019976304908849,0.0894,0.1299,0.1536,0.1299,0.2682,0.1299,True,False,False,False,False
2026-05-07,long,0.40780070940983687,0.0219,0.078,0.0219,0.0794,0.1546,0.0794,False,False,False,False,False
2026-05-12,short,0.40356660141526496,0.0929,0.0,0.1058,0.0,0.1058,0.0258,False,False,False,False,False
2026-05-12,short,0.40316717468777996,0.0054,0.0854,0.0054,0.0854,0.0054,0.0895,False,False,False,False,False
2026-05-13,short,0.42893157375878666,0.0485,0.0445,0.0485,0.0445,0.0485,0.0445,False,False,False,False,False
2026-05-13,short,0.43021326010509775,0.0229,0.0606,0.0229,0.0997,0.0229,0.1071,False,False,False,False,False
2026-05-13,short,0.4382604414618091,0.0108,0.0175,0.0189,0.0175,0.0739,0.0175,False,False,False,False,False
2026-05-13,short,0.42312939451308745,0.0121,0.0256,0.0121,0.1562,0.0121,0.1616,False,False,False,False,False
2026-05-13,short,0.49194205483889236,0.0,0.0794,0.0,0.0794,0.0027,0.0794,False,False,False,False,False
2026-05-18,long,0.4472488856646351,0.2108,0.0014,0.2713,0.0014,0.2713,0.0014,True,False,False,False,False
2026-05-18,long,0.4090820416498069,0.03,0.0558,0.03,0.113,0.0871,0.113,False,False,False,False,False
2026-05-18,long,0.4141173161480816,0.0483,0.0422,0.0626,0.1103,0.0626,0.1103,False,False,False,False,False
2026-05-18,long,0.4551406757024712,0.0368,0.0313,0.5165,0.0613,0.5696,0.0613,True,True,False,False,False
2026-05-19,short,0.45846970764239553,0.0231,0.0448,0.0705,0.0543,0.0705,0.0543,False,False,False,False,False
2026-05-20,short,0.5253382731992818,0.1584,0.1431,0.1584,0.1431,0.2241,0.1431,False,False,False,False,False
2026-05-21,short,0.43129662514585576,0.1065,0.1334,0.1348,0.1334,0.1348,0.1334,False,False,False,False,False
2026-05-21,short,0.4631958226124842,0.0956,0.0215,0.0956,0.1279,0.0956,0.1373,False,False,False,False,False
2026-05-21,short,0.5410314286126601,0.0495,0.0325,0.0495,0.1361,0.0495,0.1899,False,False,False,False,False
2026-05-21,short,0.4466420408916581,0.043,0.039,0.043,0.039,0.043,0.039,False,False,False,False,False
2026-05-28,short,0.402306673864873,0.1964,0.0597,0.2229,0.0597,0.2229,0.0597,False,False,False,False,False
2026-06-01,short,0.42520678761056396,0.0487,0.0197,0.0487,0.0197,0.0579,0.0197,False,False,False,False,False
2026-06-05,long,0.4210901030163654,0.0791,0.0121,0.0791,0.0375,0.0791,0.0375,False,False,False,False,False
2026-06-05,long,0.48552630519860746,0.0188,0.0711,0.0456,0.118,0.0456,0.1247,False,False,False,False,False
2026-06-05,long,0.5762093287291363,0.0202,0.0605,0.0322,0.1035,0.0322,0.2486,False,False,False,False,False
2026-06-05,long,0.6751014679912631,0.0552,0.0942,0.1965,0.0942,0.2032,0.0942,False,False,False,False,False
2026-06-05,long,0.5678325066955622,0.0821,0.0135,0.0821,0.0605,0.0821,0.0794,False,False,False,False,False
2026-06-08,long,0.49937936154944484,0.0988,0.042,0.2275,0.042,0.2275,0.042,False,False,False,False,False
2026-06-09,long,0.4182190398530075,0.027,0.2375,0.1375,0.2375,0.1375,0.2375,False,False,False,False,False
