symbol,date,time,entry_price,rvol,mfe_15m,mae_15m,mfe_30m,mae_30m,mfe_60m,mae_60m
AMZN,2026-05-19,13:32,259.82,5.755702433574899,0.0039642829651296,0.005544992687244987,0.0039642829651296,0.005544992687244987,0.012778077130320966,0.005544992687244987
MSFT,2026-01-05,14:32,470.485,4.121004726516162,0.0019235469781183874,0.005983187561771359,0.0019235469781183874,0.005983187561771359,0.0019235469781183874,0.006291380171525085
MSFT,2026-01-21,14:31,449.49,4.940979658483884,0.0032681483459031215,0.0041602705288215636,0.0032681483459031215,0.0056063538677167055,0.0032681483459031215,0.0056063538677167055
MSFT,2026-01-26,14:31,462.45,4.345811001580375,0.0009730781706130147,0.01130933073845825,0.0009730781706130147,0.01707752189425892,0.0009730781706130147,0.018077630014055605
MSFT,2026-01-29,14:31,432.135,5.057595858253156,0.006699295359089132,0.006872852233677039,0.014775475256574893,0.006872852233677039,0.01898712207990555,0.006872852233677039
MSFT,2026-01-30,14:31,435.695,3.237513355833319,0.007539677985746837,0.0031329255557213396,0.007539677985746837,0.0031329255557213396,0.007539677985746837,0.003683540091118756
MSFT,2026-02-02,14:31,426.98,3.725614200000595,0.00578481427701538,0.004941683451215412,0.00578481427701538,0.007307133823598305,0.00578481427701538,0.008796664949177881
MSFT,2026-02-03,14:31,417.065,4.4689337547293455,0.0035126419143298405,0.004040137628427229,0.005670578926546243,0.004040137628427229,0.012096435807368194,0.004040137628427229
MSFT,2026-02-05,14:31,402.635,5.013605488142135,0.002620239174438404,0.009897301526196218,0.009028027866429872,0.009897301526196218,0.01225675860270469,0.009897301526196218
MSFT,2026-02-23,14:31,390.4,3.239148597841174,0.007735655737704872,0.006813524590163999,0.008017418032786874,0.006813524590163999,0.008478483606557383,0.006813524590163999
MSFT,2026-04-06,13:37,369.72,2.9033915956640617,0.0005912582494861994,0.007816726171156514,0.0005912582494861994,0.010305095748133574,0.0005912582494861994,0.010305095748133574
MSFT,2026-04-27,13:02,419.95,4.0784500622882875,0.03652815811406114,9.524943445653165e-05,0.03652815811406114,0.008215263721871625,0.03652815811406114,0.008215263721871625
MSFT,2026-04-30,13:28,411.62,5.752656401565409,0.008065691657353853,0.0068023905543948575,0.019192459064185357,0.0068023905543948575,0.027914095524998808,0.0068023905543948575
MSFT,2026-05-19,13:32,426.21,3.1261714699357026,0.004950611201051024,0.004410971117524215,0.004950611201051024,0.011168203467774215,0.004950611201051024,0.011168203467774215
MSFT,2026-06-01,13:32,459.2,2.732979774016906,0.0006097560975609162,0.01171602787456445,0.0006097560975609162,0.015505226480836248,0.0006097560975609162,0.015505226480836248
MSFT,2026-06-04,13:31,430.01,3.240194333601853,0.0029301644147810306,0.006092881560893944,0.0029301644147810306,0.006860305574288943,0.0029301644147810306,0.009650938350271003
MSFT,2026-06-08,13:33,411.78,2.9499719639349564,0.0011897129535188144,0.005245519452134696,0.0011897129535188144,0.005245519452134696,0.0011897129535188144,0.005245519452134696
NVDA,2025-12-17,14:31,174.98,4.323148279588271,0.008686707052234437,0.0009086752771746499,0.009115327465996107,0.0009086752771746499,0.009115327465996107,0.0009086752771746499
NVDA,2025-12-29,14:31,186.2101,6.40875813710908,0.0005912676057851693,0.013666820435626123,0.0005912676057851693,0.013666820435626123,0.0009671870645040743,0.013666820435626123
NVDA,2026-01-07,14:31,187.055,6.055372777098547,0.000774638475314784,0.009542647884312081,0.000774638475314784,0.017187458234209207,0.000774638475314784,0.02306808158028386
NVDA,2026-01-14,14:32,182.31,4.327984658186751,0.002852284570237564,0.007489441061927453,0.006801601667489491,0.007489441061927453,0.007679227689101013,0.007489441061927453
NVDA,2026-02-04,14:31,177.926,4.659860257050702,0.004080348009846785,0.008733968054134877,0.004923395119319135,0.00929599946044999,0.007340130166473609,0.00929599946044999
NVDA,2026-02-05,12:47,172.76,1.847235049642115,0.0020838156980781735,0.03224125955082208,0.0020838156980781735,0.03224125955082208,0.0020838156980781735,0.03224125955082208
NVDA,2026-02-06,14:31,175.22,3.1525992393004505,0.0035384088574363917,0.031617395274511996,0.0035384088574363917,0.03709622189247803,0.0035384088574363917,0.04374500627782212
NVDA,2026-02-13,14:31,185.78,4.233382081239555,0.018947141780600765,0.005005920981806474,0.019377758639250696,0.005005920981806474,0.019377758639250696,0.005005920981806474
NVDA,2026-02-24,14:32,189.75,4.548119715998308,0.012384716732542789,0.004031620553359612,0.012384716732542789,0.004031620553359612,0.012384716732542789,0.012490118577075124
NVDA,2026-02-26,14:31,193.0342,4.490082734488712,0.021675951722544523,0.0003408722392197645,0.02525044784810154,0.0003408722392197645,0.03861595510018425,0.0003408722392197645
NVDA,2026-03-17,13:31,183.84,5.126989486146279,0.003154917319408249,0.0029367928633593815,0.005438968668407293,0.0029367928633593815,0.010552654482158386,0.0029367928633593815
NVDA,2026-03-18,13:31,181.11,6.725911001184276,0.0021533874440948305,0.0060178896803047876,0.0021533874440948305,0.008227044337695217,0.0021533874440948305,0.01253381922588472
NVDA,2026-04-06,13:36,175.89,2.831184859699232,0.000739098300073884,0.008926033316277343,0.000739098300073884,0.008926033316277343,0.000739098300073884,0.008926033316277343
NVDA,2026-04-16,13:31,196.28,5.513378475565709,0.002394538414509878,0.006672101080089612,0.002394538414509878,0.006672101080089612,0.002394538414509878,0.00754024862441405
NVDA,2026-04-29,13:31,211.19,4.687501810651614,0.004214214688195399,0.0038354088735262195,0.006297646668876292,0.0038354088735262195,0.006913206117713944,0.0038354088735262195
NVDA,2026-05-04,13:31,198.515,5.094762963056322,0.0007299196534265849,0.016195249729239622,0.004458101402916611,0.016195249729239622,0.006120444298919351,0.016195249729239622
NVDA,2026-05-15,13:31,228.2599,3.2480300417141623,0.015070102107290833,0.004906687508406008,0.017611065281286722,0.004906687508406008,0.017611065281286722,0.004906687508406008
NVDA,2026-05-22,13:31,219.62,3.492718569500836,0.006101447955559619,0.005327383662690044,0.01233949549221386,0.005327383662690044,0.020307804389399907,0.005327383662690044
NVDA,2026-05-29,13:31,213.47,3.3425534551040506,0.003091769335269577,0.013819272028856461,0.003091769335269577,0.017754251182835957,0.003091769335269577,0.01817585609219092
NVDA,2026-06-03,13:32,221.185,3.684214750993794,0.01801659244523821,0.0006555598254854996,0.02323575287655128,0.0006555598254854996,0.02619978750819457,0.0006555598254854996
NVDA,2026-06-08,13:32,208.75,2.6365031454262775,0.002730538922155656,0.0041676646706587045,0.013173652694610778,0.0041676646706587045,0.013173652694610778,0.0041676646706587045
TSLA,2025-12-16,14:33,466.9,3.716344796076338,0.00216320411222958,0.01781966159777265,0.00216320411222958,0.028956735917755425,0.00216320411222958,0.03246947954594137
TSLA,2025-12-18,14:34,476.37,2.332320112286343,0.006822427944664861,0.006885404202615557,0.006822427944664861,0.013749816319247668,0.006822427944664861,0.01847303566555411
TSLA,2025-12-23,14:33,487.9455,2.672400332180748,0.004704418833660735,0.005501639015012976,0.006016040725859734,0.00562460356740664,0.006016040725859734,0.00562460356740664
TSLA,2025-12-30,14:32,456.98,4.530340420758665,0.006893080659985194,0.0017035756488249117,0.006893080659985194,0.005952120442907721,0.006893080659985194,0.008928180664361643
TSLA,2025-12-31,14:32,453.045,4.423844919764042,0.0005059100089394908,0.007626174000375204,0.0005059100089394908,0.007626174000375204,0.001644428257678607,0.007626174000375204
TSLA,2026-01-02,14:32,455.3148,3.055675153978223,0.012770944410328834,0.0009338593869560533,0.012770944410328834,0.0009338593869560533,0.02438927968078352,0.0009338593869560533
TSLA,2026-01-06,14:31,442.17,6.296817855819996,0.010380622837370315,0.0029174299477575673,0.015356084763778683,0.0029174299477575673,0.015356084763778683,0.0029174299477575673
TSLA,2026-01-07,14:31,432.46,6.5454461657228125,0.001826758544142727,0.01311103917125287,0.001826758544142727,0.01311103917125287,0.001826758544142727,0.01311103917125287
TSLA,2026-01-09,14:31,431.2599,6.723090907872667,0.0010664103015374364,0.009321757019374991,0.0010664103015374364,0.01625493119114475,0.0010664103015374364,0.029263328215769605
TSLA,2026-01-12,14:31,438.565,4.886960934625811,0.0001628036893048529,0.013532771653004691,0.0001628036893048529,0.026575308107122157,0.0001628036893048529,0.026575308107122157
TSLA,2026-01-14,14:31,439.205,5.4102430619202995,0.0008538154164911602,0.00568071857105453,0.004313703168224334,0.00568071857105453,0.004313703168224334,0.01071253742557585
TSLA,2026-01-20,14:31,425.4124,5.082303797035286,0.0046834553952822605,0.007046339034781389,0.0046834553952822605,0.007046339034781389,0.0046834553952822605,0.007046339034781389
TSLA,2026-01-23,14:32,445.155,4.518718861772318,0.0025047455380709017,0.004122159697184209,0.0025047455380709017,0.013579539710887255,0.0025047455380709017,0.013579539710887255
TSLA,2026-01-29,14:34,430.4,3.517579523783836,0.01384758364312263,0.000836431226765831,0.019958178438661652,0.000836431226765831,0.021236059479553874,0.000836431226765831
TSLA,2026-02-02,14:31,416.02,6.232462782652854,0.0036536704966106965,0.008773376279986545,0.0036536704966106965,0.011297533772414898,0.0036536704966106965,0.011297533772414898
TSLA,2026-02-13,14:28,414.6,3.1221104161000817,0.008972503617945073,0.007477086348287423,0.008972503617945073,0.007477086348287423,0.008972503617945073,0.007477086348287423
TSLA,2026-02-17,14:31,409.21,7.06045756110057,0.0043987194838834695,0.009237066542850855,0.016153075438039045,0.009237066542850855,0.020527357591456654,0.009237066542850855
TSLA,2026-03-09,13:37,387.96,2.78498819511748,0.009047324466439816,0.0008763790081452517,0.013686978038973096,0.0008763790081452517,0.016908959686565632,0.0008763790081452517
TSLA,2026-03-19,13:31,382.26,4.645767720308596,0.006636320828755222,0.0026945011248888967,0.006636320828755222,0.005127138596766611,0.006636320828755222,0.005127138596766611
TSLA,2026-03-20,13:31,375.6401,2.139665767140694,0.006145510024089648,0.002555371484567288,0.013044666956483104,0.002555371484567288,0.01528084994120713,0.002555371484567288
TSLA,2026-03-27,13:32,367.155,4.616695732000567,0.009900450763301578,8.089226620922504e-05,0.01575628821614841,8.089226620922504e-05,0.01575628821614841,8.089226620922504e-05
TSLA,2026-04-01,13:31,375.23,5.195407284108359,0.001945473442955036,0.005598699464328525,0.0030647869306826055,0.005598699464328525,0.0030647869306826055,0.010287023958638586
TSLA,2026-04-02,13:00,368.2308,4.75302584232908,0.009778649694702324,0.0007039063543843188,0.01415090752864781,0.0007039063543843188,0.01415090752864781,0.003175182521396878
TSLA,2026-04-08,13:31,354.79,7.132688818588478,0.004030553285041875,0.006229036895064628,0.006172665520448709,0.006398151018912545,0.02119563685560483,0.006398151018912545
TSLA,2026-04-16,13:31,390.145,4.944063420395998,0.015084135385561756,0.001217496059157551,0.021389483397198403,0.001217496059157551,0.021389483397198403,0.001217496059157551
TSLA,2026-04-17,13:33,392.34,2.355580897536665,0.0004842738441147926,0.014757608196972067,0.0004842738441147926,0.014757608196972067,0.0004842738441147926,0.015598715399908255
TSLA,2026-04-21,13:29,393.1,2.8813462700521044,0.010226405494785139,0.0007122869498854559,0.010226405494785139,0.0007122869498854559,0.010226405494785139,0.002162299669295258
TSLA,2026-04-30,13:31,370.3399,5.288011517942217,0.004212076527535994,0.00533050854093772,0.004212076527535994,0.00533050854093772,0.005859212037374272,0.00533050854093772
TSLA,2026-05-15,13:31,431.2299,5.204420382102505,0.014330870841748162,0.0003248847076698951,0.014330870841748162,0.0003248847076698951,0.014330870841748162,0.0003248847076698951
TSLA,2026-06-01,13:31,424.4899,4.167918689422226,0.004357700854602098,0.004735330569702654,0.004357700854602098,0.005677638030963752,0.008928127618584067,0.005677638030963752
TSLA,2026-06-02,13:32,414.6,4.961333905494627,0.0022913651712495064,0.0067291365171249125,0.0022913651712495064,0.007597684515195314,0.0022913651712495064,0.016618427399903487
