date,side,gap_pct,config,exit_bars,ep,K,delta,opt_entry,opt_exit,und_move,pnl_pct,pnl_dollar
2026-03-03,long,-1.927,1DTE ~45d,15,598.06,599,0.477,3.909,3.492,-0.0585,-10.67,-41.71
2026-03-03,long,-1.927,1DTE ~45d,30,598.06,599,0.477,3.909,2.412,-0.4813,-38.29,-149.68
2026-03-03,long,-1.927,1DTE ~45d,60,598.06,599,0.477,3.909,1.851,-0.7257,-52.65,-205.8
2026-03-03,short,-1.927,0DTE ATM,15,597.93,598,0.495,2.974,3.319,0.1748,11.62,34.54
2026-03-03,short,-1.927,0DTE ATM,30,597.93,598,0.495,2.974,4.481,0.5067,50.69,150.73
2026-03-03,short,-1.927,0DTE ATM,60,597.93,598,0.495,2.974,5.491,0.766,84.65,251.72
2026-03-03,short,-1.927,1DTE ATM,15,597.93,598,0.49,4.161,4.446,0.1748,6.85,28.51
2026-03-03,short,-1.927,1DTE ATM,30,597.93,598,0.49,4.161,5.545,0.5067,33.25,138.37
2026-03-03,short,-1.927,1DTE ATM,60,597.93,598,0.49,4.161,6.472,0.766,55.54,231.11
2026-03-03,short,-1.927,0DTE ~45d,15,597.93,597,0.442,2.5,2.788,0.1748,11.52,28.79
2026-03-03,short,-1.927,0DTE ~45d,30,597.93,597,0.442,2.5,3.837,0.5067,53.46,133.65
2026-03-03,short,-1.927,0DTE ~45d,60,597.93,597,0.442,2.5,4.757,0.766,90.26,225.67
2026-03-03,short,-1.927,1DTE ~45d,15,597.93,597,0.453,3.683,3.928,0.1748,6.65,24.5
2026-03-03,short,-1.927,1DTE ~45d,30,597.93,597,0.453,3.683,4.947,0.5067,34.33,126.42
2026-03-03,short,-1.927,1DTE ~45d,60,597.93,597,0.453,3.683,5.812,0.766,57.81,212.89
2026-03-06,short,-1.38,0DTE ATM,15,600.24,600,0.479,2.836,2.838,0.07,0.06,0.17
2026-03-06,short,-1.38,0DTE ATM,30,600.24,600,0.479,2.836,1.954,-0.2382,-31.12,-88.26
2026-03-06,short,-1.38,0DTE ATM,60,600.24,600,0.479,2.836,0.983,-0.6897,-65.33,-185.28
2026-03-06,short,-1.38,1DTE ATM,15,600.24,600,0.479,4.027,3.982,0.07,-1.13,-4.56
2026-03-06,short,-1.38,1DTE ATM,30,600.24,600,0.479,4.027,3.098,-0.2382,-23.09,-92.98
2026-03-06,short,-1.38,1DTE ATM,60,600.24,600,0.479,4.027,2.027,-0.6897,-49.67,-200.03
2026-03-06,short,-1.38,0DTE ~45d,15,600.24,599,0.426,2.379,2.36,0.07,-0.79,-1.88
2026-03-06,short,-1.38,0DTE ~45d,30,600.24,599,0.426,2.379,1.581,-0.2382,-33.55,-79.82
2026-03-06,short,-1.38,0DTE ~45d,60,600.24,599,0.426,2.379,0.756,-0.6897,-68.23,-162.33
2026-03-06,short,-1.38,1DTE ~45d,15,600.24,599,0.441,3.561,3.501,0.07,-1.68,-5.99
2026-03-06,short,-1.38,1DTE ~45d,30,600.24,599,0.441,3.561,2.69,-0.2382,-24.46,-87.09
2026-03-06,short,-1.38,1DTE ~45d,60,600.24,599,0.441,3.561,1.723,-0.6897,-51.6,-183.72
2026-03-06,long,-1.38,0DTE ATM,15,600.8,601,0.498,2.968,2.471,-0.0999,-16.74,-49.68
2026-03-06,long,-1.38,0DTE ATM,30,600.8,601,0.498,2.968,3.321,0.1948,11.9,35.32
2026-03-06,long,-1.38,0DTE ATM,60,600.8,601,0.498,2.968,4.545,0.5509,53.14,157.69
2026-03-06,long,-1.38,1DTE ATM,15,600.8,601,0.505,4.281,3.731,-0.0999,-12.85,-55.03
2026-03-06,long,-1.38,1DTE ATM,30,600.8,601,0.505,4.281,4.602,0.1948,7.5,32.1
2026-03-06,long,-1.38,1DTE ATM,60,600.8,601,0.505,4.281,5.789,0.5509,35.23,150.8
2026-03-06,long,-1.38,0DTE ~45d,15,600.8,602,0.446,2.501,2.04,-0.0999,-18.42,-46.07
2026-03-06,long,-1.38,0DTE ~45d,30,600.8,602,0.446,2.501,2.79,0.1948,11.55,28.88
2026-03-06,long,-1.38,0DTE ~45d,60,600.8,602,0.446,2.501,3.888,0.5509,55.45,138.67
2026-03-06,long,-1.38,1DTE ~45d,15,600.8,603,0.431,3.36,2.861,-0.0999,-14.84,-49.88
2026-03-06,long,-1.38,1DTE ~45d,30,600.8,603,0.431,3.36,3.593,0.1948,6.94,23.31
2026-03-06,long,-1.38,1DTE ~45d,60,600.8,603,0.431,3.36,4.608,0.5509,37.14,124.78
2026-03-12,long,-0.782,0DTE ATM,15,602.89,603,0.503,3.031,2.004,-0.3002,-33.89,-102.72
2026-03-12,long,-0.782,0DTE ATM,30,602.89,603,0.503,3.031,2.057,-0.2554,-32.15,-97.44
2026-03-12,long,-0.782,0DTE ATM,60,602.89,603,0.503,3.031,1.096,-0.6668,-63.83,-193.47
2026-03-12,long,-0.782,1DTE ATM,15,602.89,603,0.508,4.347,3.236,-0.3002,-25.56,-111.1
2026-03-12,long,-0.782,1DTE ATM,30,602.89,603,0.508,4.347,3.314,-0.2554,-23.76,-103.3
2026-03-12,long,-0.782,1DTE ATM,60,602.89,603,0.508,4.347,2.249,-0.6668,-48.27,-209.83
2026-03-12,long,-0.782,0DTE ~45d,15,602.89,604,0.451,2.559,1.634,-0.3002,-36.16,-92.53
2026-03-12,long,-0.782,0DTE ~45d,30,602.89,604,0.451,2.559,1.675,-0.2554,-34.56,-88.46
2026-03-12,long,-0.782,0DTE ~45d,60,602.89,604,0.451,2.559,0.851,-0.6668,-66.74,-170.81
2026-03-12,long,-0.782,1DTE ~45d,15,602.89,605,0.434,3.419,2.452,-0.3002,-28.28,-96.67
2026-03-12,long,-0.782,1DTE ~45d,30,602.89,605,0.434,3.419,2.512,-0.2554,-26.53,-90.72
2026-03-12,long,-0.782,1DTE ~45d,60,602.89,605,0.434,3.419,1.639,-0.6668,-52.07,-178.03
2026-03-12,short,-0.782,0DTE ATM,15,602.01,602,0.491,2.954,3.345,0.1892,13.24,39.1
2026-03-12,short,-0.782,0DTE ATM,30,602.01,602,0.491,2.954,2.957,0.0864,0.12,0.37
2026-03-12,short,-0.782,0DTE ATM,60,602.01,602,0.491,2.954,4.512,0.5448,52.75,155.81
2026-03-12,short,-0.782,1DTE ATM,15,602.01,602,0.487,4.15,4.48,0.1892,7.95,32.98
2026-03-12,short,-0.782,1DTE ATM,30,602.01,602,0.487,4.15,4.12,0.0864,-0.71,-2.93
2026-03-12,short,-0.782,1DTE ATM,60,602.01,602,0.487,4.15,5.603,0.5448,35.01,145.3
2026-03-12,short,-0.782,0DTE ~45d,15,602.01,601,0.438,2.484,2.813,0.1892,13.24,32.89
2026-03-12,short,-0.782,0DTE ~45d,30,602.01,601,0.438,2.484,2.461,0.0864,-0.94,-2.35
2026-03-12,short,-0.782,0DTE ~45d,60,602.01,601,0.438,2.484,3.853,0.5448,55.07,136.83
2026-03-12,short,-0.782,1DTE ~45d,15,602.01,601,0.45,3.674,3.961,0.1892,7.8,28.65
2026-03-12,short,-0.782,1DTE ~45d,30,602.01,601,0.45,3.674,3.626,0.0864,-1.31,-4.82
2026-03-12,short,-0.782,1DTE ~45d,60,602.01,601,0.45,3.674,4.997,0.5448,35.99,132.24
2026-03-19,short,-0.923,0DTE ATM,15,588.15,588,0.483,2.82,2.337,-0.1037,-17.14,-48.34
2026-03-19,short,-0.923,0DTE ATM,30,588.15,588,0.483,2.82,1.211,-0.6053,-57.05,-160.9
2026-03-19,short,-0.923,0DTE ATM,60,588.15,588,0.483,2.82,1.476,-0.4064,-47.66,-134.41
2026-03-19,short,-0.923,1DTE ATM,15,588.15,588,0.482,3.988,3.457,-0.1037,-13.31,-53.09
2026-03-19,short,-0.923,1DTE ATM,30,588.15,588,0.482,3.988,2.247,-0.6053,-43.66,-174.11
2026-03-19,short,-0.923,1DTE ATM,60,588.15,588,0.482,3.988,2.599,-0.4064,-34.82,-138.87
2026-03-19,short,-0.923,0DTE ~45d,15,588.15,587,0.43,2.359,1.914,-0.1037,-18.89,-44.57
2026-03-19,short,-0.923,0DTE ~45d,30,588.15,587,0.43,2.359,0.948,-0.6053,-59.83,-141.16
2026-03-19,short,-0.923,0DTE ~45d,60,588.15,587,0.43,2.359,1.16,-0.4064,-50.82,-119.89
2026-03-19,short,-0.923,1DTE ~45d,15,588.15,587,0.444,3.518,3.014,-0.1037,-14.33,-50.43
2026-03-19,short,-0.923,1DTE ~45d,30,588.15,587,0.444,3.518,1.919,-0.6053,-45.46,-159.94
2026-03-19,short,-0.923,1DTE ~45d,60,588.15,587,0.444,3.518,2.229,-0.4064,-36.63,-128.88
2026-03-19,long,-0.923,0DTE ATM,15,587.84,588,0.5,2.917,4.071,0.4066,39.56,115.4
2026-03-19,long,-0.923,0DTE ATM,30,587.84,588,0.5,2.917,4.577,0.5512,56.91,166.02
2026-03-19,long,-0.923,0DTE ATM,60,587.84,588,0.5,2.917,4.863,0.6464,66.71,194.62
2026-03-19,long,-0.923,1DTE ATM,15,587.84,588,0.506,4.204,5.279,0.4066,25.59,107.55
2026-03-19,long,-0.923,1DTE ATM,30,587.84,588,0.506,4.204,5.765,0.5512,37.15,156.14
2026-03-19,long,-0.923,1DTE ATM,60,587.84,588,0.506,4.204,6.048,0.6464,43.88,184.45
2026-03-19,long,-0.923,0DTE ~45d,15,587.84,589,0.446,2.449,3.468,0.4066,41.6,101.89
2026-03-19,long,-0.923,0DTE ~45d,30,587.84,589,0.446,2.449,3.925,0.5512,60.25,147.57
2026-03-19,long,-0.923,0DTE ~45d,60,587.84,589,0.446,2.449,4.174,0.6464,70.41,172.45
2026-03-19,long,-0.923,1DTE ~45d,15,587.84,589,0.468,3.724,4.704,0.4066,26.33,98.03
2026-03-19,long,-0.923,1DTE ~45d,30,587.84,589,0.468,3.724,5.155,0.5512,38.45,143.18
2026-03-19,long,-0.923,1DTE ~45d,60,587.84,589,0.468,3.724,5.414,0.6464,45.41,169.07
2026-03-26,short,-0.93,0DTE ATM,15,581.44,581,0.467,2.648,1.966,-0.1926,-25.76,-68.21
2026-03-26,short,-0.93,0DTE ATM,30,581.44,581,0.467,2.648,1.363,-0.4592,-48.53,-128.51
2026-03-26,short,-0.93,0DTE ATM,60,581.44,581,0.467,2.648,1.442,-0.3646,-45.56,-120.64
2026-03-26,short,-0.93,1DTE ATM,15,581.44,581,0.471,3.801,3.059,-0.1926,-19.52,-74.19
2026-03-26,short,-0.93,1DTE ATM,30,581.44,581,0.471,3.801,2.415,-0.4592,-36.46,-138.61
2026-03-26,short,-0.93,1DTE ATM,60,581.44,581,0.471,3.801,2.549,-0.3646,-32.95,-125.24
2026-03-26,short,-0.93,0DTE ~45d,15,581.44,580,0.413,2.203,1.589,-0.1926,-27.89,-61.44
2026-03-26,short,-0.93,0DTE ~45d,30,581.44,580,0.413,2.203,1.072,-0.4592,-51.35,-113.13
2026-03-26,short,-0.93,0DTE ~45d,60,581.44,580,0.413,2.203,1.129,-0.3646,-48.76,-107.43
2026-03-26,short,-0.93,1DTE ~45d,15,581.44,580,0.432,3.343,2.649,-0.1926,-20.76,-69.39
2026-03-26,short,-0.93,1DTE ~45d,30,581.44,580,0.432,3.343,2.067,-0.4592,-38.18,-127.66
2026-03-26,short,-0.93,1DTE ~45d,60,581.44,580,0.432,3.343,2.181,-0.3646,-34.75,-116.17
2026-03-26,long,-0.93,0DTE ATM,15,581.48,581,0.535,3.221,4.098,0.3147,27.24,87.74
2026-03-26,long,-0.93,0DTE ATM,30,581.48,581,0.535,3.221,4.392,0.4059,36.38,117.16
2026-03-26,long,-0.93,0DTE ATM,60,581.48,581,0.535,3.221,4.009,0.3354,24.49,78.89
2026-03-26,long,-0.93,1DTE ATM,15,581.48,581,0.531,4.49,5.286,0.3147,17.72,79.58
2026-03-26,long,-0.93,1DTE ATM,30,581.48,581,0.531,4.49,5.573,0.4059,24.12,108.31
2026-03-26,long,-0.93,1DTE ATM,60,581.48,581,0.531,4.49,5.239,0.3354,16.68,74.87
2026-03-26,long,-0.93,0DTE ~45d,15,581.48,582,0.48,2.718,3.49,0.3147,28.38,77.15
2026-03-26,long,-0.93,0DTE ~45d,30,581.48,582,0.48,2.718,3.752,0.4059,38.03,103.37
2026-03-26,long,-0.93,0DTE ~45d,60,581.48,582,0.48,2.718,3.387,0.3354,24.63,66.93
2026-03-26,long,-0.93,1DTE ~45d,15,581.48,583,0.454,3.52,4.168,0.3147,18.41,64.82
2026-03-26,long,-0.93,1DTE ~45d,30,581.48,583,0.454,3.52,4.411,0.4059,25.33,89.16
2026-03-26,long,-0.93,1DTE ~45d,60,581.48,583,0.454,3.52,4.108,0.3354,16.71,58.82
2026-03-27,short,-0.535,0DTE ATM,15,570.56,571,0.516,3.031,2.956,0.0394,-2.5,-7.58
2026-03-27,short,-0.535,0DTE ATM,30,570.56,571,0.516,3.031,5.13,0.6542,69.23,209.85
2026-03-27,short,-0.535,0DTE ATM,60,570.56,571,0.516,3.031,4.773,0.5889,57.46,174.17
2026-03-27,short,-0.535,1DTE ATM,15,570.56,571,0.505,4.161,4.039,0.0394,-2.95,-12.28
