symbol,pnl,gross_pnl,costs,slack,result,is_test
META,-54.5,-50.0,4.5,0.9928123386415786,loss,True
META,-54.5,-50.0,4.5,1.3986951635081715,loss,True
META,-54.5,-50.0,4.5,1.2434200066589494,loss,True
META,-54.5,-50.0,4.5,1.033035736271489,loss,True
META,-54.5,-50.0,4.5,1.3448167257934862,loss,True
META,195.5,200.0,4.5,1.0807848477637838,win,True
META,195.5,200.0,4.5,1.1774598953157964,win,True
META,-54.5,-50.0,4.5,0.8730247116687548,loss,True
META,195.5,200.0,4.5,1.2439303645152548,win,True
META,-54.5,-50.0,4.5,0.951970610584673,loss,True
META,195.5,200.0,4.5,1.0455122568714914,win,True
META,195.5,200.0,4.5,1.2413022802588671,win,True
META,-54.5,-50.0,4.5,1.1242057634891878,loss,True
META,-54.5,-50.0,4.5,1.1195327993670774,loss,True
META,-54.5,-50.0,4.5,1.33238285381419,loss,True
META,195.5,200.0,4.5,2.582821528635962,win,True
META,-54.5,-50.0,4.5,1.394081231773202,loss,True
META,195.5,200.0,4.5,0.8354415031859384,win,True
META,-54.5,-50.0,4.5,2.51666831988006,loss,True
META,195.5,200.0,4.5,1.677288240393445,win,True
META,-54.5,-50.0,4.5,0.8613387541618138,loss,True
META,-54.5,-50.0,4.5,0.8280129303578792,loss,True
META,195.5,200.0,4.5,1.4855438216153423,win,True
META,195.5,200.0,4.5,0.8628704312460491,win,True
META,-54.5,-50.0,4.5,0.9757926757402309,loss,True
META,-54.5,-50.0,4.5,0.9219212533438323,loss,True
META,-54.5,-50.0,4.5,1.0270028915753397,loss,True
META,-54.5,-50.0,4.5,0.847751827500177,loss,True
META,-54.5,-50.0,4.5,0.870189234755781,loss,True
META,-54.5,-50.0,4.5,2.1162281749331617,loss,True
META,-54.5,-50.0,4.5,1.0129933472735801,loss,True
META,-54.5,-50.0,4.5,0.8569869262454016,loss,True
META,-54.5,-50.0,4.5,1.0325021741348879,loss,True
META,-54.5,-50.0,4.5,0.9845870198234307,loss,True
META,-54.5,-50.0,4.5,0.9400967929674274,loss,True
META,195.5,200.0,4.5,2.267752590214677,win,True
META,-54.5,-50.0,4.5,0.8022513437829679,loss,True
META,-54.5,-50.0,4.5,0.920771270246052,loss,True
GOOGL,-54.5,-50.0,4.5,1.4034976056637913,loss,True
GOOGL,-54.5,-50.0,4.5,1.7465380110871644,loss,True
GOOGL,-54.5,-50.0,4.5,3.0593138561299296,loss,True
GOOGL,-54.5,-50.0,4.5,1.2736315345053224,loss,True
GOOGL,-54.5,-50.0,4.5,0.9275671541686854,loss,True
GOOGL,-54.5,-50.0,4.5,2.338454960560076,loss,True
GOOGL,195.5,200.0,4.5,2.6192405819879943,win,True
GOOGL,-54.5,-50.0,4.5,1.2032082511261544,loss,True
GOOGL,-54.5,-50.0,4.5,1.7035125614694913,loss,True
GOOGL,-54.5,-50.0,4.5,0.9283347609827237,loss,True
GOOGL,-54.5,-50.0,4.5,1.4149454528409229,loss,True
GOOGL,195.5,200.0,4.5,0.9164129552415431,win,True
GOOGL,-54.5,-50.0,4.5,1.451745164216458,loss,True
GOOGL,195.5,200.0,4.5,0.9849549295370612,win,True
GOOGL,-54.5,-50.0,4.5,1.108773091277145,loss,True
GOOGL,195.5,200.0,4.5,1.5472896405767806,win,True
GOOGL,-54.5,-50.0,4.5,0.9966683624475469,loss,True
GOOGL,195.5,200.0,4.5,1.3641485966319042,win,True
GOOGL,195.5,200.0,4.5,0.9481046262980727,win,True
GOOGL,-54.5,-50.0,4.5,1.0521473596618502,loss,True
GOOGL,195.5,200.0,4.5,0.9303408247513311,win,True
GOOGL,-54.5,-50.0,4.5,1.5549719286373855,loss,True
GOOGL,-54.5,-50.0,4.5,4.305960431943796,loss,True
GOOGL,-54.5,-50.0,4.5,1.1522928043890837,loss,True
GOOGL,-54.5,-50.0,4.5,2.227849191797914,loss,True
GOOGL,-54.5,-50.0,4.5,0.9574140664724606,loss,True
GOOGL,195.5,200.0,4.5,1.2725669104918156,win,True
GOOGL,-54.5,-50.0,4.5,1.1363737719283475,loss,True
GOOGL,-54.5,-50.0,4.5,0.987468349812688,loss,True
GOOGL,-54.5,-50.0,4.5,1.2771378916889007,loss,True
GOOGL,-54.5,-50.0,4.5,0.8162311087285808,loss,True
GOOGL,-54.5,-50.0,4.5,1.169145589650712,loss,True
GOOGL,-54.5,-50.0,4.5,0.8706163687670914,loss,True
GOOGL,-54.5,-50.0,4.5,1.0534657266468976,loss,True
GOOGL,-54.5,-50.0,4.5,1.184532172644776,loss,True
GOOGL,-54.5,-50.0,4.5,1.1701928970445952,loss,True
GOOGL,-54.5,-50.0,4.5,1.0320019217237968,loss,True
GOOGL,-54.5,-50.0,4.5,1.0956232370745151,loss,True
GOOGL,195.5,200.0,4.5,0.8487665918576804,win,True
GOOGL,-54.5,-50.0,4.5,0.964231377020997,loss,True
GOOGL,-54.5,-50.0,4.5,2.120112019746547,loss,True
GOOGL,195.5,200.0,4.5,1.03741459714647,win,True
GOOGL,195.5,200.0,4.5,1.0221899024301422,win,True
GOOGL,-54.5,-50.0,4.5,1.09123645908653,loss,True
GOOGL,195.5,200.0,4.5,1.2769407814996219,win,True
GOOGL,-54.5,-50.0,4.5,1.3283553447475536,loss,True
GOOGL,-54.5,-50.0,4.5,1.1297991758535575,loss,True
GOOGL,-54.5,-50.0,4.5,0.8711404064378536,loss,True
GOOGL,-54.5,-50.0,4.5,0.8417659523807085,loss,True
GOOGL,-54.5,-50.0,4.5,0.8647743870887022,loss,True
GOOGL,-54.5,-50.0,4.5,0.9995836162035064,loss,True
GOOGL,-54.5,-50.0,4.5,0.8527291719314752,loss,True
GOOGL,-54.5,-50.0,4.5,0.871426083247322,loss,True
GOOGL,-54.5,-50.0,4.5,1.5774422821005762,loss,True
GOOGL,-54.5,-50.0,4.5,0.8084543185189561,loss,True
GOOGL,-54.5,-50.0,4.5,0.8561597737047646,loss,True
GOOGL,195.5,200.0,4.5,0.8499372048606879,win,True
GOOGL,-54.5,-50.0,4.5,1.2348502346085501,loss,True
GOOGL,-54.5,-50.0,4.5,0.8943826123282113,loss,True
GOOGL,195.5,200.0,4.5,1.008568906443205,win,True
GOOGL,-54.5,-50.0,4.5,0.8829825204496612,loss,True
GOOGL,-54.5,-50.0,4.5,1.3424511404100583,loss,True
GOOGL,-54.5,-50.0,4.5,1.0022790159483164,loss,True
AMD,-54.5,-50.0,4.5,1.2256991268928985,loss,True
AMD,-54.5,-50.0,4.5,0.9211625856984255,loss,True
AMD,-54.5,-50.0,4.5,1.5279146439432003,loss,True
AMD,-54.5,-50.0,4.5,0.8143824781830009,loss,True
AMD,-54.5,-50.0,4.5,0.9863423195485589,loss,True
AMD,195.5,200.0,4.5,0.9670421017493966,win,True
AMD,195.5,200.0,4.5,1.300785529267609,win,True
AMD,195.5,200.0,4.5,1.0952704631925914,win,True
AMD,-54.5,-50.0,4.5,0.9559135822727681,loss,True
AMD,-54.5,-50.0,4.5,1.4261062271409042,loss,True
AMD,-54.5,-50.0,4.5,0.8159269867564799,loss,True
AMD,-54.5,-50.0,4.5,0.8529253951594516,loss,True
AMD,-54.5,-50.0,4.5,0.8800926107428754,loss,True
AMD,195.5,200.0,4.5,1.2694928192017256,win,True
AMD,195.5,200.0,4.5,1.4002736379278573,win,True
AMD,195.5,200.0,4.5,1.757267896329646,win,True
AMD,195.5,200.0,4.5,1.062380371510356,win,True
AMD,195.5,200.0,4.5,1.7654106817371762,win,True
AMD,-54.5,-50.0,4.5,1.1456530950519346,loss,True
AMD,-54.5,-50.0,4.5,1.1572806652315504,loss,True
AMD,-54.5,-50.0,4.5,0.8289536260978247,loss,True
AMD,-54.5,-50.0,4.5,0.9079522268932892,loss,True
AMD,-54.5,-50.0,4.5,2.3287854166136244,loss,True
AMD,-54.5,-50.0,4.5,0.8205576961490327,loss,True
AMD,195.5,200.0,4.5,1.2057265323296236,win,True
