symbol,entry_time,exit_time,direction,entry_price,exit_price,pnl_pct,pnl_dollar,slack,regime,result,max_adverse_excursion,max_favorable_excursion
AAPL,2016-01-04 12:51:00+00:00,2016-01-04 13:22:00+00:00,long,103.15,103.26,0.0010664081434803628,-0.7833979641299094,0.6946749083733347,chop,loss,0.0024246243334949424,0.0033931168201647532
AAPL,2016-01-04 13:24:00+00:00,2016-01-04 13:37:00+00:00,long,103.27,103.18,-0.0008715018882539866,-1.2678754720634966,1.4229590011265467,normal,loss,0.0010651689745327726,0.0
AAPL,2016-01-04 13:50:00+00:00,2016-01-04 14:21:00+00:00,short,102.87,102.8,0.0006804704967435344,-0.8798823758141164,1.448035836662485,trend,loss,0.0013609409934869307,0.0015553611354137337
AAPL,2016-01-04 14:23:00+00:00,2016-01-04 14:28:00+00:00,short,102.88,102.55,0.003207620528771368,-0.24809486780715806,0.8448045376225235,trend,loss,0.0,0.003207620528771368
AAPL,2016-01-04 14:29:00+00:00,2016-01-04 14:38:00+00:00,short,102.42,103.38,-0.009373169302870472,-3.393292325717618,3.1812074778433956,trend,loss,0.010349541105252902,0.0037092364772505987
AAPL,2016-01-04 14:45:00+00:00,2016-01-04 15:16:00+00:00,long,102.69,103.03,0.003310935826273283,-0.22226604343167933,0.6229898672044725,normal,loss,0.003018794429837397,0.003773493037296746
AAPL,2016-01-04 15:22:00+00:00,2016-01-04 15:48:00+00:00,short,103.39,103.84,-0.004352451881226451,-2.138112970306613,0.97243656640855,trend,loss,0.004352451881226451,0.0033852403520649417
AAPL,2016-01-04 15:50:00+00:00,2016-01-04 16:02:00+00:00,short,103.8,103.179,0.005982658959537525,0.44566473988438116,0.7838421491145808,trend,win,9.633911368020343e-05,0.005982658959537525
AAPL,2016-01-04 16:06:00+00:00,2016-01-04 16:37:00+00:00,long,103.07,103.32,0.002425536043465606,-0.44361598913359856,2.6980953087117596,trend,loss,0.0019404288347723746,0.003589793344329141
AAPL,2016-01-04 17:05:00+00:00,2016-01-04 17:36:00+00:00,short,103.89,104.0901,-0.001926075656944905,-1.5315189142362262,0.6959762106494611,normal,loss,0.0020213687554143205,0.001273462315911067
AAPL,2016-01-04 17:57:00+00:00,2016-01-04 18:28:00+00:00,short,104.75,104.69,0.0005727923627685182,-0.9068019093078704,0.6253837766729251,trend,loss,0.002291169451073937,0.0012887828162291659
AAPL,2016-01-04 18:48:00+00:00,2016-01-04 19:13:00+00:00,long,104.4383,104.9,0.004420791989145817,0.05519799728645425,1.007397450608535,chop,win,0.000834942736524778,0.004420791989145817
AAPL,2016-01-04 19:21:00+00:00,2016-01-04 19:51:00+00:00,short,105.25,104.7,0.005225653206650804,0.25641330166270104,0.7796777669075866,trend,win,0.0010451306413301609,0.005225653206650804
AAPL,2016-01-04 19:54:00+00:00,2016-01-04 20:10:00+00:00,long,104.67,104.45,-0.0021018438903219533,-1.5754609725804882,0.779071113826671,trend,loss,0.0023884589662749593,0.0007643068692079707
AAPL,2016-01-04 22:09:00+00:00,2016-01-04 23:06:00+00:00,short,105.62,105.65,-0.00028403711418293064,-1.1210092785457326,1.6785229535835597,normal,loss,0.0007574323044877702,0.0012308274947927444
AAPL,2016-01-04 23:21:00+00:00,2016-01-04 23:38:00+00:00,long,105.67,105.61,-0.0005678054320053211,-1.1919513580013303,1.4603839918147483,chop,loss,0.0005678054320053211,0.0004731711933377227
AAPL,2016-01-05 00:51:00+00:00,2016-01-05 09:00:00+00:00,short,105.74,105.48,0.0024588613580479564,-0.43528466048801095,1.3120165919114355,chop,loss,0.0,0.0024588613580479564
AAPL,2016-01-05 13:00:00+00:00,2016-01-05 13:19:00+00:00,long,104.99,105.4,0.0039051338222688904,-0.07371654443277742,3.0329470399998923,trend,loss,0.0006667301647775329,0.0039051338222688904
AAPL,2016-01-05 13:39:00+00:00,2016-01-05 14:13:00+00:00,short,105.29,105.29,0.0,-1.05,1.3506393358071707,trend,loss,0.0015196124988127702,0.001614588279988619
AAPL,2016-01-05 14:30:00+00:00,2016-01-05 14:37:00+00:00,short,105.61,104.64,0.00918473629391155,1.2461840734778877,0.7386382462678412,trend,win,0.0017990720575702843,0.00918473629391155
AAPL,2016-01-05 14:55:00+00:00,2016-01-05 15:26:00+00:00,short,104.24,104.25,-9.593246354571294e-05,-1.0739831158864281,0.8673643319012698,trend,loss,0.001247122026093723,0.00354950115118947
AAPL,2016-01-05 15:30:00+00:00,2016-01-05 15:35:00+00:00,short,104.24,104.4899,-0.002397352264006244,-1.649338066001561,0.7857321607896284,normal,loss,0.002397352264006244,8.633921719110074e-05
AAPL,2016-01-05 15:38:00+00:00,2016-01-05 15:52:00+00:00,short,104.528,104.88,-0.0033675187509565824,-1.8918796877391455,0.6529494955515449,trend,loss,0.004037195775294629,0.0020855655900811603
AAPL,2016-01-05 16:38:00+00:00,2016-01-05 16:45:00+00:00,long,104.145,103.995,-0.0014402995823130393,-1.4100748955782598,0.658396899511763,normal,loss,0.001488309568390236,0.0
AAPL,2016-01-05 16:50:00+00:00,2016-01-05 17:02:00+00:00,short,104.22,103.76,0.004413740165035442,0.05343504125886045,0.9224583100484116,chop,win,0.000287852619458848,0.004413740165035442
AAPL,2016-01-05 17:07:00+00:00,2016-01-05 17:38:00+00:00,long,102.68,103.23,0.00535644721464742,0.28911180366185496,0.7027801151005987,trend,win,0.0026295286326452104,0.007304246201791975
AAPL,2016-01-05 17:39:00+00:00,2016-01-05 18:10:00+00:00,short,103.29,102.94,0.003388517765514653,-0.20287055862133674,0.7600203543165315,normal,loss,0.00038725917320158815,0.0049375544583212805
AAPL,2016-01-05 18:20:00+00:00,2016-01-05 18:40:00+00:00,long,102.82,103.4,0.00564092588990481,0.3602314724762026,0.6946781335677138,trend,win,0.0006808014005056719,0.00564092588990481
AAPL,2016-01-05 18:41:00+00:00,2016-01-05 18:50:00+00:00,short,103.439,103.7199,-0.0027156101663782773,-1.7289025415945694,0.8068291169253041,trend,loss,0.003006602925395712,0.0013437871595819353
AAPL,2016-01-05 19:04:00+00:00,2016-01-05 19:21:00+00:00,short,103.4263,103.66,-0.0022595800101134714,-1.614895002528368,0.6960350605131308,trend,loss,0.0026463288351222577,0.001511221033721613
AAPL,2016-01-05 19:38:00+00:00,2016-01-05 19:45:00+00:00,long,103.2087,103.05,-0.001537661069270285,-1.4344152673175712,0.8726875320468942,trend,loss,0.001537661069270285,1.2595837366428635e-05
AAPL,2016-01-05 19:47:00+00:00,2016-01-05 20:03:00+00:00,long,103.03,102.84,-0.0018441230709501865,-1.5110307677375467,0.8364731612628032,trend,loss,0.002135300397942336,0.0015383868776084988
AAPL,2016-01-05 20:05:00+00:00,2016-01-05 20:36:00+00:00,long,102.85,102.755,-0.0009236752552260463,-1.2809188138065115,0.9469027542113226,trend,loss,0.0022848808945065574,0.001554691298006879
AAPL,2016-01-05 20:41:00+00:00,2016-01-05 21:14:00+00:00,short,102.8,102.78,0.00019455252918284068,-1.00136186770429,0.6012232467422954,normal,loss,0.001070038910505831,0.0017509727626458425
AAPL,2016-01-05 23:24:00+00:00,2016-01-05 23:57:00+00:00,long,102.39,102.33,-0.0005859947260474878,-1.1964986815118719,0.9486116312035782,trend,loss,0.0005859947260474878,0.0007813263013966041
AAPL,2016-01-06 09:00:00+00:00,2016-01-06 09:27:00+00:00,long,101.3,101.1,-0.001974333662388972,-1.543583415597243,2.0457402135259497,trend,loss,0.00286278381046389,0.0
AAPL,2016-01-06 11:01:00+00:00,2016-01-06 11:23:00+00:00,short,99.9,100.15,-0.0025025025025025025,-1.6756256256256257,1.2162261312853047,normal,loss,0.0025025025025025025,0.000800800800800926
AAPL,2016-01-06 12:09:00+00:00,2016-01-06 12:42:00+00:00,long,100.34,100.25,-0.0008969503687462967,-1.2742375921865743,1.5882519116513958,normal,loss,0.0008969503687462967,0.00199322304165839
AAPL,2016-01-06 12:51:00+00:00,2016-01-06 12:57:00+00:00,short,100.6,100.21,0.0038767395626242603,-0.08081510934393499,1.5336603371963966,trend,loss,0.0,0.0038767395626242603
AAPL,2016-01-06 12:59:00+00:00,2016-01-06 13:30:00+00:00,long,100.21,100.37,0.0015966470412135596,-0.6508382396966101,1.081728912804028,normal,loss,0.0017962279213650596,0.0018960183614410932
AAPL,2016-01-06 13:34:00+00:00,2016-01-06 13:47:00+00:00,short,100.5,100.2,0.0029850746268656435,-0.3037313432835892,0.9985848722668541,trend,loss,0.0002985074626865785,0.0029850746268656435
AAPL,2016-01-06 13:50:00+00:00,2016-01-06 13:57:00+00:00,short,100.27,100.55,-0.002792460357036014,-1.7481150892590036,1.1013004719788138,normal,loss,0.003590306173331998,0.000398922908147921
AAPL,2016-01-06 14:12:00+00:00,2016-01-06 14:43:00+00:00,long,100.31,100.827,0.005154022530156474,0.23850563253911838,0.9153049357397058,trend,win,0.000897218622270994,0.011962914963612828
AAPL,2016-01-06 16:40:00+00:00,2016-01-06 16:57:00+00:00,short,101.635,101.26,0.0036896738328331775,-0.12758154179170567,0.7197520021505215,trend,loss,0.00014758695331333269,0.0036896738328331775
AAPL,2016-01-06 17:05:00+00:00,2016-01-06 17:21:00+00:00,short,101.26,100.85,0.0040489828165120555,-0.03775429587198609,0.6082171754373037,normal,loss,0.0005530317993284355,0.0040489828165120555
