symbol,date,time,window,direction,mfe,entry,LONG_SCORE,bar1_rvol,bar1_body_pct,bar2_body_pct,vwap_slope,is_runner
TSLA,2025-01-03,14:37:00,2:30-4PM,long,0.79,386.88,0,3.1,0.44,0.25,0.21,0
TSLA,2025-01-07,14:31:00,2:30-4PM,long,1.3,409.01,0,6.5,0.5,0.26,0.055,0
TSLA,2025-01-08,14:31:00,2:30-4PM,long,0.69,396.63,0,7.0,0.57,0.27,0.108,0
TSLA,2025-01-10,14:31:00,2:30-4PM,long,0.86,395.87,2,6.2,1.12,0.5,-0.223,0
TSLA,2025-01-10,14:32:00,2:30-4PM,long,0.36,397.86,1,5.6,0.5,0.53,-0.148,0
TSLA,2025-01-14,14:37:00,2:30-4PM,long,0.66,419.87,1,3.0,0.4,0.18,0.386,0
TSLA,2025-01-15,14:39:00,2:30-4PM,long,1.28,412.5,1,2.5,0.87,0.31,0.343,0
TSLA,2025-01-17,14:32:00,2:30-4PM,long,0.65,424.43,1,2.6,0.54,0.29,0.54,0
TSLA,2025-01-22,14:30:00,2:30-4PM,long,1.32,422.44,2,15.2,0.57,0.77,-0.059,0
TSLA,2025-01-22,14:31:00,2:30-4PM,long,0.5,425.88,1,5.5,0.77,0.8,0.041,0
TSLA,2025-01-27,14:30:00,2:30-4PM,long,1.35,400.11,3,15.5,0.41,0.95,0.303,0
TSLA,2025-01-29,14:32:00,2:30-4PM,long,-0.02,398.58,1,5.8,0.43,0.5,-0.101,0
TSLA,2025-01-31,14:30:00,2:30-4PM,long,2.18,406.0,3,15.3,0.43,0.75,0.288,1
TSLA,2025-02-07,14:30:00,2:30-4PM,long,1.64,374.42,2,15.8,0.44,0.7,0.042,0
TSLA,2025-02-07,14:31:00,2:30-4PM,long,1.01,376.76,1,6.9,0.7,0.59,0.15,0
TSLA,2025-02-12,14:30:00,2:30-4PM,long,1.05,334.58,2,14.0,0.85,0.56,0.07,0
TSLA,2025-02-12,14:35:00,2:30-4PM,long,1.03,334.64,1,2.5,0.44,0.68,0.234,0
TSLA,2025-02-12,14:36:00,2:30-4PM,long,0.59,336.13,1,2.4,0.68,0.42,0.281,0
TSLA,2025-02-13,14:31:00,2:30-4PM,long,0.9,347.69,1,5.8,0.42,0.65,-0.012,0
TSLA,2025-02-13,14:32:00,2:30-4PM,long,0.71,348.33,0,4.5,0.65,0.14,0.052,0
TSLA,2025-02-18,14:31:00,2:30-4PM,long,0.2,358.39,1,5.4,1.14,0.17,-0.336,0
TSLA,2025-02-19,14:30:00,2:30-4PM,long,2.27,357.4,2,17.0,0.51,0.56,0.112,1
TSLA,2025-02-20,10:02:00,9:30-11AM,long,0.12,362.45,1,12.3,0.62,0.02,0.069,0
TSLA,2025-02-21,14:32:00,2:30-4PM,long,0.03,354.52,0,3.8,0.48,0.11,-0.249,0
TSLA,2025-02-26,14:35:00,2:30-4PM,long,0.16,308.5,0,2.8,0.6,0.47,-0.512,0
TSLA,2025-02-27,14:31:00,2:30-4PM,long,0.81,294.84,0,4.4,0.69,0.38,-0.349,0
TSLA,2025-03-03,14:35:00,2:30-4PM,long,0.15,303.47,1,2.5,0.58,0.52,-0.124,0
TSLA,2025-03-07,14:30:00,2:30-4PM,long,1.39,262.59,2,15.9,1.17,0.15,0.03,0
TSLA,2025-03-19,15:25:00,2:30-4PM,long,0.8,235.2,0,2.6,0.42,0.21,0.042,0
TSLA,2025-04-02,15:20:00,2:30-4PM,long,3.45,272.23,1,3.7,1.03,0.22,0.23,1
TSLA,2025-04-02,15:22:00,2:30-4PM,long,2.25,275.42,2,2.8,1.06,0.12,0.433,1
TSLA,2025-06-06,14:46:00,2:30-4PM,long,1.52,300.94,0,2.1,0.45,0.15,0.044,0
TSLA,2025-06-10,15:08:00,2:30-4PM,long,0.8,318.68,0,2.9,0.46,0.07,0.053,0
NVDA,2025-01-08,14:30:00,2:30-4PM,long,0.1,143.17,2,15.5,0.53,0.94,0.105,0
NVDA,2025-01-22,14:31:00,2:30-4PM,long,0.83,146.21,1,6.9,0.97,0.46,-0.056,0
NVDA,2025-01-31,14:59:00,2:30-4PM,long,1.07,125.3,0,2.1,0.44,0.24,0.074,0
NVDA,2025-02-10,14:30:00,2:30-4PM,long,2.09,131.74,2,15.6,0.48,0.8,0.166,1
NVDA,2025-02-18,14:30:00,2:30-4PM,long,0.44,142.8,2,16.5,0.68,0.41,0.323,0
NVDA,2025-02-24,14:30:00,2:30-4PM,long,0.74,137.57,1,17.0,0.41,0.13,0.209,0
NVDA,2025-02-28,14:35:00,2:30-4PM,long,0.47,119.03,1,2.1,1.04,0.07,-0.599,0
NVDA,2025-03-04,14:33:00,2:30-4PM,long,1.57,113.36,1,2.8,0.98,0.34,0.146,0
NVDA,2025-03-07,14:30:00,2:30-4PM,long,1.37,111.95,1,15.4,0.49,0.12,-0.064,0
NVDA,2025-04-07,10:02:00,9:30-11AM,long,1.42,91.23,1,5.5,1.43,0.27,0.082,0
NVDA,2025-05-01,15:16:00,2:30-4PM,long,0.28,114.62,0,5.2,0.48,0.17,0.058,0
AAPL,2025-01-15,14:30:00,2:30-4PM,long,0.67,236.54,1,17.7,0.45,0.35,0.09,0
AAPL,2025-01-27,14:30:00,2:30-4PM,long,0.48,226.62,3,16.4,0.61,0.55,0.492,0
AAPL,2025-01-28,14:30:00,2:30-4PM,long,1.1,233.04,2,13.4,0.79,0.15,0.404,0
AAPL,2025-02-11,14:30:00,2:30-4PM,long,0.73,230.22,1,13.4,0.58,0.29,0.228,0
AAPL,2025-02-13,14:30:00,2:30-4PM,long,0.14,238.67,2,19.0,0.65,0.1,0.287,0
AAPL,2025-02-24,14:30:00,2:30-4PM,long,0.56,246.76,2,16.4,0.44,0.27,0.44,0
AAPL,2025-03-03,14:32:00,2:30-4PM,long,0.32,243.25,0,3.0,0.44,0.22,0.033,0
AAPL,2025-03-06,14:36:00,2:30-4PM,long,0.1,236.22,0,3.6,0.62,0.11,0.045,0
AMZN,2025-02-03,14:30:00,2:30-4PM,long,1.18,235.51,2,17.7,0.42,0.26,0.277,0
AMZN,2025-04-07,10:02:00,9:30-11AM,long,1.41,165.64,0,2.9,0.82,0.08,0.029,0
MSFT,2025-03-06,14:32:00,2:30-4PM,long,0.23,397.22,0,3.6,0.47,0.08,-0.329,0
META,2025-01-15,14:31:00,2:30-4PM,long,0.38,611.56,1,3.5,0.53,0.11,0.61,0
META,2025-01-27,14:30:00,2:30-4PM,long,0.13,640.1,3,16.6,1.32,0.78,0.211,0
META,2025-01-30,14:36:00,2:30-4PM,long,2.19,695.55,1,2.4,0.64,0.52,0.183,1
META,2025-01-30,14:38:00,2:30-4PM,long,0.78,705.26,2,3.0,1.04,0.45,0.295,0
META,2025-02-03,14:30:00,2:30-4PM,long,2.03,683.62,3,18.2,0.97,0.25,0.415,1
META,2025-02-03,14:34:00,2:30-4PM,long,1.28,688.68,2,2.8,0.51,0.5,0.664,0
META,2025-03-07,14:34:00,2:30-4PM,long,1.11,627.84,0,3.4,0.62,0.09,-0.149,0
META,2025-04-07,10:02:00,9:30-11AM,long,1.47,489.82,0,4.5,0.58,0.26,0.046,0
META,2025-04-07,10:05:00,9:30-11AM,long,1.25,490.87,0,2.3,0.42,0.18,0.067,0
GOOGL,2025-01-21,14:30:00,2:30-4PM,long,0.55,201.18,2,18.5,0.71,0.47,0.718,0
GOOGL,2025-01-30,14:30:00,2:30-4PM,long,0.9,199.6,2,18.1,0.59,0.21,0.468,0
GOOGL,2025-02-03,15:21:00,2:30-4PM,long,0.85,201.62,0,2.1,0.42,0.14,-0.019,0
GOOGL,2025-02-11,14:32:00,2:30-4PM,long,0.07,186.8,0,4.0,0.42,0.08,0.09,0
GOOGL,2025-03-03,14:31:00,2:30-4PM,long,0.21,173.0,0,4.6,0.77,0.06,0.093,0
GOOGL,2025-04-07,10:02:00,9:30-11AM,long,1.05,140.95,0,2.7,0.59,0.07,0.016,0
NFLX,2025-01-13,14:33:00,2:30-4PM,long,0.33,844.3,1,2.6,0.5,0.15,0.449,0
NFLX,2025-01-21,14:31:00,2:30-4PM,long,0.25,867.85,0,3.8,0.67,0.19,-0.338,0
NFLX,2025-01-23,14:32:00,2:30-4PM,long,0.66,971.63,2,5.0,0.64,0.64,0.283,0
NFLX,2025-01-30,14:37:00,2:30-4PM,long,0.19,992.66,0,5.6,0.59,0.33,-0.023,0
NFLX,2025-02-04,14:32:00,2:30-4PM,long,1.34,992.72,1,6.5,0.56,0.33,0.272,0
NFLX,2025-02-28,14:35:00,2:30-4PM,long,0.42,965.55,0,2.8,0.57,0.21,-0.165,0
NFLX,2025-03-03,14:31:00,2:30-4PM,long,0.03,993.47,0,6.1,0.64,0.27,-0.256,0
AMD,2025-01-03,14:33:00,2:30-4PM,long,0.3,123.0,1,3.6,0.46,0.13,0.369,0
AMD,2025-01-06,14:36:00,2:30-4PM,long,0.38,129.67,0,2.0,0.54,0.23,-0.158,0
AMD,2025-01-30,14:30:00,2:30-4PM,long,0.24,120.15,3,18.5,0.9,0.46,0.476,0
AMD,2025-02-11,14:30:00,2:30-4PM,long,1.3,109.93,1,17.3,0.72,0.19,-0.066,0
AMD,2025-02-20,14:34:00,2:30-4PM,long,0.61,115.84,0,3.6,0.68,0.32,0.102,0
AMD,2025-02-28,14:35:00,2:30-4PM,long,0.46,100.18,0,2.4,0.49,0.42,-0.278,0
AMD,2025-03-04,14:30:00,2:30-4PM,long,1.55,97.42,2,17.1,0.83,0.64,0.008,0
AMD,2025-03-04,14:34:00,2:30-4PM,long,1.08,97.87,1,2.6,0.51,0.42,0.262,0
AMD,2025-03-06,14:37:00,2:30-4PM,long,0.67,99.82,0,2.1,0.43,0.31,-0.604,0
AMD,2025-06-23,10:01:00,9:30-11AM,long,0.31,129.8,2,13.6,0.79,0.76,0.029,0
CRM,2025-01-27,14:30:00,2:30-4PM,long,2.29,336.2,3,18.6,0.53,0.6,0.744,1
CRM,2025-01-27,14:31:00,2:30-4PM,long,1.6,338.5,2,6.1,0.6,0.65,0.957,0
CRM,2025-01-27,14:32:00,2:30-4PM,long,0.92,340.76,2,5.3,0.65,0.68,1.292,0
CRM,2025-01-28,14:58:00,2:30-4PM,long,1.82,359.77,0,2.7,0.43,0.21,0.132,0
CRM,2025-01-30,14:30:00,2:30-4PM,long,0.76,345.38,2,18.8,1.08,0.33,-0.174,0
CRM,2025-02-27,14:32:00,2:30-4PM,long,0.1,299.64,1,2.3,0.4,0.81,-0.052,0
CRM,2025-03-07,14:30:00,2:30-4PM,long,0.42,287.1,2,18.0,0.46,0.86,-0.858,0
AVGO,2025-01-13,14:30:00,2:30-4PM,long,2.07,224.61,4,17.3,1.64,0.56,0.891,1
AVGO,2025-01-13,14:31:00,2:30-4PM,long,1.87,225.05,1,3.2,0.56,0.19,1.07,0
AVGO,2025-01-27,14:32:00,2:30-4PM,long,0.73,216.84,1,2.9,1.47,0.5,-0.95,0
AVGO,2025-01-30,14:31:00,2:30-4PM,long,1.24,219.24,1,4.9,0.69,0.43,0.276,0
AVGO,2025-01-30,14:32:00,2:30-4PM,long,0.86,220.07,1,3.6,0.43,0.41,0.363,0
AVGO,2025-02-03,14:33:00,2:30-4PM,long,1.06,215.74,0,2.2,0.62,0.3,0.106,0
AVGO,2025-02-10,14:30:00,2:30-4PM,long,0.84,229.24,1,18.0,0.63,0.17,0.027,0
AVGO,2025-02-12,14:32:00,2:30-4PM,long,0.69,232.5,0,2.6,0.41,0.08,-0.287,0
AVGO,2025-02-24,14:31:00,2:30-4PM,long,0.2,219.04,0,3.1,0.6,0.16,0.003,0
AVGO,2025-04-07,10:02:00,9:30-11AM,long,1.43,140.21,1,6.1,0.93,0.49,0.054,0
SHOP,2025-02-07,14:30:00,2:30-4PM,long,0.45,119.12,1,17.5,0.58,0.22,0.104,0
SHOP,2025-02-10,14:30:00,2:30-4PM,long,0.32,123.02,3,17.7,0.68,0.6,0.461,0
SHOP,2025-02-24,14:31:00,2:30-4PM,long,0.38,116.58,0,2.8,0.66,0.14,-0.221,0
SHOP,2025-03-03,14:30:00,2:30-4PM,long,0.93,114.15,1,17.5,0.72,0.36,0.128,0
SHOP,2025-03-06,14:31:00,2:30-4PM,long,2.44,103.89,0,3.4,0.67,0.34,-0.755,1
SHOP,2025-06-05,14:41:00,2:30-4PM,long,0.63,105.53,0,4.5,0.63,0.41,0.129,0
UBER,2025-01-06,14:33:00,2:30-4PM,long,0.26,67.18,0,2.4,0.6,0.17,-0.473,0
UBER,2025-01-30,14:30:00,2:30-4PM,long,4.28,64.46,2,17.3,1.39,0.3,-0.943,1
UBER,2025-02-03,14:30:00,2:30-4PM,long,2.21,66.11,1,19.0,0.75,0.43,0.249,1
UBER,2025-02-03,14:31:00,2:30-4PM,long,1.56,66.53,2,3.8,0.43,0.64,0.337,0
UBER,2025-02-03,14:32:00,2:30-4PM,long,1.07,66.98,2,5.5,0.64,0.66,0.587,0
UBER,2025-02-04,14:33:00,2:30-4PM,long,0.4,69.26,1,3.6,0.48,0.3,0.872,0
UBER,2025-02-06,14:30:00,2:30-4PM,long,1.76,66.49,3,18.8,0.41,0.86,0.781,0
UBER,2025-02-06,14:35:00,2:30-4PM,long,1.02,66.98,1,2.5,0.44,0.13,1.4,0
UBER,2025-02-07,14:31:00,2:30-4PM,long,1.8,71.29,2,6.3,1.11,0.45,0.385,0
UBER,2025-02-07,14:32:00,2:30-4PM,long,1.6,71.42,1,5.6,0.45,0.22,0.641,0
UBER,2025-02-07,15:24:00,2:30-4PM,long,0.49,74.2,1,3.3,0.5,0.26,0.465,0
UBER,2025-02-10,14:30:00,2:30-4PM,long,1.03,77.74,2,17.6,0.55,0.28,0.795,0
UBER,2025-03-03,14:31:00,2:30-4PM,long,0.47,77.38,0,4.1,0.64,0.34,0.052,0
COIN,2025-01-08,14:31:00,2:30-4PM,long,1.11,264.07,1,3.2,0.4,0.05,0.265,0
COIN,2025-01-14,14:34:00,2:30-4PM,long,0.22,262.0,1,2.5,0.59,0.17,0.273,0
COIN,2025-01-17,14:32:00,2:30-4PM,long,0.9,295.62,2,6.0,1.44,0.48,0.317,0
COIN,2025-01-21,14:30:00,2:30-4PM,long,-0.05,301.09,2,16.5,0.89,0.06,0.661,0
COIN,2025-01-22,14:34:00,2:30-4PM,long,0.78,293.95,1,2.7,1.18,0.16,0.109,0
COIN,2025-01-22,15:13:00,2:30-4PM,long,0.32,297.29,0,2.4,0.5,0.49,0.056,0
COIN,2025-01-23,14:31:00,2:30-4PM,long,2.43,294.73,1,4.9,0.89,0.65,0.173,1
COIN,2025-01-23,14:32:00,2:30-4PM,long,2.17,295.46,1,4.4,0.65,0.33,0.363,1
COIN,2025-01-23,14:34:00,2:30-4PM,long,1.3,298.0,1,2.9,0.52,0.32,0.906,0
COIN,2025-01-24,14:39:00,2:30-4PM,long,0.09,306.0,0,3.3,0.51,0.04,0.169,0
COIN,2025-01-29,14:30:00,2:30-4PM,long,1.23,285.5,2,15.7,0.48,0.84,-0.056,0
COIN,2025-01-29,14:31:00,2:30-4PM,long,0.45,287.71,2,8.8,0.84,0.77,0.074,0
COIN,2025-01-29,14:32:00,2:30-4PM,long,0.15,288.55,2,8.7,0.77,0.29,0.412,0
COIN,2025-01-30,14:31:00,2:30-4PM,long,1.6,299.16,2,5.7,1.08,0.64,0.187,0
COIN,2025-01-30,14:32:00,2:30-4PM,long,1.39,301.16,2,5.1,0.64,0.63,0.456,0
COIN,2025-02-04,14:33:00,2:30-4PM,long,1.0,283.16,1,2.5,0.94,0.17,-0.519,0
COIN,2025-02-07,14:30:00,2:30-4PM,long,0.8,279.01,4,13.7,1.17,0.56,0.521,0
COIN,2025-02-10,14:30:00,2:30-4PM,long,0.92,282.94,2,18.2,0.43,0.47,0.372,0
COIN,2025-02-10,14:33:00,2:30-4PM,long,0.05,284.98,1,4.4,0.68,0.08,0.826,0
COIN,2025-02-13,14:30:00,2:30-4PM,long,0.44,289.48,3,17.1,1.44,0.34,0.663,0
COIN,2025-02-28,14:35:00,2:30-4PM,long,2.05,205.49,1,3.4,0.49,1.15,0.24,1
COIN,2025-03-04,14:35:00,2:30-4PM,long,1.1,203.22,1,2.1,0.88,0.63,-0.302,0
COIN,2025-03-04,14:36:00,2:30-4PM,long,0.14,205.01,1,3.0,0.63,0.87,-0.222,0
COIN,2025-03-07,14:40:00,2:30-4PM,long,1.56,218.64,1,2.2,0.77,0.52,0.185,0
COIN,2025-04-07,10:02:00,9:30-11AM,long,2.58,147.2,0,2.2,0.41,0.42,0.153,1
COIN,2025-05-12,14:42:00,2:30-4PM,long,0.06,213.17,1,5.0,0.96,0.35,0.019,0
COIN,2025-05-13,15:08:00,2:30-4PM,long,1.54,244.78,0,3.4,0.42,0.26,0.106,0
COIN,2025-06-18,15:25:00,2:30-4PM,long,6.99,260.89,0,4.6,0.49,0.32,0.174,1
COIN,2025-06-18,15:28:00,2:30-4PM,long,5.64,265.0,1,4.2,0.8,0.39,0.546,1
PLTR,2025-01-03,14:35:00,2:30-4PM,long,1.87,76.64,1,2.8,0.43,0.27,0.664,0
PLTR,2025-01-03,14:38:00,2:30-4PM,long,0.56,77.64,1,2.3,0.65,0.3,1.152,0
PLTR,2025-01-08,14:31:00,2:30-4PM,long,0.8,68.98,1,3.1,0.89,0.9,-0.491,0
PLTR,2025-01-10,14:32:00,2:30-4PM,long,0.17,67.17,1,3.1,0.81,0.5,-0.145,0
PLTR,2025-01-16,14:31:00,2:30-4PM,long,0.76,69.39,0,4.2,0.67,0.33,-0.034,0
PLTR,2025-01-16,14:34:00,2:30-4PM,long,0.6,69.5,0,2.2,0.47,0.39,0.068,0
PLTR,2025-01-23,14:30:00,2:30-4PM,long,2.11,76.8,2,17.0,0.6,0.38,0.263,1
PLTR,2025-01-23,14:35:00,2:30-4PM,long,0.51,78.03,1,2.8,0.5,0.29,1.063,0
PLTR,2025-01-24,14:32:00,2:30-4PM,long,1.38,79.93,1,4.2,0.66,0.85,-0.081,0
PLTR,2025-01-31,14:30:00,2:30-4PM,long,1.74,82.77,3,17.7,0.9,1.31,0.222,0
PLTR,2025-01-31,14:31:00,2:30-4PM,long,1.55,83.1,3,9.7,1.31,0.38,0.716,0
PLTR,2025-02-05,14:33:00,2:30-4PM,long,0.91,102.64,0,2.3,0.74,0.43,-0.764,0
PLTR,2025-02-12,14:30:00,2:30-4PM,long,2.62,112.73,2,15.7,0.83,1.36,-0.166,1
PLTR,2025-02-13,14:32:00,2:30-4PM,long,0.03,117.94,1,3.2,0.53,0.73,-0.054,0
PLTR,2025-02-18,14:30:00,2:30-4PM,long,2.15,122.37,2,16.2,0.8,0.31,0.399,1
PLTR,2025-02-18,14:37:00,2:30-4PM,long,1.03,123.72,1,2.5,0.75,0.1,1.164,0
PLTR,2025-02-24,14:33:00,2:30-4PM,long,1.02,98.01,1,3.0,0.56,0.56,-1.114,0
PLTR,2025-02-24,14:34:00,2:30-4PM,long,0.69,98.34,0,2.2,0.56,0.29,-1.063,0
PLTR,2025-02-27,14:31:00,2:30-4PM,long,0.8,92.88,2,7.0,1.03,0.63,0.078,0
PLTR,2025-02-27,14:35:00,2:30-4PM,long,0.08,93.54,1,2.2,0.53,0.33,0.475,0
PLTR,2025-03-03,14:30:00,2:30-4PM,long,1.54,89.11,2,15.9,0.8,1.47,0.249,0
PLTR,2025-03-03,14:31:00,2:30-4PM,long,1.08,89.51,2,6.0,1.47,0.44,0.412,0
PLTR,2025-03-04,14:30:00,2:30-4PM,long,2.55,81.91,3,14.8,1.2,1.1,0.043,1
PLTR,2025-03-07,14:30:00,2:30-4PM,long,3.37,81.36,2,13.5,1.71,0.01,0.088,1
PLTR,2025-04-07,10:02:00,9:30-11AM,long,2.04,69.19,1,4.7,1.81,0.14,0.042,1
HOOD,2025-01-07,14:30:00,2:30-4PM,long,0.27,43.07,2,16.7,1.18,0.35,0.077,0
HOOD,2025-01-10,14:32:00,2:30-4PM,long,0.02,40.51,0,2.7,0.5,0.4,-0.205,0
HOOD,2025-01-14,14:32:00,2:30-4PM,long,1.52,42.03,2,2.4,0.42,1.17,2.74,0
HOOD,2025-01-14,14:34:00,2:30-4PM,long,1.26,42.14,2,2.2,0.54,0.84,2.887,0
HOOD,2025-01-14,15:07:00,2:30-4PM,long,1.07,42.79,1,2.4,0.7,0.51,0.096,0
HOOD,2025-01-15,14:35:00,2:30-4PM,long,2.83,44.45,2,2.2,0.85,1.07,0.538,1
HOOD,2025-01-15,14:38:00,2:30-4PM,long,2.81,44.46,1,2.1,0.68,0.2,0.703,1
HOOD,2025-01-24,14:32:00,2:30-4PM,long,1.29,51.08,0,2.6,0.45,0.16,-0.276,0
HOOD,2025-01-24,14:36:00,2:30-4PM,long,1.33,51.06,0,2.2,0.56,0.22,-0.272,0
HOOD,2025-01-29,14:31:00,2:30-4PM,long,0.23,49.23,0,3.1,0.48,0.33,-0.437,0
HOOD,2025-02-03,14:30:00,2:30-4PM,long,3.4,49.11,1,15.7,0.84,0.38,-0.437,1
HOOD,2025-02-03,14:33:00,2:30-4PM,long,2.44,49.57,1,3.1,0.49,0.88,-0.23,1
HOOD,2025-02-03,14:34:00,2:30-4PM,long,2.13,49.72,0,2.2,0.88,0.29,-0.143,1
HOOD,2025-02-07,14:30:00,2:30-4PM,long,0.58,55.0,3,16.3,0.65,0.75,0.675,0
HOOD,2025-02-07,14:31:00,2:30-4PM,long,0.44,55.08,2,9.8,0.75,0.2,1.137,0
HOOD,2025-02-12,14:31:00,2:30-4PM,long,2.3,54.14,1,4.7,1.94,0.45,-0.646,1
HOOD,2025-02-13,14:33:00,2:30-4PM,long,3.43,64.69,1,2.8,0.88,0.95,-0.111,1
HOOD,2025-02-13,14:34:00,2:30-4PM,long,3.02,64.95,1,3.0,0.95,0.33,0.067,1
HOOD,2025-02-19,14:35:00,2:30-4PM,long,0.98,61.31,0,2.0,0.89,0.32,-0.136,0
HOOD,2025-02-20,14:35:00,2:30-4PM,long,0.46,58.76,1,2.2,0.55,0.27,0.26,0
HOOD,2025-02-25,14:31:00,2:30-4PM,long,1.43,48.15,2,4.4,1.11,0.57,-0.303,0
HOOD,2025-02-25,14:32:00,2:30-4PM,long,1.08,48.32,0,3.1,0.57,0.42,-0.25,0
HOOD,2025-02-26,14:37:00,2:30-4PM,long,3.67,48.22,2,2.1,0.91,0.57,0.027,1
HOOD,2025-02-27,14:31:00,2:30-4PM,long,0.49,52.55,2,5.8,0.54,0.88,0.488,0
HOOD,2025-02-27,14:32:00,2:30-4PM,long,-0.02,52.67,1,4.0,0.88,0.21,0.694,0
HOOD,2025-02-28,14:35:00,2:30-4PM,long,0.44,48.98,2,2.3,1.52,0.8,-0.041,0
HOOD,2025-03-14,14:38:00,2:30-4PM,long,2.29,38.27,0,2.3,0.59,0.38,0.019,1
HOOD,2025-04-07,10:02:00,9:30-11AM,long,3.56,32.05,2,4.2,1.08,0.56,0.075,1
HOOD,2025-04-07,10:15:00,9:30-11AM,long,1.64,32.83,1,2.1,0.43,1.17,0.219,0
RKLB,2025-01-03,14:31:00,2:30-4PM,long,7.73,25.5,2,7.4,1.35,0.22,0.412,1
RKLB,2025-01-06,14:32:00,2:30-4PM,long,1.08,29.67,2,2.7,0.86,1.3,0.413,0
RKLB,2025-01-06,14:33:00,2:30-4PM,long,0.13,29.95,3,2.2,1.3,1.01,0.522,0
RKLB,2025-01-07,14:32:00,2:30-4PM,long,2.22,29.31,1,2.2,0.65,0.76,-0.289,1
RKLB,2025-01-07,14:33:00,2:30-4PM,long,2.15,29.33,0,4.0,0.76,0.0,-0.152,1
RKLB,2025-01-08,14:30:00,2:30-4PM,long,2.91,27.52,1,18.0,0.54,0.35,-0.164,1
RKLB,2025-01-08,14:35:00,2:30-4PM,long,0.21,28.26,3,2.0,0.97,0.65,0.288,0
RKLB,2025-01-10,14:31:00,2:30-4PM,long,0.59,27.4,0,3.1,0.59,0.21,-0.72,0
RKLB,2025-01-14,14:34:00,2:30-4PM,long,0.32,24.78,0,3.3,0.51,0.49,-0.366,0
RKLB,2025-01-17,14:32:00,2:30-4PM,long,1.44,25.29,2,4.0,1.87,0.9,-0.2,0
RKLB,2025-01-17,14:34:00,2:30-4PM,long,0.86,25.44,1,4.2,0.57,1.13,0.142,0
RKLB,2025-01-21,14:30:00,2:30-4PM,long,10.25,26.55,3,13.7,0.42,2.63,0.431,1
RKLB,2025-01-21,14:31:00,2:30-4PM,long,7.0,27.36,4,9.3,2.63,3.04,1.068,1
RKLB,2025-01-21,14:32:00,2:30-4PM,long,4.92,27.9,3,6.1,3.04,1.95,2.015,1
RKLB,2025-01-21,14:34:00,2:30-4PM,long,3.48,28.28,2,2.2,0.44,1.85,3.421,1
RKLB,2025-01-21,15:26:00,2:30-4PM,long,3.64,30.53,3,2.2,1.58,0.76,1.128,1
RKLB,2025-01-23,14:30:00,2:30-4PM,long,2.85,29.49,2,15.8,0.57,2.24,-0.069,1
RKLB,2025-01-23,14:31:00,2:30-4PM,long,0.76,30.1,2,5.2,2.24,2.14,0.193,0
RKLB,2025-01-24,14:30:00,2:30-4PM,long,1.18,32.95,4,17.8,0.94,1.84,0.257,0
RKLB,2025-01-24,14:31:00,2:30-4PM,long,0.68,33.12,3,7.5,1.84,0.61,0.703,0
RKLB,2025-01-28,14:31:00,2:30-4PM,long,0.64,30.11,2,5.9,1.08,0.59,0.079,0
RKLB,2025-01-29,14:30:00,2:30-4PM,long,2.27,29.58,3,15.2,1.23,0.01,0.75,1
RKLB,2025-01-30,14:32:00,2:30-4PM,long,2.99,29.92,2,3.4,1.1,2.13,0.234,1
RKLB,2025-01-30,14:33:00,2:30-4PM,long,2.45,30.07,4,8.2,2.13,0.55,0.777,1
RKLB,2025-01-30,14:34:00,2:30-4PM,long,1.52,30.35,2,6.3,0.55,0.9,1.372,0
RKLB,2025-01-30,14:35:00,2:30-4PM,long,0.6,30.62,2,6.0,0.9,0.91,2.036,0
RKLB,2025-01-31,14:31:00,2:30-4PM,long,0.94,29.14,2,5.5,1.41,1.06,0.056,0
RKLB,2025-01-31,14:32:00,2:30-4PM,long,0.17,29.37,4,8.4,1.06,0.93,0.509,0
RKLB,2025-01-31,15:25:00,2:30-4PM,long,1.23,30.15,2,3.6,0.45,0.5,0.439,0
RKLB,2025-02-03,15:23:00,2:30-4PM,long,1.64,28.04,1,2.1,0.43,0.68,0.052,0
RKLB,2025-02-04,14:31:00,2:30-4PM,long,2.49,29.43,1,5.7,0.62,0.77,0.16,1
RKLB,2025-02-04,14:32:00,2:30-4PM,long,0.84,29.91,2,5.0,0.77,1.64,0.297,0
RKLB,2025-02-07,14:31:00,2:30-4PM,long,4.07,28.53,2,6.4,1.19,1.4,0.065,1
RKLB,2025-02-07,14:32:00,2:30-4PM,long,3.45,28.7,3,6.7,1.4,0.62,0.399,1
RKLB,2025-02-07,14:39:00,2:30-4PM,long,2.31,29.02,1,3.3,0.65,0.48,1.736,1
RKLB,2025-02-07,14:44:00,2:30-4PM,long,1.13,29.36,3,2.2,0.9,0.65,1.306,0
RKLB,2025-02-10,14:33:00,2:30-4PM,long,0.12,28.66,2,4.5,1.65,1.03,-0.201,0
RKLB,2025-02-10,15:04:00,2:30-4PM,long,1.62,28.67,0,2.9,0.65,0.14,0.128,0
RKLB,2025-02-10,15:06:00,2:30-4PM,long,0.6,28.96,1,3.0,0.65,0.35,0.263,0
RKLB,2025-02-13,15:19:00,2:30-4PM,long,0.68,27.87,0,2.4,0.65,0.44,-0.109,0
RKLB,2025-02-18,14:30:00,2:30-4PM,long,0.17,29.09,4,18.5,1.9,0.87,0.595,0
RKLB,2025-02-19,14:31:00,2:30-4PM,long,0.3,28.18,1,3.8,0.65,0.61,-0.171,0
