symbol,date,time,window,direction,mfe,entry,LONG_SCORE,bar1_rvol,bar1_body_pct,bar2_body_pct,vwap_slope,is_runner
HAL,2025-01-29,14:31:00,2:30-4PM,long,0.19,26.78,0,3.4,0.54,0.07,-0.122,0
HAL,2025-02-19,14:30:00,2:30-4PM,long,0.02,26.96,1,17.3,0.67,0.41,-0.247,0
BKR,2025-01-31,14:31:00,2:30-4PM,long,0.95,46.8,2,5.6,1.0,0.47,0.512,0
BKR,2025-03-07,14:30:00,2:30-4PM,long,0.68,42.38,0,7.5,0.52,0.07,,0
UAL,2025-01-06,14:32:00,2:30-4PM,long,1.73,97.69,1,2.6,0.49,0.6,-0.16,0
UAL,2025-01-07,14:31:00,2:30-4PM,long,0.22,100.87,2,4.8,0.98,0.41,0.623,0
UAL,2025-01-24,14:44:00,2:30-4PM,long,1.45,104.94,1,4.0,0.67,0.11,0.466,0
UAL,2025-01-27,14:32:00,2:30-4PM,long,0.93,104.57,1,3.3,0.88,0.53,-1.013,0
UAL,2025-01-29,14:32:00,2:30-4PM,long,0.24,107.57,1,2.4,0.48,0.07,0.867,0
UAL,2025-02-12,14:33:00,2:30-4PM,long,1.53,104.67,1,4.2,0.61,0.41,0.996,0
UAL,2025-02-12,14:57:00,2:30-4PM,long,0.88,105.88,1,5.3,0.47,0.17,0.382,0
UAL,2025-03-03,14:30:00,2:30-4PM,long,1.05,95.44,4,17.8,0.93,0.87,0.273,0
UAL,2025-03-03,14:31:00,2:30-4PM,long,0.61,95.86,1,6.6,0.87,0.31,0.551,0
UAL,2025-06-04,15:17:00,2:30-4PM,long,0.21,82.32,1,9.2,0.79,0.48,0.077,0
DAL,2025-01-07,14:31:00,2:30-4PM,long,0.52,60.86,1,2.7,0.71,0.18,0.447,0
DAL,2025-01-10,14:31:00,2:30-4PM,long,4.82,65.82,0,5.1,0.58,0.44,-0.204,1
DAL,2025-01-10,14:35:00,2:30-4PM,long,2.7,67.17,1,2.2,0.44,0.98,0.142,1
DAL,2025-01-10,14:40:00,2:30-4PM,long,1.68,67.85,2,2.3,0.94,0.15,0.917,0
DAL,2025-01-21,14:30:00,2:30-4PM,long,0.68,67.61,3,19.0,0.97,0.25,1.236,0
DAL,2025-01-27,14:32:00,2:30-4PM,long,0.81,66.98,0,2.0,0.55,0.15,-0.281,0
DAL,2025-02-18,14:30:00,2:30-4PM,long,0.81,65.6,3,18.2,1.24,0.15,0.626,0
DAL,2025-02-21,14:31:00,2:30-4PM,long,0.07,64.19,0,2.3,0.49,0.1,0.089,0
DAL,2025-06-04,15:17:00,2:30-4PM,long,0.23,49.6,0,7.9,0.77,0.36,0.029,0
AAL,2025-01-06,14:32:00,2:30-4PM,long,0.99,17.76,1,4.4,1.08,0.19,-0.422,0
AAL,2025-01-07,14:30:00,2:30-4PM,long,0.63,17.88,3,19.1,0.85,0.78,0.557,0
AAL,2025-01-07,14:31:00,2:30-4PM,long,0.34,17.89,1,5.0,0.78,0.11,0.771,0
AAL,2025-01-21,14:33:00,2:30-4PM,long,0.05,18.6,0,4.1,0.54,0.27,0.069,0
AAL,2025-01-27,14:31:00,2:30-4PM,long,1.53,16.88,1,2.4,0.42,0.58,0.235,0
AAL,2025-01-28,15:01:00,2:30-4PM,long,0.96,17.24,0,2.9,0.5,0.09,0.061,0
AAL,2025-01-29,14:32:00,2:30-4PM,long,0.06,17.2,0,2.3,0.43,0.06,-0.014,0
AAL,2025-01-30,14:32:00,2:30-4PM,long,0.69,17.11,2,3.6,1.24,0.16,0.389,0
AAL,2025-02-04,14:30:00,2:30-4PM,long,0.03,16.92,3,18.1,0.99,0.03,0.401,0
AAL,2025-02-18,14:30:00,2:30-4PM,long,0.47,16.09,2,17.7,0.72,0.63,-0.051,0
AAL,2025-02-18,14:31:00,2:30-4PM,long,0.38,16.1,0,5.0,0.63,0.12,0.08,0
AAL,2025-02-21,14:37:00,2:30-4PM,long,0.03,16.05,1,3.3,0.44,0.08,0.32,0
AAL,2025-02-26,14:30:00,2:30-4PM,long,0.16,15.62,2,17.8,0.65,0.19,0.84,0
AAL,2025-06-04,15:17:00,2:30-4PM,long,0.25,11.55,1,5.5,1.01,0.48,-0.01,0
LUV,2025-01-14,14:48:00,2:30-4PM,long,0.21,32.99,0,2.0,0.46,0.37,-0.147,0
LUV,2025-01-27,14:30:00,2:30-4PM,long,0.97,32.36,2,14.2,0.84,0.11,0.285,0
LUV,2025-01-30,14:32:00,2:30-4PM,long,3.34,32.02,3,5.8,0.92,0.52,1.091,1
LUV,2025-03-03,14:30:00,2:30-4PM,long,0.94,30.95,2,16.0,0.88,0.45,0.454,0
LUV,2025-03-03,14:31:00,2:30-4PM,long,0.51,31.08,1,3.0,0.45,0.42,0.597,0
LUV,2025-06-04,15:17:00,2:30-4PM,long,0.18,32.58,0,5.6,0.65,0.39,-0.058,0
LUV,2025-06-18,14:30:00,2:30-4PM,long,0.13,31.59,0,3.4,0.45,0.1,0.128,0
CCL,2025-01-10,14:34:00,2:30-4PM,long,1.1,23.74,0,2.8,0.4,0.36,-1.109,0
CCL,2025-01-13,14:30:00,2:30-4PM,long,0.97,23.94,1,18.4,0.59,0.3,-0.237,0
CCL,2025-01-28,14:32:00,2:30-4PM,long,1.57,26.41,1,3.0,0.59,0.67,-0.01,0
CCL,2025-01-29,14:31:00,2:30-4PM,long,0.9,27.86,0,4.8,0.43,0.43,0.247,0
CCL,2025-01-29,14:32:00,2:30-4PM,long,0.68,27.92,1,3.5,0.43,0.23,0.31,0
CCL,2025-02-05,14:32:00,2:30-4PM,long,0.02,27.54,1,3.6,0.53,0.01,0.6,0
CCL,2025-03-03,14:30:00,2:30-4PM,long,0.99,24.15,2,17.2,0.8,0.62,0.194,0
CCL,2025-06-04,15:18:00,2:30-4PM,long,0.06,23.98,0,5.1,0.42,0.08,0.037,0
RCL,2025-01-13,14:34:00,2:30-4PM,long,0.81,226.17,0,2.5,0.52,0.08,,0
RCL,2025-01-27,14:31:00,2:30-4PM,long,1.5,231.46,2,16.5,0.53,1.27,-0.68,0
RCL,2025-01-29,14:31:00,2:30-4PM,long,1.03,268.54,2,2.1,0.47,0.62,0.512,0
RCL,2025-02-13,14:30:00,2:30-4PM,long,0.6,262.43,1,11.6,0.41,0.04,0.235,0
RCL,2025-02-24,14:38:00,2:30-4PM,long,0.37,240.84,1,2.1,0.65,0.48,0.514,0
RCL,2025-03-03,14:30:00,2:30-4PM,long,0.54,250.05,0,4.8,0.66,0.49,,0
NCLH,2025-01-21,14:30:00,2:30-4PM,long,0.64,27.95,3,18.2,0.47,0.5,1.102,0
NCLH,2025-01-21,14:31:00,2:30-4PM,long,0.46,28.0,1,3.3,0.5,0.18,1.2,0
NCLH,2025-01-28,14:32:00,2:30-4PM,long,1.63,26.99,0,4.0,0.65,0.33,0.051,0
NCLH,2025-01-28,15:06:00,2:30-4PM,long,0.67,27.78,1,2.5,0.62,0.11,0.526,0
NCLH,2025-02-04,14:33:00,2:30-4PM,long,0.16,28.07,1,5.0,0.5,0.14,0.705,0
NCLH,2025-02-07,14:30:00,2:30-4PM,long,0.98,28.63,3,12.5,0.67,0.51,0.408,0
NCLH,2025-02-07,14:31:00,2:30-4PM,long,0.86,28.66,1,6.0,0.51,0.16,0.635,0
NCLH,2025-02-24,14:38:00,2:30-4PM,long,0.69,25.2,1,2.7,0.52,0.22,1.986,0
NCLH,2025-03-21,14:33:00,2:30-4PM,long,0.64,20.16,1,3.9,0.45,0.2,0.255,0
NCLH,2025-04-11,14:49:00,2:30-4PM,long,0.83,16.26,0,2.0,0.43,0.15,-0.075,0
NCLH,2025-05-01,15:08:00,2:30-4PM,long,0.71,16.31,0,2.9,0.56,0.09,-0.004,0
MAR,2025-01-27,14:58:00,2:30-4PM,long,0.21,285.94,0,2.7,0.43,0.1,0.076,0
HLT,2025-02-06,14:30:00,2:30-4PM,long,1.99,266.74,2,2.9,0.9,2.59,,0
ABNB,2025-01-07,14:30:00,2:30-4PM,long,-0.08,136.46,0,5.4,0.51,0.21,,0
ABNB,2025-01-15,14:31:00,2:30-4PM,long,0.34,132.54,2,4.2,1.04,0.28,0.684,0
ABNB,2025-01-22,14:33:00,2:30-4PM,long,-0.0,134.89,0,2.1,0.68,0.01,0.222,0
ABNB,2025-01-27,14:31:00,2:30-4PM,long,0.45,127.03,1,4.1,0.43,0.36,0.481,0
ABNB,2025-01-27,14:33:00,2:30-4PM,long,0.35,127.18,1,2.7,0.48,0.48,0.633,0
ABNB,2025-01-29,14:32:00,2:30-4PM,long,0.06,133.17,2,4.9,0.93,0.42,0.584,0
ABNB,2025-02-07,14:31:00,2:30-4PM,long,2.32,136.34,1,3.6,0.59,0.53,0.016,1
ABNB,2025-02-07,14:32:00,2:30-4PM,long,1.94,136.85,0,2.2,0.53,0.34,0.23,0
ABNB,2025-02-07,14:35:00,2:30-4PM,long,0.29,139.09,2,3.9,0.52,0.8,1.03,0
ABNB,2025-02-11,14:30:00,2:30-4PM,long,0.32,135.75,1,9.5,0.49,0.11,,0
ABNB,2025-02-12,14:35:00,2:30-4PM,long,1.47,134.65,0,2.7,0.44,0.1,0.021,0
ABNB,2025-02-13,14:33:00,2:30-4PM,long,0.14,140.55,0,6.7,0.46,0.25,-0.157,0
ABNB,2025-02-20,14:30:00,2:30-4PM,long,0.03,157.22,1,18.3,0.44,0.11,0.169,0
ABNB,2025-03-03,14:31:00,2:30-4PM,long,1.32,142.32,1,2.2,0.67,0.44,1.056,0
