tp,sl,total_trades,win_rate,avg_pnl,median_pnl,total_return,pf
0.0025,0.0025,1328,0.4879518072289157,-6.046484575394913e-05,-2.9922791302811066e-05,-0.08029731516124444,0.9328288273423492
0.0025,0.004,1328,0.5240963855421686,-0.00012338404865469695,0.00014515097822667548,-0.16385401661343757,0.8814964193009455
0.0075,0.0025,1328,0.4164156626506024,-0.00013133301508223263,-0.0004236478182226747,-0.17441024402920494,0.8749441295382658
0.005,0.0025,1328,0.42771084337349397,-0.00014315939232159499,-0.000354496148020275,-0.19011567300307813,0.8601532550099039
0.0025,0.005,1328,0.5331325301204819,-0.00017080296598637632,0.0001979831120881943,-0.22682633882990777,0.8458031822088581
0.0075,0.004,1328,0.4480421686746988,-0.00023344308212789607,-0.00023406071087925365,-0.310012413065846,0.8160347135990307
0.005,0.004,1328,0.45933734939759036,-0.00024491588414379893,-0.00016944955326871422,-0.32524829414296497,0.8007384002144642
0.0075,0.005,1328,0.4585843373493976,-0.0002900103566947437,-0.0001757412878363334,-0.3851337536906197,0.7879706438900304
0.005,0.005,1328,0.46987951807228917,-0.00030209988916711814,-0.0001038508301465594,-0.4011886528139329,0.770947888216312
