symbol,date,time,window,direction,entry,mfe,bar1_body_pct,bar2_body_pct,bar1_rvol,bar2_rvol,bar1_close_vs_vwap,bar2_close_vs_vwap,vwap_slope,is_runner
RKLB,2025-01-08,15:12:00,2:30-4PM,short,26.44,-0.49,0.43,0.56,2.1,2.5,-3.13,-3.57,-0.226,0
RKLB,2025-01-10,14:31:00,2:30-4PM,long,27.4,0.59,0.59,0.21,3.1,3.1,0.31,0.48,-0.72,0
RKLB,2025-01-13,14:30:00,2:30-4PM,short,25.03,-1.52,1.33,0.71,18.6,4.3,-1.7,-2.36,-0.905,0
RKLB,2025-01-14,14:34:00,2:30-4PM,long,24.78,0.32,0.51,0.49,3.3,4.0,0.62,1.0,-0.366,0
RKLB,2025-01-16,14:32:00,2:30-4PM,short,24.57,-1.21,0.57,0.08,2.8,5.5,-1.45,-1.26,-1.082,0
RKLB,2025-01-17,14:30:00,2:30-4PM,short,24.6,0.0,0.77,1.44,14.7,6.8,-0.18,-1.3,0.033,0
RKLB,2025-01-17,14:32:00,2:30-4PM,long,25.29,1.44,1.87,0.9,4.0,6.0,0.55,1.22,-0.2,0
RKLB,2025-01-17,14:34:00,2:30-4PM,long,25.44,0.86,0.57,1.13,4.2,3.4,0.51,1.52,0.142,0
RKLB,2025-01-21,14:30:00,2:30-4PM,long,26.55,10.25,0.42,2.63,13.7,9.3,0.87,2.77,0.431,1
RKLB,2025-01-21,14:31:00,2:30-4PM,long,27.36,7.0,2.63,3.04,9.3,6.1,2.77,4.87,1.068,1
RKLB,2025-01-21,14:32:00,2:30-4PM,long,27.9,4.92,3.04,1.95,6.1,4.5,4.87,5.95,2.015,1
RKLB,2025-01-21,14:34:00,2:30-4PM,long,28.28,3.48,0.44,1.85,2.2,2.5,4.9,6.35,3.421,1
RKLB,2025-01-21,15:26:00,2:30-4PM,long,30.53,3.64,1.58,0.76,2.2,2.0,7.55,8.07,1.128,1
RKLB,2025-01-22,09:33:00,9:30-11AM,short,30.85,-1.39,0.86,0.52,3.1,3.6,-1.52,-1.94,-0.153,0
RKLB,2025-01-22,14:31:00,2:30-4PM,short,28.94,-1.18,0.62,1.36,4.5,5.3,-2.07,-3.13,-1.954,0
RKLB,2025-01-23,14:30:00,2:30-4PM,long,29.49,2.85,0.57,2.24,15.8,5.2,0.07,2.08,-0.069,1
RKLB,2025-01-23,14:31:00,2:30-4PM,long,30.1,0.76,2.24,2.14,5.2,5.4,2.08,3.53,0.193,0
RKLB,2025-01-24,14:30:00,2:30-4PM,long,32.95,1.18,0.94,1.84,17.8,7.5,0.73,2.2,0.257,0
RKLB,2025-01-24,14:31:00,2:30-4PM,long,33.12,0.68,1.84,0.61,7.5,3.9,2.2,2.4,0.703,0
RKLB,2025-01-28,14:31:00,2:30-4PM,long,30.11,0.64,1.08,0.59,5.9,4.3,0.64,1.06,0.079,0
RKLB,2025-01-28,14:35:00,2:30-4PM,short,29.34,-1.31,0.71,1.07,2.9,2.6,-0.48,-1.5,0.33,0
RKLB,2025-01-29,14:30:00,2:30-4PM,long,29.58,2.27,1.23,0.01,15.2,6.7,2.02,1.79,0.75,1
RKLB,2025-01-30,14:32:00,2:30-4PM,long,29.92,2.99,1.1,2.13,3.4,8.2,0.86,2.57,0.234,1
RKLB,2025-01-30,14:33:00,2:30-4PM,long,30.07,2.45,2.13,0.55,8.2,6.3,2.57,2.51,0.777,1
RKLB,2025-01-30,14:34:00,2:30-4PM,long,30.35,1.52,0.55,0.9,6.3,6.0,2.51,2.76,1.372,0
RKLB,2025-01-30,14:35:00,2:30-4PM,long,30.62,0.6,0.9,0.91,6.0,5.7,2.76,2.89,2.036,0
RKLB,2025-01-31,14:31:00,2:30-4PM,long,29.14,0.94,1.41,1.06,5.5,8.4,0.9,1.68,0.056,0
RKLB,2025-01-31,14:32:00,2:30-4PM,long,29.37,0.17,1.06,0.93,8.4,5.1,1.68,2.13,0.509,0
RKLB,2025-01-31,15:25:00,2:30-4PM,long,30.15,1.23,0.45,0.5,3.6,1.7,2.84,3.29,0.439,0
RKLB,2025-02-03,15:23:00,2:30-4PM,long,28.04,1.64,0.43,0.68,2.1,1.6,2.14,2.77,0.052,0
RKLB,2025-02-04,14:31:00,2:30-4PM,long,29.43,2.49,0.62,0.77,5.7,5.0,0.44,1.19,0.16,1
RKLB,2025-02-04,14:32:00,2:30-4PM,long,29.91,0.84,0.77,1.64,5.0,6.8,1.19,2.36,0.297,0
RKLB,2025-02-05,09:37:00,9:30-11AM,short,28.88,0.24,0.45,0.14,4.8,1.9,-0.72,-0.91,-0.044,0
RKLB,2025-02-05,14:30:00,2:30-4PM,short,27.98,-0.46,1.52,1.91,17.7,8.0,-1.05,-2.4,-0.374,0
RKLB,2025-02-05,14:35:00,2:30-4PM,short,27.96,-0.39,0.74,0.39,2.0,3.5,-1.57,-1.75,-1.412,0
RKLB,2025-02-07,14:31:00,2:30-4PM,long,28.53,4.07,1.19,1.4,6.4,6.7,0.78,1.8,0.065,1
RKLB,2025-02-07,14:32:00,2:30-4PM,long,28.7,3.45,1.4,0.62,6.7,6.0,1.8,1.87,0.399,1
RKLB,2025-02-07,14:39:00,2:30-4PM,long,29.02,2.31,0.65,0.48,3.3,3.3,1.56,1.85,1.736,1
RKLB,2025-02-07,14:44:00,2:30-4PM,long,29.36,1.13,0.9,0.65,2.2,1.8,1.77,2.41,1.306,0
RKLB,2025-02-10,14:33:00,2:30-4PM,long,28.66,0.12,1.65,1.03,4.5,3.9,1.96,2.72,-0.201,0
RKLB,2025-02-10,15:04:00,2:30-4PM,long,28.67,1.62,0.65,0.14,2.9,2.2,1.67,1.7,0.128,0
RKLB,2025-02-10,15:06:00,2:30-4PM,long,28.96,0.6,0.65,0.35,3.0,4.4,2.25,2.42,0.263,0
RKLB,2025-02-11,14:32:00,2:30-4PM,short,29.68,-1.6,1.67,0.22,3.6,3.4,-0.86,-1.04,-0.152,0
RKLB,2025-02-12,10:15:00,9:30-11AM,short,28.37,-1.3,0.87,0.07,6.8,3.8,-0.82,-0.95,-0.061,0
RKLB,2025-02-12,14:31:00,2:30-4PM,short,27.51,-0.4,1.05,1.31,5.0,6.8,-0.76,-1.84,-0.423,0
RKLB,2025-02-13,14:36:00,2:30-4PM,short,27.32,-0.06,0.79,0.81,3.4,3.8,-1.31,-1.9,-0.085,0
RKLB,2025-02-13,15:19:00,2:30-4PM,long,27.87,0.68,0.65,0.44,2.4,1.9,0.41,0.83,-0.109,0
RKLB,2025-02-14,14:31:00,2:30-4PM,short,27.98,-3.38,0.63,0.76,3.8,4.5,-0.04,-0.83,-0.174,1
RKLB,2025-02-14,14:32:00,2:30-4PM,short,27.77,-2.63,0.76,0.84,4.5,4.1,-0.83,-1.45,-0.25,1
RKLB,2025-02-14,14:33:00,2:30-4PM,short,27.72,-2.45,0.84,0.18,4.1,3.2,-1.45,-1.48,-0.389,1
RKLB,2025-02-14,14:36:00,2:30-4PM,short,27.24,0.0,1.41,0.47,6.1,4.6,-2.18,-2.15,-1.135,0
RKLB,2025-02-18,14:30:00,2:30-4PM,long,29.09,0.17,1.9,0.87,18.5,10.1,1.29,1.64,0.595,0
RKLB,2025-02-19,14:31:00,2:30-4PM,long,28.18,0.3,0.65,0.61,3.8,5.4,0.37,0.82,-0.171,0
RKLB,2025-02-19,15:00:00,2:30-4PM,short,27.64,-1.88,0.73,0.54,2.2,1.6,-0.75,-1.23,-0.012,0
RKLB,2025-02-20,14:31:00,2:30-4PM,short,25.73,-6.92,0.5,0.96,4.9,3.7,-0.51,-1.38,-0.45,1
RKLB,2025-02-20,14:32:00,2:30-4PM,short,25.38,-5.95,0.96,1.4,3.7,4.6,-1.38,-2.45,-0.537,1
RKLB,2025-02-24,14:51:00,2:30-4PM,short,23.07,-5.85,0.71,0.48,2.1,2.6,-2.11,-2.4,-0.284,1
RKLB,2025-02-24,14:52:00,2:30-4PM,short,22.93,-5.28,0.48,0.59,2.6,3.0,-2.4,-2.75,-0.461,1
RKLB,2025-02-28,14:31:00,2:30-4PM,long,17.11,11.34,1.07,0.71,3.5,2.2,0.26,1.15,-0.996,1
RKLB,2025-02-28,14:36:00,2:30-4PM,long,18.38,4.19,2.01,2.51,2.2,2.4,5.32,7.28,-0.189,1
RKLB,2025-03-04,15:15:00,2:30-4PM,short,17.76,-1.41,0.47,0.5,2.4,2.7,-0.8,-1.2,-0.09,0
RKLB,2025-03-04,15:16:00,2:30-4PM,short,17.65,-0.79,0.5,0.59,2.7,3.2,-1.2,-1.73,-0.113,0
RKLB,2025-03-06,14:31:00,2:30-4PM,short,19.61,-1.45,0.8,0.38,6.0,2.3,-0.7,-0.93,-0.221,0
RKLB,2025-03-06,14:35:00,2:30-4PM,short,19.54,-0.26,0.78,0.55,2.7,4.1,-0.68,-1.03,-0.365,0
RKLB,2025-03-07,14:31:00,2:30-4PM,short,18.36,-3.08,0.57,0.73,3.2,2.0,-0.37,-1.17,-0.485,1
RKLB,2025-03-07,14:32:00,2:30-4PM,short,18.26,-2.49,0.73,0.41,2.0,3.0,-1.17,-1.67,-0.506,1
RKLB,2025-03-07,14:33:00,2:30-4PM,short,18.15,-1.93,0.41,0.69,3.0,4.0,-1.67,-2.05,-0.582,0
RKLB,2025-03-11,10:08:00,9:30-11AM,short,16.28,0.68,0.97,0.18,3.3,17.0,-4.21,-2.38,-0.359,0
RKLB,2025-03-11,15:06:00,2:30-4PM,long,17.79,1.97,0.75,1.25,4.4,3.8,2.42,3.63,0.092,0
RKLB,2025-03-25,14:39:00,2:30-4PM,long,20.18,0.15,0.8,0.12,6.3,2.9,0.4,0.55,-0.048,0
RKLB,2025-04-02,15:20:00,2:30-4PM,long,18.72,2.27,0.65,0.0,2.7,1.7,2.49,2.49,0.106,1
RKLB,2025-04-17,14:35:00,2:30-4PM,short,19.42,0.02,0.41,0.36,2.1,2.3,-2.8,-3.04,-0.228,0
RKLB,2025-04-21,14:31:00,2:30-4PM,short,18.99,-0.56,0.47,0.18,2.6,3.4,-1.48,-1.6,-0.108,0
RKLB,2025-04-30,15:00:00,2:30-4PM,long,21.71,0.97,0.56,0.18,3.1,3.5,2.24,2.34,0.073,0
RKLB,2025-05-01,14:49:00,2:30-4PM,long,22.32,0.18,0.45,0.13,5.2,3.0,1.13,1.23,0.065,0
RKLB,2025-05-14,15:22:00,2:30-4PM,long,23.55,0.98,1.19,0.38,4.9,4.0,3.32,3.64,0.213,0
RKLB,2025-05-15,14:31:00,2:30-4PM,short,22.94,-0.72,0.52,0.22,3.3,2.3,-1.94,-2.07,-0.187,0
RKLB,2025-06-05,14:37:00,2:30-4PM,long,26.58,1.34,0.46,0.4,5.3,2.3,0.04,0.43,-0.023,0
RKLB,2025-06-06,09:45:00,9:30-11AM,short,27.44,-0.44,0.58,0.11,4.1,11.8,-0.3,-0.36,0.043,0
RKLB,2025-06-06,15:01:00,2:30-4PM,long,28.3,0.78,0.72,0.09,3.0,2.7,2.35,2.38,0.05,0
RKLB,2025-06-20,14:57:00,2:30-4PM,long,29.3,0.89,0.46,0.14,2.5,2.2,1.75,1.85,0.063,0
MSTR,2025-01-02,14:33:00,2:30-4PM,short,298.66,-1.53,0.51,0.74,3.7,2.4,-0.25,-0.91,-0.29,0
MSTR,2025-01-02,14:34:00,2:30-4PM,short,296.37,-0.77,0.74,0.73,2.4,2.6,-0.91,-1.58,-0.32,0
MSTR,2025-01-02,14:35:00,2:30-4PM,short,295.46,-0.32,0.73,0.3,2.6,1.9,-1.58,-1.79,-0.398,0
MSTR,2025-01-03,14:31:00,2:30-4PM,long,305.94,1.56,0.65,0.61,5.5,4.8,1.11,1.45,0.561,0
MSTR,2025-01-03,14:32:00,2:30-4PM,long,307.49,1.05,0.61,0.52,4.8,4.4,1.45,1.73,0.739,0
MSTR,2025-01-03,14:38:00,2:30-4PM,long,308.26,0.8,0.59,0.23,2.0,2.5,1.45,1.49,1.234,0
MSTR,2025-01-03,15:28:00,2:30-4PM,long,312.31,1.69,0.45,0.52,2.8,2.8,1.44,1.86,0.067,0
MSTR,2025-01-06,14:30:00,2:30-4PM,short,341.12,-1.65,1.08,1.43,13.6,5.5,-0.99,-2.21,-0.247,0
MSTR,2025-01-06,14:31:00,2:30-4PM,short,340.59,-1.49,1.43,0.08,5.5,3.4,-2.21,-2.22,-0.443,0
MSTR,2025-01-06,14:35:00,2:30-4PM,short,337.42,-0.57,1.05,0.56,3.3,2.1,-2.31,-2.6,-0.97,0
MSTR,2025-01-07,14:32:00,2:30-4PM,long,369.75,0.41,0.69,0.09,4.4,2.9,0.13,0.26,-0.706,0
MSTR,2025-01-07,14:34:00,2:30-4PM,short,363.06,-2.05,1.04,0.63,2.3,2.3,-0.75,-1.43,-0.728,1
MSTR,2025-01-07,15:00:00,2:30-4PM,short,356.34,-1.03,1.05,0.53,3.3,2.0,-2.39,-2.74,-0.237,0
MSTR,2025-01-08,14:32:00,2:30-4PM,long,342.08,0.66,1.4,0.75,4.5,5.3,1.27,1.73,-0.129,0
MSTR,2025-01-10,14:33:00,2:30-4PM,long,333.65,0.1,1.46,0.27,3.2,3.5,0.71,0.9,-0.116,0
MSTR,2025-01-10,14:35:00,2:30-4PM,short,327.6,-1.25,1.19,0.9,2.2,1.7,-0.23,-0.91,-0.05,0
MSTR,2025-01-13,14:30:00,2:30-4PM,short,305.49,-0.49,0.75,0.61,15.1,7.2,-1.26,-1.69,-0.312,0
MSTR,2025-01-14,14:33:00,2:30-4PM,long,345.25,1.29,0.52,0.21,2.5,3.4,1.05,1.1,0.404,0
MSTR,2025-01-16,14:30:00,2:30-4PM,short,354.76,-2.32,0.46,0.42,16.5,8.3,-0.68,-0.97,-0.121,1
MSTR,2025-01-16,14:31:00,2:30-4PM,short,354.1,-2.13,0.42,0.17,8.3,4.9,-0.97,-1.03,-0.251,1
MSTR,2025-01-17,14:32:00,2:30-4PM,long,386.9,1.17,0.8,0.39,5.5,4.7,0.96,1.2,0.242,0
MSTR,2025-01-17,14:35:00,2:30-4PM,long,390.5,0.46,0.67,0.38,3.3,2.7,1.6,1.76,0.609,0
MSTR,2025-01-21,14:35:00,2:30-4PM,short,377.67,-1.48,0.72,1.56,3.2,3.4,-1.86,-2.99,-0.052,0
MSTR,2025-01-21,14:40:00,2:30-4PM,short,375.27,-1.53,0.56,0.38,2.1,1.5,-2.67,-2.95,-1.136,0
MSTR,2025-01-23,14:30:00,2:30-4PM,long,378.97,2.96,1.04,0.95,16.7,8.2,1.23,1.85,0.259,1
MSTR,2025-01-23,14:31:00,2:30-4PM,long,381.59,2.26,0.95,0.79,8.2,6.9,1.85,2.16,0.547,1
MSTR,2025-01-23,15:07:00,2:30-4PM,short,379.22,-1.79,1.73,0.82,2.1,3.1,-0.27,-0.96,0.204,0
MSTR,2025-01-24,15:15:00,2:30-4PM,short,366.03,-0.01,0.46,0.32,2.2,2.4,-1.73,-2.02,-0.127,0
MSTR,2025-01-30,14:31:00,2:30-4PM,long,350.36,1.64,0.52,0.74,6.2,6.6,0.74,1.15,0.221,0
MSTR,2025-01-30,14:32:00,2:30-4PM,long,352.1,1.14,0.74,0.47,6.6,4.2,1.15,1.45,0.442,0
MSTR,2025-01-31,14:32:00,2:30-4PM,short,337.54,-1.15,0.46,0.43,2.1,4.9,-0.37,-0.76,-0.166,0
MSTR,2025-02-03,14:30:00,2:30-4PM,long,315.24,2.62,1.44,0.25,14.7,4.1,0.6,0.81,-0.049,1
MSTR,2025-02-04,14:30:00,2:30-4PM,long,345.07,1.72,0.55,0.58,16.1,5.6,0.41,0.87,0.073,0
MSTR,2025-02-04,14:31:00,2:30-4PM,long,347.86,0.95,0.58,0.85,5.6,4.6,0.87,1.5,0.192,0
MSTR,2025-02-05,14:31:00,2:30-4PM,short,346.88,-1.18,1.08,0.34,4.6,3.4,-0.09,-0.39,0.573,0
MSTR,2025-02-06,14:32:00,2:30-4PM,long,341.05,1.01,0.54,0.93,5.0,6.3,0.03,0.94,-0.347,0
MSTR,2025-02-06,14:41:00,2:30-4PM,short,330.33,-0.55,1.44,1.07,2.2,2.3,-1.49,-2.34,0.429,0
MSTR,2025-02-06,14:42:00,2:30-4PM,short,329.06,-0.02,1.07,0.41,2.3,2.0,-2.34,-2.53,0.257,0
MSTR,2025-02-06,15:27:00,2:30-4PM,long,337.78,0.01,0.83,0.13,2.8,2.0,0.41,0.55,-0.053,0
MSTR,2025-02-07,14:30:00,2:30-4PM,long,340.94,0.88,0.87,0.86,13.5,8.0,1.34,1.72,0.777,0
MSTR,2025-02-07,14:31:00,2:30-4PM,long,343.08,0.26,0.86,0.52,8.0,4.5,1.72,2.01,1.265,0
MSTR,2025-02-10,14:31:00,2:30-4PM,long,336.39,1.19,0.55,0.6,6.1,3.5,0.21,0.65,-0.07,0
MSTR,2025-02-10,14:32:00,2:30-4PM,long,339.54,0.25,0.6,0.96,3.5,5.1,0.65,1.39,-0.027,0
MSTR,2025-02-11,14:32:00,2:30-4PM,short,330.16,-0.34,0.47,0.12,4.3,4.6,-0.75,-0.77,-0.328,0
MSTR,2025-02-12,14:37:00,2:30-4PM,long,320.3,0.62,0.99,0.37,2.8,2.2,0.66,0.88,-0.393,0
MSTR,2025-02-14,14:32:00,2:30-4PM,long,328.31,0.81,0.91,0.25,5.5,6.6,0.66,0.67,-0.091,0
MSTR,2025-02-18,14:32:00,2:30-4PM,short,334.46,-1.35,0.72,0.05,3.9,2.2,-0.52,-0.5,0.218,0
MSTR,2025-02-24,14:30:00,2:30-4PM,short,300.92,-4.96,1.02,0.01,16.3,5.1,-0.69,-0.66,-0.189,1
MSTR,2025-02-24,14:32:00,2:30-4PM,short,296.82,-3.82,0.83,0.53,8.2,3.2,-1.17,-1.55,-0.566,1
MSTR,2025-02-24,15:03:00,2:30-4PM,short,281.33,-1.75,0.78,0.57,2.1,1.9,-3.99,-4.33,-1.197,0
MSTR,2025-02-26,14:31:00,2:30-4PM,short,244.21,-0.08,0.95,2.01,4.1,2.2,-0.31,-2.27,-0.839,0
MSTR,2025-02-27,14:35:00,2:30-4PM,long,271.1,0.13,0.5,0.7,2.5,2.4,0.26,0.99,-0.318,0
MSTR,2025-02-28,14:31:00,2:30-4PM,short,233.56,-0.7,1.58,0.48,5.6,4.4,-0.18,-0.57,0.441,0
MSTR,2025-02-28,14:35:00,2:30-4PM,long,240.84,2.1,1.71,1.2,2.0,2.3,1.21,2.47,0.327,1
MSTR,2025-02-28,14:36:00,2:30-4PM,long,241.15,1.97,1.2,0.13,2.3,3.3,2.47,2.38,0.445,0
MSTR,2025-03-04,14:30:00,2:30-4PM,short,239.7,-1.04,0.47,0.81,17.1,4.6,-0.35,-1.0,-0.154,0
MSTR,2025-03-04,14:31:00,2:30-4PM,short,238.22,-0.1,0.81,0.57,4.6,5.6,-1.0,-1.44,-0.203,0
MSTR,2025-03-04,14:34:00,2:30-4PM,long,246.0,3.42,0.81,1.08,2.7,2.9,0.62,1.68,-0.378,1
MSTR,2025-03-04,14:35:00,2:30-4PM,long,249.58,1.93,1.08,1.4,2.9,2.5,1.68,2.97,-0.27,0
MSTR,2025-03-04,14:36:00,2:30-4PM,long,251.93,0.98,1.4,1.1,2.5,2.3,2.97,3.69,-0.074,0
MSTR,2025-03-05,14:32:00,2:30-4PM,short,273.98,-0.81,0.41,0.15,2.9,3.3,-2.24,-2.26,-0.713,0
MSTR,2025-03-07,14:30:00,2:30-4PM,short,293.33,-1.37,0.86,0.79,13.9,6.7,-0.08,-0.79,0.044,0
MSTR,2025-03-25,14:41:00,2:30-4PM,long,341.94,0.42,0.59,0.06,3.4,1.6,1.97,1.99,0.208,0
MSTR,2025-04-04,10:10:00,9:30-11AM,short,287.66,-4.93,0.45,0.57,2.2,1.9,-1.32,-1.39,-0.178,1
MSTR,2025-04-04,10:22:00,9:30-11AM,short,276.04,-0.93,0.94,0.76,2.6,2.2,-4.1,-4.6,-0.569,0
MSTR,2025-04-04,14:44:00,2:30-4PM,short,269.47,-1.55,0.67,0.66,2.1,2.0,-3.02,-3.66,-0.207,0
MSTR,2025-05-19,14:47:00,2:30-4PM,long,406.38,0.88,0.42,0.09,3.1,2.2,1.49,1.55,0.075,0
MSTR,2025-06-05,14:37:00,2:30-4PM,long,380.98,0.83,0.47,0.16,4.4,1.8,0.39,0.64,0.01,0
MSTR,2025-06-20,14:37:00,2:30-4PM,long,374.07,0.03,0.47,0.05,3.1,1.8,0.74,0.79,0.023,0
