symbol,n,tpd,wr,pf,ev,avg_mfe,med_mfe
APP,20,1.0,0.25,0.4578260082350992,-0.001382543679000497,0.5580150447963952,0.41069127358063245
MSTR,20,1.0,0.25,0.6224369334428912,-0.0009627858197206275,0.6304697535471181,0.5750229160683463
AFRM,14,1.0,0.2857142857142857,0.4803744321631843,-0.0012619478076036955,0.7602268800891115,0.701183439344433
RDDT,20,1.0,0.25,0.6322976783464501,-0.0009376409202165525,0.5928213331707833,0.4381804985228456
HOOD,19,1.0,0.21052631578947367,0.4649348332003249,-0.001417349159159951,0.6967021146378155,0.43849494202288863
NET,21,1.0,0.5714285714285714,1.5996155054774146,0.0008737254508385183,0.674675188330982,0.6897531993837891
AMD,11,1.0,0.45454545454545453,1.248782046480711,0.00046137761347331827,0.7398806988512298,0.796949617119048
DDOG,14,1.0,0.21428571428571427,0.3689839572192513,-0.0016857142857142856,0.7452425599212771,0.4662368405024971
SHOP,14,1.0,0.2857142857142857,0.6121259300870576,-0.0009419798840742886,0.8906207921227294,0.6562119352920424
PLTR,9,1.0,0.5555555555555556,0.8825340939819127,-0.00017750403576066509,0.44008005512290727,0.4121740301768834
CRWD,13,1.0,0.15384615384615385,0.4020537798449184,-0.001720245279523081,0.4726507008251667,0.36297825180726173
SMCI,16,1.0,0.25,0.4668432680330465,-0.0013595496665157315,0.7488780931180102,0.7712932151139982
ARM,13,1.0,0.3076923076923077,0.4322312071606283,-0.0013364403892988292,0.5320640806159747,0.5053777324463247
COIN,17,1.0,0.4117647058823529,1.1504855579529265,0.00030097111590585363,0.822592635991157,0.6585932733498635
TSLA,14,1.0,0.2857142857142857,0.5638637764655317,-0.001000485657587016,0.4072653175440309,0.29441423653073573
NVDA,3,1.0,0.6666666666666666,1.1875053032209952,0.00021250601031712782,0.2384529179476871,0.18245738041989634
META,3,1.0,0.6666666666666666,3.1830074687546546,0.0024740751312552754,1.3366003359115997,0.2679373400716971
AMZN,4,1.0,0.0,0.0,-0.0034000000000000002,0.2341533235520693,0.204955315978805
NFLX,5,1.0,0.4,1.4216048586014352,0.0006991636227002367,0.5108532103737675,0.35213800912275434
AVGO,4,1.0,0.25,0.4856419737365423,-0.0013116129669718173,0.4107455917403668,0.33279633315297324
UBER,4,1.0,0.5,1.3836632169551983,0.0006522274688238374,0.5352092177564832,0.4610488030907973
DASH,10,1.0,0.5,0.7392089684417262,-0.00044334475364906533,0.5350687239441059,0.581252604347977
ABNB,5,1.0,0.4,1.1484311569895285,0.00030279956025863823,0.5096890044728395,0.37872784366357043
PANW,10,1.0,0.6,1.7748050432656266,0.0010537348588412524,0.5671463872674367,0.45815522571027634
SNOW,22,1.0,0.45454545454545453,1.5252237451065713,0.0008984529811800619,0.7327090154630816,0.7043058047192287
MDB,8,1.0,0.375,0.9416828300821775,-0.000123923986075373,0.8402343672255473,0.5878904017171389
ZS,10,1.0,0.4,1.1404185924399133,0.00028645392857742317,0.7741758252080744,0.30474150328002353
MRVL,15,1.0,0.26666666666666666,0.34615566708526824,-0.001630251870067398,0.48026132318192566,0.2896930216236494
MU,19,1.0,0.21052631578947367,0.22378995535850033,-0.0020835111724587622,0.7911970699545814,0.5070575440318246
QCOM,7,1.0,0.7142857142857143,3.2005404691397246,0.0011662613082050173,0.6256264770266152,0.589257148570289
