date,sym,signal,side,gap_pct,pm_range,vol_ratio,ep,mfe_30m,mae_30m,hit_+0.50%,hit_+0.75%
2026-03-20 00:00:00,,PM_Low_Brk,short,-0.53,0.194,0.63,652.43,0.14254402771177752,0.09502935180785749,False,False
2026-03-20 00:00:00,,OR5_Low_Brk,short,-0.53,0.194,0.63,652.43,0.14254402771177752,0.09502935180785749,False,False
2026-03-24 00:00:00,,OR5_High_Brk,long,-0.531,0.618,0.83,654.57,0.24443527812150095,0.5117863635669252,False,False
2026-03-25 00:00:00,,PM_Low_Brk,short,0.813,0.551,2.67,654.91,0.1023041333923683,0.5084668122337483,False,False
2026-03-25 00:00:00,,OR5_Low_Brk,short,0.813,0.551,2.67,654.91,0.1023041333923683,0.5084668122337483,False,False
2026-04-02 00:00:00,,PM_High_Brk,long,-1.357,0.247,0.34,653.68,0.6914698323338784,0.06884102313057334,True,False
2026-04-02 00:00:00,,OR5_High_Brk,long,-1.357,0.247,0.34,653.68,0.6914698323338784,0.06884102313057334,True,False
2026-06-10 00:00:00,,OR5_Low_Brk,short,-0.476,0.586,3.13,730.74,0.3079070531242302,0.24222021512439199,False,False
2026-06-10 00:00:00,,PM_Low_Brk,short,-0.476,0.586,3.13,729.265,0.10627138283065514,0.44496856423933745,False,False
