date,sym,setup,side,gap_pct,ep,mfe_15m,mae_15m,mfe_30m,mae_30m,mfe_60m,mae_60m,hit_+0.25%,hit_+0.50%,hit_+0.75%,open_pos
2026-04-07,,B,short,-0.496,584.91,0.23918209639089794,0.20686943290421372,0.5419637209143218,0.20686943290421372,0.8924449915371448,0.20686943290421372,True,True,True,
2026-04-09,,B,short,0.003,605.14,0.11071818091680588,0.25283405492943334,0.1685560366196222,0.25283405492943334,0.3453746240539432,0.25283405492943334,True,False,False,
2026-04-09,,B,long,0.003,604.64,0.10088647790420972,0.04316618152949974,0.30927494046044,0.04316618152949974,0.6003572373643813,0.04316618152949974,True,True,False,
2026-04-10,,B,short,0.317,611.7991,0.09138620831575986,0.16672139596153307,0.12080763113250864,0.16672139596153307,0.18618857072525688,0.2306149191785479,False,False,False,
2026-04-15,,B,short,0.132,628.475,0.043756712677509406,0.24265086121165952,0.043756712677509406,0.31266160149568906,0.043756712677509406,0.592704562631771,False,False,False,
2026-04-16,,B,long,0.372,638.5,0.0469851213782231,0.11746280344557558,0.3241973375097964,0.11746280344557558,0.4964761158966264,0.11746280344557558,True,False,False,
2026-04-21,,B,long,0.264,648.39,0.2513919091904557,0.0015422816514737898,0.27915297891701896,0.0015422816514737898,0.27915297891701896,0.1202979688150608,True,False,False,
2026-04-23,,B,long,-0.212,653.2599,0.3612804030983669,0.0351927311013646,0.3612804030983669,0.13163214212291902,0.3612804030983669,0.13163214212291902,True,False,False,
2026-04-23,,B,short,-0.212,652.79,0.05974356224819412,0.17003936947563744,0.05974356224819412,0.22059161445488668,0.05974356224819412,0.4748847255625887,False,False,False,
2026-04-24,,B,long,1.132,659.375,0.04853080568721138,0.4011374407582911,0.04853080568721138,0.4314540284360269,0.07203791469194658,0.4314540284360269,False,False,False,
2026-04-28,,B,short,-0.967,657.55,0.08364382936658118,0.2509314880997781,0.08364382936658118,0.2509314880997781,0.5611740552049185,0.2509314880997781,True,True,False,
2026-04-29,,B,long,0.199,658.84,0.06526622548721236,0.11535425900066647,0.06526622548721236,0.14267500455346585,0.3627587881731507,0.14267500455346585,True,False,False,
2026-04-29,,B,short,0.199,658.99,0.08649600145678235,0.16388716065494788,0.08649600145678235,0.17754442404284723,0.2593362569993566,0.17754442404284723,True,False,False,
2026-05-05,,B,short,0.822,678.08,0.014747522416237425,0.3893345917885775,0.014747522416237425,0.41882963662103556,0.014747522416237425,0.49846625766871094,False,False,False,
2026-05-06,,B,long,0.919,688.48,0.28178015338135326,0.08569602602835694,0.29630490355565353,0.08569602602835694,0.29630490355565353,0.1249128514989562,True,False,False,
