symbol,entry_time,exit_time,direction,entry_price,exit_price,pnl_pct,pnl_dollar,slack,regime,result,max_adverse_excursion,max_favorable_excursion
AAPL,2025-05-01 10:11:00+00:00,2025-05-01 10:26:00+00:00,short,210.17,209.71,0.0021887043821667202,-0.50282390445832,1.5436832986775588,trend,loss,0.0004282247704239588,0.0021887043821667202
AAPL,2025-05-01 11:32:00+00:00,2025-05-01 11:42:00+00:00,short,209.32,209.5,-0.0008599273839098358,-1.2649818459774589,0.6115821228746082,trend,loss,0.0008599273839098358,9.554748710100234e-05
AAPL,2025-05-01 12:00:00+00:00,2025-05-01 12:11:00+00:00,short,209.29,209.53,-0.001146734196569397,-1.3366835491423492,4.727262399338198,trend,loss,0.001146734196569397,0.00019112236609485425
AAPL,2025-05-01 12:30:00+00:00,2025-05-01 12:51:00+00:00,short,209.3,209.6,-0.0014333492594361345,-1.4083373148590337,5.6578386588276315,trend,loss,0.001528905876731931,0.0005255613951266777
AAPL,2025-05-01 13:21:00+00:00,2025-05-01 13:30:00+00:00,short,209.38,210.71,-0.006352087114337628,-2.638021778584407,0.9599644449629369,chop,loss,0.0072595281306715555,0.002292482567580427
AAPL,2025-05-01 13:31:00+00:00,2025-05-01 13:36:00+00:00,short,210.51,212.34,-0.008693173720963435,-3.2232934302408585,1.4862744498468674,chop,loss,0.009453232625528522,0.0
AAPL,2025-05-01 14:08:00+00:00,2025-05-01 14:27:00+00:00,long,210.285,211.62,0.006348526999072725,0.5371317497681811,0.859825382374766,trend,win,0.00164063057279406,0.006348526999072725
AAPL,2025-05-01 15:15:00+00:00,2025-05-01 15:37:00+00:00,short,213.4824,212.71,0.0036180968548227142,-0.14547578629432145,1.74968700776718,trend,loss,0.0006440811982626606,0.0036180968548227142
AAPL,2025-05-01 17:20:00+00:00,2025-05-01 17:51:00+00:00,short,212.77,212.57,0.0009399821403394136,-0.8150044649151467,0.748743059798851,trend,loss,0.00022653569582168555,0.0027259482069841258
AAPL,2025-05-01 18:17:00+00:00,2025-05-01 18:48:00+00:00,short,212.81,212.9401,-0.0006113434519054498,-1.2028358629763625,0.6779389819130546,trend,loss,0.001832620647525898,0.0012156383628589098
AAPL,2025-05-01 18:56:00+00:00,2025-05-01 19:27:00+00:00,short,212.65,212.72,-0.00032917940277448003,-1.13229485069362,0.6845886935084339,normal,loss,0.001081589466259063,0.0011991535386785585
AAPL,2025-05-01 20:19:00+00:00,2025-05-01 20:39:00+00:00,short,212.8,208.39,0.020723684210526432,4.130921052631608,1.5181706099819425,chop,win,0.005639097744360848,0.020723684210526432
AAPL,2025-05-01 21:13:00+00:00,2025-05-01 21:44:00+00:00,short,208.05,206.02,0.009757269887046388,1.3893174717615975,2.058611331201053,trend,win,0.01417928382600331,0.009757269887046388
AAPL,2025-05-01 22:44:00+00:00,2025-05-01 22:57:00+00:00,short,204.2,204.5,-0.0014691478942214073,-1.4172869735553517,0.8048994094660789,trend,loss,0.0014691478942214073,0.0
AAPL,2025-05-02 08:00:00+00:00,2025-05-02 08:11:00+00:00,short,207.01,207.68,-0.0032365586203565817,-1.8591396550891455,1.3164693853703922,trend,loss,0.0032848654654364855,0.0
AAPL,2025-05-02 10:43:00+00:00,2025-05-02 11:03:00+00:00,short,206.5,206.78,-0.001355932203389836,-1.388983050847459,0.6758267987020488,chop,loss,0.001355932203389836,0.0005811138014528065
