date,side,ep,mfe_15m,mae_15m,mfe_30m,mae_30m,mfe_60m,mae_60m,hit_+0.25%,hit_+0.50%,hit_+0.75%,hit_+1.00%
2026-02-03,short,621.39,0.46347704340269325,0.00965577173756564,0.6936062698144394,0.00965577173756564,0.6936062698144394,0.00965577173756564,True,True,False,False
2026-02-03,short,620.44,0.31106956353556564,0.13072980465474446,0.5415511572432489,0.13072980465474446,0.5415511572432489,0.13072980465474446,True,True,False,False
2026-03-20,short,585.95,0.12202406348665103,0.23722160593907096,0.12202406348665103,0.23722160593907096,0.16724976533834254,0.23722160593907096,False,False,False,False
2026-04-02,long,585.19,0.0,0.661323672653327,0.0,0.661323672653327,0.0,0.661323672653327,False,False,False,False
2026-06-09,short,709.09,0.272179836128004,0.321538873767783,0.272179836128004,0.47102624490543066,1.1973092273195234,0.47102624490543066,True,True,True,True
2026-06-09,short,707.96,0.11300073450478391,0.48166563082659586,0.11300073450478391,0.6313916040454141,1.0396067574439254,0.6313916040454141,True,True,True,True
2026-06-09,short,702.7,0.2988473032588619,0.1551159812153007,0.7542336701295101,0.24263554859825348,1.807314643517866,0.24263554859825348,True,True,True,True
