symbol,n,tpd,wr,pf,ev,avg_mfe,med_mfe
APP,25,1.0,0.4,0.9065739749636528,-0.00019058909107414832,0.9622930394153122,0.7612241797889654
MSTR,36,1.0,0.25,0.6143790849673203,-0.0009833333333333335,0.9377744746183424,0.682564366311422
AFRM,25,1.0,0.48,0.993554079714433,-1.1396387064882691e-05,0.7324769135001024,0.6898686825758872
RDDT,18,1.0,0.2777777777777778,0.40716894704048595,-0.0014557295856005847,0.6141238225409369,0.39764908984811065
HOOD,19,1.0,0.3157894736842105,0.6323391584673487,-0.0008552952208285892,0.6572759998670036,0.6520443565677141
NET,16,1.0,0.5,0.9487760365176237,-8.01767004847023e-05,0.8868169936457597,0.6186905507496634
AMD,20,1.0,0.3,0.821321151009452,-0.00039552740560477655,0.8154733156425571,0.37243654171803947
DDOG,20,1.0,0.4,0.9313564842997182,-0.00013406769401175649,0.5961756012781423,0.48564097838124687
SHOP,23,1.0,0.21739130434782608,0.29245632812568606,-0.0018826814225525225,0.5232014640606331,0.45150850245968926
PLTR,15,1.0,0.4666666666666667,1.368219476683613,0.000667704651052952,0.9677197423571053,0.689791048889534
CRWD,15,1.0,0.26666666666666666,0.47279788305655585,-0.0013144906115789877,0.5281304209634072,0.348716213388096
SMCI,27,1.0,0.14814814814814814,0.2670809122445161,-0.0021227508393510683,0.6700917543239775,0.2480046406360506
ARM,16,1.0,0.3125,0.6236692857948283,-0.0008796730444545889,0.6957406548745609,0.4189968894913557
COIN,23,1.0,0.2608695652173913,0.27756850903967917,-0.0017798614356440115,0.6449586555649667,0.5294018249631451
TSLA,19,1.0,0.21052631578947367,0.4379125688884131,-0.001398775765363648,0.42322423421921773,0.26796331842100946
NVDA,7,1.0,0.5714285714285714,2.4759269081802717,0.001728806401097531,0.7865737632081076,0.6288641999725902
META,2,1.0,0.5,2.043351104396644,0.001773696877474295,0.5803630432382236,0.5803630432382236
AMZN,4,1.0,0.25,0.18413857868974146,-0.002080446624341159,0.4991624812395765,0.3576413291794834
NFLX,5,1.0,0.2,0.010176419498838275,-0.0026923201389631598,0.2704659536074987,0.1942468649127357
AVGO,18,1.0,0.4444444444444444,1.1586775715422237,0.00027316419419058375,0.6370318347771063,0.4846500413883551
UBER,9,1.0,0.3333333333333333,0.36046634460174587,-0.0014496096189027096,0.3868694644307188,0.3624566464923333
DASH,13,1.0,0.3076923076923077,0.8058705673788841,-0.0004335935463697429,0.6407320649280205,0.5758323901369865
ABNB,7,1.0,0.5714285714285714,1.0625964192303783,9.12119251642655e-05,0.37867390187543326,0.2165093574625453
PANW,8,1.0,0.5,1.1545901353330974,0.00026280323006626556,0.43493102455880617,0.42203977161468875
SNOW,17,1.0,0.29411764705882354,0.36956036502845757,-0.001513055123931702,0.6343133659343345,0.5265917203802986
MDB,17,1.0,0.47058823529411764,0.9412238210809531,-0.00010579712205428425,0.713613362210239,0.6763635102973895
ZS,11,1.0,0.36363636363636365,0.7361174526922875,-0.0005709458750839599,0.5192093925073054,0.4402844907327184
MRVL,18,1.0,0.2777777777777778,0.2322839724774201,-0.001673996025582417,0.597318807580935,0.5053743668756561
MU,27,1.0,0.2962962962962963,0.3787531327545595,-0.0014863906527427947,0.6279321614189323,0.389346618895604
QCOM,8,1.0,0.125,0.15904388454244947,-0.002084627876381158,0.6470560705812551,0.3357300823674558
