tp,sl,total_trades,win_rate,avg_pnl,median_pnl,total_return,pf
0.0075,0.0025,280004,0.4038585163069099,1.118254942838268e-06,-0.0009458387012862858,0.3131158570144864,1.0009092533284691
0.005,0.0025,280004,0.41945829345295066,-3.1843433439658623e-06,-0.0007809641216266842,-0.8916288736838173,0.9973391377784252
0.0075,0.004,280004,0.4594862930529564,-1.3624223449932965e-05,-0.0002846995876445398,-3.81483706287503,0.9903726518436795
0.0025,0.0025,280004,0.49442865101927114,-1.3728948889158824e-05,-4.025043940206823e-05,-3.8441606047600274,0.9868856383308074
0.0075,0.005,280004,0.4755646347909316,-1.5433042599717197e-05,-0.00015690795582543653,-4.321313660091214,0.9895140946051527
0.005,0.004,280004,0.475771774688933,-1.80466310283106e-05,-0.0001672240849437815,-5.053128874451081,0.9868101532736422
0.005,0.005,280004,0.49200725703918513,-1.8944700407451835e-05,-3.7319178371248246e-05,-5.304591892888143,0.9866424898457499
0.0025,0.005,280004,0.5672990385851631,-2.6811602576285762e-05,0.0006876326720425797,-7.5073559677703185,0.9777775971873496
0.0025,0.004,280004,0.5511814116941186,-2.713511139748952e-05,0.0005288561964529043,-7.597939731742655,0.9768746150868655
