sym,time,open,high,low,close,volume,trade_count,vwap
QQQ,2026-01-07 08:28:00-05:00,622.55,622.55,622.55,622.55,280.0,1.0,622.55
QQQ,2026-01-07 08:31:00-05:00,622.97,622.97,622.97,622.97,40.0,1.0,622.97
QQQ,2026-01-07 08:33:00-05:00,622.81,622.81,622.81,622.81,80.0,1.0,622.81
QQQ,2026-01-07 08:37:00-05:00,622.68,622.68,622.68,622.68,100.0,2.0,622.68
QQQ,2026-01-07 08:39:00-05:00,622.81,622.91,622.79,622.91,470.0,8.0,622.8375
QQQ,2026-01-07 08:41:00-05:00,622.95,622.95,622.95,622.95,92.0,3.0,622.95
QQQ,2026-01-07 08:43:00-05:00,623.07,623.07,623.07,623.07,300.0,1.0,623.07
QQQ,2026-01-07 08:44:00-05:00,623.08,623.08,623.06,623.06,350.0,2.0,623.062857
QQQ,2026-01-07 08:51:00-05:00,622.64,622.64,622.64,622.64,50.0,1.0,622.64
QQQ,2026-01-07 08:52:00-05:00,622.8,622.8,622.8,622.8,50.0,1.0,622.8
QQQ,2026-01-07 09:00:00-05:00,622.9,622.9,622.9,622.9,51.0,2.0,622.9
QQQ,2026-01-07 09:04:00-05:00,622.73,622.73,622.73,622.73,50.0,1.0,622.73
QQQ,2026-01-07 09:06:00-05:00,622.37,622.37,622.35,622.35,200.0,3.0,622.3565
QQQ,2026-01-07 09:11:00-05:00,622.58,622.58,622.58,622.58,250.0,2.0,622.58
QQQ,2026-01-07 09:21:00-05:00,622.7,622.7,622.7,622.7,100.0,1.0,622.7
QQQ,2026-01-08 08:12:00-05:00,622.93,622.94,622.93,622.94,200.0,2.0,622.935
QQQ,2026-01-08 08:33:00-05:00,623.02,623.04,623.02,623.04,80.0,2.0,623.03
QQQ,2026-01-08 08:40:00-05:00,623.33,623.33,623.33,623.33,100.0,1.0,623.33
QQQ,2026-01-08 08:45:00-05:00,623.28,623.28,623.28,623.28,180.0,4.0,623.28
QQQ,2026-01-08 09:04:00-05:00,623.4,623.42,623.4,623.42,200.0,3.0,623.4075
QQQ,2026-01-08 09:11:00-05:00,623.58,623.58,623.58,623.58,300.0,1.0,623.58
QQQ,2026-01-08 09:18:00-05:00,623.19,623.19,623.19,623.19,50.0,1.0,623.19
QQQ,2026-01-08 09:19:00-05:00,623.19,623.19,623.08,623.08,490.0,3.0,623.178776
QQQ,2026-01-08 09:20:00-05:00,623.05,623.05,623.05,623.05,300.0,1.0,623.05
QQQ,2026-01-09 08:16:00-05:00,621.84,621.84,621.84,621.84,40.0,1.0,621.84
QQQ,2026-01-09 08:31:00-05:00,622.34,622.45,622.3,622.45,285.0,6.0,622.357143
QQQ,2026-01-09 08:32:00-05:00,622.17,622.17,622.17,622.17,50.0,2.0,622.17
QQQ,2026-01-09 08:34:00-05:00,622.64,622.8,622.64,622.8,180.0,2.0,622.728889
QQQ,2026-01-09 08:36:00-05:00,623.52,623.53,623.5,623.5,340.0,6.0,623.523333
QQQ,2026-01-09 08:37:00-05:00,623.37,623.37,623.37,623.37,120.0,3.0,623.37
QQQ,2026-01-09 08:38:00-05:00,623.26,623.26,623.26,623.26,50.0,1.0,623.26
QQQ,2026-01-09 08:39:00-05:00,623.26,623.26,623.25,623.25,450.0,2.0,623.253333
QQQ,2026-01-09 08:40:00-05:00,623.38,623.38,623.38,623.38,150.0,1.0,623.38
QQQ,2026-01-09 08:41:00-05:00,623.29,623.29,623.29,623.29,150.0,1.0,623.29
QQQ,2026-01-09 08:43:00-05:00,623.27,623.27,623.27,623.27,120.0,1.0,623.27
QQQ,2026-01-09 08:46:00-05:00,623.39,623.39,623.39,623.39,50.0,1.0,623.39
QQQ,2026-01-09 08:51:00-05:00,623.31,623.31,623.16,623.16,385.0,5.0,623.246
QQQ,2026-01-09 08:56:00-05:00,623.41,623.41,623.41,623.41,60.0,1.0,623.41
QQQ,2026-01-09 08:58:00-05:00,623.4,623.41,623.4,623.41,495.0,4.0,623.406316
QQQ,2026-01-09 09:01:00-05:00,623.75,623.75,623.71,623.71,120.0,3.0,623.73
QQQ,2026-01-09 09:03:00-05:00,623.93,623.94,623.93,623.94,240.0,4.0,623.932273
QQQ,2026-01-09 09:08:00-05:00,623.34,623.35,623.34,623.35,260.0,3.0,623.347083
QQQ,2026-01-09 09:11:00-05:00,622.91,622.91,622.91,622.91,160.0,2.0,622.91
QQQ,2026-01-09 09:12:00-05:00,622.78,622.78,622.41,622.41,250.0,3.0,622.694
QQQ,2026-01-09 09:14:00-05:00,622.7,622.7,622.64,622.64,320.0,3.0,622.66
QQQ,2026-01-09 09:18:00-05:00,622.12,622.18,621.96,621.96,920.0,13.0,622.052444
QQQ,2026-01-09 09:22:00-05:00,621.79,621.79,621.33,621.33,120.0,3.0,621.56
QQQ,2026-01-09 09:24:00-05:00,621.5,621.5,621.5,621.5,300.0,1.0,621.5
QQQ,2026-01-09 09:25:00-05:00,621.66,621.66,621.66,621.66,300.0,1.0,621.66
QQQ,2026-01-12 08:13:00-05:00,622.03,622.03,622.03,622.03,120.0,1.0,622.03
QQQ,2026-01-12 08:43:00-05:00,622.27,622.27,622.27,622.27,50.0,1.0,622.27
QQQ,2026-01-12 08:57:00-05:00,622.59,622.59,622.59,622.59,300.0,1.0,622.59
QQQ,2026-01-12 09:04:00-05:00,622.29,622.29,622.29,622.29,300.0,1.0,622.29
QQQ,2026-01-12 09:06:00-05:00,622.42,622.42,622.42,622.42,300.0,1.0,622.42
QQQ,2026-01-12 09:07:00-05:00,622.3,622.3,622.3,622.3,50.0,1.0,622.3
QQQ,2026-01-12 09:08:00-05:00,622.11,622.11,622.11,622.11,40.0,1.0,622.11
QQQ,2026-01-12 09:16:00-05:00,621.88,621.91,621.88,621.91,150.0,3.0,621.893333
QQQ,2026-01-12 09:19:00-05:00,622.11,622.11,622.11,622.11,150.0,1.0,622.11
QQQ,2026-01-12 09:27:00-05:00,621.82,621.85,621.82,621.85,600.0,2.0,621.835
QQQ,2026-01-13 08:23:00-05:00,625.84,625.84,625.84,625.84,50.0,1.0,625.84
QQQ,2026-01-13 08:26:00-05:00,626.11,626.11,626.11,626.11,100.0,1.0,626.11
QQQ,2026-01-13 08:30:00-05:00,628.27,628.34,628.16,628.34,745.0,12.0,628.280719
QQQ,2026-01-13 08:31:00-05:00,628.46,629.32,628.46,629.3,736.0,10.0,628.89483
QQQ,2026-01-13 08:32:00-05:00,629.45,629.45,629.45,629.45,92.0,4.0,629.45
QQQ,2026-01-13 08:33:00-05:00,629.29,629.39,628.59,628.59,1150.0,17.0,628.974312
QQQ,2026-01-13 08:34:00-05:00,628.7,628.7,628.69,628.69,250.0,3.0,628.698
QQQ,2026-01-13 08:35:00-05:00,629.14,629.14,629.14,629.14,53.0,2.0,629.14
QQQ,2026-01-13 08:36:00-05:00,628.65,628.65,628.65,628.65,41.0,2.0,628.65
QQQ,2026-01-13 08:38:00-05:00,628.44,628.44,628.44,628.44,150.0,1.0,628.44
QQQ,2026-01-13 08:39:00-05:00,627.72,628.07,627.72,628.07,350.0,4.0,628.021429
QQQ,2026-01-13 08:40:00-05:00,628.15,628.15,628.15,628.15,40.0,1.0,628.15
QQQ,2026-01-13 08:42:00-05:00,628.26,628.33,628.26,628.33,140.0,3.0,628.302857
QQQ,2026-01-13 08:43:00-05:00,628.28,628.38,628.28,628.38,550.0,3.0,628.34
QQQ,2026-01-13 08:48:00-05:00,627.92,627.93,627.92,627.93,178.0,4.0,627.924234
QQQ,2026-01-13 08:52:00-05:00,627.36,627.36,627.36,627.36,170.0,2.0,627.36
QQQ,2026-01-13 08:53:00-05:00,627.17,627.17,627.17,627.17,60.0,2.0,627.17
QQQ,2026-01-13 08:57:00-05:00,627.53,627.53,627.53,627.53,50.0,1.0,627.53
QQQ,2026-01-13 09:02:00-05:00,627.71,627.71,627.71,627.71,300.0,3.0,627.71
QQQ,2026-01-13 09:09:00-05:00,627.71,627.75,627.71,627.75,150.0,2.0,627.723333
QQQ,2026-01-13 09:10:00-05:00,627.74,627.74,627.7,627.7,100.0,2.0,627.72
QQQ,2026-01-13 09:12:00-05:00,627.62,627.62,627.62,627.62,250.0,2.0,627.62
QQQ,2026-01-13 09:20:00-05:00,628.11,628.11,628.09,628.09,250.0,2.0,628.094
QQQ,2026-01-14 08:10:00-05:00,623.15,623.15,623.15,623.15,120.0,2.0,623.15
QQQ,2026-01-14 08:30:00-05:00,623.13,623.13,623.13,623.13,50.0,1.0,623.13
QQQ,2026-01-14 08:36:00-05:00,622.76,622.9,622.76,622.89,200.0,3.0,622.8275
QQQ,2026-01-14 08:47:00-05:00,622.35,622.35,622.35,622.35,170.0,4.0,622.35
QQQ,2026-01-14 08:53:00-05:00,622.67,622.67,622.67,622.67,150.0,2.0,622.67
QQQ,2026-01-14 08:58:00-05:00,622.57,622.6,622.57,622.6,450.0,4.0,622.59
QQQ,2026-01-14 08:59:00-05:00,622.65,622.67,622.59,622.59,760.0,11.0,622.653043
QQQ,2026-01-14 09:00:00-05:00,622.68,622.68,622.68,622.68,300.0,1.0,622.68
QQQ,2026-01-14 09:01:00-05:00,622.83,622.83,622.83,622.83,100.0,1.0,622.83
QQQ,2026-01-14 09:08:00-05:00,622.24,622.24,622.23,622.23,120.0,3.0,622.235
QQQ,2026-01-14 09:09:00-05:00,622.51,622.51,622.51,622.51,50.0,1.0,622.51
QQQ,2026-01-14 09:13:00-05:00,622.39,622.39,622.39,622.39,110.0,2.0,622.39
QQQ,2026-01-14 09:21:00-05:00,622.51,622.51,622.49,622.49,270.0,5.0,622.5
QQQ,2026-01-14 09:25:00-05:00,622.92,622.93,622.92,622.93,450.0,3.0,622.923333
QQQ,2026-01-14 09:28:00-05:00,622.29,622.29,622.29,622.29,600.0,3.0,622.29
QQQ,2026-01-14 09:29:00-05:00,622.27,622.27,622.27,622.27,300.0,1.0,622.27
QQQ,2026-01-15 08:03:00-05:00,624.69,624.69,624.69,624.69,40.0,1.0,624.69
QQQ,2026-01-15 08:05:00-05:00,624.95,624.95,624.95,624.95,40.0,1.0,624.95
QQQ,2026-01-15 08:11:00-05:00,625.21,625.21,625.21,625.21,70.0,2.0,625.21
QQQ,2026-01-15 08:26:00-05:00,625.18,625.18,625.18,625.18,62.0,3.0,625.18
QQQ,2026-01-15 08:29:00-05:00,625.27,625.27,625.27,625.27,43.0,1.0,625.27
QQQ,2026-01-15 08:30:00-05:00,625.25,625.25,625.25,625.25,80.0,1.0,625.25
QQQ,2026-01-15 08:34:00-05:00,625.65,625.65,625.4,625.4,370.0,3.0,625.614286
QQQ,2026-01-15 08:37:00-05:00,625.53,625.53,625.53,625.53,125.0,1.0,625.53
QQQ,2026-01-15 08:38:00-05:00,625.67,625.74,625.67,625.74,230.0,2.0,625.724783
QQQ,2026-01-15 08:40:00-05:00,625.7,625.7,625.7,625.7,230.0,3.0,625.7
QQQ,2026-01-15 08:42:00-05:00,625.83,625.83,625.83,625.83,300.0,1.0,625.83
QQQ,2026-01-15 08:47:00-05:00,626.14,626.14,626.14,626.14,310.0,2.0,626.14
QQQ,2026-01-15 08:48:00-05:00,626.17,626.17,626.17,626.17,50.0,1.0,626.17
QQQ,2026-01-15 08:49:00-05:00,626.29,626.36,626.29,626.36,110.0,3.0,626.321111
QQQ,2026-01-15 08:51:00-05:00,626.24,626.24,626.24,626.24,250.0,4.0,626.24
QQQ,2026-01-15 08:55:00-05:00,626.08,626.08,626.08,626.08,595.0,6.0,626.08
QQQ,2026-01-15 08:56:00-05:00,625.97,625.97,625.97,625.97,100.0,1.0,625.97
QQQ,2026-01-15 08:57:00-05:00,625.95,625.98,625.95,625.98,350.0,2.0,625.975714
QQQ,2026-01-15 08:59:00-05:00,625.87,625.87,625.87,625.87,320.0,2.0,625.87
QQQ,2026-01-15 09:00:00-05:00,625.88,625.88,625.88,625.88,300.0,4.0,625.88
QQQ,2026-01-15 09:02:00-05:00,625.9,625.9,625.9,625.9,40.0,1.0,625.9
QQQ,2026-01-15 09:07:00-05:00,626.33,626.33,626.33,626.33,100.0,1.0,626.33
QQQ,2026-01-15 09:14:00-05:00,626.08,626.09,626.08,626.09,150.0,3.0,626.083333
QQQ,2026-01-15 09:17:00-05:00,625.98,625.98,625.98,625.98,70.0,2.0,625.98
QQQ,2026-01-15 09:18:00-05:00,626.06,626.06,626.06,626.06,50.0,1.0,626.06
QQQ,2026-01-15 09:22:00-05:00,626.55,626.55,626.55,626.55,150.0,1.0,626.55
QQQ,2026-01-15 09:25:00-05:00,626.79,626.79,626.79,626.79,75.0,1.0,626.79
QQQ,2026-01-15 09:28:00-05:00,627.12,627.13,627.11,627.11,665.0,4.0,627.12
QQQ,2026-01-15 09:29:00-05:00,627.08,627.08,626.75,626.75,400.0,2.0,626.9975
QQQ,2026-01-16 08:15:00-05:00,624.43,624.43,624.43,624.43,40.0,1.0,624.43
QQQ,2026-01-16 08:26:00-05:00,624.45,624.45,624.45,624.45,50.0,1.0,624.45
QQQ,2026-01-16 08:43:00-05:00,624.45,624.45,624.45,624.45,280.0,1.0,624.45
QQQ,2026-01-16 09:04:00-05:00,624.65,624.65,624.65,624.65,110.0,1.0,624.65
QQQ,2026-01-16 09:13:00-05:00,624.81,624.81,624.81,624.81,540.0,2.0,624.81
QQQ,2026-01-16 09:17:00-05:00,624.81,624.81,624.8,624.8,300.0,3.0,624.803571
QQQ,2026-01-16 09:18:00-05:00,624.87,624.87,624.87,624.87,300.0,1.0,624.87
QQQ,2026-01-16 09:25:00-05:00,624.69,624.69,624.69,624.69,300.0,1.0,624.69
QQQ,2026-01-16 09:26:00-05:00,625.04,625.04,625.04,625.04,300.0,1.0,625.04
QQQ,2026-01-16 09:27:00-05:00,625.07,625.07,625.07,625.07,300.0,1.0,625.07
QQQ,2026-01-16 09:28:00-05:00,625.62,625.74,625.62,625.74,580.0,2.0,625.682069
QQQ,2026-01-20 08:26:00-05:00,611.0,611.0,610.99,610.99,175.0,2.0,610.997143
QQQ,2026-01-20 08:27:00-05:00,610.93,610.94,610.9,610.9,1025.0,4.0,610.916585
QQQ,2026-01-20 08:31:00-05:00,610.4,610.4,610.32,610.32,285.0,5.0,610.343396
QQQ,2026-01-20 08:33:00-05:00,609.63,609.63,609.63,609.63,180.0,5.0,609.63
QQQ,2026-01-20 08:45:00-05:00,609.78,609.78,609.78,609.78,320.0,2.0,609.78
QQQ,2026-01-20 08:50:00-05:00,610.29,610.29,610.29,610.29,300.0,1.0,610.29
QQQ,2026-01-20 08:52:00-05:00,610.03,610.03,610.03,610.03,300.0,1.0,610.03
QQQ,2026-01-20 08:53:00-05:00,609.89,609.9,609.89,609.9,600.0,2.0,609.895
QQQ,2026-01-20 08:58:00-05:00,610.03,610.03,610.03,610.03,40.0,1.0,610.03
QQQ,2026-01-20 09:02:00-05:00,610.5,610.5,610.5,610.5,300.0,1.0,610.5
QQQ,2026-01-20 09:14:00-05:00,610.21,610.45,610.21,610.45,1520.0,6.0,610.342
QQQ,2026-01-20 09:17:00-05:00,610.23,610.23,610.23,610.23,300.0,1.0,610.23
QQQ,2026-01-20 09:24:00-05:00,609.99,609.99,609.91,609.91,608.0,3.0,609.95
QQQ,2026-01-20 09:26:00-05:00,609.55,609.55,609.55,609.55,300.0,1.0,609.55
QQQ,2026-01-20 09:29:00-05:00,610.48,610.48,610.48,610.48,80.0,2.0,610.48
QQQ,2026-01-21 08:07:00-05:00,607.06,607.06,607.06,607.06,48.0,1.0,607.06
QQQ,2026-01-21 08:20:00-05:00,606.92,606.92,606.92,606.92,70.0,2.0,606.92
QQQ,2026-01-21 08:28:00-05:00,606.79,606.79,606.79,606.79,240.0,1.0,606.79
QQQ,2026-01-21 08:32:00-05:00,606.3,606.3,606.3,606.3,80.0,2.0,606.3
QQQ,2026-01-21 08:40:00-05:00,606.37,606.37,606.37,606.37,300.0,1.0,606.37
QQQ,2026-01-21 08:49:00-05:00,606.22,606.32,606.22,606.32,120.0,3.0,606.283333
QQQ,2026-01-21 08:54:00-05:00,607.19,607.19,607.19,607.19,320.0,2.0,607.19
QQQ,2026-01-21 08:55:00-05:00,607.47,607.65,607.47,607.65,160.0,3.0,607.598571
QQQ,2026-01-21 09:00:00-05:00,607.29,607.29,607.29,607.29,120.0,2.0,607.29
QQQ,2026-01-21 09:03:00-05:00,606.54,606.54,606.54,606.54,100.0,1.0,606.54
QQQ,2026-01-21 09:04:00-05:00,606.96,607.77,606.96,607.77,350.0,6.0,607.371724
QQQ,2026-01-21 09:08:00-05:00,608.04,608.04,608.04,608.04,100.0,1.0,608.04
QQQ,2026-01-21 09:12:00-05:00,609.4,609.4,609.4,609.4,60.0,2.0,609.4
QQQ,2026-01-21 09:13:00-05:00,609.78,609.78,609.78,609.78,165.0,3.0,609.78
QQQ,2026-01-21 09:18:00-05:00,610.02,610.02,610.02,610.02,145.0,2.0,610.02
QQQ,2026-01-21 09:20:00-05:00,609.6,609.6,609.6,609.6,145.0,2.0,609.6
QQQ,2026-01-21 09:22:00-05:00,610.59,610.59,610.59,610.59,145.0,2.0,610.59
QQQ,2026-01-21 09:23:00-05:00,610.56,610.56,610.56,610.56,145.0,2.0,610.56
QQQ,2026-01-22 08:00:00-05:00,621.66,621.66,621.66,621.66,44.0,1.0,621.66
QQQ,2026-01-22 08:28:00-05:00,621.76,621.76,621.76,621.76,160.0,2.0,621.76
QQQ,2026-01-22 08:36:00-05:00,621.83,621.83,621.7,621.7,1200.0,4.0,621.7775
QQQ,2026-01-22 08:37:00-05:00,621.72,621.72,621.72,621.72,120.0,2.0,621.72
QQQ,2026-01-22 08:46:00-05:00,621.81,621.83,621.81,621.83,260.0,2.0,621.822308
QQQ,2026-01-22 08:47:00-05:00,622.39,622.39,622.39,622.39,300.0,1.0,622.39
QQQ,2026-01-22 08:52:00-05:00,622.17,622.17,622.17,622.17,40.0,1.0,622.17
QQQ,2026-01-22 08:57:00-05:00,622.23,622.53,622.23,622.53,1040.0,6.0,622.479412
QQQ,2026-01-22 09:01:00-05:00,622.4,622.4,622.4,622.4,300.0,1.0,622.4
QQQ,2026-01-22 09:05:00-05:00,621.87,621.87,621.86,621.86,460.0,3.0,621.863478
QQQ,2026-01-22 09:09:00-05:00,621.81,621.81,621.81,621.81,100.0,1.0,621.81
QQQ,2026-01-22 09:19:00-05:00,622.4,622.4,622.4,622.4,300.0,1.0,622.4
QQQ,2026-01-22 09:20:00-05:00,622.4,622.4,622.32,622.32,421.0,4.0,622.38
QQQ,2026-01-22 09:21:00-05:00,622.25,622.25,622.15,622.15,600.0,2.0,622.2
QQQ,2026-01-22 09:28:00-05:00,622.36,622.36,622.3,622.3,1060.0,4.0,622.340189
QQQ,2026-01-23 08:09:00-05:00,620.09,620.09,620.09,620.09,160.0,2.0,620.09
QQQ,2026-01-23 08:12:00-05:00,620.18,620.18,620.18,620.18,125.0,1.0,620.18
QQQ,2026-01-23 08:22:00-05:00,619.59,619.59,619.59,619.59,180.0,3.0,619.59
QQQ,2026-01-23 08:29:00-05:00,618.89,618.89,618.89,618.89,120.0,1.0,618.89
QQQ,2026-01-23 08:38:00-05:00,619.38,619.38,619.38,619.38,150.0,3.0,619.38
QQQ,2026-01-23 08:53:00-05:00,618.78,618.78,618.78,618.78,60.0,1.0,618.78
QQQ,2026-01-23 09:04:00-05:00,618.72,618.72,618.72,618.72,50.0,1.0,618.72
QQQ,2026-01-23 09:09:00-05:00,619.07,619.07,619.07,619.07,44.0,1.0,619.07
QQQ,2026-01-23 09:13:00-05:00,618.6,618.6,618.58,618.6,555.0,6.0,618.590654
QQQ,2026-01-23 09:23:00-05:00,618.98,618.98,618.98,618.98,80.0,1.0,618.98
QQQ,2026-01-23 09:25:00-05:00,619.34,619.34,619.34,619.34,300.0,1.0,619.34
QQQ,2026-01-23 09:28:00-05:00,619.67,619.67,619.67,619.67,300.0,1.0,619.67
QQQ,2026-01-26 08:22:00-05:00,622.05,622.05,622.05,622.05,40.0,1.0,622.05
QQQ,2026-01-26 08:32:00-05:00,621.8,621.8,621.8,621.8,80.0,1.0,621.8
QQQ,2026-01-26 08:42:00-05:00,621.18,621.19,621.18,621.19,280.0,5.0,621.187273
QQQ,2026-01-26 08:46:00-05:00,621.78,621.78,621.78,621.78,180.0,3.0,621.78
QQQ,2026-01-26 08:47:00-05:00,621.81,621.81,621.81,621.81,300.0,1.0,621.81
QQQ,2026-01-26 08:50:00-05:00,622.02,622.02,622.02,622.02,100.0,1.0,622.02
QQQ,2026-01-26 08:58:00-05:00,622.51,622.51,622.51,622.51,60.0,1.0,622.51
QQQ,2026-01-26 09:01:00-05:00,622.64,622.64,622.63,622.63,600.0,4.0,622.637667
QQQ,2026-01-26 09:02:00-05:00,622.6,622.6,622.6,622.6,60.0,1.0,622.6
QQQ,2026-01-26 09:03:00-05:00,622.78,622.78,622.78,622.78,105.0,2.0,622.78
QQQ,2026-01-26 09:05:00-05:00,622.66,622.66,622.65,622.65,607.0,3.0,622.655
QQQ,2026-01-26 09:09:00-05:00,622.7,622.7,622.7,622.7,280.0,1.0,622.7
QQQ,2026-01-26 09:11:00-05:00,622.68,622.68,622.68,622.68,100.0,2.0,622.68
QQQ,2026-01-26 09:15:00-05:00,622.6,622.6,622.6,622.6,50.0,1.0,622.6
QQQ,2026-01-26 09:29:00-05:00,623.16,623.16,623.16,623.16,93.0,1.0,623.16
QQQ,2026-01-27 08:15:00-05:00,629.69,629.69,629.69,629.69,100.0,2.0,629.69
QQQ,2026-01-27 08:31:00-05:00,629.27,629.27,629.27,629.27,139.0,2.0,629.27
QQQ,2026-01-27 08:38:00-05:00,629.3,629.3,629.3,629.3,40.0,1.0,629.3
QQQ,2026-01-27 08:53:00-05:00,629.03,629.03,629.03,629.03,65.0,1.0,629.03
QQQ,2026-01-27 08:58:00-05:00,629.1,629.1,629.09,629.09,140.0,2.0,629.094286
QQQ,2026-01-27 09:05:00-05:00,629.49,629.49,629.47,629.47,340.0,7.0,629.483571
QQQ,2026-01-27 09:06:00-05:00,629.41,629.41,629.41,629.41,300.0,1.0,629.41
QQQ,2026-01-27 09:09:00-05:00,629.24,629.24,629.24,629.24,300.0,2.0,629.24
QQQ,2026-01-27 09:18:00-05:00,629.24,629.24,629.21,629.21,100.0,2.0,629.222
QQQ,2026-01-28 08:41:00-05:00,635.52,635.72,635.52,635.72,600.0,6.0,635.625634
QQQ,2026-01-28 08:45:00-05:00,635.68,635.68,635.68,635.68,40.0,1.0,635.68
QQQ,2026-01-28 08:57:00-05:00,635.8,635.8,635.8,635.8,40.0,1.0,635.8
QQQ,2026-01-28 09:03:00-05:00,635.8,635.8,635.8,635.8,220.0,3.0,635.8
QQQ,2026-01-28 09:19:00-05:00,635.08,635.08,635.08,635.08,160.0,2.0,635.08
QQQ,2026-01-28 09:22:00-05:00,635.31,635.31,635.31,635.31,40.0,1.0,635.31
QQQ,2026-01-28 09:24:00-05:00,635.57,635.57,635.57,635.57,300.0,1.0,635.57
QQQ,2026-01-29 08:10:00-05:00,633.82,633.82,633.82,633.82,55.0,1.0,633.82
QQQ,2026-01-29 08:15:00-05:00,633.58,633.58,633.58,633.58,60.0,1.0,633.58
QQQ,2026-01-29 08:23:00-05:00,633.42,633.42,633.42,633.42,120.0,2.0,633.42
QQQ,2026-01-29 08:33:00-05:00,633.79,633.79,633.79,633.79,100.0,1.0,633.79
QQQ,2026-01-29 08:41:00-05:00,634.1,634.1,634.1,634.1,300.0,1.0,634.1
QQQ,2026-01-29 08:48:00-05:00,634.22,634.22,634.22,634.22,50.0,1.0,634.22
QQQ,2026-01-29 08:54:00-05:00,634.02,634.02,634.02,634.02,340.0,4.0,634.02
QQQ,2026-01-29 09:01:00-05:00,633.89,633.89,633.89,633.89,160.0,2.0,633.89
QQQ,2026-01-29 09:03:00-05:00,633.31,633.36,633.31,633.36,380.0,9.0,633.320667
QQQ,2026-01-29 09:13:00-05:00,633.19,633.19,633.1,633.1,622.0,8.0,633.152159
QQQ,2026-01-29 09:14:00-05:00,633.03,633.03,633.01,633.01,240.0,4.0,633.021818
QQQ,2026-01-29 09:15:00-05:00,633.1,633.11,633.1,633.11,140.0,3.0,633.105714
QQQ,2026-01-29 09:16:00-05:00,633.16,633.16,633.16,633.16,120.0,2.0,633.16
QQQ,2026-01-29 09:17:00-05:00,633.1,633.17,633.1,633.17,270.0,2.0,633.154444
QQQ,2026-01-29 09:20:00-05:00,633.02,633.02,633.02,633.02,107.0,2.0,633.02
QQQ,2026-01-30 08:30:00-05:00,625.0,625.0,625.0,625.0,100.0,1.0,625.0
QQQ,2026-01-30 08:34:00-05:00,625.08,625.08,625.08,625.08,60.0,1.0,625.08
QQQ,2026-01-30 08:43:00-05:00,625.42,625.42,625.42,625.42,80.0,2.0,625.42
QQQ,2026-01-30 08:51:00-05:00,625.35,625.35,625.35,625.35,40.0,1.0,625.35
QQQ,2026-01-30 09:01:00-05:00,625.89,625.9,625.89,625.9,265.0,4.0,625.892449
QQQ,2026-01-30 09:04:00-05:00,625.32,625.32,625.32,625.32,80.0,1.0,625.32
QQQ,2026-01-30 09:14:00-05:00,625.8,625.8,625.8,625.8,40.0,1.0,625.8
QQQ,2026-01-30 09:20:00-05:00,625.64,625.64,625.64,625.64,45.0,1.0,625.64
QQQ,2026-02-02 08:00:00-05:00,617.09,617.09,617.07,617.07,330.0,4.0,617.08
QQQ,2026-02-02 08:03:00-05:00,616.78,616.78,616.78,616.78,40.0,1.0,616.78
QQQ,2026-02-02 08:04:00-05:00,616.73,616.73,616.73,616.73,40.0,1.0,616.73
QQQ,2026-02-02 08:06:00-05:00,616.94,616.94,616.94,616.94,40.0,1.0,616.94
QQQ,2026-02-02 08:13:00-05:00,617.39,617.39,617.36,617.36,80.0,2.0,617.375
QQQ,2026-02-02 08:22:00-05:00,617.23,617.23,617.23,617.23,40.0,1.0,617.23
QQQ,2026-02-02 08:24:00-05:00,617.3,617.31,617.3,617.31,240.0,2.0,617.30375
QQQ,2026-02-02 08:30:00-05:00,617.31,617.31,617.31,617.31,300.0,1.0,617.31
QQQ,2026-02-02 08:34:00-05:00,616.79,616.79,616.79,616.79,151.0,2.0,616.79
QQQ,2026-02-02 08:45:00-05:00,617.74,617.74,617.74,617.74,73.0,1.0,617.74
QQQ,2026-02-02 08:50:00-05:00,617.69,617.74,617.69,617.74,90.0,2.0,617.717778
QQQ,2026-02-02 08:51:00-05:00,617.68,617.68,617.68,617.68,300.0,1.0,617.68
QQQ,2026-02-02 08:55:00-05:00,618.42,618.42,618.42,618.42,60.0,1.0,618.42
QQQ,2026-02-02 08:57:00-05:00,618.49,618.49,618.49,618.49,60.0,1.0,618.49
QQQ,2026-02-02 08:58:00-05:00,618.4,618.4,618.4,618.4,120.0,2.0,618.4
QQQ,2026-02-02 09:00:00-05:00,618.3,618.3,618.3,618.3,80.0,2.0,618.3
QQQ,2026-02-02 09:03:00-05:00,618.72,618.72,618.7,618.7,180.0,3.0,618.71
QQQ,2026-02-02 09:05:00-05:00,618.51,618.51,618.51,618.51,210.0,2.0,618.51
QQQ,2026-02-03 08:25:00-05:00,629.33,629.33,629.33,629.33,40.0,1.0,629.33
QQQ,2026-02-03 08:42:00-05:00,629.32,629.32,629.32,629.32,50.0,1.0,629.32
QQQ,2026-02-03 09:10:00-05:00,628.89,628.89,628.89,628.89,120.0,2.0,628.89
QQQ,2026-02-03 09:18:00-05:00,628.59,628.59,628.59,628.59,100.0,1.0,628.59
QQQ,2026-02-03 09:21:00-05:00,628.7,628.7,628.7,628.7,330.0,4.0,628.7
QQQ,2026-02-03 09:29:00-05:00,628.15,628.15,628.15,628.15,160.0,1.0,628.15
QQQ,2026-02-04 08:10:00-05:00,615.04,615.04,615.01,615.01,520.0,7.0,615.0232
QQQ,2026-02-04 08:35:00-05:00,615.0,615.0,615.0,615.0,64.0,2.0,615.0
