symbol,date,entry,mfe_3,mae_3,mfe_6,mae_6,mfe_12,mae_12
NVDA,2026-04-16,197.45,0.0022284122562673983,0.0027855153203343195,0.0022284122562673983,0.0043048873132439745,0.0022284122562673983,0.004406178779437856
TSLA,2026-05-04,388.56,0.004786905497220542,0.0010809141445337037,0.004786905497220542,0.0037059913526868377,0.004786905497220542,0.004014823965410753
